#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybdM//ptsG//mdtA//nanE//
GO_0055085_5	rlmD//exuR//dppB//paaK//kbp//yjfP//pheP//deoC//ygfZ//rapA//casC//paaE//tusA//hcaB//mdtK//treA//cbrA//ackA//epmC//frwC//nrdI//mgtA//cptB//rlmN//yraH//cydC//agaI//malZ//pcm//kefF//mdtF//secF//baeR//trmO//vsr//tar//rzoR//mcrA//rseB//yfiE//cspE//ygfA//maa//ygeR//hslR//yqjA//yebZ//hisI//rsmH//pncB//yahF//cas2//ybcM//yaiW//ybhF//rpmJ//preA//aroA//ybfE//hemF//hypT//valS//hiuH//ssuB//phnC//aroC//ybhD//ygbI//arnB//truD//murB//mreB//mutL//rutF//cof//iscA//yafO//gyrA//cmtB//wrbA//torA//bcp//pbpC//ansB//nuoH//mocA//yfbU//dnaQ//yjfP//gltB//frlB//prmB//uup//nanE//acrR//uidR//dpiB//ilvI//fhuF//znuA//fepC//manY//galS//ynaI//tktB//yjtD//dcuD//mdtB//ompF//eptA//etp//fabB//mepA//rph//yjcO//folE//ftsB//tpx//cynS//rlmA//mntP//ackA//hofN//nupC//flgA//pyrE//melR//nadC//hyfR//rplT//uhpT//gabP//dgcQ//argG//yiaM//thiG//amiD//ccmA//yagJ//pdeH//frmA//pdhR//acrA//ppiA//yoaB//ypdC//purR//ybgI//yiiE//msrC//idi//rutB//ygjR//eamB//intF//paaZ//pstA//yjfF//ybhP//waaO//ubiF//tatB//arsB//fnr//rfbX//nlpA//leuE//yeeJ//amiA//ilvN//rplL//bipA//yfhH//pmbA//ynfE//dapD//sodC//dnaJ//yhdW//pdxB//yjjB//der//ugd//yhcH//nusG//zwf//rpsD//acnA//trkH//sucD//mscS//narV//dppB//bioH//cusB//kdpA//msrA//dbpA//mtlD//dosP//narL//asd//entA//sdiA//minC//torD//metK//pdeH//ybbN//yhfS//agaR//rna//cydA//tyrS//opgE//dppC//pepN//tolC//groL//uvrA//pgrR//yneL//rplD//cas3//rcnB//ybdO//speF//ugd//fepA//malG//rplQ//fixA//lasT//dgkA//coaA//ftsI//citE//atpH//yjcE//mdfA//yebK//menA//coaE//suhB//wecE//argD//rluD//cydD//rutC//yedP//ygbI//aphA//hipA//mngA//ydiP//osmF//mdtL//aroK//pgaB//trxC//vsr//dgoR//glcC//radD//feoB//tap//edd//mtlA//ssuD//oppD//yahK//ynaE//hemF//fklB//yeeA//yqcC//rpmJ//nrfF//truD//rho//rclA//ycfS//sapD//panZ//codA//holA//slyD//rnr//oppF//hyaA//trkH//mdtN//rcsA//dapB//exuR//ratA//ygcW//rrrQ//fkpB//fabD//pphB//dgcF//pagP//gltB//ychO//yfaV//yciE//mprA//ribE//add//ydiZ//yihI//ampD//ydaV//tyrA//gabP//syd//idnT//cspD//agaS//puuA//pphA//aroF//ybdN//waaC//nirB//yddL//mglC//fiu//yahB//yccS//yjiA//pspA//ompT//hflX//gsiD//folD//hprS//yqiH//potC//nimT//sfsA//pstS//putA//nagK//truA//gcvP//hda//prc//leuB//lapB//pabC//phnL//feaB//yiaU//ulaR//hsrA//pnuC//sdaA//bamE//mnmA//recA//ibsA//fabH//gspI//ydbK//insB-2//nikA//abgA//evgS//yihW//mdtG//yajD//hlyE//yeaG//opgC//basS//poxB//panD//rseC//speB//gutM//mlaE//plsC//prpB//manY//hupA//blr//ybcC//pinQ//minD//frc//prfC//uraA//ybhF//purC//clcA//glnD//ygiB//ynhF//aceA//agaI//yahF//yddM//yhjA//cas1//znuC//ttdR//potH//yfcR//cheZ//bioC//yaiW//ttdA//yggX//aslB//purT//gadB//tauB//rna//yiaM//mutS//frc//yehT//nuoH//ypdF//yjjW//phoA//argR//yaaU//rof//entH//
GO_0055086_4	glcF//tolC//gltI//cecR//slmA//glrK//flgH//araD//ung//azoR//yeeL//plsB//clsA//ridA//yfaV//ypjD//ybeY//fimZ//zapA//cas1//ldrD//ugd//yifB//yhbO//sohB//ygbL//ppsR//insI-1//hyaB//cusR//ycaN//bamB//ykgM//atoS//frdA//ptsP//yjjB//yfjR//apt//rutA//mazF//lpcA//plsC//ruvB//dacD//yjhI//ribC//dxs//bioD//bipA//entD//mutY//dpiB//mrr//nuoN//minE//ynfF//wzzB//yhiM//zraR//lon//fliZ//metQ//pepA//rluB//ibsD//metB//cusS//napB//tatD//relE//evgA//sstT//rdgC//treA//mzrA//opgD//ccmC//insB-2//yjcS//baeR//otsB//aas//sbcD//ada//lptA//grcA//gltB//betI//alaC//gatC//mqsR//rfaG//hybO//mobA//ydfD//nuoI//frc//fadB//ileS//glxK//frdA//gudP//nikR//ybhF//mtfA//mqsR//recF//nirB//atpE//glsA//dsbG//napA//clpS//yjjX//tsr//ecpR//hemD//yhgF//prlF//ilvA//uxaB//alkB//waaG//fhuB//yfdC//gapC//purF//atpD//rpsN//mgtL//lolD//galM//rapZ//ggt//yafQ//csiD//ybcM//rplF//malP//recF//wcaJ//mlc//mdlB//fimG//tatB//hupA//yjfF//rbsC//oppF//glsB//yadV//kdgK//ydiF//ompA//ompF//waaZ//xylE//sdaA//phnJ//trpGD//ybhP//rffT//rimJ//nuoI//bcsA//cedA//cbrA//perR//uxaC//kduI//rarA//
GO_0055114_3	cysG//nrfF//holE//hflX//sppA//yfdS//wcaB//ygiV//recB//creB//ulaA//dnaT//uvrD//gltD//raiA//dinG//dcuS//dcuD//rof//dgcM//pth//kdgR//mdh//dacC//bamE//erpA//osmE//kefB//cheY//adiY//fimC//fabR//rayT//aspA//ddpX//cydC//exuT//nuoH//yqaB//yadI//yhfS//mqsA//dsbA//preA//norW//recG//yafC//mraZ//rpiR//hypD//csgD//lptC//arsR//cpdA//sdhC//ldrD//csdE//fecB//ftp//uhpT//rcdA//ybjC//mrcB//ubiH//maa//relA//tktA//uxaA//artM//rplE//surE//hybG//borD//rsmJ//gsiD//putA//ubiX//thiH//galU//cyoB//yfdS//ypdC//rlpA//mepM//afuC//rclR//cysK//sapD//ykfI//perR//dut//ycfH//nusG//cysC//mrcA//rhaD//paaJ//fimG//phoR//hemN//aer//yhfS//rnpA//bcp//ruvA//proQ//ychO//grcA//essD//zinT//uvrY//pdxJ//htrE//cysM//dtpC//yfcG//glcF//accA//csiD//fdoH//rmf//glgP//metE//yqhD//hisB//aaeA//yhaO//narP//tatB//yegS//ugpE//ykgA//sfmA//livF//ybhG//hofN//ynfL//oxyR//dgcE//cmoA//yajQ//hisM//accA//nusG//crp//agaC//pfkB//yhaM//ymgC//hlyE//ftsZ//bcp//selB//cpxP//ybdO//yfeO//lepA//aidB//apaH//yfaE//iap//rapZ//betI//yjiM//thrC//ybiV//panD//uhpT//gpsA//epmB//minD//fliT//thiH//metN//artP//pheP//lplA//rnr//yhjC//psuT//tnaB//waaJ//pbpG//mocA//lolE//glpT//astB//murI//mdtI//gadB//hslO//yqjH//
GO_0055129_5	narL//ispU//ompL//
GO_0055130_8	lhr//aroD//
GO_0060003_10	yebQ//amyA//tqsA//rapA//
GO_0060255_5	tpiA//rraA//hemN//dps//trpC//ybaL//waaH//groS//glrK//mnmG//xapB//rplK//rne//cusA//eco//hisF//slyD//ycbX//proC//tauA//ubiF//yobA//atoB//yehY//cheY//nuoG//insK//ykgA//tgt//tdcE//argS//hdfR//cueR//ybbW//nac//yjiY//nudB//intS//rzpD//rlmN//fecA//ybdM//acpH//rffG//yfcF//hybB//ubiC//yjjI//rpsO//yfgJ//queA//yfaX//tabA//yihO//htpG//hchA//paaB//yqjH//pabA//amiA//rdgC//zapE//yecS//yihO//artJ//recT//bdm//ispG//mntP//arcB//ghxQ//yghW//alsK//solA//pdeF//iscX//ybjD//queF//yjbB//psuT//pdeH//fryC//add//waaO//ghrB//ptsP//arcB//hupA//rluA//mgtL//uhpT//folE//gltD//yoeE//recC//mltB//napD//trkA//phoQ//malS//torS//wecB//sgcE//galK//narK//glsA1//rstB//melR//barA//dfp//casA//prmB//yhhZ//araF//dinB//hns//tusA//ymgA//rplS//dgcF//perR//mlaE//hxpB//lipA//rnr//ssuA//ybcQ//thrB//truA//atoB//cbpM//lpxD//yggW//ydiZ//slt//ldtD//yhaC//mocA//ffh//amiB//yfeW//glcA//napC//fepA//ydgA//lpxP//potD//alr//mutS//ybhI//frmR//rlmC//yneL//uvrY//ghoT//ymfA//arcC//rayT//ynfE//tyrA//preA//endA//rpsN//aroC//fis//mrr//clcB//rpmG//emrK//ybiH//yedL//fdhD//aroA//bepA//gor//pnp//secY//ppk//hypB//nuoF//yaaJ//ghoS//uspF//dnaK//dsbD//alsA//puuE//secG//yifB//mntR//hslU//mazF//metF//yegD//dsdC//blr//queE//ihfB//dkgA//ybaO//dusB//yihR//tynA//tsaD//kdgT//lit//hscC//intF//fliM//patD//elyC//yjjW//hprS//ybjC//waaZ//melB//ycbX//nadD//yfgO//yebK//mdlA//yjhG//cvrA//gloC//allD//ubiI//yfbS//ynfF//dicB//opgC//mutY//cpsG//yidE//bacA//yebK//yhjB//tig//polA//yehX//hypT//fdhD//ynfF//tqsA//tehB//manX//satP//trpS//feoC//tsx//menD//yihO//aroD//ssuA//ugpA//tolB//rtcB//secA//bcsA//fadR//proQ//yaiV//trpD//acrB//yjjX//rfbX//grxD//hcp//hscA//iclR//rpmA//rpsT//dicB//ftsP//narP//fdoI//ubiF//glpR//fbp//mqsR//ugpA//yeeY//ygaV//arfA//hpt//eptB//iscS//yiaB//nrdA//yejF//cca//cspD//rayT//zinT//yneJ//murD//glcF//allR//narX//acrB//radD//sufB//opgD//yeiL//alkA//bioH//glgX//rrrQ//rpsB//greA//acrZ//nrdR//mak//mppA//pgk//prfA//gloA//leuC//gyrA//rnhB//sgcX//ynfH//mglB//ydbD//yoaB//dsdA//hcp//cobC//entC//nadE//pflB//bdm//aaeR//arnB//zwf//infB//proQ//clpB//yciA//rcsA//yfjV//sapC//lon//yfjV//ydiF//cysM//napA//emrE//frc//dapD//cynX//malY//umpG//yggF//rhmD//
GO_0060274_5	mtlA//
GO_0060326_5	fliD//
GO_0060341_5	srlR//tusA//
GO_0060491_5	uup//yccS//glrK//lgoD//
GO_0060566_8	setC//
GO_0060567_8	allS//malI//dgcZ//
GO_0060699_8	uhpB//yphD//ygfX//plsB//ybiO//
GO_0060700_7	nfo//ptsP//fhuF//preA//waaA//
GO_0060701_8	yahN//dfp//puuP//mipA//dcuC//
GO_0060702_9	slt//frwC//rpmF//ihfA//torR//
GO_0061013_7	zapD//priA//ftnB//ibsA//rplD//
GO_0061024_4	chbC//azoR//yjhI//gatZ//rpsP//mdfA//yceO//lpxT//yihU//yehT//cueR//lsrG//
GO_0061077_4	rplC//btuR//eptB//kdsD//srmB//phnM//yoeE//yghO//cmtB//ssuE//ulaG//yhbQ//tdcA//yheT//lepA//yeaV//lpxK//arfB//cadB//clpP//araH//glmM//yggP//
GO_0061475_9	rfaC//
GO_0061504_8	dam//
GO_0061610_5	yfaE//
GO_0061615_7	sufA//rhaS//
GO_0061687_3	secM//xylH//ygdG//araC//trkH//elbB//
GO_0061720_5	glgS//trmI//pal//tbpA//
GO_0061727_6	potG//rhaT//metB//pitA//higA//yfcA//yfbR//iraP//thrS//rpiA//metR//ynjD//yhjG//wza//eutK//rpsQ//hexR//dps//hda//rzpR//mrcB//tonB//ilvC//arfA//
GO_0061984_6	nudG//
GO_0061985_7	rcsB//
GO_0062012_5	cynX//udk//fabD//flgJ//topA//prpD//ynaI//ydiF//dgcZ//mltD//tdcE//
GO_0062013_6	ansA//cysS//murR//
GO_0062014_6	sucA//parC//
GO_0065002_6	ymfA//ybjG//phnO//ybjD//ilvD//nrdB//ilvL//ydhC//
GO_0065003_5	xylG//xapB//abpB//tag//alaA//rsuA//cirA//evgA//udk//lon//trpL//yqeA//prpB//dnaQ//tsgA//cheR//entH//glpC//yojI//puuE//ydeO//yihI//fur//fdnG//rplE//cdsA//lptE//dut//flgA//alsK//menC//waaQ//srlB//cheR//puuC//yqaB//mug//yejE//rhaA//hcaR//acrZ//lolC//htrE//tktB//apt//carA//ihfA//nanS//nikD//aroH//acrE//crfC//ytfR//asnB//nmpC//mrdA//ynbD//pyrF//frwC//insH-5//ygbL//rlmJ//trmO//sodB//artI//tdk//frdD//gyrB//uxuA//zapA//cpdA//lgoT//yhdJ//rihA//uhpC//phnP//pyrD//panF//pyrE//ribF//mdtC//cspG//mcrB//mrdA//yjhC//ydjL//ppiA//malK//ydiR//yedA//tnaA//sgrT//
GO_0065004_6	sdiA//
GO_0065008_3	ycbV//ybhA//yjaA//metR//motA//rsmD//yidL//waaB//recF//ddpA//sucC//srlA//hmp//clpX//mrp//malG//codA//hpt//ptrA//uhpB//lacI//yraI//lysA//ftp//gcvA//bglJ//yhjR//nrdG//umpH//pgk//oxc//ftsP//atoC//ilvM//eptC//rplA//murQ//iraP//pepA//minD//aldB//cheY//accC//yhcH//dnaC//rimO//frlA//kgtP//glyA//idnK//ycjW//hybB//bioF//citX//pdhR//osmE//ybdG//moaB//sgcB//lldD//epd//epmA//clsA//tatC//dedD//mrdA//intZ//phoU//barA//ccmC//uhpC//xisR//proQ//lapB//pyrC//hypT//mtlD//ydjL//rzoD//xseB//ydcS//cspC//glk//purA//lepA//ubiJ//torA//cdgI//deoA//dapA//dcuS//luxS//rpmA//rseB//trmI//rayT//ykgA//rzpR//hyaC//ypjD//uxaA//infC//tag//tolB//kup//ubiX//kup//ampG//pitB//dnaQ//nagC//nrfB//btuE//galF//glnB//adeD//basR//cyoC//cdaR//yihQ//mdtM//guaC//tnaB//cfa//rtcR//eno//iscR//recQ//rnlA//yphC//erpA//
GO_0065009_3	pepT//hisI//ftsA//dhaM//lacY//fdhD//gpmM//ihfA//bisC//rutC//tilS//ynfL//dnaJ//flgB//nudF//opgC//ushA//csdA//cusF//rne//gpp//blc//entS//lrhA//narX//minD//hyaA//ruvA//yghG//tnaA//acrA//aidB//pal//prfB//pntB//kch//ddpX//arcB//ibsA//dnaB//lapA//ybbN//sfsA//hexR//dacD//grcA//dcuR//yieL//thiM//tag//tatD//glpK//ihfB//pgk//yajQ//sodB//recA//dld//thiE//fbp//dhaM//frdD//htrE//ybfE//ybaL//rsmA//yhcH//trmJ//yhcD//murA//caiD//ybjG//hisF//iscR//yebK//fnr//sdhB//
GO_0070084_7	grcA//
GO_0070085_3	wecC//malG//
GO_0070178_5	thrL//
GO_0070201_6	dcuS//ampG//dsbG//
GO_0070206_7	nikE//dmsC//kdpA//appC//
GO_0070207_8	cheW//nrfC//dedD//cspG//
GO_0070297_7	ygeX//
GO_0070298_8	manA//
GO_0070301_6	cobC//cheR//intQ//hflC//waaQ//pspF//wzb//arnD//rihA//serB//
GO_0070329_5	waaG//yqjA//
GO_0070413_7	rluA//rclA//
GO_0070415_6	yjbB//yoaB//
GO_0070417_5	tdcA//yphD//bioD1//hisD//
GO_0070453_7	yqgB//
GO_0070475_7	ybaM//frdC//nagZ//ydcO//panZ//yfgJ//nanA//ycbU//folX//tdh//pflC//atpB//spy//torZ//hisS//mdtD//yfiC//tmcA//yaiW//
GO_0070476_7	araG//rlmD//
GO_0070482_4	frdD//brnQ//lolA//cycA//
GO_0070525_7	recT//rlmF//marA//ypdC//
GO_0070574_9	phoA//yjeH//gpmM//nagK//
GO_0070581_8	fes//
GO_0070588_9	serC//
GO_0070589_6	frvR//ubiC//lepA//ftsB//ilvD//appA//nlpA//bcp//fruB//cfa//ybiV//yjjX//pflC//adhE//ccmF//fucO//srlB//nhaR//rssA//truC//flgA//gadX//yojI//hisM//cvpA//trmA//elfG//potF//rnb//ydcM//glpT//yqiI//uhpT//ygbI//sfmF//dsbG//rpsL//ynjD//araA//leuC//yraJ//cbpM//purT//
GO_0070627_10	fimH//
GO_0070646_6	opgE//
GO_0070647_7	wzzE//
GO_0070689_6	yhdX//artM//
GO_0070716_8	phoQ//
GO_0070726_5	rcsA//ascB//
GO_0070727_4	yobF//yphF//potH//zntA//cdgI//agaR//mobA//caiF//borD//ybaO//nrdD//hdeD//cbrA//cpsG//lsrA//mngB//moeA//
GO_0070778_6	gatC//hslR//
GO_0070838_8	yoeE//rpmA//idnO//flhC//hisS//yegV//matP//yejB//mscK//lamB//pflC//yefM//nepI//kdsC//dusC//
GO_0070873_7	rffH//fimC//
GO_0070874_7	yciA//
GO_0070875_7	acnB//
GO_0070887_4	glnS//rplK//rutE//fnr//yhjX//ydiQ//aceB//ygaZ//iscS//flhE//aes//rutB//argG//lpxP//yhaC//rpmB//yhcD//yedL//rlmA//oppD//hha//yehC//artJ//zapE//nuoF//lpxL//pspF//kdsC//hisB//rluB//tesB//xylA//yehU//ydhK//tamA//yhdW//yacG//gudP//deoD//dicA//ftsA//ygeR//menA//ynhG//nadE//suhB//yfdR//malK//ykfI//ptsP//ybjN//insH-5//rpmG//abgB//cbrA//sgcX//polB//glcF//ftsA//rnhA//
GO_0070894_6	rpsP//
GO_0070925_5	ubiE//rlmC//fhlA//yggD//umpG//narK//tdcB//mrdB//rihB//uspG//
GO_0070930_7	mzrA//
GO_0070972_7	rpnB//
GO_0070981_6	moeA//
GO_0070982_5	katG//
GO_0070988_3	rhaM//glpF//
GO_0070989_4	qorA//
GO_0071103_6	ykgM//deoA//sapB//rhmR//entC//frmA//emrE//menB//ydiV//cca//yebG//sfmC//hmp//speE//ccmF//ynhF//pdeH//narP//edd//
GO_0071139_6	elbB//gabT//
GO_0071214_4	uvrC//flhD//rihA//lipA//trpR//frvB//ycfJ//yeiL//kbp//ccmD//shiA//ycfL//sucB//feaB//aroC//tyrR//cusR//shiA//metH//intZ//gcvR//rseC//thiQ//gpsA//
GO_0071218_6	tdcC//
GO_0071229_5	yqjH//upp//mmuM//yebS//deaD//
GO_0071230_6	ldrA//
GO_0071236_5	yiaJ//torD//yfcG//ttcA//yiaJ//dmlA//insI-1//dnaG//acnB//abpA//moaE//aaeR//thiM//btuD//pdxJ//ymgF//sdaA//pliG//
GO_0071237_6	yfhM//ilvM//
GO_0071241_5	hokB//dsdC//yiaF//sdhB//yfeX//fpr//gppA//hxpB//folC//livH//tauC//ycgB//mltD//menD//trg//sulA//rnlB//
GO_0071243_5	holB//
GO_0071248_6	waaG//hisM//rhaR//sufS//ybiI//orn//moaA//fre//yafN//yeaV//mug//rsmE//dicB//fdnG//
GO_0071249_6	opgB//ybiS//
GO_0071250_6	yghO//ibsD//
GO_0071265_5	aroH//minE//yebS//hofO//dapD//
GO_0071266_6	rsmG//argT//
GO_0071267_6	bcsQ//pntB//dmsA//
GO_0071270_6	tdcA//glcA//
GO_0071271_7	chbA//tusA//
GO_0071276_7	yhcD//yccS//
GO_0071280_7	chbG//nrdI//
GO_0071284_7	mnmE//
GO_0071286_7	hchA//ibsB//
GO_0071287_7	kduD//
GO_0071288_7	intS//frvB//
GO_0071289_7	mdtN//
GO_0071291_6	yqjA//
GO_0071292_7	luxS//ydbD//
GO_0071294_7	hrsA//dapF//
GO_0071310_5	clcB//hycI//ybjX//sbp//hybO//yjjU//ymgA//decR//insI1//sugE//fliA//
GO_0071417_5	dsbC//yadV//lysU//
GO_0071421_9	phnG//dpiA//hscB//
GO_0071422_7	degS//fadK//caiB//
GO_0071423_8	fabB//
GO_0071453_5	rplI//yciT//gcvT//
GO_0071454_5	wecE//gapA//
GO_0071456_5	rstB//
GO_0071467_5	cusS//gcvA//rpsT//clpX//insA-2//hcaB//cusA//roxA//yidL//recX//yidL//
GO_0071468_6	infB//menB//yghU//surA//dnaT//fes//ycfJ//yihX//metK//dusB//
GO_0071470_5	bisC//rplN//rplK//potD//mdtI//ldhA//eptC//ydaN//amiA//afuC//
GO_0071474_6	bioP//nuoN//yoeB//dicC//
GO_0071478_5	torC//yihV//yeeO//
GO_0071482_6	hcaR//nudF//hdhA//
GO_0071483_7	ycbU//
GO_0071495_4	cecR//tsaB//lplT//
GO_0071496_4	alsC//yhdJ//lacI//mdlB//yciF//yehC//dfp//aroL//uhpC//ampE//fimI//agaC//ybdO//fimE//menH//eutA//poxB//mdtB//gcvP//waaA//feoC//torC//cpoB//nikE//yahF//ymjB//dgoK//ispG//folP//yeeJ//rlmB//ygiW//cysP//fdnG//fimH//trmA//crp//yhjA//yhbY//rlmE//yifB//flgB//pdxA//adhP//gapC//entD//napC//ilvD//dppB//pgpA//lsrR//rplQ//yhdH//
GO_0071500_5	hrpA//
GO_0071502_5	ybcF//
GO_0071545_6	hipB//torR//
GO_0071554_3	paaX//yabI//xisR//yfdS//htpX//hupA//thiD//rluA//zupT//menI//uxaB//der//gmk//paaG//ygeW//slyA//betT//lptG//narW//cysS//livJ//ygjK//grpE//
GO_0071555_4	agaB//ybdG//entC//ibsA//cusB//lpxH//phoQ//mgtA//yfcV//lplA//aphA//uxaA//sucA//
GO_0071577_9	zupT//pgrR//yehA//exbB//tolB//mraY//rluA//
GO_0071616_6	modC//speF//
GO_0071702_5	proX//betA//cspG//pepB//ydcS//appC//exuR//yccX//phr//cdsA//aroG//fimI//dctA//glsA2//rpmH//umuC//entB//yfcF//ltaE//yiaU//ybaL//mcrB//araC//tatB//aceK//ppsR//adiY//aceA//yneL//udp//adeQ//tsaC//yfdR//ygaH//aroE//mmuM//yfcA//yciG//tsx//rclB//msbA//ldtE//ykfM//nudG//rpsJ//cra//rspB//rplY//kch//pspA//ybgQ//ftnB//dgoK//mdaB//gntU//uspE//zitB//pflB//cpsB//ssuE//ompN//gatC//rlmE//coaD//aceA//yahK//guaB//cheR//metI//mrdA//sbcB//torD//cedA//yqjA//allS//fryB//rhmD//lldD//fucK//ynbD//cas3//mraZ//yahI//znuB//perR//holC//topA//pbpC//entF//panD//cynT//rsuA//truD//frlR//pntA//ygdG//glvB//csdE//msbA//grcA//basR//cspI//gapA//metC//yeeY//hldE//nupG//bamE//ispH//ybhG//mutL//nuoN//rlmA//lldD//grpE//nuoI//lpcA//rsmD//plaP//yihL//exbD//thiI//ycbB//ccmH//dnaA//mdfA//rpsA//rimO//dkgB//rcsF//pdxK//fhuD//rplT//srmB//alkA//oppA//ssuE//rihA//speG//hdfR//xisR//hflC//dut//yhaM//opgD//yehU//hemB//mltB//lrp//csdA//ydiO//xanP//aceA//ulaA//arcC//plsB//chbC//uidR//dps//murP//yebC//oppD//dnaX//kdgT//intS//ivbL//hprS//patD//priC//dps//panE//minE//ftsW//def//eptB//lldP//yehW//ycaO//guaD//surA//btuE//lsrB//yfcQ//secM//yaiW//fis//nemR//lnt//yiiE//dgoR//nrfC//tsf//rzoR//dgcZ//kefB//rpoD//umuC//trpE//cyoE//hisS//znuC//dacD//yqgB//yjhC//ilvB//queC//yhaO//lpxK//leuA//chaC//ddpX//betA//rffH//trmD//metF//ompL//dapA//insB-4//hyfF//ibsC//glpD//ftsN//ycgV//yfcP//blc//ttdT//cof//atoS//sseA//efeO//allS//tadA//fre//rpoD//yahO//ccmH//ybdO//rpnD//yfeD//argP//yqiG//ychH//dsdX//flgE//hdfR//mltF//cnu//frmA//rfaG//dgkA//yodD//sbmA//flgC//fnr//yiaF//dicA//dauA//waaA//araF//hemD//hofQ//narI//nac//aroP//yciH//dtpA//ccmG//truC//glpK//cysP//trmJ//abgT//patZ//ompW//rpsD//ydiO//alaC//casB//yiaN//lexA//narZ//dadA//gltS//ydeO//uxaC//ogt//ygbN//nagA//pepT//dgcE//ligB//hns//fepB//rpsO//ygiS//secA//fecC//sdaA//yciG//insA-2//rplB//entE//polA//ycgR//yddL//diaA//yajD//tsaB//zntR//cadC//galR//suhB//ykgO//tdcR//gsiC//rutE//oppC//rplK//ompA//radA//mdlA//glxK//fliL//uraA//rnc//srlE//ycgV//yggD//dcp//coaA//grcA//cycA//mlaB//alaC//exoX//insH-6//mdtJ//yehD//yfjR//dtpB//bamB//pheP//ygeX//mmuP//ybfA//ycfH//ompN//ybhA//hemH//gltB//nrfG//yjeH//ybeF//hycI//acnA//yihW//kbaY//rne//fadD//hdhA//poxB//lipA//torD//insI4//astC//ybgI//araB//glgS//ybiX//dcuA//hscA//grcA//panB//fimB//degP//yjhI//zraS//purD//bamC//appB//queF//yeeA//narV//pyrF//dctA//frlB//deoB//ydaC//ampE//malY//
