#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	moaA//glgC//uhpC//rmuC//
GO_0072337_6	rpoH//ftsZ//rpsM//glcC//dcp//rssA//gatB//gadW//napC//cusC//aceF//rfaC//yhfK//ppiD//ubiB//prpC//dfp//rplE//malF//leuD//elyC//tas//mfd//gmd//iraD//envZ//
GO_0072344_7	smpB//purL//ykfM//dsbG//
GO_0072348_5	yhbX//ydjE//yidE//sucA//glgA//bfr//napC//deoD//aqpZ//dpiA//tyrR//tsaB//gadX//rlmA//elaA//ytfP//panE//napF//der//icd//rpsG//gcl//ldtE//kdpC//emrB//ddpA//yciA//pdxA//ycbB//osmC//maa//nhaB//uof//panE//thiE//amyA//cbpM//purA//ycfH//eutK//
GO_0072350_7	polB//fkpB//yjtD//chpB//kdsD//glxK//menC//yeaG//pepT//ghrB//trpC//hybB//queC//fcl//ybbW//adiA//yfcV//ycjW//
GO_0072488_7	flhD//gloA//hscA//eptC//cspA//cdgI//rhaB//
GO_0072490_6	zapA//elfC//
GO_0072491_6	ubiF//cho//
GO_0072501_7	fryC//
GO_0072502_7	ascG//
GO_0072503_7	borD//torI//
GO_0072505_8	yjhP//
GO_0072506_8	ispH//
GO_0072507_8	lptF//ybhD//ralR//
GO_0072511_7	comR//mmuP//ybhF//diaA//asnB//yaaA//srlB//ubiX//cmk//fumC//zntA//ghoS//trmI//mhpR//uvrB//ttdB//torD//
GO_0072512_7	cysU//ilvD//alaA//puuA//panD//mazG//fixC//garL//hemD//ygfZ//bdm//modC//
GO_0072521_5	lpxC//yfjR//yigB//arcA//yhcF//cusS//kdpD//tap//ulaG//cas3//cysB//ygfX//ybbY//pal//yahK//tmcA//ynaI//phoE//yidA//poxB//mnmG//truD//ccmF//tynA//hyaD//rpsK//arsR//rlmC//ibaG//ybdG//udp//hybC//acs//rlmH//fdoH//xisE//mioC//ycgB//cbtA//gadA//era//xerC//mdtG//basR//ybdZ//alkB//atpE//nei//wzzE//hisH//yefM//elbB//lpcA//thiP//rlmC//queG//btuD//yqjH//ptsN//ompA//ycjU//xylH//ilvI//cheB//appC//hcaR//yhdH//uxuR//
GO_0072522_6	dtpA//yjcO//pyrH//mqsA//sgrT//ortT//yqgF//ilvA//argG//ftsW//truC//yagI//mnmE//thiG//pheA//potA//ushA//citG//elfG//mgtL//miaB//sufC//rpiA//proQ//rpiB//ybdR//gutM//yjcS//malK//mhpB//prfA//oxc//pmbA//rfaQ//ycgV//rluB//malY//argA//yqhD//aroF//sgbE//ycbV//srkA//
GO_0072523_6	queG//gspE//pheP//norW//patA//yafO//ydjL//abgT//purD//ybiH//yccX//tusB//
GO_0072524_5	gltD//ymjB//ampE//crr//nagC//ybhI//rihA//rffH//fis//fimB//uof//oppA//acpS//flgE//yciE//opgE//phnL//gltB//agaS//ldtB//queG//ppiC//pcnB//pgsA//dmlA//pflC//insE-1//envR//slyD//tsaD//chpS//yneL//bcsA//mtn//yhjA//yedX//fimC//yedP//dppD//tolA//rsmJ//deaD//motA//pyrC//dacD//yahI//sufD//
GO_0072525_6	fabI//dsdC//gpsA//dapF//argR//ygeR//aceA//casE//ydeM//wcaC//ampG//bcr//waaY//ybjD//ligB//narZ//yqiJ//ssuD//zwf//clpX//paaJ//nikD//ybeQ//cstA//menA//csrD//degP//exuT//yfdG//nanR//kdsB//rpsB//yidK//pta//cheR//etk//bdm//
GO_0072526_6	yraI//bcr//
GO_0072527_5	ybiO//ibsA//argA//murC//cpxR//prmA//bdcA//paaE//nudF//hybD//gstB//yhbS//pabA//glvB//clsA//rcdA//paaF//rpsK//rpsN//yggP//rraB//rhoL//nrfE//rspB//hemF//otsB//malG//yiaF//ybhJ//yjjG//yafC//bsmA//cmtB//decR//sfsA//basR//rplO//rnb//betT//phnH//fumB//yjaA//sucB//yidR//xseA//ubiC//yjhG//ycgB//deoA//gabT//xylG//trmO//pfkB//gudD//ydeT//pyrE//rplI//
GO_0072528_6	artI//cysG//frsA//trpC//rluA//oppF//rodZ//elfG//mscK//glnA//ampD//chaA//yjjI//tufA//csgG//cysE//rplM//tdcE//cecR//potF//abgA//lysS//menC//yjfP//rhaB//yiiD//eno//raiA//rhtC//
GO_0072529_6	cpoB//glsA1//lasT//rpmJ//yagU//pgaB//xylH//ydcS//abgA//radD//clsC//cnu//aes//torY//ydeT//msrP//osmY//yodD//yeeL//recF//treC//hicB//tusB//
GO_0072530_6	tolA//ydeT//eptC//tmcA//
GO_0072531_6	glpX//csgB//tatE//fklB//ygeR//ruvC//
GO_0072581_9	fabR//
GO_0072593_4	dapD//ybbN//purF//ygjH//yebS//ybeF//sufS//nikC//yggX//
GO_0072594_5	hypC//
GO_0072599_6	elfD//
GO_0072657_6	ytfR//yjeH//torS//emrB//codA//roxA//patD//lysP//ccmC//argR//rsmI//glsA//nagZ//osmY//proC//dgcN//glvB//
GO_0072714_5	dnaJ//
GO_0075713_7	cspE//rapZ//hinT//
GO_0080033_5	yibF//agaA//
GO_0080090_5	cusS//yeiE//rlmH//emrY//hypA//rpsN//rusA//paaK//rplR//ldtB//uhpT//nfo//fabI//yciH//ftsQ//yieL//pinQ//cbeA//yhhY//fixB//tufB//yhjD//evgA//sfmA//dnaQ//ascB//mnmA//speG//gabP//pntB//umpG//cytR//dapB//xseB//purD//tdcF//phnC//rimJ//tusB//ygeW//rplA//rayT//gatC//ddlB//aroF//yjiA//udk//ybjG//ybhP//glsA1//glgP//cdsA//evgS//lamB//miaB//rpe//rpsN//ratA//deoC//hsrA//ccmA//dnaE//purT//alsC//rnb//relB//hybC//treR//mlc//era//fiu//menD//guaC//pcm//napF//putP//lpxB//rseB//tusD//pspC//yidD//hisS//lepA//viaA//recO//yccS//narV//yghO//torZ//yihR//yhbO//asnS//holC//glpD//yfaE//pitA//ynjD//atpG//sgcR//fklB//yjhP//livF//fumA//lpd//mltD//guaB//eutN//cspG//dnaT//glnA//mnmG//ycfJ//bamE//truC//pheS//hicA//acrB//yhdX//gabD//lpxK//pspG//envR//pgpB//rpoA//cysD//kbp//rlmD//yddL//ttdB//yjhP//bssR//add//selD//glvB//puuE//rplF//pck//pspG//recT//proS//hda//proV//ybcM//sbp//ybhP//leuE//yfdS//mdtN//tolR//yibT//yedL//mreD//ybfA//hdeA//pabC//cspE//cas3//bssS//fdoI//speB//lolE//ldtC//cas1//yeeJ//ygjH//yebS//mdtI//apaH//yaaU//intS//deoD//opgD//ynhF//dcm//yjjX//add//hslO//ridA//agaR//secA//nudB//xylH//ais//yiaO//sixA//agaC//mdh//yegT//fkpB//rlmF//ycjD//insI-1//allS//rlmD//araH//rpmH//prpD//ibsC//lpxH//etk//opgH//yfdS//ypdB//yjiQ//ymfA//argA//hybF//yajD//tolB//pstC//insF-1//ycjP//cmtB//ychO//fabR//trpE//tqsA//dsdA//evgA//trkA//tbpA//rseC//cheR//frr//mltA//xerD//ftsH//eamA//gapA//aaeA//mrp//recX//gnd//srlE//gsiD//dppD//fdnG//pgm//htrE//ydaC//cysP//yhjX//glnQ//melA//trkG//mscL//gapC//rhaA//otsA//uxuA//glpR//trmB//pitB//malP//yfeD//yfdC//ynaE//bacA//sdhB//fdnG//yjcE//clpA//speE//panE//cusC//ygiB//mepS//pdxY//ydaN//clpS//ribF//moaC//hycB//soxS//ptsI//mutM//wzb//purU//pyrG//rmuC//eptB//cueO//yiaT//azoR//kdgT//ftsI//yjjQ//folC//yhhY//xapA//eco//yggN//pstS//envY//yajD//lapB//cmtA//mug//yihS//mdtF//focB//yahF//serB//kefG//yfhM//ffh//pgaB//yagJ//frvB//mepH//yjiR//fetB//rhaM//ybhI//yfaV//ubiF//yohC//ydcM//bioD1//thrC//adk//tauB//bglF//arnE//leuA//prpD//yfdS//ttdT//argG//ybhS//yiaM//proX//torY//cueO//yeiG//patA//rutF//tmk//smrA//puuD//hypF//uidC//pgpA//thiG//rfaH//
GO_0080111_4	paaJ//wzzE//
GO_0080134_5	araE//
GO_0089705_7	flgD//hofC//
GO_0089709_7	yfaV//nusG//
GO_0089718_7	frwB//yceD//aslB//gntP//acnB//cof//frlC//yfcR//csrD//ydjM//
GO_0090066_4	decR//degS//wecB//uxuB//cmoB//
GO_0090068_7	maa//
GO_0090069_5	bamA//fdhD//dtpB//
GO_0090071_6	gsiB//tgt//bipA//
GO_0090087_6	glsA2//lsrD//uxuA//
GO_0090116_7	acpH//
GO_0090143_4	ydiP//
GO_0090150_5	acpT//ftsA//lapB//yddM//malZ//ykfI//fepC//hdfR//ssuC//ynfK//zipA//gltK//
GO_0090304_5	nudG//dmlR//wzb//entD//ybhA//pagP//ychF//iraM//kdpB//puuC//aroP//moaD//ybaT//recG//aroH//ybhR//entF//insA-1//lepA//thrA//cysA//rpsS//selU//sdhC//prlC//gudD//prmC//dhaM//plsB//fliG//insB-2//intZ//caiB//kdgT//mppA//phnK//prs//cyoC//rpnA//sodB//gnd//appC//accB//truB//cdgI//nikD//ybhF//glnH//otsA//gmhB//viaA//yeiL//citG//flgF//fic//torY//flgC//rpnA//ppk//rtcR//mrcB//wbbK//puuC//ychH//nuoN//fliG//feaB//metB//recR//thiP//tyrA//yajO//mscS//pdeL//cysH//rcsC//narZ//recR//xylG//hflX//potC//oppB//actP//pyrE//lptB//ybcM//tar//ftsP//hicB//dgoT//pgpA//ribE//ychH//yeeA//gsiB//ldrD//nudC//frdB//hda//gcvT//pldB//xisE//ivbL//rlmA//pgsA//rpmG//fabG//fliG//aaeR//maoP//yidR//aroF//erfK//nrdA//ribA//tusD//ybiA//eptB//glnE//dhaR//yjhP//kbp//lysP//uspF//ubiA//ivbL//fepG//yagE//frlR//paaA//hybF//yijE//atpG//alsC//lldD//matP//wcaJ//serC//flhE//flgH//agp//ftsH//prpC//yfeO//bisC//tehB//trkH//yqcC//maeA//mepM//frr//cstA//tig//chpB//ydiF//dtd//purD//lsrC//ypdA//syd//ribF//mdtQ//cusR//rplI//hyaA//rcsF//ibsC//dicC//fucO//asnS//menD//mlaB//cyoA//rhmD//tyrR//rhaD//murB//paaA//malF//aslB//hsdM//bioF//rplE//malZ//helD//rsfS//yfcA//ycfL//yebS//cfa//gltX//rsmG//rclR//tcyJ//miaA//yahF//yicJ//mlc//wecA//mcbR//rlmB//rutC//lacI//aroA//kefB//aroB//tqsA//citT//caiE//insH-5//fruB//yibH//murD//chpB//sapA//queG//mhpD//rsmB//ptsH//yqeG//ypdI//cpxR//kdsB//puuD//napD//der//cas3//truB//bglF//mltG//xisE//rimP//glcA//fau//selU//recF//hycI//ilvI//yihI//rimP//pepN//kdsA//tnaA//spy//nagA//ybbW//ygaV//yjhH//ygiW//purT//argF//lapB//spoT//entH//sodA//insK//fadL//acrE//rzoR//kdpB//pgpB//yehD//yjiX//ybcL//aroP//paaD//idnD//thyA//hycH//ibpA//rclB//aspC//yedL//hsrA//recO//ubiD//hisG//hyi//yebS//yihP//insB-2//hyi//ydfK//mtn//trpS//gntR//cheB//hisB//pliG//purA//rffC//cysC//elfG//hcaT//glnQ//bglB//rpnA//bsmA//pdxK//hda//cyaA//hinT//ftnB//clpX//yghU//rutG//ynjD//pspA//ybhR//nudB//uspB//mutS//rpiB//dtpB//malK//bluR//yadG//yidC//envR//cyoD//nrdH//tdcF//fiu//znuB//bioC//chbF//insI4//ycjD//rplR//proQ//rplM//sufD//ybjL//rpsH//cirA//gapA//lolC//aer//pdeH//rpsB//ybjG//xanQ//yrfG//acpH//tadA//menB//tsr//adeQ//preA//mdtE//kup//caiF//yfeR//ibsB//hpt//purC//rne//rhtC//ytfP//nrfD//rutR//sodC//yneL//insB-2//aphA//mlaD//glgC//recQ//pepT//cpxA//insA-1//ydfK//ariR//yghB//yjgX//hemN//rluC//yqeA//thyA//yoeB//deaD//cspA//skp//ssuB//bioH//mioC//trpD//cmoB//parE//polB//gadA//ulaA//ygfA//yicJ//cpsG//cecR//ycjQ//rlmA//pfkA//xylA//relB//lptE//glpT//citX//glpA//yibF//fdnG//mutL//osmY//rpsL//cmoB//mtlA//ybaM//kdpB//bluR//paaK//ycbV//apaH//mrcA//nadB//bioP//trkG//hisF//tatA//dnaJ//fdhF//mmuP//thrL//yqeA//htpG//cmoB//gntK//yehB//rpmF//citX//ygiV//phnO//rbfA//ldcC//yjfP//nadB//ldrB//ybjX//hybD//codB//
GO_0090305_6	nanK//glcD//potE//hcaB//cysB//dtpD//tktA//tolA//phnC//metC//sfsB//tadA//yhbS//yajO//sodC//idnO//yphC//yiaT//mlaD//rph//hybE//nanS//arnF//allR//intF//yjjQ//fliS//epmC//pabC//clpA//yeeJ//yedL//perR//yehP//frdC//uspB//nrdA//mqsA//pgrR//ydfG//dcuB//pdxY//plsX//dnaA//ycbB//epmC//glpR//kdgK//leuD//queF//lgoD//lptE//gph//minC//map//yibT//oppD//glcB//cmoA//lptA//fhuC//hscC//syd//clcA//gapC//rbsC//yciK//waaY//rfbD//glrK//hofQ//bcsQ//araB//caiB//ispU//bssS//yohD//nuoF//aslB//sdaC//artQ//
GO_0090313_8	dkgB//pliG//
GO_0090329_8	rfaQ//ligB//ydiP//dcyD//yjjQ//ybgP//bioP//
GO_0090347_6	bssS//
GO_0090352_6	yjiA//
GO_0090357_7	mglB//lptD//
GO_0090358_8	dcm//
GO_0090407_5	rimK//ppiC//gatA//uvrA//pgpB//agaV//glsA//yhaO//oppA//yfdS//smrA//ygaH//rplA//kup//phnJ//msrC//prmC//hupA//rnd//cbtA//symE//hemB//insH-5//hofN//nfsB//intE//pdhR//phnP//yjbB//waaS//rhmR//yhaV//cobB//rfaH//yegT//yeeY//queF//hisP//oppC//parE//uidC//eptC//acs//etk//higB//yfcA//map//prfB//eamB//pgaB//polB//focA//lpoA//ybdM//fklB//preA//rluF//ybeY//otsB//pdeH//brnQ//citG//tonB//cydB//puuD//soxR//flgM//prfB//ybfE//ampH//surE//speB//yrfG//cas3//ybeY//yneJ//yebK//nuoM//yrfG//pth//ykgM//cmtB//smrA//atpA//mdtN//yibF//mgsA//acs//ygjR//nusA//rpoD//ycfL//yggW//kefF//tusA//pspG//minD//rhlB//tig//dosP//gcd//murQ//tusA//higA//mreB//xerC//pdxY//rimK//srlD//pncB//betA//bglB//topA//casB//aceB//mlaC//aroE//topA//sgbE//bglF//casA//metQ//ompG//ais//cobB//rlmE//yfcF//yfcU//uspF//yajD//wzc//
GO_0090487_4	yeiG//
GO_0090501_7	mrdB//panE//nikR//shiA//rplM//setB//trkA//zraS//hldE//purU//mtgA//yiaJ//pldB//dbpA//yraI//phnC//perR//rodZ//prmC//ubiA//prpR//gltB//nlpD//yfcR//artI//xerD//dgcE//pgi//tktA//glnE//ilvD//fadL//
GO_0090502_8	yjhP//carA//plsC//ydhJ//serA//mnmA//mutH//adiC//hslV//deaD//mlaE//ruvC//yraH//ygbL//ybdN//frmB//sodA//yodD//yceD//yedF//ettA//
GO_0090503_8	shoB//fimC//ibsC//pbpC//sufD//hinT//pphB//yhdZ//
GO_0090529_5	tyrS//htrE//topA//treA//mraZ//fecC//
GO_0090540_10	ileS//truA//wcaB//
GO_0090549_5	hycH//aroB//
GO_0090605_5	ykfI//ddpX//rutD//lpd//trpE//yhgF//emrY//yahO//truC//
GO_0090609_6	rfbB//yobA//cmk//prpR//rlpA//nuoG//dsbD//mglC//ydcZ//
GO_0090662_6	rluE//
GO_0097035_4	ftnB//yghG//
GO_0097056_7	cdsA//
GO_0097164_4	yceD//cusR//qseB//yfdK//ydiZ//lptG//cvrA//rplR//gloA//nuoM//cusC//yhbS//kilR//ybhF//yqjI//ygfI//yadG//preA//mhpA//rpoD//rbsC//lpxB//entS//glsB//rssB//arsR//
GO_0097237_5	groS//sufC//leuB//grcA//ydeP//trkG//tar//abpB//entH//apt//
GO_0097264_6	mepM//
GO_0097286_10	hycI//
GO_0097292_8	lnt//
GO_0097293_9	yraI//
GO_0097304_7	glvC//
GO_0097305_5	dgoA//yfaV//metK//era//yagU//dnaQ//
GO_0097339_7	gdhA//
GO_0097366_5	carB//phoP//dgoR//
GO_0097428_6	yieL//rapZ//yfaL//stpA//agaI//trpB//ddpX//
GO_0097435_4	ubiG//aes//
GO_0097501_4	bluR//
GO_0097502_4	glsB//
GO_0097510_7	fimB//
GO_0097532_4	spoT//
GO_0097533_5	yfdC//
GO_0097577_5	rcnR//yejA//yneJ//
GO_0097588_5	cadA//csdA//lasT//yafN//ytfP//insB-4//rpmA//eamA//ldcA//rtcB//ybjX//mnmA//psuG//uraA//fepC//yobF//hybD//clsC//bisC//bdcR//fbp//mdaB//hsdR//yjbF//rpnA//deoC//murF//amiD//fecC//metK//cysB//
GO_0097638_8	bglF//aqpZ//yieK//hpt//
GO_0097659_7	trmI//flgC//yebS//mltA//ada//cspD//hcp//rutD//yqjA//atpA//yqaB//lapA//ynfL//yehX//dadA//hns//ilvI//fliD//ydeO//yfeW//menI//ilvN//puuP//fepA//nlpE//rfaE//rph//ybjN//ldhA//atpG//umuC//rpsG//yafE//uxuA//putA//idnK//ssuC//dgcM//basR//dnaN//gltL//queA//betT//yggW//murE//ykgM//panZ//lyxK//nanE//cysB//adhP//lpcA//pckA//fadK//rof//sucB//pepD//kdgT//selB//ydhJ//dinJ//cyoA//moaD//ibsA//nikC//uidR//gltD//yajD//waaO//gldA//djlC//narI//zntA//clcB//yghO//ldhA//znuA//frwB//trxA//opgB//yjeH//hdfR//entA//ygiS//glnE//idnK//flgI//yhbS//mak//yqiH//glcB//potE//rihA//xapR//gsiA//rbfA//truA//uhpT//insH-5//hpf//acrZ//secB//adiY//glmM//helD//rfaC//gltP//fklB//hdeD//yejF//menE//oppA//cmoM//yhcH//mdtQ//elbB//pntA//ybhP//ygjR//
GO_0098002_8	dmlA//
GO_0098542_4	mlaF//purL//yihR//cpsG//intZ//hyaC//galR//modA//cysI//ybhD//
GO_0098586_5	intQ//fhuC//dcuB//
GO_0098655_7	gloA//dapA//cmtA//fecD//spoT//yjiQ//ycdX//phoQ//viaA//rng//ddpX//yfgI//cytR//pdeL//rplO//higA//mog//mtlA//glpX//sufB//gntU//rpiB//ispG//sdhA//umpG//ybjN//yhdZ//afuC//mliC//puuC//hyaA//uhpB//eptC//nanR//ygfZ//lacY//yjhG//eptB//ypjD//yfdR//fadR//yeiG//setC//sucB//ytfQ//ynhF//rbsA//preA//ydhK//pgpA//zapE//eutB//uspF//thiQ//fabG//holD//hypD//nrdA//spoT//rutR//ispU//ssuE//iraD//waaO//ybaE//cysB//queC//osmC//rhaA//nupC//yccS//lpxL//yebG//wecC//yiaJ//yfgI//ybdR//frvB//ftsN//dhaM//vsr//opgC//flgE//uidA//serS//dgcZ//fpr//ydiO//hinT//tauC//kup//arnF//ydiZ//hxpB//dpiB//kdpE//btuC//tap//cyaA//nuoB//rhaA//aroP//ftsX//iap//ilvM//dppC//
GO_0098656_7	yggW//fbp//pstA//elaA//fixB//narV//aphA//yieL//cas1//pphA//eutA//rplW//frlB//pflB//yifB//proQ//nirB//ulaC//ftsP//stpA//adiC//nrdA//ygbL//amiC//tcyJ//pspG//focA//pdxY//borD//yihW//fepG//cdaR//cysU//agaD//metK//uxaC//pstB//fkpA//sgcX//yraK//murB//kdgR//cpxA//rbfA//kdpE//hybO//recF//araD//gatB//envY//ybcF//sfsB//ybaM//gabP//sdhC//ubiE//msrA//bssR//glnH//yhcD//umuC//hxpB//psd//fryC//ilvL//lgt//ycjW//prlC//alsK//hemL//rhtA//rplQ//ptsP//dmsB//glcC//ybhP//waaA//glnP//nrdA//dapB//ygbM//pykF//phoR//nikD//insI-1//hscA//ftsW//csrD//ibsA//narI//nikD//focB//cmtB//rpmF//bisC//rhaA//lplT//
GO_0098657_5	kdpF//rimM//yhjA//chpS//yccA//kdsD//yebQ//bglH//lpcA//fhuB//rnlA//deoD//mlaF//tcyP//pgpB//yahN//lgoD//poxB//xylH//argE//
GO_0098659_8	pgm//yehP//
GO_0098660_7	eptB//ydhJ//hcaR//qseB//sanA//dsbC//yfaX//yidZ//tehB//srlR//znuB//metQ//rpsE//proP//insE-1//xylF//fadA//nhaB//ygbN//coaD//yggE//ulaG//ugpB//rplA//ycgB//rplJ//ycfJ//ccmE//feoA//cpdB//yqaB//ycjQ//bluR//xylH//ulaA//ytfE//xapA//fadB//ybdG//cho//basR//rfaB//torA//fumB//msrA//ybhD//pfkB//ybiW//pinR//gph//atpE//ygcW//flgE//moaB//asr//bacA//ugd//ibsA//mtlD//sufA//ibpB//ydiF//yghG//ybcQ//cueO//ascF//envY//pppA//fepA//kilR//rpnB//narX//rplE//glpR//yneJ//yebQ//idnD//
GO_0098661_8	trpE//gutQ//mcbR//ampH//yfdR//fes//mutY//abgB//radA//ilvB//ghoS//yafE//tdcG//ybeY//ccmA//tktA//wzc//gadA//talB//
GO_0098662_8	cedA//creC//gnsB//bhsA//pcnB//insB-2//ybbN//rihA//panF//trkG//qseB//waaB//uidC//curA//aceK//flgM//envR//yfiE//fucA//arnB//yhdZ//fdnI//secY//citG//aroD//yidL//greA//sulA//pflA//mepS//phnC//yfeX//ttdB//recB//ygfA//aspS//waaH//ilvN//sdhC//tqsA//ppiD//efp//trkH//rpsP//wzc//rfbX//fepG//hslR//yegD//argA//rne//rbsD//fabD//glmM//tufA//seqA//rpnA//coaE//plsC//yggE//lolD//
GO_0098670_7	yqgF//
GO_0098704_7	mdaB//dcuC//uvrC//epmB//
GO_0098707_10	yeiL//
GO_0098708_8	qorA//tatE//yfdG//pck//
GO_0098710_7	rnc//phnI//
GO_0098711_9	flgM//
GO_0098713_8	grxD//kbaY//yaiW//yehP//
GO_0098719_9	hprR//
GO_0098732_6	nfuA//rhaM//yciE//lldP//
GO_0098739_6	ycfS//carB//cmtB//hlyE//yihP//hcaT//yjiM//ybhG//cutA//rpsK//yieH//tusA//uspG//hisC//ahpC//rpmH//hisF//hofC//
GO_0098771_7	marR//uidA//sucC//ibsA//intF//hflD//ebgA//fhuC//rraA//yehP//hscA//mepH//fbaA//yeeL//rseC//mltD//recR//hemE//nfi//ahr//yjiY//recX//pflC//ftsK//sgcA//pdxK//rfaE//yagE//gshA//cbpM//rfaD//frlA//chpB//trpA//glsA2//cpdB//
GO_0098776_7	yhdJ//era//argR//thiL//cutC//
GO_0098795_9	elyC//
GO_0098869_4	ribC//cas2//yggW//rcnB//rbsB//yajR//cpxA//rpmG//insI1//mdtO//cheA//trkH//cmtA//rfaH//rbsB//yceO//proP//hcaR//yneJ//ynbD//ydjH//treF//
GO_0099046_5	pspA//rutF//
GO_0099116_10	hyaA//
GO_0099131_7	rffG//
GO_0099132_7	radD//fadD//adiY//higA//fdhE//trmJ//yfeO//ynfL//ymgF//aroG//lpxP//yahK//avtA//paaD//alsB//rsmB//udk//gapA//pphA//fruA//pdeF//ldrD//yaiP//
GO_0099133_8	ydeI//trkH//yfbS//trpE//hcaR//gldA//nrdG//nikR//dgoK//yhjB//bamC//ggt//yjjQ//prs//galU//yqcC//yaiW//metI//flgH//fixA//
GO_0099587_7	galS//ygfA//
GO_0101030_8	rhaS//
GO_0104004_4	ygbL//emrK//galR//casD//ypdF//kdpB//hcaC//yahF//yahK//holD//pflA//yfeO//nuoF//rlmF//slt//yeeY//yibA//frwC//yjbG//nemA//torR//hyfC//lplT//clcA//
GO_0110017_7	yphC//
GO_0110095_4	aldA//chiP//
GO_0140115_6	shiA//rho//yhiM//yiaL//clsA//
GO_1900190_5	ccmG//tolB//sucD//glpB//yfaX//sapB//hscB//ybhF//garD//hicA//fliT//ppx//rho//
GO_1900191_6	coaE//oppF//hsrA//hscA//
GO_1900192_6	pheT//frlC//
GO_1900231_6	glnH//mrcA//copA//nemR//waaC//
GO_1900232_7	gatD//efeO//manZ//
GO_1900233_7	ygeX//
GO_1900371_8	alkA//
GO_1900372_9	cmtA//
GO_1900376_6	yciT//radD//ralR//
GO_1900377_7	chbC//
GO_1900378_7	yehC//
GO_1900542_7	eptB//
GO_1900543_8	glpX//
GO_1900704_7	dut//
GO_1900705_8	nrdB//
GO_1900725_7	yodD//
GO_1900727_8	murJ//
GO_1900749_6	rfaC//
GO_1900751_9	thrC//
GO_1900866_6	yfcP//
GO_1901068_8	motA//prs//lolD//pgpA//cas1//pgaA//bcsA//gntR//rpoH//argP//eamA//
GO_1901069_9	ogt//
GO_1901070_9	ulaE//hisS//moeA//hypF//
GO_1901071_6	yahF//glnB//amtB//nuoB//crfC//
GO_1901072_7	dhaK//rnr//ygiS//rlpA//
GO_1901135_4	cheA//cysC//sfsB//glgP//cbrA//rlmM//murR//bepA//fsr//rapA//gabP//cysB//atpH//holD//hisD//ilvA//mipA//ybaE//dsdX//xylB//focB//bioD2//intE//gsiD//nei//mdoG//yhcD//fucA//malZ//hyaD//rsmJ//yhhY//fliS//tolR//mglB//gmk//amtB//hyfF//narQ//fliT//wcaC//yjjB//fis//sbmA//manX//ynfL//glvC//yijE//tag//casC//recB//nrdI//fdhE//menA//recG//yidL//yeeA//argT//ccmA//rpsH//tehB//uvrA//metH//atpG//ybaK//nikC//ribE//dpiB//frlR//ghoT//yfeD//nhaA//yfiE//ydcP//pbpG//ychF//gltP//ycgV//narV//dppC//mltD//yagG//grpE//potA//ypdI//yeiL//yfgJ//hofP//gltL//fryA//hcaT//ybhA//ade//uspC//appC//ivy//adiY//yegD//blc//yjcS//sucA//pdxH//hemF//yjjB//lpoB//pth//pspG//yddL//corA//queF//yidE//pcnB//ybeF//ybjN//cecR//proB//ytfE//yhdJ//deoC//cbl//gcd//gor//ygiV//yfdC//ftsY//cbrC//metC//ygfI//leuA//chbA//flgI//chbF//nadK//rplC//yafN//preA//gyrA//pgi//trmL//eamA//topA//glnP//lpxL//ppx//rfbB//murE//ribB//iscX//fabH//malG//yojI//ybhF//cydD//deoA//yidA//malE//tdcG//yijE//pinQ//pta//bacA//cof//ldtB//opgG//yceD//nrdI//tsx//ynfE//yabI//atoS//fepC//dmlR//hxpA//ppsR//ydiP//paaK//ssuC//rpnD//yadM//yhaJ//hokB//cpsB//speG//hsdR//ulaE//yoeE//fre//rep//rutR//lspA//ldtC//nanE//fdnH//ilvH//dcuR//speG//phoQ//ybeQ//cvrA//pflC//kdgT//cadC//tmcA//bglA//recX//yfhM//araD//yqaE//guaC//thiE//rpsK//yjbH//rrrD//pyrL//tauA//ascF//ydaC//menH//yhjA//cmoA//rcnR//glpB//sucA//csgE//dmlA//frvB//aldB//rimJ//efp//mdfA//rsuA//rcdA//trxC//decR//copA//yieE//seqA//cheZ//tamB//murC//yjiX//exuT//mliC//pepQ//yjbE//queG//nlpI//norR//csgF//dnaQ//speF//gor//ompC//kgtP//dadA//cpdA//pgaC//kduD//gapC//hemF//accA//acpT//ycgV//recT//ybdZ//lpxD//pdeL//yahN//
GO_1901136_5	chaC//queG//gsiA//agaA//treR//yehP//rnpA//hofP//flgJ//ybcC//nuoH//yjjG//wecC//cutC//slt//mdaB//pykA//insH-6//rhaR//rimM//ygjR//mngB//oxyR//pheA//ydcM//prkB//uspF//fliS//puuB//abpB//yjbH//kdsB//focA//valS//trpL//yagU//mdtL//opgG//setA//ygfX//cbtA//leuS//rsmA//ycjR//ycgB//kbaZ//trpL//serC//ybaO//prfC//rrrD//ygeV//
