#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mdtF//fkpA//hyaB//sufC//
GO_0071496_4	gpp//gatB//flhD//priA//proA//yceK//ychF//hybB//yadV//yqaA//ulaD//rpsG//gyrB//uxuA//infC//lit//fdx//hofQ//sgbH//argF//dxr//dgoD//ygeV//mrp//mak//yciE//fetB//ilvM//yqiJ//tamA//fecC//ybaQ//mutM//glnB//nadB//malK//yihV//ispF//yidD//ygiN//ggt//pyrD//rtcR//gloA//hcaE//mglA//malZ//nanC//ybdO//glnA//araE//cysC//arcB//
GO_0071500_5	yrfG//
GO_0071502_5	lpxC//
GO_0071545_6	proS//cusA//
GO_0071554_3	frmB//lon//pdxK//thyA//msrA//coaE//ybiA//rffC//mglA//lptF//potF//srlE//bamA//coaE//cpsG//sdaC//focA//yeeL//yiiD//yiaA//hinT//ubiD//yhhZ//
GO_0071555_4	insI-2//tusC//metI//lhr//sbcB//mnmG//ratA//iscU//ubiJ//cyoC//phnM//trpS//artQ//
GO_0071577_9	pgl//sgcC//nimR//yegV//ydgA//sfmA//dut//
GO_0071616_6	flhE//ppx//
GO_0071702_5	zapB//rimO//yhfS//mdtE//cas1//hemF//fabB//fabI//nrdG//ushA//trpS//fimI//ybdO//garP//hisG//leuC//clcA//nlpE//oppD//hslV//csgE//sbp//envC//yiaM//hldE//rpsK//trxA//prpC//phnP//pmbA//sgcX//acrB//intA//yehZ//gpmM//mioC//pflB//aspC//yfcS//paaX//metH//frc//opgH//kup//fabB//lysO//iscR//rpnC//gltB//paaA//ubiF//opgE//hcaC//dut//clpP//rplB//cysN//galP//matP//casB//glyA//putP//rtcB//rfaB//ptsG//yagU//npr//entC//nlpI//hybF//yihI//yjeH//adhP//ampE//nikE//rmf//aroC//rof//hdfR//cysZ//yhaO//dacC//ydeI//fimB//ghxQ//ariR//apt//nrfA//citE//srlA//murA//dmsB//rbsK//fre//kdgK//ftsX//zur//mhpA//yahF//fmt//gcvH//pepT//asr//avtA//grpE//yqeF//yjbE//pgpC//mltC//lldP//fliG//moaB//yhaJ//garD//leuA//yebZ//pyrH//ykgF//astC//prfC//fabZ//ydaC//yfjR//ecpR//hfq//tauC//nusA//fhlA//yahI//gatC//murJ//nadE//dsdX//mdtE//yqeA//cpxR//pspG//rhmR//lptA//menI//acrZ//nikE//galS//malE//proQ//chbG//hslR//ycaN//yfhH//rpmB//ynfH//ygeX//glnB//xapR//secM//sxy//ilvC//citX//yghB//gsiC//galT//sseA//fetB//slt//setC//hemL//uvrC//yjcO//sufC//arcB//ybeQ//arnF//csgF//modA//dctA//glpA//phoU//lysP//ftsZ//ihfA//gpr//yihU//yabI//iscX//hypD//dnaN//dcyD//feoA//yjjW//uvrA//lsrA//yjhP//lysC//livF//tonB//yciV//ygfX//fucO//puuC//yicJ//thiQ//tusB//yecS//sfmA//rzoR//rplR//fliG//yeiE//tdcG//adhP//garR//yfaV//torY//ftsQ//manZ//pbpG//ydcS//rhaS//uidA//tcyJ//rraA//gppA//yfiF//mak//fecC//yieF//ldrD//ymfK//rpiR//upp//garR//lpxT//purT//tsf//gloB//ttdB//ydeT//rmuC//gpt//sgbU//yadV//rdgB//yejF//cusF//narX//tnaA//feaR//sspB//rcnA//mzrA//sapF//ynfL//yaaU//tdcE//puuR//ynbC//nrdE//feoC//cheY//guaD//pinQ//mdtO//focA//aceK//glnL//gatA//clpP//ycfJ//yggP//agaW//rbsD//nlpI//vsr//gor//opgG//prlF//ykfM//fliA//patA//csgE//ygbL//ytfT//yigB//tnaB//ybdH//kgtP//yhiM//tpiA//ynaE//feoB//dacA//soxS//gadE//nfi//ugpA//sgbU//cdd//comR//aer//cspI//panF//dctA//prmC//clsA//oppA//yhfK//iscS//yadG//yjhB//trkH//dgcT//xylB//setB//yceD//rseB//hsrA//kdsC//hlyE//puuE//dsdX//prmB//ndh//frmR//nikA//glnK//yfbR//yihS//purD//dnaQ//yedA//pheT//dinJ//metN//opgB//acpS//yjjV//alpA//uxaC//yhjR//purF//rhaM//ecpR//trpGD//thiE//yeiG//atpA//pdxB//ydiQ//rfbX//eptA//lolA//wzzB//rpsJ//rfaD//rbbA//puuC//dpiB//hokE//mfd//hprR//flhA//zraS//mazF//tnaA//osmY//yhfK//rplT//yjbE//cobU//fumC//ydjE//mscM//kgtP//feoB//rpmE//argA//ppk//tabA//mscM//ftnB//bdcR//alaS//yjjB//metH//ulaR//livK//ybbY//fdhE//ynfE//sapF//
GO_0071704_3	nuoI//nadD//yfhH//alsC//pphB//puuD//yafN//gmk//mcrB//srlD//ydhC//allD//fliM//artJ//yfdR//atpD//cspE//dsbC//pdeD//oppB//rlmI//vsr//ibsA//aqpZ//mnmC//pgm//ydaC//etk//ygjK//selA//guaC//torS//lysA//rbfA//rplA//ascF//exbB//cyoD//ppx//yidA//betT//pdxK//rplR//gatC//araF//yiaJ//dapD//ptsP//rpsG//fadA//tpx//pepA//polB//hypA//hslJ//wzzE//ybbY//qseB//ydiQ//cutA//yhfS//qseB//rsmD//purL//yaaU//cynT//gabD//tdcG//ilvL//ribB//yiiD//selD//norV//kdgR//rihA//paaK//aceA//rfaH//ddpX//ldhA//epmC//intE//yfbR//cvrA//ulaC//narL//sufS//wzzE//tus//phoQ//dcuA//tnaB//yjjU//ydeO//ybhS//gspI//gudX//mhpC//ydiK//cobS//pepQ//napA//gatY//pdeF//ymgC//mppA//purA//tcyN//rfaG//eptC//cyoC//cmk//manA//ygfA//intQ//yafE//nikE//dinI//glcB//uxaB//rplQ//truD//lapB//umpG//xapB//yciA//hycA//dnaN//ssuB//yahB//entC//aslB//ycdY//ruvB//exbB//trpR//ssuB//ybcC//mdtF//yfcP//hybD//narK//envC//orn//nuoH//thrL//ydcS//insI-1//ynfF//bglX//afuB//yhiM//yeiE//malF//zinT//msbA//thiC//ldcA//pppA//pstS//sapB//ycbB//nrdE//hslJ//nlpD//accC//patZ//yqaB//dnaN//ybdR//nanK//ybiX//mak//ttdR//bglJ//araD//maoP//pliG//parC//fmt//rmf//trpB//tabA//hscA//clpA//lacZ//gshA//xseB//dgoD//mobA//hcaB//ybgQ//gltK//dgcN//yjiQ//mscM//nrdB//asnS//trpB//ymgC//glmM//dauA//allC//yfhM//hisP//panC//xseB//fliD//ypdI//rhmR//fabH//yahO//hybO//dppA//minE//atoS//clpA//der//hybB//hypC//waaO//wza//yihO//wecA//ompF//ychF//ydcI//cptB//wzzB//umpH//fau//dtpD//tldD//gadE//rplN//fkpB//uvrC//cobU//arcB//recR//yhaO//dapA//ycdX//yahK//recB//icd//dnaK//gapC//lepA//tufB//lpxK//ispB//lldP//ftsL//dctR//pdxH//yfeR//garP//yiaL//hemL//ilvA//sufD//hybD//aroC//tyrR//rfaG//csdA//rbn//torA//mocA//flgH//gpmA//yajL//ispU//prpC//pyrE//gcd//fucK//rcsA//pinR//yfbS//csrA//rsmC//yaaA//yahK//atoS//ftsP//oppB//trkA//speB//yohC//prlC//pflA//puuR//insI-1//insI-2//deoD//yqiI//nrdA//menB//glrK//gloA//cysG//treF//moaC//parC//arfB//rihB//tsaE//yhaM//trpD//ilvL//erfK//cra//gntR//nfsB//cfa//msbA//nikR//ynhG//mukB//msrB//lamB//yjfF//rpiB//ycaO//nirB//ubiG//lipA//fepB//kdpD//truD//dgoR//btuR//ybhI//ychH//yggN//garP//ldcA//npr//sufC//puuA//deoD//btuR//mepA//roxA//ftsZ//pdxK//speC//carB//ilvI//frlB//pckA//tdcB//mutL//arsB//puuA//sodC//fimG//aroK//eutR//agaD//rbsR//dapD//argA//cpoB//ybeY//hyaD//ftsQ//uxaA//tabA//rnb//hcaC//cydD//folE//frlC//yciA//rpmC//rpmC//ptrA//trmO//dmsA//ssuC//ihfB//cusS//chbA//rihB//uvrD//epd//secG//recX//fadH//lsrC//yedL//cyoD//insI4//iap//trmD//puuB//pheP//paaX//phoU//xylH//cas1//dcyD//hexR//rhlB//alr//dxr//avtA//ridA//ydiQ//paaD//mltC//lpoA//mnmC//yagF//lptF//secG//insB-2//fimI//hrsA//yjiA//ydhJ//prpC//infC//eutA//rlmI//yfcP//ydiK//dxr//yhbO//coaD//yadV//ilvL//mnmC//xylG//ftsI//ttdA//appC//ydcP//ilvE//tufA//menD//ampH//pepA//yafQ//dnaQ//mutH//tnaC//rplQ//rplA//obgE//frvB//nrdH//yphC//yebQ//yejF//afuB//rlmN//selU//ygcW//glcA//waaP//fliK//yciK//narI//ahpC//sucA//yigL//mltB//rbsC//murB//leuS//yajO//ybeQ//entH//dgcQ//nagE//pgsA//cydA//lpxB//ygiN//betB//dinJ//ddlA//sfsA//ttdB//znuB//pdeD//ftp//ssb//narJ//alaC//bioD//yehP//tusC//garL//ftsP//sbcD//cca//tusE//rmf//ybaL//rsuA//wzc//basS//yqjA//yahF//frwC//opgC//ssuB//hupB//rsmH//nanT//skp//yeiE//nikR//recC//ribD//hslR//dapF//napD//citE//ilvB//rhaB//crcB//yihL//sfmC//gppA//nepI//gsiD//paaG//sgrT//borD//yehX//ydbD//relB//ghxP//acpS//ycgB//lysR//panF//phnM//rng//hemE//ypjD//ais//hisI//ycjP//ilvE//plaP//ycfJ//mqsR//nuoL//fruK//ggt//aroP//putA//yhhZ//sdiA//panD//cheZ//nuoL//mioC//yjhI//glnP//fimI//eutB//rplQ//ampG//sapA//potE//adiA//gltI//rpsN//ydiQ//ravA//yibT//ygiS//wecC//nrdA//apt//srlA//gcvT//mtn//ypdB//psd//soxR//pgsA//sapB//tnaC//yciA//htpG//yehW//ribC//ilvI//ychF//ushA//fieF//rlmG//entE//hofC//setB//valS//rpmG//phnH//ttdT//yfcG//mnmC//gph//trxC//nadD//rssB//bdcA//rseP//atoC//rof//rsfS//yjcO//msrA//argE//paaZ//lldR//trpGD//ybjN//bioP//preA//cysM//cspB//thrA//hpf//dbpA//yhcH//lsrA//allC//yggF//aceF//ibaG//ebgA//nfi//ycgV//carA//hisM//dgoR//cca//mqsR//pgaD//rpmG//lpxB//ilvA//cmk//dgcN//prfB//erpA//hcaB//caiF//evgA//yqcG//lpp//patZ//allB//ynaE//yfaU//dinD//sugE//cca//iscU//prpB//kch//iscA//ftsL//plaP//arsR//cynS//mtfA//greB//xylG//pykF//rfaE//lptB//waaH//rsmD//rfe//artM//yjiY//puuR//rffH//menE//bcsQ//yqjA//frdC//yagG//trpR//ftsY//lexA//bglX//tsaE//ybaQ//kdpB//cdsA//rutG//chbC//yiaJ//deoR//fadH//hofQ//alaA//asnB//phoA//rssA//flgB//leuC//rpnD//sdhD//yihW//cpdB//cmoM//rayT//bamD//rihB//tonB//aroP//lysA//trmL//cbl//tomB//lacI//chpS//fadB//hpt//ilvM//murI//ypdF//wecC//nadB//sbmC//kdsB//ilvH//zinT//chaC//flhD//nuoG//bcr//fadJ//helD//glpX//entE//glcD//nuoM//hinT//nirD//mmuP//cvrA//glmM//ynaI//icd//recA//xanP//ypjD//gspI//secG//mfd//ycbB//sufA//znuC//cobS//ompT//entF//kbaZ//cyoD//rhmR//nrdG//mgtA//pppA//mnaT//cspD//proA//napB//ydjL//ybgP//moaA//dcd//hrpA//ppsR//tehA//rclA//yggW//yihT//waaA//sgcC//ccmE//dcp//yhaC//rbn//nfi//rihA//xanP//accD//rfbB//aaeR//yjcO//rplE//rpoA//pal//mnmG//hmp//rimI//gabP//nrfF//bcsA//dmlR//fimA//sstT//ychH//rssB//uacT//mngR//ycbV//deoD//bsmA//amyA//ygaH//cysA//mreB//pphB//epmC//nrdG//ytfE//lgt//rnb//aroA//tesB//ghoS//insF-1//essD//kbaY//sodB//bioA//bioC//rffC//emrD//yadN//rpmG//cusA//yeiG//yajO//wecE//rpmG//ttdR//yccX//kdpE//soxR//rhmR//acpS//glcF//rseP//metR//clcA//amiA//napC//wcaJ//ydaC//yedA//mdh//prpR//tqsA//ydjJ//hyi//plsC//nudF//waaP//ypdB//exuT//holD//lptB//gcvH//insA-2//lyxK//sstT//pncB//hycB//elfD//aqpZ//abgB//yebG//alsK//csgG//dgoD//aceF//hsdM//fimD//intS//aroH//hflK//ybhF//fecD//nrdD//potA//csgD//clpB//uxaA//yhjX//gapC//yraJ//entF//chbR//rzoR//frlC//yqgB//flgA//yiaF//yhcD//relE//ascG//yhhZ//flgG//rclC//yggD//proS//priB//hldE//yjjB//insI-2//rfaQ//yggF//metB//yhgH//waaU//dnaQ//ybjX//iscU//ghrB//ptsG//ftnB//pspG//ydjM//yadV//yoaA//yqcG//rpmA//citC//ccmC//cheZ//sfmA//ftnA//emrE//ndk//ugpB//purF//acpS//rutA//dut//ygfZ//pliG//envC//pck//deoR//mdtI//rimP//ibaG//trmA//ampG//nepI//ygiS//symE//rpsQ//pepN//fliL//yciE//ybiY//dhaL//mdtA//alsE//hcaD//waaJ//rpsI//ydcO//sstT//ycjQ//frmR//yeiE//malX//dacD//dinG//yjiX//tusC//cbrA//yhhY//ilvB//lolC//pgrR//prmA//evgS//cusA//yieL//rseP//ydiQ//glnE//nagA//cdsA//dapD//dnaA//glsB//ydiO//rlmN//hypF//guaC//ybaM//argI//shoB//rplB//murG//bcr//uvrA//uxaA//citX//uspF//fliZ//mdtC//flgG//livK//yajR//ftsL//rbsR//ydiO//lpxK//araA//nhaA//ykfM//yagI//yggE//puuC//argR//bglH//ulaD//nrfA//moaC//dacA//nuoI//fucA//fis//dtpD//rclB//gcvR//dnaG//rutC//cysP//nudF//rplS//hokE//pmbA//mutY//queF//ilvM//ydaC//yebQ//secY//ahr//clsB//eco//gutQ//cyaA//rdgC//pspF//phoU//phnP//menD//yhjC//glxR//fhuF//ydfH//yehW//tolC//ykgF//pepN//pspA//yggN//yeeJ//gcvT//ptsG//yafQ//cobB//hcaF//yhbQ//glpA//ygeW//uof//yfgI//tsaE//dnaA//abgB//yihL//rcsD//thiL//ddpX//dnaJ//dtpB//rimP//pepT//adiA//pinQ//ldtB//ygcW//brnQ//holB//glnA//leuS//zraR//greA//yjhB//uhpT//rpsD//folA//pliG//sdhC//norW//sufA//glxR//hybG//hyfF//gcvH//gor//lsrB//narI//accB//acrZ//ydjK//ygiN//eutK//ompL//yqhC//cvrA//asnA//trpGD//ccmC//wzzB//lysO//setA//ilvI//mazG//agaB//yebC//rplX//yphD//hisI//frvB//fliT//ansB//fumB//fabG//emrY//ykgO//lptC//ompN//yddM//puuE//mnmA//ydbD//phoR//scpC//rplJ//wbbK//prfC//yihW//pyrL//ackA//ybjX//tdcF//rihC//insH-6//eptB//ftsK//insI4//yajO//shiA//yfiE//waaZ//ndh//fklB//prfB//araB//exoX//exuT//arcA//yihX//ivy//cusS//malZ//glsA1//rnlA//bglX//narZ//rarD//cutC//sgcA//nrdH//yajQ//pgaB//ppiC//hemG//rlpA//deoC//ydfG//yfcG//gatB//ydcM//ynfE//mdlB//elbB//gluQ//rapZ//fkpB//gltS//hcaR//tcdA//fryA//lgoT//frlA//yjcO//prlF//trxA//fimD//yohC//dinI//yijE//ilvN//dhaM//yedX//rph//yehT//kbp//hldE//wcaJ//ilvM//napC//recE//nrfF//yiaB//frdA//ssb//osmC//relB//nikB//narZ//ftsQ//ybiI//cspG//mppA//yjiX//yieK//araD//prfB//corA//rhmD//bacA//ybdN//murF//cspC//hlyE//rbsK//pgl//ispG//ynbD//rseB//tsaE//hyaA//purR//atpF//deoB//tesB//tdcA//trpE//yciT//argF//paaZ//acrZ//fliZ//phnG//rpoD//acpT//kefG//sulA//topB//kdpE//argS//sdhA//xapR//osmC//upp//rsmJ//sucA//msrA//fhlA//hycH//aceK//yciG//cysU//eamA//narW//ddlA//sdhB//yidP//cysA//fdrA//essD//dosP//secY//ybiH//glnD//rlmE//mglA//leuE//trmH//msbA//exbB//recD//rdgB//gadE//csrD//mscM//solA//maeA//rcsF//frdA//menH//wecE//rluF//manZ//wbbK//kdpF//hicB//fadA//argH//dgcF//ndk//araE//hslR//ftsQ//tdh//uraA//nagB//insB-2//hcaC//modA//arcC//rplD//tatA//nanK//hscB//insI4//pepQ//tsr//degS//mltF//mtr//sspA//fdoI//mhpD//rlmE//gloB//glcC//uspG//yehP//hemH//yccX//tyrR//yqeF//cfa//guaA//efp//glgA//yfdG//ftsA//pflC//ybiI//yadG//xthA//ytfT//relE//rfbX//hybC//cfa//dcuD//lrhA//rpmH//ygcR//narY//thiQ//rlmL//asr//ybiA//arnB//rdgC//ydcP//flgI//rbsR//ggt//xapR//kdgR//rne//arcC//rsmF//kdsA//htrE//glnD//rimI//ibsB//ytfT//melR//amiA//atoC//thrB//cynX//moaC//nimT//sfmF//yhiM//yehT//lpxC//lpcA//epd//argA//ybdM//higA//accC//yciT//fabH//melR//apt//nuoE//helD//cas2//surA//purR//elfG//hflX//rplR//dgcT//ugd//rpoA//metI//pheP//argK//ppsR//alaE//cusS//pykF//rplP//yjcS//psuT//metB//alsC//speD//ybiI//cspG//yagJ//tdk//sanA//ycgV//csrD//cydD//fabH//thiI//gloC//cysU//yafQ//gntP//mhpT//ratA//chbC//lamB//hyaA//kgtP//yfbR//yeiE//frvR//fepC//wza//cvrA//ytfP//uvrY//narV//yfdS//rarA//yegV//frlA//rihC//xthA//ompL//torI//yjeI//tehB//fbp//ytfR//abgB//ybhS//epmC//hcaR//umpG//rpsG//ortT//gatZ//ycbU//arnD//argP//cbeA//malG//caiE//tusB//tnaA//rplL//pphA//tyrS//yihO//ynfK//cmtA//mgsA//rpnA//lit//zapD//paaX//dacD//ydiR//phnL//mdtE//dgoD//rclC//dpiB//aer//yabI//ybjL//nimR//bioH//htpG//sapF//hexR//flgK//dcuD//rpmF//pheA//mepM//glxK//nrdH//otsB//fhlA//grpE//higB//yeeL//intS//recE//yaiP//hflX//pstS//mtnN//yjjU//chbF//ybhA//gudP//trmB//fadD//rluE//hpf//hda//rbsC//uspF//yagU//decR//mgrB//nudB//acrR//xseA//ypjD//ycaO//puuE//ymgA//yjhH//wrbA//hfq//uhpA//stpA//aceK//fliZ//lexA//tcyP//folM//mhpT//csrA//cheR//higB//hdfR//cdgI//mtfA//grpE//xylB//npr//rpsI//hisA//ecpR//rnr//yqeA//lipB//narL//guaD//hisQ//yebQ//mhpA//thrA//yhcH//eptA//copA//yneE//gltB//csgF//yadG//sppA//mlaE//hflX//rnc//rfaF//aspS//tpiA//nuoF//
GO_0071705_5	hipB//pnp//cdaR//ygcR//frc//ybaQ//yebC//cpoB//rhtB//moaA//srkA//nepI//ycjR//ybbN//yehA//rbsR//cmoA//serA//artI//atpB//ccmA//dapF//ugd//trmA//yaiV//etk//rimK//sugE//ybcM//sdaC//narG//leuA//ubiD//ybcF//rfaF//gatD//mltB//osmY//sbcD//hemD//sstT//ybdN//rzoR//rfbC//soxS//sodC//yddM//cydB//dnaC//purU//hisS//yejE//lgoT//hha//dauA//ftsH//arsC//rbfA//glpK//rhaS//tus//cusA//fepB//selA//trmI//livH//uspG//fadR//hicB//tisB//pepD//metB//yqhC//rraA//appA//trpL//yhcF//mdoD//glsA//panB//hupA//pyrE//rplS//cysW//hdeD//pyrL//chbA//rlmB//emrB//napF//ygbN//hcaC//prmC//srlD//nusA//lsrK//rfaF//gatY//ybjN//dtd//ccmD//ftsA//recT//lldP//fdoH//creB//fbaA//mdtJ//citG//rbsB//kdpE//sfmF//uxaA//rimO//rbsA//yaaJ//yiaL//dcp//phnC//argC//gadE//glgA//glnD//lpxL//crcB//uvrB//selD//dmlA//deaD//ydeE//csiD//chbC//ybeF//gltB//yqjI//nikB//ybdM//ygbN//elfG//treF//ugpC//glnL//pyrG//yjjU//insA-2//rsmE//yqiG//nhaB//dgcJ//zntA//ispA//ugpB//menF//lptC//sdiA//lysO//rpsJ//sgcR//bdcA//bacA//dctA//nagE//pdxA//ibpA//hmp//ftnB//fucO//yedF//ycjQ//mglB//mdoG//rclR//argD//xylR//ycjQ//rapA//gcvP//nikE//kdsA//aas//dgoK//lpxL//lpxP//fadI//oppA//xapB//trpL//cas1//tsgA//dsdC//rpsG//dnaB//caiB//lgoT//sgcE//epmB//hxpB//ppsR//hemC//narQ//mlaF//ydcP//purD//mdlA//menC//ybiW//mdoD//pstS//metN//trkH//ycfJ//casA//hexR//dgoA//arnB//dtpD//aroC//cydB//gatB//yneE//ybaL//yieE//yohD//ftsY//yagF//ymgC//hypB//ykgF//rplP//holC//kdpB//clpS//opgB//pgk//ydiV//flhE//
GO_0071709_5	suhB//ubiI//uhpT//uhpA//bfr//mnmG//kilR//ybdG//iscU//helD//
GO_0071731_5	add//parE//speF//
GO_0071732_6	ygbI//
GO_0071769_5	yfeX//
GO_0071804_3	hofM//essD//dgoD//murQ//rsmI//arfA//gdhA//pspD//mdlA//nlpA//tdcF//dacB//aaeB//fruA//argA//
GO_0071805_4	adk//gcvR//yfaX//yadV//radD//otsA//yrbG//yjiX//gudX//yfiC//bamC//psuT//ldhA//ydeI//insB-4//
GO_0071806_6	perR//cmtB//ydcM//rpsG//rep//fecD//hypE//bioD1//essD//aes//miaB//gcvH//malQ//cutC//rutA//rlmE//yidK//mltG//sdhE//
GO_0071807_8	yjjG//
GO_0071824_5	yeiG//
GO_0071826_5	entF//yddG//pitB//nudF//flgD//hisS//trpC//rpmG//pliG//phoA//bglJ//yfcS//ftnA//puuP//mepS//tnaA//yobF//phoP//moaC//bsmA//ygaZ//fadL//rhmD//msrP//hdhA//dnaN//
GO_0071897_6	fabA//araG//artM//degS//eptB//scpB//yahB//cusR//glmU//dgcF//fixC//intS//ygiN//yibF//sapC//yehW//tsaD//tcdA//glvB//cpdA//
GO_0071915_9	asnS//
GO_0071932_8	minE//
GO_0071934_6	yehP//cspG//ushA//
GO_0071941_4	yhdW//tolA//gatZ//cspG//sucB//kdgT//waaF//carA//sfmH//
GO_0071945_7	grxD//
GO_0071951_8	ccmC//
GO_0071963_4	rnd//
GO_0071973_6	rffT//zapA//fryC//pgl//insI1//yejE//potC//minC//potH//nuoE//gadA//dcuB//yeiE//yeaK//yafE//cyoE//yphC//arnD//aldB//arsB//dinB//ubiF//rssB//zraR//nrdD//modA//acrD//malK//creB//guaD//yciE//
GO_0071975_4	yphB//
GO_0071977_5	dcd//
GO_0071978_7	tsaE//yigB//ynbC//actP//fkpA//wrbA//rclC//galK//ydiV//decR//pdeR//ftsQ//dapA//mdtC//
GO_0072321_6	alsK//yafN//
GO_0072322_6	yhhZ//
GO_0072323_7	yqhD//
GO_0072329_7	ampE//ybaK//ppiA//ubiE//hofP//ahpC//xseA//gcvP//phoU//lysS//preA//proW//yccA//yehW//glcE//nrdA//rbn//lgoD//nhaR//potI//ybfE//nuoL//dacA//ibsA//gmd//ecpR//yagJ//paaA//rplS//rph//ydeM//yhfK//yfiC//sapA//rsmI//yieL//rplM//adiY//casE//ybfE//ydcP//ybhF//ubiF//waaA//mscM//ulaC//mdlB//leuD//xapA//hprR//tdcD//ndk//ydfK//casE//oppC//lpcA//nimR//idnT//cpdB//recT//sdhC//aslB//lepB//mprA//ilvM//mdlB//insB-4//yjfP//evgA//marA//fic//hyaD//ybaE//glmS//bdcA//sapC//rluC//yceD//degS//atpB//intA//
GO_0072330_7	tdcD//glgS//aaeR//gor//ttdB//asnA//yjhG//ascG//argS//iscA//rcsA//gsiC//nrdR//trkH//ydiZ//ydjH//plaP//mmuM//sbmC//artM//hcaD//asnA//ftsA//hslV//dtpA//pinQ//pdxK//mrr//cheA//cbpM//tynA//mdtG//aroL//setA//amiA//dppC//frlB//nagC//yijO//ygjH//recF//kdsB//cas1//uhpC//tolC//rutR//tdcG//secA//selB//ssuA//yciG//mgrB//insH-6//rlmE//rspB//galU//murJ//ftnB//
GO_0072337_6	zupT//rplB//ulaC//gutQ//rarA//parE//pcnB//rfbX//uxuB//grxD//ybhR//exoX//ygjH//pdeH//arnF//dhaK//tcyL//paaB//fepC//nhaR//cbeA//oppA//maoP//garR//trkH//rfaE//
GO_0072344_7	rsmE//panD//lepB//cvpA//
GO_0072348_5	orn//hisD//ibpA//yciG//gldA//nrfF//ybcC//spy//ivy//upp//fimA//hiuH//xseB//yafQ//tyrR//hscB//rffG//actP//pyrB//ulaA//yagG//garK//fucI//yihW//yibH//gltL//ybfE//rpsM//yraR//gpmA//nemA//marA//kefC//agp//fabA//ynfF//thiL//araC//fdhD//mcbR//
GO_0072350_7	pstB//yieF//mreC//ampG//mrcA//btuE//putA//wcaB//yqeF//hchA//fetA//prpB//nadD//ispG//ldhA//hsdM//lamB//yqaA//
GO_0072488_7	frmR//dinD//lyxK//alsA//ulaB//yfbU//yahD//
GO_0072490_6	fliA//rhaA//
GO_0072491_6	pepN//uhpC//
GO_0072501_7	dtpC//
GO_0072502_7	rpiB//
GO_0072503_7	thiD//intZ//
GO_0072505_8	phr//
GO_0072506_8	lepB//
GO_0072507_8	rph//fis//abpB//
GO_0072511_7	yobF//rlmL//copA//ynjA//thrA//pheM//mltF//adeD//yjiQ//tdcA//kdsA//acrE//recX//pdxH//lptA//dapB//rluE//
GO_0072512_7	ftsE//insI3//fimD//xylF//ygbM//uspF//clpS//cusC//htpG//dnaX//dpiA//ggt//
GO_0072521_5	hcaR//proX//bolA//yfcV//cueO//cyoA//phoQ//phnO//priC//wcaJ//erfK//yieF//mltG//hldE//tehA//greA//pspC//tilS//putP//dinD//glvC//aroD//edd//frlB//evgS//gspI//galE//lolB//pepQ//alsK//chaC//menC//fdhE//zntA//yohC//leuS//rusA//cusC//glcD//erpA//moaC//araA//secB//ycfL//bamD//wzyE//azoR//cysE//elfA//clcB//ydjL//ycjP//yhaC//mepH//npr//fliD//yfcR//yidC//glk//aceA//bamE//nadA//lgoD//yohD//fabA//umpG//dnaN//ydhQ//
GO_0072522_6	aidB//rcnA//scpB//yfaU//ptrA//endA//yedP//btuC//fecD//ynfK//rfaH//yjbG//cysM//lplT//ralR//puuE//grcA//tsaC//alr//ycjW//purF//yqcG//csiR//yagU//ygfI//ygiW//soxS//pepD//gatA//dppB//fadM//hemF//pspD//recR//mppA//ygiS//yebS//mhpT//ccmG//nhaB//cbtA//casC//glpA//
GO_0072523_6	yafC//rpsN//fklB//dgoA//rfaC//parC//narU//citE//sfsB//gspI//lipB//hemG//
GO_0072524_5	gcvH//rrrQ//yihP//yqiG//ybhF//fepE//narH//ghoS//yjjV//nagC//rraA//rnc//ppk//nagK//rpsO//yiaJ//mdh//lpxD//cyoC//pepN//yhbQ//secG//elfC//mntS//fimF//cof//secD//pgpA//menH//tktB//recA//yiaA//sucC//pspD//artQ//idnO//iraD//mlaC//yehW//paaX//ispH//fabD//sdaC//dinI//feoA//fdnH//ybiO//
GO_0072525_6	nuoE//maa//ydcS//trpA//hycI//pspG//rplY//leuB//hcaR//ilvI//kilR//ybcF//fepB//yhjC//azoR//nrdB//hemA//dapB//znuB//ybdZ//rzoD//chaA//dtpB//fimI//yfbV//yoeB//treA//hisA//alsB//bdcA//topB//frvR//cheB//fabB//minC//yghO//galP//
GO_0072526_6	bglB//paaE//
GO_0072527_5	rhsD//pcnB//cysC//ydeM//rutR//sthA//nfuA//hemL//tcdA//hofO//pyrE//ilvL//pheM//rsmC//ftnA//waaS//sgbE//yqeG//ytfR//yeiE//fliS//plsX//ibpB//eutD//wzzE//rsmG//puuE//recO//speG//mdaB//frwB//dnaB//ycbB//grpE//uspC//slyA//rnc//arsC//rpmB//hycA//rpsR//galM//ribF//hxpA//rraB//yddG//minE//torI//lyxK//aaeA//uspB//ppsR//dsbG//nuoI//yefM//flgF//nrdR//
