#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hflD//ygiS//fepA//ravA//
GO_0055083_8	uvrA//
GO_0055085_5	panC//mdoD//mipA//fbp//aroF//fhuF//entS//yiiM//paaB//fdoH//agaS//yphB//waaB//trpE//ycjQ//csiD//nanC//yehX//ptsH//artQ//gadE//glpX//yfcA//xapA//raiA//fimI//pflC//iraD//dkgA//yaaJ//alaE//yneE//yqhC//rsgA//proW//ascG//ybaL//ispA//queC//fhuB//rimM//yghG//yjiA//ubiA//sgcB//yhcD//ulaC//astC//nhaA//yhjC//melB//sbcC//rzpD//yhdH//cas3//tdcR//hokB//ybjD//lit//moeB//rplN//cecR//ynfK//nupX//ghrB//ybeY//fimG//ydjK//mtgA//pyrF//kefF//hypC//miaA//ygeA//mhpA//hofO//uxuB//pal//msrB//paaE//rhmD//ydfD//glnA//yiaF//tsf//gutQ//zur//cysM//hemH//ispG//ygiS//gltK//dapB//sucC//folD//ttdB//kgtP//sfsA//prmA//ascB//dxr//frdD//osmC//yhdW//tdcD//ulaF//melB//paaJ//ftnB//shoB//ubiD//ydiF//araB//mlaB//glyS//rcnR//trkA//aslB//tusD//queD//rnc//rhtB//cysM//hha//yahI//aroL//pgpB//ebgA//cyaA//rnt//ydcT//mhpD//cvpA//prmA//hemF//ribC//cpoB//yphD//map//purN//gntP//mtn//ydeI//frwB//fliM//moaC//leuB//lspA//rpmB//alpA//dinJ//yahB//mscK//menI//yqaE//phoU//yagF//pdeD//mutL//plsX//paaE//pdhR//arfB//chaC//modB//frwB//ruvB//narJ//rnlB//xylR//edd//cusF//yaaU//valS//glgS//fimZ//rutC//yhaJ//narL//queF//elfA//yghU//leuA//diaA//glpK//rsmE//gpmA//ybiS//csdA//hipA//yqeF//pepA//gph//citE//yaiV//rssA//emrE//clsC//ugpB//torR//cspG//aroP//holA//secA//ygdG//decR//yihU//aspC//patZ//ybaE//mntP//yiaU//gloA//cdsA//yahF//cdd//ldcC//gadB//mukB//ilvI//coaE//yfeW//yiaB//ynbC//dxs//yidK//cspA//gltI//ygfA//ybcL//gspE//appY//yadM//sppA//yjjI//rpoA//yeeL//rpnD//lon//cynX//dsdX//pabC//insI3//elaD//wbbK//yiaF//eutD//cpoB//yabI//glk//bioD2//ssuB//purN//mglA//fadH//nirB//yghG//viaA//hokB//rspB//ydbK//ccmD//rlmA//rfbB//tmk//hscA//dnaB//kgtP//dsdC//yagJ//arnD//pyrE//yahN//csgB//phnM//ppk//abgB//malX//rsmB//fsr//yiaJ//prlF//argP//ccmC//hexR//dut//trmL//livK//ecpR//yciF//tcyJ//frdB//pgsA//mmuM//hisF//ispG//ykgF//moaC//yjaA//katE//upp//ogrK//cusF//tyrS//gcvT//potH//pspC//rclC//fpr//yghB//yggE//yqiI//ydcP//ybdO//hflD//garK//yhaO//yodD//yiaJ//dinG//dgcN//yjaZ//murR//yfcF//ppiA//oxc//nmpC//araB//cydA//asnS//cheZ//dhaK//sdhB//motA//yqiJ//bacA//dapA//ascG//ompN//rcdA//ftsK//yiaN//yihQ//intF//yihL//recG//nlpI//cysK//pspF//bamC//yodD//rihB//ydfG//eptB//ydeI//entC//mdoG//ais//thiD//dicA//sfsA//ddpX//yqiJ//rplN//arnD//yciA//yaiP//cysD//aidB//nemA//yigL//ygeV//prfB//fabD//mtnN//ruvC//atpC//flhE//plsC//yodD//yciA//pdxA//frvR//sgbU//yecS//yejA//lsrA//glpR//mscL//rplT//tar//metF//msrC//melA//feaR//yaaY//rna//rutG//mdtF//lpxL//hisI//htpG//sbcB//rarD//yciT//nuoL//uxuB//rsmH//lon//nadD//pgaA//hypT//arnB//ydiR//lyxK//emrE//zwf//citG//seqA//rfaH//adiC//ygfI//citX//lptA//yqcG//caiD//nrfB//glnP//rseP//frlA//rpsK//tig//
GO_0055086_4	basR//zur//malS//yidC//pncB//sfmD//cusR//insE-1//rhaB//uvrC//rplC//fdrA//tyrS//yihL//secG//hybC//tolC//glvC//dauA//menB//rclB//tdcC//hldE//waaS//hdeA//yiiE//ygiW//moaA//ygfZ//atpD//ybcL//murE//ecpR//yahN//pyrH//insB-2//insI1//dicA//hflD//nudC//msrP//opgH//cyaY//fadD//nagK//uhpT//uhpA//deaD//fimZ//thrB//mltG//yohD//nudG//thiG//aaeB//rnt//adeD//yeaG//dcyD//fimE//hflX//mutT//fepE//potG//yggW//yeeO//napC//zur//amiD//msrB//rhaR//mukB//glsA2//rhaA//cheR//zwf//manA//menD//uxaB//paaJ//fabA//dmlA//patZ//tktB//tolB//tas//tyrA//sugE//yieF//ycfL//manY//prfB//ompA//perR//pheT//paaJ//yfaU//ghxP//ibpA//corA//trmI//yrbG//cusR//insB-4//tsx//ydcZ//psuG//ilvM//sanA//kdpA//yhdW//cho//codA//ftnB//fbaA//uvrD//aldB//nrfD//ttcA//rluD//yghW//modC//erpA//emrE//sdaA//rimK//bssS//adhP//gatA//gntK//tesB//plsX//yfcU//cobS//idi//yigB//pepN//gstA//fdoG//sixA//trmL//lpxT//sfmF//eutK//gsiA//rpmC//gspJ//kdpD//ydeT//guaA//kbaZ//holB//moaD//yciF//mreC//rluF//dgoD//menA//ybhI//hyfA//torR//fruA//fadK//pgaC//dam//prpD//dgcN//dppF//gadA//ftsI//cysZ//maa//
GO_0055114_3	ilvH//mppA//aceK//menA//ygcO//yagI//xapB//rpiR//yfeO//pgpA//frwB//ribB//iscR//uidR//ttcA//rnhA//nrdD//nrfB//xerC//proW//asd//ratA//panZ//cynT//yqeF//hinT//rpnD//ybaO//pdeD//lacY//yghO//yrbG//ykfI//appY//atpD//frlC//rpmF//rsmI//ldrB//hchA//gshB//yeiG//nikC//csgD//mltG//rarD//yidA//fadK//cysM//aroG//yceO//dppD//flhD//ybhI//nhaB//yqaB//hsdR//setB//fhuC//bssR//moaD//hyaB//ariR//mhpA//hpt//ptsI//holE//gntP//metE//pgpA//mltD//mnaT//fhuB//atpF//nrdR//ynhF//clpS//yahI//uhpB//lsrA//wzzB//tap//yfeD//add//gppA//abpB//glvC//ybbN//rsmD//kbp//sad//glpK//dedD//ymgF//yaiP//mdlB//cpdA//crr//ascF//cmoB//yghO//yeeY//fucA//bdcR//ndk//insK//gntU//yciH//yjjX//csgA//folM//fau//wbbK//cadB//yfcU//sfmH//yqgB//rmf//dsbB//ivy//cynX//bssS//fes//pinE//secB//lysP//sbcC//ygiB//rfaF//msrA//zapB//gph//hypC//yfgO//yqeA//pepT//yejE//rplY//hofQ//yebG//fliL//tesB//phoP//ldtA//dosP//tag//sixA//dnaG//ulaF//talB//menD//rsmD//trpC//yfjR//rplK//ulaE//mlaD//selA//yceO//mhpD//alaC//glcA//leuD//murP//rbsD//nikE//narV//hiuH//ldtC//flgH//potC//frdD//iraD//amtB//dinQ//paaE//fimI//hypB//yfjR//hofP//sutR//mglC//mliC//ibsA//ydbK//pspF//paaF//nagZ//yggX//kdsB//gadW//rnhA//
GO_0055129_5	ldcA//ybjC//yefM//
GO_0055130_8	fadJ//ynhG//
GO_0060003_10	yfeW//yiaB//waaH//nadB//
GO_0060255_5	ilvC//thiI//ydcP//rpnC//tdcB//smpB//dpiB//allB//ampG//trmL//mdoG//yehP//ortT//yiaJ//cbl//rpnA//ftsX//umpH//accB//ilvI//intS//yhjB//tonB//rrrQ//accC//nupC//yejA//nikE//rfaH//ypjD//ahpC//rapZ//ibpA//agaS//rpsL//katE//yjgX//yqaA//serA//yghO//ygaV//icd//amiB//rhaM//dinB//lptC//rspB//citT//solA//waaP//kdpB//der//katE//mrdA//ydcT//cbl//lpxL//lpoA//pppA//gpp//yfiF//ispU//mrp//ybiO//ushA//diaA//yebZ//btuC//hybA//lrp//ortT//ybiV//kdsA//pdeL//ybcJ//nlpI//gshA//oppB//hcaD//phnK//serB//ybhD//hldE//yehX//sixA//alaE//rpsR//trmH//yhjV//yaiW//chaA//rplL//cca//ftsL//hprS//lysO//wzzE//melR//yqiH//tatB//ascF//deaD//yehD//treR//thrL//mppA//pcnB//ybiY//rpmH//yjbE//cheA//ubiA//pntA//ihfA//treF//argT//yggF//secG//yggN//folM//ycfL//ilvI//uhpA//bisC//sbp//baeS//purR//ydeE//valS//folA//yjhH//appY//gudX//narX//sgbE//fliD//yghU//umpG//cheA//mtgA//opgD//sufC//yacG//yfcP//dauA//gltD//tqsA//mltA//xapB//hupB//purN//potG//yjjG//mnmC//blr//menH//tsaC//nfsB//valS//panZ//sdaC//dnaE//lysP//uacT//mcbA//sapF//rbsB//psuT//rpnB//eptB//dtpC//glsA//leuE//hscA//kch//yajQ//ybaO//perR//insI3//hypE//dctR//patD//yhbY//lpxL//betT//paaJ//hofQ//tbpA//sapF//lpxH//xylR//adeP//ligB//yciH//ulaR//queF//tamB//hflK//yhjA//phnM//rhoL//yehX//cysE//cmoM//uidR//ftsE//tdcC//nikE//ydjE//mepS//leuB//tas//wecE//gpt//tehB//sad//mdtP//proV//yfeD//mnmE//aqpZ//trpE//phr//flgH//araC//ynhF//yfdR//uspB//yddA//ygcR//hpt//osmC//xerD//bssR//fucA//gcvP//yfcR//mfd//coaE//yhbQ//yihW//thiH//nikR//mrcB//melB//tadA//nikA//pyrH//ybcF//yfaX//rpe//insI3//nrfF//yeaV//sfmD//rlmM//ghxQ//rfaC//atoB//dacB//rsmC//ibpA//yqiI//aspA//phr//rpoS//ttcA//wcaB//rnc//lsrK//yhbO//rpoA//ycbX//yfiC//argH//prpD//stpA//yjhG//hxpB//yhjG//cdh//yfhH//ettA//csrD//tig//lipB//rnhB//hemC//ydcM//narL//rpoD//ffh//rnlB//rimL//gcvT//moaA//lasT//yieK//fhuC//yjbH//gloA//rhlE//lyxK//metN//garK//ompW//rimJ//viaA//ycaN//adhP//mzrA//trmJ//ppk//araB//fumB//xanP//zntA//lit//nrdF//glpB//dppB//cusC//acpT//aphA//glyA//map//speC//pepT//pabC//aroK//hipB//csgB//ubiH//yfcQ//zntR//fis//nrdH//pdeL//crcB//yggP//ratA//tyrS//rpsD//rzoD//rimI//metF//cof//dsdX//kdgK//yjaZ//preA//cmoA//ribF//hflC//
GO_0060274_5	puuC//
GO_0060326_5	aes//
GO_0060341_5	yajD//serS//
GO_0060491_5	cysG//caiE//waaU//sutR//
GO_0060566_8	fliM//
GO_0060567_8	yhjX//rsuA//sucA//
GO_0060699_8	mnmC//flgC//yebG//ydgA//ygfA//
GO_0060700_7	parE//icd//paaK//yqcC//manA//
GO_0060701_8	speA//rlmD//dgcE//iap//paaD//
GO_0060702_9	preT//mdoG//bamE//yqaE//fryC//
GO_0061013_7	glsA//ibsD//ydiP//rhlB//flhE//
GO_0061024_4	gadX//ygbM//trmA//mtn//aldB//pabC//tpiA//bdm//rhlB//ybcM//adiA//lpxB//
GO_0061077_4	hcaE//pbpG//ybdH//mdh//rlmC//rpsJ//dctA//yohC//ftsL//yciV//trpD//yfdS//sbcD//narI//lacI//minE//yebZ//fhuF//emrB//gpp//glyS//afuB//lon//
GO_0061475_9	dpiB//
GO_0061504_8	glcB//
GO_0061610_5	hisC//
GO_0061615_7	ccmD//msrC//
GO_0061687_3	glpT//ispB//kdpE//yoaA//insI-1//phoQ//
GO_0061720_5	folD//chbA//thiG//yahK//
GO_0061727_6	clpA//setB//insI1//nrfB//yedA//dsbG//mnmE//fecC//mscK//fadB//dctA//gudP//trkG//prpB//emrB//erfK//pstS//pagP//ynhF//cysU//yebS//dicB//tsr//tdcA//
GO_0061984_6	bolA//
GO_0061985_7	lldR//
GO_0062012_5	sfmD//yfcA//nepI//oppB//phnN//lgoT//clcB//slyD//osmE//truA//lplA//
GO_0062013_6	yhdH//mtfA//queF//
GO_0062014_6	iclR//rpe//
GO_0065002_6	uvrA//rbsB//menB//gshB//murD//rbsB//eutK//yejB//
GO_0065003_5	glsA//elfG//dinD//glnQ//yafN//yjaZ//rhaM//pyrH//mltC//yjcE//yjbB//tdcF//sspB//yieH//crr//yadN//pheA//rplS//entC//pdxH//ycjY//entE//srlE//ugpE//fecD//guaB//epd//nagD//sodB//folX//mutT//ycbX//map//lon//rstB//phnO//marA//yaaA//trxA//hemA//gntU//bcsQ//cadC//mnmC//hicA//pphB//aphA//dtpC//tap//elfA//mdtC//dgcJ//gltD//asnA//uhpA//yobA//rpsK//yjhI//chbA//rfaF//rfaB//yihU//ybcC//nuoL//pntA//proQ//glcD//yddA//hemL//afuC//diaA//agaA//oxc//tolA//ybhA//ybaK//rssB//ybdR//truD//oppA//mglA//artQ//thiE//ompG//nfi//hyaC//narU//hflD//tpiA//tpiA//yciF//dacA//
GO_0065004_6	yhaO//
GO_0065008_3	cysP//yqcG//clpP//priA//csgD//paoC//ybiV//yqaE//yceK//rof//idnK//fic//rplM//trmI//yiaT//obgE//rbsA//fdrA//degS//rimL//nrdE//uhpB//coaE//ytfR//ralR//astC//aslB//xylH//amyA//thrC//lolE//pabC//ygiB//tmcA//nrfC//pyrE//allD//gudP//murC//nanR//pyrB//gntK//cbpM//fabH//cas2//hscC//hisG//glgS//mngR//ybhG//hcaB//rpmE//atpG//yddG//guaA//gatB//glnS//cspA//mak//ttdT//argF//ybjC//trpL//ihfA//lpoB//garL//ydiO//nlpA//yejB//sucD//metI//yieH//pagP//sspA//thyA//mlaC//cstA//ybeF//mdtN//paaZ//glpX//cysG//ade//nth//sfmA//polB//ydeP//gcvR//yfeD//yggT//dosP//flgB//tus//xseB//mdtQ//ompT//prfC//lolE//ydgA//topAI//arnF//yjjG//nrdA//frvR//rpsB//ybiW//yfgJ//clcA//flgC//pepA//folP//mltF//suhB//arnT//pgpA//ispH//mazF//tgt//rmf//srlD//emrE//topB//prlF//pgk//fruK//mtlA//ibpB//wecB//galU//sstT//gutQ//
GO_0065009_3	ynaI//hisM//fixB//mazF//ygbL//fimD//paaX//yqiG//yfbS//wbbK//dinJ//dhaR//dgcJ//tsaB//cvpA//symE//hisD//ykgA//mhpA//dicA//degQ//frlC//add//aroF//fliL//hofQ//dgcM//ydiR//ytfQ//dcm//mtr//glsA2//melB//surA//yhjA//fadJ//ycfH//rcdA//uxuB//yfbU//sufB//ybaE//ibpB//mepM//aspS//ygiV//ycfH//yieF//rimJ//yiaJ//ybjG//yeaG//dinJ//yqaE//emrD//adeP//purB//insH-5//ydiQ//lacZ//yhdZ//rpsO//tpiA//iclR//yfaU//yqaA//ybeY//yohD//tpx//abpA//tnaA//nfo//tolC//rhoL//nagK//gcvR//talB//
GO_0070084_7	mdoG//
GO_0070085_3	lptG//ycjP//
GO_0070178_5	ygjR//
GO_0070201_6	deoD//tdk//prfB//
GO_0070206_7	rplS//fnr//napB//dicC//
GO_0070207_8	kdpE//ydeP//ugpB//ydgA//
GO_0070297_7	exbD//
GO_0070298_8	fimZ//
GO_0070301_6	fucI//wzc//nrdB//yggD//cspC//yefM//gstA//ydiO//mdtB//kch//
GO_0070329_5	yaiP//lpxL//
GO_0070413_7	abgR//hemB//
GO_0070415_6	dut//mrr//
GO_0070417_5	uvrA//lnt//waaH//arnD//
GO_0070453_7	frwC//
GO_0070475_7	pdeK//syd//yfbS//nagK//ttcA//tdcC//aroL//zntR//gyrB//thiD//hrsA//kdpE//torA//agaS//fabI//ompW//srlE//sodC//rclR//
GO_0070476_7	rimJ//ypdB//
GO_0070482_4	mscK//yfdK//ibsE//yciF//
GO_0070525_7	pgaD//codA//alaS//fabA//
GO_0070574_9	phnC//queC//dinQ//wzzB//
GO_0070581_8	gshA//
GO_0070588_9	arfB//
GO_0070589_6	ompG//fryC//artJ//rpnB//lon//ackA//yojI//ptsN//nfi//gapC//proW//ynbB//mdtF//serA//lgt//cysW//eno//lpoB//rhoL//frdC//hcaD//rapA//rapA//gadC//rpsP//yfcQ//hisG//alpA//sugE//glpF//truB//idnT//allB//trpS//ykgO//ldrB//epd//uidC//napC//bipA//insK//mtlR//yjhI//
GO_0070627_10	artP//
GO_0070646_6	mdtF//
GO_0070647_7	iclR//
GO_0070689_6	talB//intZ//
GO_0070716_8	adeQ//
GO_0070726_5	nudC//opgG//
GO_0070727_4	ispG//ilvL//ynfF//yfbR//agaW//gatY//tcyL//phnJ//flgC//recX//psd//tauC//clsA//yehU//ymfK//tmk//ygbM//
GO_0070778_6	pdxY//hcaE//
GO_0070838_8	potC//nuoF//ymgF//iscA//efeO//metH//osmE//csiD//cfa//thiC//argA//uxuA//rzoD//moaC//purL//
GO_0070873_7	ybeQ//nadA//
GO_0070874_7	entC//
GO_0070875_7	hokE//
GO_0070887_4	rplP//fecC//rpnC//otsA//ubiA//yfgO//yihQ//arnE//cpdB//tus//yciH//sdiA//dppA//cadC//glpB//panB//caiD//mutS//gnd//wecB//coaA//aceA//ybhD//yaaY//motA//cydB//hcaT//eutN//putA//asr//torC//metH//uspC//ptsH//pflB//hokB//ispU//dapB//treF//creC//uidR//arnD//ydaV//pepB//mdtD//atoB//waaF//betT//lapB//puuE//fadK//pagP//hslJ//abpA//argB//cysN//pstC//hycB//hyaD//dnaX//
GO_0070894_6	sspA//
GO_0070925_5	etk//queG//infC//caiD//sdaC//ilvI//phnG//dhaM//mdtI//gcvH//
GO_0070930_7	garL//
GO_0070972_7	yfeW//
GO_0070981_6	livK//
GO_0070982_5	dmlA//
GO_0070988_3	hsdM//galF//
GO_0070989_4	arnA//
GO_0071103_6	napF//fdx//rpoA//acpP//pbpG//hdeA//aroA//malE//asnB//ydiV//bamA//yehA//rplX//ybiJ//hfq//uspC//napB//frdC//yehY//
GO_0071139_6	yahB//rimO//
GO_0071214_4	pabA//nemR//tyrA//lpoA//bioH//araH//lgoT//bioD2//menF//ypdB//fhlA//yfgI//cmoB//amiA//metB//yccA//araD//betI//dtpA//ispB//entS//lplA//iscS//cusR//
GO_0071218_6	ung//
GO_0071229_5	cobB//sgcE//dacD//metC//narJ//
GO_0071230_6	yehP//
GO_0071236_5	pal//hdfR//pepB//waaH//lacI//cirA//ydaN//gltP//dxr//yebS//yqjH//polA//coaE//phnP//ynbD//nuoB//gltS//artI//
GO_0071237_6	tatD//uspF//
GO_0071241_5	gntR//rcnR//dcuR//insF-1//lacY//rhaD//fdoG//fnr//ycfJ//araE//hslR//yjjU//yebK//yraK//lptA//puuA//flgG//
GO_0071243_5	argP//
GO_0071248_6	cdgI//yajQ//ompR//arnE//ushA//ackA//panD//add//yjbH//queD//rpsR//tdcC//zraS//ygiN//
GO_0071249_6	yfgO//dsbB//
GO_0071250_6	dpiB//yjgX//
GO_0071265_5	dgcE//dgcZ//ygfI//osmF//nirB//
GO_0071266_6	potG//yaaY//
GO_0071267_6	yiaU//aroC//ygcR//
GO_0071270_6	yjhH//mutS//
GO_0071271_7	thiP//yehP//
GO_0071276_7	ydiB//ldtB//
GO_0071280_7	valS//fliS//
GO_0071284_7	yraI//
GO_0071286_7	phnG//etk//
GO_0071287_7	lipB//
GO_0071288_7	pheP//abpB//
GO_0071289_7	yiaB//
GO_0071291_6	gapA//
GO_0071292_7	atoB//yqgF//
GO_0071294_7	zitB//priB//
GO_0071310_5	paaC//tnaC//yobA//ptsI//yieK//kdpB//amiA//yidD//ravA//mliC//hyaA//
GO_0071417_5	setC//mpaA//prpD//
GO_0071421_9	ygeA//etp//entA//
GO_0071422_7	rsmE//dppF//tldD//
GO_0071423_8	tauD//
GO_0071453_5	trpC//trpGD//purN//
GO_0071454_5	katG//hicA//
GO_0071456_5	metL//
GO_0071467_5	yahO//menD//mltB//ydcR//basR//hemB//ugd//sfmH//leuE//yaiP//glcD//
GO_0071468_6	ydhC//dapF//kdsC//ais//yiaF//serC//phoB//recT//dmsB//yhcD//
GO_0071470_5	umuC//cysI//ydjH//msrQ//malG//hycA//pgaD//ccmC//metE//zraS//
GO_0071474_6	thrS//acpT//rrrD//yfcF//
GO_0071478_5	mntS//proQ//ubiI//
GO_0071482_6	pgsA//ydiB//rsmJ//
GO_0071483_7	fimA//
GO_0071495_4	yfgO//fepC//ppiD//
GO_0071496_4	aceA//yfaU//mhpC//pdxY//ygiS//hslR//ligA//crl//proA//alaA//hemB//aroC//insA-1//yhfS//tusE//ftnA//bglB//nupG//marR//mhpT//exoX//pstB//kduD//rhaD//sgcA//murA//glpG//phnO//btuF//selU//yedL//sfmH//yecS//ygcW//trkA//gltB//mreB//ycbU//rluE//proQ//gapC//trkG//dmlA//moaD//pstC//fbp//uspE//malE//era//flgH//lpd//argB//ybiV//
GO_0071500_5	gluQ//
GO_0071502_5	nrdE//
GO_0071545_6	rfaD//bglF//
GO_0071554_3	mhpT//ppiD//waaU//hinT//bamA//mdtF//nrdE//mhpB//uvrD//sgrR//cpsB//murJ//arsR//glnB//ycbV//hcp//ibpA//queD//recR//aldB//aqpZ//macB//dfp//
GO_0071555_4	rfaG//ompL//mtgA//nfi//garL//yafQ//ppx//narU//xisE//yafE//lpxM//ldrD//emrD//
GO_0071577_9	clpA//nsrR//arnD//yebG//rraA//gudX//ydiF//
GO_0071616_6	malK//yfcQ//
GO_0071702_5	gltB//arfB//macB//topAI//leuA//alaA//ygiS//yahF//ybdN//ldcA//lsrG//mutY//kilR//topAI//metC//nanS//fepG//ribD//yhjD//ssuB//cusC//accD//groS//dcm//mltC//recC//ghxQ//yfaU//yafE//gatZ//yjcS//rcsC//dusC//cysZ//tynA//nusA//yehX//setC//cusR//yddL//metE//ybaL//xthA//agaR//ivy//rhtA//yjiQ//kch//yrfG//fimG//hisA//yghU//oppA//guaB//yghO//xseA//alsC//rne//yqjA//ypjD//ybjG//rapZ//glsB//ygiS//ydeT//dapA//hyfR//sodA//ugpC//ccmG//gudX//bioB//bioH//epd//ybdN//tktA//mcrB//bamA//frwD//hslO//ymgA//ispH//lrp//yidC//torY//pheS//tdcG//yejE//bamE//yjjQ//nrfC//rpsK//hybG//menI//nrdI//cadB//fliT//rihC//insE-1//yeiL//purR//hybO//potF//plsB//yeiL//wecA//hflX//crp//hokE//ldrB//gltL//orn//cspI//cysU//sfmC//gcvA//araB//waaZ//cadB//rhsD//sgbU//selA//tauC//bioD1//hybG//rplT//rffG//waaG//hmp//mioC//leuO//glnA//narW//arsB//galU//rnb//fucI//ccmA//sbmC//mdtL//mdlB//sfmC//dnaE//uvrC//ygjH//rnlB//ydfD//tag//yohD//asnS//ykfI//argO//moaC//fadJ//ycfH//yhbS//rimI//ldrD//slt//rutR//narY//dhaR//motA//dnaE//insA-2//lptG//ldcC//zapD//mazF//yahB//modB//elfA//cyoA//ygbM//yihQ//ppiA//flgJ//rbsD//lpcA//folC//yhgF//dinD//queA//tdcG//cheR//ydiR//ykgO//ydjK//glnP//proP//yiiD//focB//pppA//gmd//nuoE//glgP//uxuA//mdtM//yqiJ//ycbX//iraP//phoR//ydiQ//minC//menB//xylE//pgaC//pdeL//yhhY//secE//yiaF//pdxH//ansA//hokB//msrC//btuB//btuR//menA//topA//ilvM//yhbQ//insB-4//yfaV//cydD//yebG//xylG//ymjB//yjhC//mglC//paaD//murB//chiP//yhgF//csgG//plaP//ssb//fabI//ansA//menC//ygiN//rpsD//rffM//bioD1//leuA//ftsZ//exbD//secM//lysO//ade//recD//fliM//yieH//rlmL//shiA//pfkB//gatC//acrR//ynaE//dinB//rhtA//prs//menI//pykF//deoD//dhaK//murE//garL//glnK//yidK//ampE//rssB//ruvA//ycfL//yafS//epd//malK//asmA//nrfA//sufC//dtpD//secD//dinQ//ratA//rpsG//gshB//narL//betB//murC//yihW//ybhJ//speG//aroE//iclR//glpA//rpiR//degP//flhA//dgcN//minE//frdA//dgcZ//sodB//yraR//asnA//argT//yciF//ydjE//hyfA//murI//bssR//yeaV//yjhC//speE//lasT//sdhD//sdhE//dicC//cca//cyoE//cvpA//slt//dcm//yjhB//gstB//ibsE//priA//exuR//mhpD//yiaN//pppA//dsbB//rplN//glcE//pdeF//cheW//otsA//cnu//frr//aaeA//prkB//cyoA//queC//lspA//rlmF//bioB//fur//aceB//ygaZ//prpD//mppA//ybhJ//yebG//glnS//torD//pntA//betT//ymfA//gltS//treB//dbpA//glpG//putP//zapA//mdh//pepQ//gapA//ccmF//ycjW//potB//comR//bglA//otsB//glnE//uspC//rpsT//yidZ//argB//fadA//glsA//mdtP//queF//znuA//ygiN//hflX//yidQ//ycdY//elaD//poxB//sbmC//hflD//
