#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ibpA//rclB//yjiR//paaZ//
GO_0051252_6	mdtI//arsC//caiF//ruvA//rplB//sucD//cytR//potH//grcA//ycjR//puuR//rpiR//rhmD//malX//ulaR//yigL//pgpC//hyaD//nrdH//fecB//rcnR//mdtJ//sgcC//prlF//argS//kdpD//hyfF//yebZ//srlA//mltF//ribB//ppc//yhaC//tolQ//suhB//accA//betB//ydcP//recN//yaaY//folD//yihX//lepB//tusD//amiB//gspE//dcuR//mdtM//rffG//yceK//trpL//kdsB//tufB//dacB//rpsQ//yqiH//trxA//ttdA//nhaB//metR//cheR//livF//murI//idnD//infB//rlmN//nfi//rfaG//ycjD//ldtE//ade//zntA//potH//nrdB//tusE//mdtL//btuB//yohD//yddL//ynbB//yfiC//amiA//pntA//tsaE//ybdO//rutB//rna//cpdB//lysA//panB//clcB//dapF//aslB//fucO//metE//moaC//agaR//lgoD//speC//tolQ//cheR//rfbB//yghU//menC//selB//yhfS//yadC//rmuC//gmk//mglC//mocA//rcsD//sgcB//bfr//topA//rfaE//nanK//fimD//sgcX//yihL//cusB//arsB//queF//zapC//speD//pgk//hisB//yehD//yciA//oxyR//lolD//melA//xanP//ygfZ//rlpA//cpdB//fabR//wzzE//rhlB//mhpB//yjbE//fsr//clsB//nuoM//serC//srmB//nimT//fadJ//cas2//ivbL//nirD//mdtD//stpA//trpGD//yjbB//lolB//ydjH//lacI//htpX//rpsB//paaK//htpX//abpB//xylF//rtcB//valS//panE//mepH//borD//yjhH//ybiV//zapD//lgt//lgoR//ssuC//yihS//uspE//tolA//ihfB//yfcS//cdsA//bamE//yhjD//ihfA//yihR//mdoG//glnP//yidR//asmA//malY//ddpA//msrB//dnaG//rfaG//glnS//pgaC//paaB//thiE//nanA//malZ//ogrK//bacA//dicA//ilvL//thiH//sucD//acrF//yehW//yfcF//murQ//ybiS//lptF//fdoH//waaH//ilvL//rhsD//accB//mtnN//amtB//mrcA//rpsA//tauA//cusS//waaC//dusC//mltF//rpmJ//htpG//hyfC//rfaE//recB//tolC//ybdH//rarA//narJ//obgE//cueR//dapB//thiE//rseC//yihL//ccmA//atpE//hipA//citE//araA//malY//ftsB//rnt//rhaM//yhiM//mgtL//agaA//yfjV//ymfA//fimD//selA//yeiE//tdcG//gadA//prmA//kbp//betI//chbB//hiuH//ydeM//bioD2//dam//mlc//arcC//sdhC//paaE//ssuE//fadI//recG//bioD1//rep//putA//
GO_0051253_7	paaJ//lpoB//dinQ//entH//napC//pck//ydjH//yqgF//gadC//epmC//mog//frwD//dcuC//aroF//ubiB//xylG//glvB//treB//flgG//sdaC//ygiS//caiD//ydjL//dpiA//ratA//yraI//folX//mngA//purD//rpoS//yihV//codA//dapB//treC//bioB//yhcN//rnpA//phoB//kefC//yhjR//metB//pheM//acrD//ydgA//dppF//mobA//glgX//trkG//uhpB//fruA//tamB//sapA//yggE//prpB//ybjX//hyfR//trmH//dgcZ//moaD//rplR//rclC//xanQ//rfbD//menE//pabC//osmE//gatA//codA//gatA//bglH//yfeW//sgcA//fadD//hyaB//narX//polB//flgM//tbpA//puuE//fdhF//rhaB//tdcD//kduI//hypC//nudC//yiaL//nimT//narW//fimG//ynfH//rfbD//dnaE//fadK//luxS//etk//rutE//lgoR//rplK//ftsK//
GO_0051254_7	gntU//dtpC//abpA//ycbU//cheB//mscK//dusB//dapD//cbrC//yddL//hisG//garP//ddpX//shoB//yidQ//hypB//rclA//relA//cedA//ydcR//pdxH//phnK//gltB//mgtA//ybbY//lolB//bioD1//lsrB//oxyR//nuoE//fliG//lapB//lptG//ubiJ//casA//ydjK//selU//dacA//ybiJ//purF//atpE//mqsA//mtnN//rplW//rlmB//cmoB//rbfA//ybiI//phnK//yneJ//skp//potB//lepA//preA//cheY//purB//polB//hemF//oppF//tatC//narQ//yjhG//dsbC//fdhD//ytfE//lspA//deoA//aldB//hlyE//chbF//rplD//ychO//yciE//ydfD//yhjX//
GO_0051258_7	oppC//
GO_0051259_6	ymgC//dacB//hxpB//cynS//hybA//rpsA//dacB//dgcM//srmB//prfC//envC//hemH//gudX//dfp//ybiA//poxB//znuA//hybC//acpP//aroL//soxR//ugpA//dgcZ//hypC//ybjG//xapB//ybgI//yfhM//hdeD//betI//fes//yghU//zupT//galT//glyA//yihR//hypB//yqaE//ydfD//entF//gntP//recB//ribB//glxR//prlF//cysQ//fepB//ycjY//pdxY//srlB//ygbN//
GO_0051260_7	plsX//araD//yegV//frlA//sgcE//yheT//wzzE//pgi//tas//nei//rplK//cysE//gltS//parC//ydaV//ftsB//uxaC//ynhF//menF//gshA//rsgA//rutB//tatE//rimJ//ygiB//flgC//hyaB//yiaM//ubiD//rihB//lit//nirD//glgB//dhaM//yahF//ybdM//recT//bglH//pdxY//uhpT//cspB//fepG//torI//aroK//yhgF//csrD//yjbH//
GO_0051262_7	rpmG//mdtC//dgt//priB//lysC//deoR//sufB//hyaA//fhuD//bssR//yfaV//yigB//ampH//thrB//mtnN//dusB//rhmR//dgoD//rpoD//yiaN//plsC//pnp//rnhB//yqeG//tusD//mgrB//btuC//ascG//dgoK//tus//kduD//tsaC//chbR//ftsL//yadC//fieF//
GO_0051270_5	rpsB//slyD//nikE//gluQ//gntU//cobB//yihW//hxpA//yhdX//ydcO//xanP//mltB//hisF//xylR//glpX//ltaE//
GO_0051271_6	rplK//murI//rppH//viaA//guaB//csdE//sapA//mdtC//rsmH//
GO_0051273_7	cirA//csiD//cspA//ldtE//ffh//essD//ybeQ//
GO_0051274_8	yebG//phnL//dapB//glnK//zipA//yahI//yajD//
GO_0051276_5	ybhD//lipA//lysO//yeiG//ynbB//ybdZ//elfC//fimA//ybdO//sfmF//rpnB//fepC//mreB//dedD//agaB//yidP//cbeA//phnI//lpoA//tatE//cheZ//matP//bioB//mdtG//dinD//gatB//
GO_0051289_8	ygaV//dmsC//ybiH//araD//lpxM//frc//gadE//ubiG//prpD//mpaA//radA//yhjB//rlmI//citX//mocA//gltK//ruvB//ravA//yjfF//rstB//ispH//xapB//yohD//dtpA//rdgB//pgaC//ygaH//hofC//tyrR//yrfG//glmS//fklB//thrA//cysH//gltL//uxuB//
GO_0051301_3	rpnD//phnP//wza//infC//hdfR//lysC//moaD//cmoA//acnA//nrdG//gabT//iscU//iscR//mdfA//yjhP//ybhJ//cydA//preT//hisF//tnaB//yddL//mdoG//agaA//metI//yfcF//yhaV//motA//rpmC//narI//kdsB//pal//lysC//casA//kdpE//dgkA//pspA//
GO_0051302_5	smrA//minE//rplY//ridA//lit//astB//rof//glpK//pliG//yfcQ//ygfI//tldD//dnaK//pheA//
GO_0051304_4	eutN//
GO_0051336_5	zinT//phnM//sfmA//nuoI//fepC//dtd//cysQ//wzzE//yagF//ymjB//dapB//tdk//pyrL//torZ//oppD//fecC//dsbG//suhB//lolE//yjcO//serA//lsrR//yfaX//glcD//mraY//
GO_0051338_5	cbl//bglJ//entB//menF//
GO_0051339_5	ygfX//
GO_0051341_5	dinG//atpD//
GO_0051345_6	ulaG//casB//xisR//glnL//glpD//moeA//allS//araE//
GO_0051346_6	patA//ftp//pyrE//ybhF//scpC//tqsA//treC//yfdK//ftsN//ykgM//cpdA//
GO_0051347_6	holB//aer//
GO_0051349_6	ftsP//
GO_0051353_6	wecA//rimJ//
GO_0051391_8	marA//
GO_0051409_4	fecB//rimI//
GO_0051410_3	cadA//
GO_0051452_10	ybbN//
GO_0051453_9	ttdA//fdnI//yfaV//ybiV//cspI//thrL//mcbR//ydbK//
GO_0051454_10	yceO//pta//paaD//frwC//glpT//
GO_0051476_7	argF//
GO_0051484_7	gstB//
GO_0051493_7	rsfS//
GO_0051495_8	prpD//
GO_0051595_6	clsB//purA//alsB//arcA//nusA//
GO_0051596_6	znuC//cdgI//mhpR//fnr//holC//nhaB//mepS//yciV//gspE//yhgF//rplK//ptsG//rplQ//dnaG//nusA//speC//fimB//rpsQ//gutQ//dtpC//fryB//elaD//tolB//ompL//ettA//msrB//mgtA//qorA//
GO_0051599_4	ymdB//
GO_0051603_6	cmtB//paaF//mtfA//mobA//dinI//glsA2//
GO_0051604_5	lldP//hprR//pckA//livK//bdcR//glpB//yeeY//hldE//murB//feaR//yidC//fimZ//leuA//aqpZ//glpX//adhE//frwC//ftsK//cbl//yahO//mqsR//hprS//ltaE//sseA//prmB//fepB//sbcC//setB//ykgF//ygbI//chbF//yjgX//lgoD//yjhC//tcdA//mnmE//phr//uxuA//alpA//tusB//
GO_0051606_3	phnI//rfbD//
GO_0051607_4	tdk//ada//appY//livH//ybfE//ycjY//arcC//yhaC//dosP//dtpC//
GO_0051641_3	proC//murG//rsmC//rbsR//osmE//menI//yhcN//aroG//gcd//yeaE//hisF//blr//yjjV//kdsD//acpP//eamA//hrpA//cobT//rhaB//mntS//mreB//rbsC//umuD//
GO_0051649_4	osmY//gcd//intS//lolE//ycbB//ssuE//puuP//ansB//tdcE//ygjK//abgB//yidR//lnt//
GO_0051651_3	ybiI//mntR//kdsB//
GO_0051668_4	pliG//
GO_0051691_5	bglB//lolE//
GO_0051692_6	hemL//rayT//
GO_0051701_4	ptsP//tisB//glpF//iscX//fklB//hemC//ribA//rpsA//ybaQ//rbsA//yfaE//mepA//yjgX//dnaT//csiR//fucP//
GO_0051703_3	entB//elaB//dapF//yqjI//sufS//ebgR//atpB//udp//
GO_0051707_3	mgrB//cdaR//panZ//fhuC//bcp//elfD//yqiH//yhcF//sfmF//viaA//glgB//flgK//ppsR//focA//
GO_0051715_4	yqhD//
GO_0051716_3	rpsB//yphC//arcB//fliG//greA//alaC//aroP//mtlR//sdhB//yhfK//pnuC//agaA//cysD//frdD//yddA//ftnA//rlmA//xerC//rsmJ//nemA//folE//dppF//mdtO//yghB//mtr//glpK//pinR//ftsZ//frmB//allC//modB//sthA//iscS//hemC//phoB//hyfF//frvR//acs//purB//mdtG//yahN//dnaT//eno//hisM//nuoB//waaL//pinR//mdoD//phoA//ftsW//queC//trkG//rhsD//yjhP//ubiG//suhB//yqiI//xylR//cysW//ccmF//ynjA//mazF//ybjC//sucB//chbG//rfaH//yihW//yjjB//glcF//rseC//cbeA//pdeL//nupG//gapC//wcaB//ghxP//nirB//ubiX//seqA//tsaB//iap//amiD//mdoG//yfcG//nirD//manX//mngB//rsgA//thrC//dacB//rpmB//arnF//rdgB//nrdG//fixA//nupC//mtfA//yagF//plsC//yihL//yjjX//gatA//bamC//mpaA//ybiW//thiH//ulaA//yfgO//lgt//glcC//treR//glnB//sgcE//ampG//tsf//yebS//ybaM//ghoS//wecC//hslR//slyD//modB//mpaA//yadC//menD//arnE//lpxT//symE//rhmD//yfcG//hyaD//rplN//hisG//rplT//narX//dapD//dnaK//yieH//dusB//uhpA//mhpT//nanA//bamB//arsB//tmcA//yehC//dcuC//eutA//clpP//setB//glnB//aslB//rpsA//nuoM//mrdB//clcB//iscA//cpxR//fruK//waaY//rimI//ycgR//tas//nudB//casB//nanE//yjjG//ynaI//dcyD//shiA//hofN//lptB//ybcL//dmlA//yahK//yihV//fhuF//purN//rluA//modC//torD//dinJ//ubiG//hdeA//rplQ//pgaB//ybjD//yebS//argR//fabH//frlB//yhcF//actP//asnA//glxR//cusB//dppD//atpC//menI//dsbD//lptG//cstA//dsdC//dtpC//hypE//glsA//menA//fmt//mscL//rihB//yidR//ptsI//rnc//rpsQ//srlA//rplR//cra//surA//insI3//prmC//gltP//wrbA//tabA//bglF//intF//trpS//tktB//rtcB//fliL//agaI//focA//gadC//deoD//cmoB//malQ//argC//flgD//narL//mdfA//mraY//clcB//yhjB//insI4//mutM//ybdM//sapD//rsmG//patA//prpC//intA//casE//rutE//sucD//rfaD//moaE//rutE//yojI//alsK//mlaD//tas//yahN//cysN//gntT//gutQ//cho//queA//rrrQ//mepH//treF//rsfS//ssuA//cbl//yihS//bioP//ymgC//chaC//dbpA//ybdO//kilR//yieE//chbG//arsR//yagF//rluB//nagE//casD//bcr//rlmF//raiA//ygjR//ydbD//symE//araA//yjiA//kdgK//pyrF//murG//waaF//sapB//feaB//yhdX//ssuE//secA//csgD//agaA//ynaE//ppiC//dgoK//xylH//gntT//menC//lnt//ygfX//rpmF//accB//ybaO//oxc//ygiW//yahD//cpoB//rclA//malQ//yjjW//pppA//sgcX//mdtD//wecB//dps//yafN//yraI//yieE//acrE//exuR//mepA//iscU//yggT//ynaI//glxR//ilvE//pfkA//ygiW//yhcH//dmlR//pyrD//yjiA//coaA//aaeB//purR//yihW//rihC//nmpC//fdoG//chiP//gutM//proC//ytfE//yggW//alaE//yhcN//
GO_0051726_5	yjiM//gspI//tauC//ptsI//menD//
GO_0051781_6	ykgF//rraB//
GO_0051782_6	add//lptB//hdeA//waaJ//rng//maa//hyaC//
GO_0051788_5	btuD//
GO_0051790_7	nagD//
GO_0051806_6	rpsL//satP//rhtC//prs//gdhA//argP//glnQ//glnQ//
GO_0051817_5	glpG//ydjE//abpA//kduD//
GO_0051818_6	eptB//yqiG//yciT//nikE//
GO_0051828_5	dfp//rpsB//fliA//hdeD//selA//bipA//fdrA//purC//
GO_0051883_4	artI//hemB//mltB//gspF//
GO_0051977_7	queD//
GO_0051983_5	speA//
GO_0052126_4	recA//topAI//wcaB//tauB//
GO_0052128_5	patA//
GO_0052131_6	kdpF//
GO_0052192_3	ypdB//dinJ//csgD//ldcA//
GO_0052547_6	gadE//sspA//yfgJ//
GO_0052548_7	gabD//pdxB//
GO_0052646_5	mtnN//pflB//flhC//dgcQ//rsmG//
GO_0052652_8	yhhT//prmC//
GO_0052653_5	galS//
GO_0052777_7	rlpA//flgJ//
GO_0052778_6	insB-4//cspI//fepD//
GO_0052779_5	tldD//ligB//yebG//
GO_0052782_6	lon//ldtB//
GO_0052803_5	cysE//fdnG//ttdB//frdA//dtd//yaaY//cysM//potE//
GO_0052837_6	pgm//
GO_0052838_5	nanT//
GO_0055062_9	yqjH//
GO_0055065_8	rplR//rpoE//hyi//relA//hybF//osmE//ybcM//erpA//tatD//frmA//paaD//entS//pgm//yagE//hmp//pdhR//crfC//ugpE//ilvA//ybfA//nagZ//rihB//tdcE//mngB//nirD//tsgA//
GO_0055067_8	yeeL//insE-1//waaY//lamB//ygeV//wecC//yjjB//iscR//ybjX//rhmR//nhaB//murF//
GO_0055069_9	gcvH//
GO_0055070_10	hicA//appC//yijE//dacB//hemH//rhaR//
GO_0055071_10	dgoK//
GO_0055072_10	gabT//yhgH//yraK//cfa//lysS//ccmG//guaB//tyrR//iraD//bhsA//endA//cysS//ppk//glxR//
GO_0055073_9	rcsC//
GO_0055074_9	yghG//
GO_0055075_9	etp//
GO_0055076_9	grcA//yraJ//rffT//sppA//malQ//oppD//cyoD//nirB//pnuC//uvrA//mglB//yfbS//dsdC//trmL//rfaC//dsbA//ugpC//yjtD//torC//brnQ//argH//secF//
GO_0055078_9	rfe//xylG//creC//
GO_0055080_7	galU//dsbC//yehX//hemH//yfcP//yggX//topAI//tolR//uspG//kbaZ//alr//csgF//paaB//proW//rlmH//mepS//degS//qseB//trpA//fimZ//ilvM//uspE//nagC//lolE//ldrA//rnb//uhpT//waaH//fau//rihB//fsr//ligA//tsaC//flhC//hemN//
GO_0055081_7	xerD//
GO_0055082_4	guaD//hcaF//ybhI//crl//allR//kup//ahpC//mdlB//rpmG//rplR//ydjH//sucC//trxC//rcnB//yphB//pgaB//cutA//yaaU//chaA//wecB//garD//glsA//yedX//essD//oppB//yehZ//mscL//narP//guaA//ycfS//dauA//aceA//uvrD//tomB//
GO_0055083_8	purR//
GO_0055085_5	sgcR//yjiX//mdlA//rplS//sgcR//ypdB//gatC//rcsA//lolA//hypB//panB//serB//clcB//gatY//folC//yjbG//hisA//basR//mtn//yfgJ//hisP//gmk//csdE//phnC//rlmA//coaA//fepB//rtcB//rfbC//srkA//bioA//ugpA//xylR//katE//lgoT//pck//apt//lptC//ecpR//bioA//rplD//sthA//potA//argK//yadK//hofC//norW//ydjE//rsmC//rzpD//clpX//btuF//gltL//kdpA//syd//paaG//allR//ileS//fruA//rcnB//zinT//pbpC//hybE//araB//uxaC//ybcL//lldP//ptsI//mscS//yjtD//bdcA//fimF//nhaB//rayT//dnaA//xylF//minC//thiM//iscS//fimE//prfA//ynhG//yehD//vsr//truA//ydfG//rhaB//mlc//kdgR//pstA//selA//tehB//rayT//gatY//pdeR//solA//mglC//maoP//nuoL//yfdO//smpB//fliS//rcnA//rrrQ//hipB//btuF//waaO//mdlB//nth//hldE//pspF//nadK//yaaJ//umuD//truC//aroE//hdeB//epmA//yciK//gapC//ortT//torY//dnaT//ybiT//yiaF//ubiJ//rnr//yjhI//yraN//ddpX//araA//infC//evgA//ilvH//agaA//rsmE//ugpE//rsmD//ydfH//fsr//hprS//rplQ//hprR//bamB//rpmC//hyaD//mobA//holB//efp//feoC//citX//rlmF//dgoR//ubiB//yjcE//thiM//gltL//mtlR//hisC//cheB//dnaT//motA//rhsD//nadC//ygaV//aceA//mscL//flhA//ubiD//frlA//clpS//envR//metC//arsR//ybcL//ecpR//aceK//ccmE//dcm//lepB//hofQ//yedL//hybB//appA//essD//ybaL//paaK//atoS//csrD//nepI//bamD//ugpA//bglA//preT//cusA//yibH//cdsA//frmB//yeaE//moaB//cyoB//yfcG//gpp//narG//uvrB//tamB//intA//cbpM//htrE//kduI//moeA//hscB//rhmR//hycH//frlA//hybD//argA//cspE//sfmD//lsrC//ydhQ//sgcE//bioP//dinB//rclB//aes//ilvE//yafE//evgS//paaB//ybhG//phnO//csgA//bioF//xapB//yieE//pyrG//groL//selB//yidZ//putP//yejF//exoX//accB//yebK//gatA//trmH//nrdG//rsmI//cadA//ycjQ//ansA//ydeP//rfaH//rbn//thiM//hrpA//yhjD//galP//ymfK//ibpA//zraS//map//bglB//ybaK//aceK//ampH//brnQ//panE//rbsR//entF//bioH//moaA//ynhF//yedP//yecS//lepB//secA//yeiG//gudD//osmF//hyfC//rep//pflC//dut//osmE//metI//waaH//rhaR//fic//aes//bcp//rplP//kdgK//lsrR//yccS//rutB//tusD//phnP//yhjV//potH//ycjQ//ugpA//mltF//fepE//topB//rpsA//glgS//ibsD//rplQ//astB//nanE//aroE//alsA//hsdR//yphC//narX//nagA//nrdF//aceF//lysP//yihP//thrL//der//ftsN//rmuC//polB//paaC//tolQ//menB//yghU//proV//ftsB//agaR//rimM//uhpB//yfcQ//alaE//srlR//mdtN//yphD//waaB//gstA//yhhY//ymdB//glgP//csgA//mglC//cnu//metE//flhD//ydeP//yiaU//blc//yggW//dctA//cbrC//yhhY//cpoB//lpoB//hisS//yrfG//amiB//fliZ//xanP//moaB//cpdB//ykgO//atoS//fau//emrD//osmY//ldtA//sgcA//marA//rpmF//yedX//ttdR//rfaG//ptsP//narL//acrA//flgE//ydiR//mscK//diaA//entE//yahN//nhaR//glrR//ridA//znuB//asr//rng//ybaQ//ispG//ibsC//tamB//leuA//prpC//nupX//queA//gppA//fdx//abgB//pgaA//potI//sanA//greA//mglA//cysG//sbmC//pgaD//ygaZ//ispA//thrC//ybhA//chbF//ydcZ//ybiT//yaiP//murD//ydiZ//shoB//srlB//nanT//yfjR//aceF//mutH//alaC//pagP//rffH//
GO_0055086_4	secA//hyaD//rhlE//yibF//dld//ybaE//fryC//mhpC//ascF//panB//soxR//prmA//yjhB//iraM//clsA//ldtE//kefG//artM//citG//ypdI//rpsG//rplF//fimZ//rsfS//holD//accC//glrK//sbmC//ushA//artP//phnI//ulaE//mcbA//pitA//glyS//deoA//birA//ykgO//hycA//sucD//yibF//mcrB//etk//ymdB//dinJ//rnhA//aer//fucI//pnuC//frvR//ypdB//yehZ//mdtB//nrfC//aspA//yihL//artI//ydeP//mutT//uof//glpG//gshA//nuoI//lpxL//fadK//mdtM//pagP//topA//ndk//pcnB//yafN//pgpC//tsgA//ydbD//rpsR//cho//rpsB//gudP//dsdC//sfmC//bamA//sbcB//frvR//blc//exuR//dgoK//yhaJ//insI-1//ygbN//ybaT//coaE//rhmR//sdaB//selD//ycdX//gcd//cueO//cmtA//glnB//tabA//yqiH//ispH//bioD2//mdlB//topA//yfaL//hisB//clpX//sdaB//dam//mepS//recF//chpB//pgk//nudG//djlC//ybaQ//allB//cusA//rnc//lpxH//yqjI//panF//recN//tonB//phnH//sfsA//ptsI//hslR//frvR//gpp//sbcD//nemA//hsdM//tdcC//fadE//mscM//rluF//yfbU//ydiF//nadA//yciF//yfdS//nepI//cydC//hcaE//tyrA//mdtE//hicB//znuC//dmlA//bioB//sbp//metF//lolD//gdhA//lpxD//arsC//secB//ydhC//ykgF//deoR//rsmA//bglJ//yojI//rimJ//ydiB//glxR//carB//queD//pnuC//pflA//
GO_0055114_3	rpsG//ynaI//napF//fliK//phnC//tcyL//ftsE//pabA//rnlA//yafO//yeeL//phr//matP//bamB//speB//gshB//yhcD//gmk//dapF//ycbX//dtpB//argF//hemL//nirD//lrp//proC//mnmE//idnD//ycdX//pdeR//dbpA//yjaA//nimT//rfaF//tcyJ//pinR//clsA//trpR//lptF//pdeK//appY//scpB//menB//mdtA//pckA//hypF//mdtD//wcaJ//ynfL//yggX//hcaT//abgB//insA-2//ybgI//yeeA//proP//otsB//pstB//hemD//glpX//endA//insF-1//kdgT//metI//shiA//pitB//lnt//osmE//idnT//artM//rfe//ygfA//mipA//gldA//metF//yeeA//yadK//ydhC//mqsA//cobC//ycjD//arnA//blr//prpD//ddpX//pfkB//nanK//agaI//pdeK//dppD//secB//hemG//arcC//fepB//hypC//nmpC//murA//ycgR//dppD//btuC//hypF//ybbY//ydeT//rpoH//ppsR//ybgI//yjhB//yihL//rcsD//msrP//yehP//yqgB//dmlR//fixA//efp//erpA//hxpB//kduI//yjiM//yfiF//hyi//secB//rzpR//lit//agp//maeA//murG//ulaB//fliG//lysP//rcsD//hflD//wrbA//ydiZ//pal//btuR//cydC//rimM//proX//mutT//marA//dkgA//nudB//torY//cbpM//tatC//fadK//rclC//trpS//pheT//ycbU//yneJ//atpB//yccS//yhjG//helD//speF//nuoB//potI//acrF//cpxR//idi//yadN//pabC//yehP//pnuC//ftnB//iscA//hha//melB//ldtA//frdC//yhbX//ppiA//fabA//aceK//malY//mscL//fimI//flgI//gadC//yeeA//dppD//ymgA//putP//pykA//agaV//ruvA//tatB//zntA//ydiP//tar//
GO_0055129_5	glcE//hcp//ompC//
GO_0055130_8	murD//ydjJ//
GO_0060003_10	rlmB//nrdF//fdoI//rpnB//
GO_0060255_5	pphA//trmI//pncB//cdgI//rihC//nac//flhA//yfiC//cydD//rng//pgi//tpx//cpoB//yjiR//yhbO//rayT//yneJ//waaJ//glgP//comR//putA//dnaQ//glyS//recX//yrfG//yejE//ycfJ//gntR//gutQ//manZ//ydiF//dppA//yafO//lepB//rsmF//lnt//yjjB//fau//gmd//acpP//rimO//dsbD//mltG//fimE//trpR//grxD//fadI//rrrQ//yccA//yieL//gfcE//ybiO//opgE//glpX//nuoH//queF//plaP//ymfK//cusF//cyaY//minE//ypjD//phnM//yibT//ygbL//tadA//queE//amiA//sfsA//mntS//znuA//rluB//betI//tesB//frmB//menF//uidR//mraZ//ymfK//adhP//epmB//glnS//ftsW//maoP//yfeR//trmL//murF//paaJ//yjaZ//copA//gltL//xdhB//gstA//maa//rpsJ//yigL//nfsB//priB//fecC//tbpA//preT//yafO//katE//gstA//ugd//mprA//yqaE//yihX//phr//tyrA//ygeW//yfgI//mcbA//hofC//pphA//argB//sppA//yfeW//yjbH//glnP//secG//idnT//ptsI//hisG//azoR//bioH//artQ//fklB//pyrB//ptrA//secG//srlB//tpx//casA//eutK//trmJ//rnd//slt//bcr//cpsB//tdcD//arsB//yagJ//sdaC//mlaE//ilvB//radD//yjhC//hemG//ypdF//nadE//yjiA//dxs//minE//glsB//agaV//ygjK//yihT//ychF//ppc//moeB//tilS//tufB//sufD//ebgA//xylR//treF//ftsB//tatE//yjcO//citX//rof//menE//znuC//rpsE//yaaY//yqiJ//rpsP//epmB//cmk//ybbN//elaD//pheM//ygeX//iap//znuC//fimG//purR//maeA//yphB//fimB//dgcM//araA//yphB//cbtA//trmI//yhgH//lptF//cysG//otsB//ypdC//waaP//rcsC//phoA//rarA//yidA//hyfC//csgF//acpP//ynaE//treR//waaH//ugpA//fadR//fkpB//rutB//agaC//baeR//yjjG//lgoR//cfa//maeA//mreD//xylH//rusA//lpxH//mutM//eno//arsR//mglB//topB//yqeF//ahpC//entB//grxD//ynfL//cysE//gpp//proS//ascB//hcp//aldA//uvrC//aceK//ubiB//maeA//eutA//dgcM//uhpB//mnmE//raiA//yehZ//ldcC//ulaG//ispG//ybaK//deoB//caiB//lpxK//yjjV//ftsE//abgA//dacC//narQ//yccX//parE//ompT//rbfA//dmlR//ada//lgoD//yagU//panF//sgcC//kdsC//murP//proQ//ydjE//ydiZ//hslO//yfbV//elfD//gatD//decR//grpE//dsbB//ilvC//dgoA//guaA//phnJ//crcB//epmA//hypC//gatD//selU//dgkA//rimM//recJ//nanC//rfaC//mazG//murQ//gpmA//yajL//yobF//hxpB//ybiT//yedF//insI-2//opgE//yehD//ybbY//yjhP//sodB//proQ//lpxK//yebK//moeA//kdgK//ilvM//dkgA//tsx//solA//aceB//ulaA//rraA//eptB//emrK//yohC//gspE//rpsA//puuD//yjaA//gspJ//mrcB//ydfD//relE//glsA2//frwD//gcvR//minD//orn//glnS//chbA//acrD//ansB//acpP//yehT//yqjH//mdtM//mocA//yidD//cheZ//entD//
GO_0060274_5	trkH//
GO_0060326_5	yhcH//
GO_0060341_5	yhbX//chiP//
GO_0060491_5	mdtI//alr//tamB//phr//
GO_0060566_8	paaZ//
GO_0060567_8	cysC//frmR//creC//
GO_0060699_8	dicC//fumC//mnaT//csgE//cysG//
GO_0060700_7	ravA//mgrB//rfaD//hupA//cpdB//
GO_0060701_8	yhhT//mlc//ygfA//yajQ//tldD//
GO_0060702_9	yeaK//fimH//yjhI//hypT//cysA//
GO_0061013_7	glnD//ynjA//hybB//rplA//hisC//
GO_0061024_4	lapA//gatB//insI-1//pgaD//intQ//ftsL//alaC//ibsC//bamA//flgF//recX//cdgI//
GO_0061077_4	sseA//nudB//fumC//yebS//ivbL//fkpA//ompA//arnE//yfdO//ribA//yahO//asmA//napD//ubiE//csdE//secF//yciT//hisI//ydhQ//leuB//emrB//ldtA//xapA//
GO_0061475_9	uxuB//
GO_0061504_8	bioF//
GO_0061610_5	secB//
GO_0061615_7	recE//narU//
GO_0061687_3	amiD//secD//sdaA//rlmH//uof//mdlB//
GO_0061720_5	cueO//murE//ddpA//tcdA//
GO_0061727_6	fhuD//lplT//tolB//yhjR//mreC//sfmH//mrp//yjcS//truA//rnpA//dcuB//ftsY//yhdZ//fau//gadC//tsr//treB//frvB//ccmH//tus//gpsA//tatC//cspD//yfcG//
GO_0061984_6	yhaV//
GO_0061985_7	ydcO//
GO_0062012_5	yedP//ybgI//allS//ibsE//yoaB//uidA//pykA//galK//yhhY//ribC//rbsD//
GO_0062013_6	nagZ//cobU//kdgR//
GO_0062014_6	hdeA//dusB//
GO_0065002_6	sufS//malS//yehC//elaA//yggF//dgcF//glgX//cysM//
