#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//dmsB//hyfA//fepD//
GO_0051716_3	evgS//ligA//agaI//kdgR//nrdF//nikR//ybcC//waaS//eutA//lysU//metC//rplM//moaE//ssb//asnC//queC//yidE//frwD//yfjV//phnG//rcdA//murB//aceA//entS//yjcS//prmA//mtlA//mscM//fepB//marR//mutM//rraB//hslR//uvrC//dcuC//hyaA//alaC//plaP//lpxH//xylR//ispB//glsA2//yihR//lipB//lpxM//fepD//allC//aes//rlmG//mdtJ//grxD//uhpC//nudC//uspB//setA//yrbG//ydiP//hisF//glcC//holD//yehX//fecA//yidR//crfC//yiaM//wecB//mutT//cadC//rplI//rplC//rlmN//aspS//cysD//add//ispB//acpS//araH//waaH//ydhK//murG//gloA//gstA//zapE//osmF//ykfM//queG//rnpA//gudD//pspG//narX//yfeD//sfmH//ortT//fabD//nirD//atpB//cbtA//bfr//yfiF//btuB//purR//uhpB//evgA//yidE//perR//fliA//zntA//rpnC//yghG//rtcR//queA//yhjV//feaR//envC//exbB//sgcB//ffh//atpF//tilS//coaA//dnaK//pykF//ydjK//mhpB//hslV//afuC//xisR//rcdA//acrF//yfdC//metI//hicB//waaG//tmk//eutB//prfC//alaE//cyaY//yeaG//sbmA//gadX//gluQ//glcD//yhcD//rzpD//flgK//yghU//mdtM//yfdS//gspI//yqhD//hemC//yggW//ydbD//paaD//etp//grpE//yobF//ygbM//mprA//waaG//ygbM//ydeO//pabB//rclB//ynbD//puuC//cynX//feaR//wrbA//yagJ//flgM//rhtA//lysU//insA-2//mraZ//ddpA//dctR//recG//frdA//zapB//narU//rpsE//potA//osmC//eutA//aphA//trmO//pgm//ydjM//csgD//minE//mrdB//aphA//mqsR//moeA//hisH//dppD//appB//melA//acnB//thrB//yhgH//atpC//ygjR//treA//idi//ycjR//hdeA//hycB//pflB//mgsA//livF//yhbS//lpxT//tktA//yidA//rclB//kilR//phoQ//tnaA//mdtL//sufB//rplF//aspA//yjbF//ybdO//rcdA//dsdX//lexA//caiT//hslO//rplW//manX//yciA//mrr//udk//panF//nirC//prfA//serB//ptsI//accD//tufB//hslJ//lpxB//lptD//rihB//uspF//bcsA//ygiS//truA//yoaA//gsiD//tolR//dnaT//waaZ//dld//dacD//minD//tatB//cpdA//frlR//purT//glrR//ybjN//frwD//hemA//livH//gdhA//endA//frvA//fepA//galE//bamE//deoA//rplF//fkpA//diaA//pyrF//hokB//lptB//ybiO//cspG//trg//def//mhpR//ydiP//ynfE//mntR//yfdO//ynhG//paaD//ssuC//bglX//torY//yjcO//argT//radD//gph//atpD//tldD//ftsX//hcaB//yihO//cadB//yegS//mdtA//yneE//clsC//ubiF//rlmJ//aas//tatD//yigL//yhfK//rsmE//osmE//gcvP//rfaQ//cheZ//hda//zapB//mutM//rhaB//fliZ//yeaK//nusA//amtB//rrrD//wzb//ilvN//aroP//viaA//yodD//tolC//metI//yfdC//yjbH//ansB//yjjI//yhfK//sutR//fhuD//livH//yjbH//yebC//recA//umuC//htpG//yjjI//agaV//ygiS//lptA//cpxA//lplT//fsr//gltD//nirC//
GO_0051726_5	ftsN//pfkB//yghB//yjbF//lgoD//
GO_0051781_6	pphA//nimT//
GO_0051782_6	ykgO//rplP//elaA//alsC//yjbF//agaB//glpR//
GO_0051788_5	trmI//
GO_0051790_7	waaO//
GO_0051806_6	cnu//cynX//flhA//rzoD//coaD//yoaA//yifB//yrbG//
GO_0051817_5	nimT//yghO//nuoM//potA//
GO_0051818_6	dinQ//aceA//gpp//skp//
GO_0051828_5	yfcV//bamB//trpC//lacY//ydhK//yjcE//cysK//ftsH//
GO_0051883_4	dkgB//pabA//fepD//sbcD//
GO_0051977_7	narV//
GO_0051983_5	yeiG//
GO_0052126_4	rffC//dgkA//yfiC//mdtL//
GO_0052128_5	tldD//
GO_0052131_6	thrC//
GO_0052192_3	yraN//exoX//adiY//ftsK//
GO_0052547_6	ydiF//frlB//yghO//
GO_0052548_7	fliK//rtcB//
GO_0052646_5	rpsE//iclR//moeB//bdcR//rtcR//
GO_0052652_8	recJ//dcuD//
GO_0052653_5	lnt//
GO_0052777_7	yqcG//mhpC//
GO_0052778_6	hycB//leuE//dcm//
GO_0052779_5	tpiA//fixB//feoB//
GO_0052782_6	rcnA//iclR//
GO_0052803_5	bglX//wrbA//sgbE//nrdI//rluF//nemA//ychO//selU//
GO_0052837_6	aceF//
GO_0052838_5	setC//
GO_0055062_9	ydiK//
GO_0055065_8	nac//mnmC//yggW//flgD//rfbC//hisA//ssuA//mgsA//gsiD//ydfH//mug//cyoB//yafO//argD//gpp//yhjC//corA//bcr//rclB//prmB//orn//yggE//yahO//iap//cydD//nmpC//
GO_0055067_8	hofC//recG//speG//argK//edd//manA//folA//nuoL//lacI//sgcE//hofM//msrA//
GO_0055069_9	kduD//
GO_0055070_10	pflB//asnA//cutA//mmuP//mdlA//ybaT//
GO_0055071_10	rpiA//
GO_0055072_10	pcm//rsmE//tsaB//kilR//hxpA//ybaE//yqhC//rutE//yihT//ygfX//napF//ybiO//dgkA//fabR//
GO_0055073_9	gadA//
GO_0055074_9	znuC//
GO_0055075_9	sfmF//
GO_0055076_9	ampG//rhtA//rffT//pgl//prmA//sapA//pepQ//clsB//recC//stpA//opgG//acpH//mdoG//rzpR//murF//fepA//cyaY//pyrH//puuD//yqiH//yfcG//glnL//
GO_0055078_9	dacD//sgbU//gpmA//
GO_0055080_7	srkA//cyaA//nlpE//yfjR//lacY//ugpB//trpR//atpF//rnpA//adeD//gmd//udp//fepG//uhpA//yehW//yoeB//yfeW//ynfF//lptC//yqeG//eamA//patD//dcm//envY//ybhJ//otsA//ddlA//ratA//rfaC//pcnB//selD//soxR//lpxP//yihU//raiA//
GO_0055081_7	glnL//
GO_0055082_4	mzrA//glk//rlmM//nrdI//uxuA//ybjG//nuoF//insH-6//mocA//phoB//lptF//hyaD//glcD//sapC//lepB//flgA//iscA//lpxL//frwC//tauA//amiD//speD//fadE//ygeR//btuC//cpdB//yfbR//mgtL//lpp//nikE//ftnA//rpmE//cusF//sapC//
GO_0055083_8	entD//
GO_0055085_5	yihU//gadA//uvrA//infC//caiT//aqpZ//fdnH//ybiT//yrbG//tdcB//elyC//cecR//ychH//recC//nuoG//agaV//pstB//nagZ//rpmB//rnb//rng//glnD//rstB//feoC//chaA//emrE//insH-6//ypdF//serS//gsiC//yqhC//fis//yfaE//kdpE//ppsR//ybcM//sdaB//alaA//nuoL//gshA//ybaT//dacD//cpoB//infB//mgtL//lpxP//glmM//yggX//mhpA//csgB//ybiI//decR//yidR//opgG//dnaC//hybC//uof//yigB//argC//rnr//patA//yfbU//hypD//fliK//ydiZ//higA//pabB//roxA//xylF//yfbV//agaR//ybbW//napA//clpX//cpsB//mazG//yceD//murG//casE//macB//fadL//potD//mdtL//ydhQ//tyrS//cspD//mhpB//yhcH//tyrS//rsmD//viaA//pdeL//yfeW//bamB//fadA//aroF//btuR//dppB//mdtG//pnp//sgcR//ldrD//mazF//ygaZ//tbpA//gspJ//pgaB//rpoS//clcB//metL//flgF//secA//yjiX//hxpB//mdtG//rbn//yaaU//thiL//ymfA//yaiW//yfgJ//xylF//yiiD//recT//lptD//selB//zapC//hcp//asmA//ybiS//ykgO//fieF//entF//essD//frdC//yedP//rcnA//dinQ//insA-2//nfi//yagE//ycjR//cmk//fklB//ptsG//oppA//purT//ddlA//gutM//yjhG//yifB//mazG//pyrH//rapA//mgrB//ftnB//pgm//waaB//gltD//yraJ//fsr//glnL//tgt//rnb//cheB//ugpC//ibsD//cyoC//fadE//csgF//adeD//rcsA//pstS//srlR//yicJ//flgI//afuB//caiF//ybeQ//selU//rhaM//waaS//ypjD//ycdX//cadA//yihR//prmB//envY//rsmJ//eamA//ssuD//yhdJ//paaD//entD//rplS//pgk//sgbH//lspA//yedX//ubiB//cysG//acnB//rbsB//ampG//gyrB//yhbY//nagA//nagD//spoT//garL//argE//torI//valS//yjiY//gloB//ydiV//ydcO//nimR//cysZ//rlmH//glnQ//hupB//coaA//pdxK//fadD//hlyE//yejE//nrfC//fumC//ampD//narJ//glnP//nuoL//recR//leuA//cmtA//ampH//hpt//ihfA//mcbR//rep//asr//iscS//infB//trpR//narQ//crfC//cspG//gltB//yqjH//nrdB//ytfT//casB//gspF//ybfA//ybhS//erpA//rplL//psd//sgcE//cusS//dgoR//alaC//decR//entB//csiR//hflD//mobA//hemC//yciT//fdrA//satP//lptD//ulaR//msrB//hinT//dhaL//pepN//thrL//nuoF//prlF//ldtC//yidQ//gsiD//cobT//dsbA//ynfK//dusB//glnP//pgaB//flgJ//ompL//hisD//ugpA//alsC//glcC//mglB//hyfF//alr//hicA//ftsB//lpxH//hflC//aceA//clcA//glgC//rhlB//mntP//fadB//garL//smrA//clpP//rusA//lpcA//sulA//ruvB//tdcD//kgtP//lpd//rnpA//rnhA//gltX//pgaC//hisD//menH//yibH//higA//gudP//paoC//avtA//entC//rsmE//pphA//rcsB//dgoD//csgG//fdnG//dpiA//ppiD//yjhC//dbpA//yciK//yieL//rpsH//chaC//rplC//uxaA//nei//potF//prlF//yjjG//glgX//cspD//metR//cbl//fmt//spy//torC//elaD//dgoT//yaiV//ubiF//ibsC//efeO//kdgR//waaS//msrC//umpG//rclA//acrE//yjaZ//yhaJ//ycjD//puuA//ychO//glmM//rlpA//ftsK//fimE//cspE//hpt//tdh//yiiE//lldD//ybhP//glgC//gpt//mdtQ//ypdB//yihQ//yhjV//lgoD//yadG//bluR//gmk//ygeR//rseC//sufD//paaH//ycdY//tolQ//puuB//yidD//pyrB//yfjR//puuE//lldP//pbpC//xisE//upp//ppiD//clsC//idnO//rbsA//nrdH//ybhD//mhpB//dnaB//sgbU//dinQ//mutM//yidQ//rho//rimO//ybgP//btuE//phoA//frdD//tusA//deoB//insK//csgA//
GO_0055086_4	dicC//lysS//yggX//recE//dacB//sdaC//sbmA//mmuP//hinT//modB//rpsL//ddlB//chiP//fimB//alsC//hybC//atoC//paaF//argR//rutD//murP//fsr//slmA//rlpA//hycH//phoA//ygbN//map//srmB//eutB//def//mntR//rpsT//ydcZ//arnF//yfcF//ybiS//glpD//kefF//chpB//sgrT//bamD//gadW//argF//argD//ybdO//yieL//ygiV//nuoL//ytfT//trkA//nudC//yijE//eptB//fruA//sgbE//gatD//agaW//paaB//rpsH//kdpF//dkgB//arnA//yhcH//murP//mtfA//cysD//hybB//exuR//yedA//aroP//flgB//recO//yggE//fadM//puuC//flhC//csiR//ulaG//atpG//ykfM//aceB//clsC//yhjA//gudD//putA//nuoN//ulaE//lptE//fsr//rfe//ybjC//nagA//hfq//cobS//malS//folP//waaG//polB//opgD//yhcD//patD//ftsP//yfaE//prlC//purN//zraR//yidR//acrE//yaiV//lrhA//mhpC//cdd//yphC//ynhG//ilvC//mdtB//fhuD//rpmA//yccA//ygaV//napC//chbA//cedA//mrp//sbcD//nikA//srlE//ulaA//glsB//ptsN//rpnA//dkgA//uidA//gutQ//accA//bdcA//purD//ghoT//pdeD//puuP//yibH//epd//yhaC//insF-1//rfbC//nrdB//wzzB//ycfL//yehB//ydeP//cdd//narW//torZ//yghG//atpB//ispA//ldtE//waaU//rhoL//dgoK//sgcX//zapC//mlaB//lptA//yihI//znuA//mglB//minE//fucA//sdaB//dhaR//
GO_0055114_3	prkB//cysA//trkG//thiE//sufC//tolA//dgcF//yqaB//nagZ//dosP//dosP//rfbX//arsC//fdhF//flgJ//umpH//xisR//nhaB//fimH//hycB//yjjI//hflK//rlmM//frmB//yiaA//treC//xylR//ybiI//opgB//yigL//pdeD//rhaD//metN//mlaB//yghG//murF//artQ//yfcG//dinG//recT//hyfF//holE//ompA//thiD//dusB//cysK//yghW//hxpA//pstS//nemR//ydbD//rplM//nfo//ubiI//cspD//ubiB//yddG//oppB//yhjA//marA//nhaB//ghxP//rutG//ynhF//xylB//mlaF//ybaQ//intE//ybcC//lsrC//ratA//ybhS//caiE//waaU//accA//cueO//cpdB//gldA//arcB//rseP//leuA//aldA//mscM//acs//livH//glcF//yebG//fetA//secA//paaD//ybeF//dmlA//ydhK//gpt//ybhI//hmp//yehA//ahpC//ftsK//uhpC//rimL//pdxJ//tisB//iscX//psuG//cysU//dcd//yciG//wzc//pphA//hslR//waaQ//yfcS//dsbA//hchA//tolQ//glrK//ybfA//rhaM//uup//fepC//fliM//garD//afuB//alkB//recJ//serS//rfaH//ssuD//rpsL//glnA//clpS//fic//feaB//cusC//hprS//cmtA//rimL//frsA//proC//lgoD//def//trpL//ascG//rsmF//ttcA//paaF//pyrB//paaH//chbC//rraB//cusR//hcaE//yphC//btuB//yebC//appY//pspF//mnmE//yphC//preA//fumA//uidC//argC//ftsE//bioP//cbl//ynjA//dhaK//exoX//fimE//yihS//mdtG//trpE//iscA//rimJ//metG//nudF//ydaC//appA//xerC//hofQ//essD//trpL//mscK//lsrB//pth//ompN//xylE//fimI//fecD//shiA//
GO_0055129_5	waaO//galS//blc//
GO_0055130_8	nagA//lhr//
GO_0060003_10	insI1//trmL//yjaA//rbfA//
GO_0060255_5	livG//uvrD//rimJ//ssuB//gntP//yeiG//yfaV//cof//sutR//rimL//hdfR//rnhA//sspB//glyA//mdh//puuR//ugpA//artJ//yaiP//yhjB//rcnR//comR//rimK//dgoR//lysR//ybcJ//ygfX//tar//ydeT//yoeE//folD//lysC//hemL//polB//mobA//rpsE//ygbM//lpp//yigB//yebK//panC//ymdB//tnaC//mocA//ygfI//yhjD//nikB//waaZ//sad//lptC//ybjL//thrC//insB-2//zntR//oppD//ompA//rplM//ftp//tag//ycjU//yegD//mrcB//ssuD//ung//wzzB//yjiQ//dnaE//pabB//yqiG//yhdH//tadA//rihC//garK//hupB//ulaB//frlB//glgS//rppH//pppA//valS//amiA//mutS//yneE//rppH//asnB//truB//rnlA//aspA//ygeX//cusA//ubiB//pabA//thiD//accC//ychF//galE//prfC//tamB//roxA//gldA//murP//yihU//yraK//mtn//tpiA//yieH//hscC//dpiA//ybiA//yeaE//lacZ//rhtA//nemR//sfsB//yhfS//hprR//bglF//rpoS//rpoA//yjiQ//csrA//rzpR//rlpA//pflC//yiaA//yiiE//waaH//tktB//casD//hemG//afuC//metB//sbmC//dedD//yedF//ada//frr//selB//nrfG//cspC//hemD//higB//narI//proP//fdx//mdlB//eutB//bssR//bglF//feoA//groL//lolB//moaC//yceO//oxc//cusR//rhtA//rtcR//ftsN//yafO//rpsP//uvrY//thyA//rsmJ//sfsB//dhaL//ftsZ//narZ//hcaT//ada//dbpA//bglB//uhpT//prfB//aroH//gstB//rhmR//ghxQ//bamC//gcd//carA//ispA//tatD//msrB//ygiW//ycfH//hrpA//intS//rlmD//rdgB//ascG//elaB//ulaD//ompG//mgrB//rplI//fixA//adiY//yjhB//aroK//serS//dtpA//tdcC//mdtP//rplD//mraZ//nrdI//narV//rhlE//kup//lsrA//ycjR//ycbV//dppD//hemH//yfhH//hisH//ygiS//dhaM//rpsH//pdxB//yeeY//rsmB//rplP//yraN//gcvT//rsmC//lsrD//rfaC//ldrB//malS//focB//agaA//trpGD//trmA//yjhI//macB//mltB//avtA//fixB//pgaD//waaC//nrfB//fabH//chbF//yjfF//caiB//yjhC//norV//dgcF//yfdK//yebS//ubiG//ulaG//dfp//gntR//maeA//bioD//ybcM//nikB//elyC//bglF//ptrA//ribD//rclC//fdx//cmoB//mnmC//rhaR//hemL//accA//dtpC//rplB//fic//gspJ//pepQ//nadE//yegT//ybaO//yceO//sodA//hslR//nagK//hypC//hisS//glnP//ypdC//argG//ibsB//cca//oppD//alsB//xseA//intZ//ascG//ycgV//gcl//lolA//eno//yjhC//purR//gsiD//ybjC//mepH//prmC//ubiA//fhuB//oxyR//lon//nagE//rfaQ//ybaK//sbmA//hyaA//ptsI//dnaK//ycfL//fhuC//yjcO//potG//rimK//dtd//yccA//lysP//ubiE//rplW//dgcN//cutA//rnpA//nlpI//cycA//torD//dgcM//bioD//narI//alsA//ygcR//napB//panF//pppA//folD//ddpX//tabA//rluD//iscU//atpD//ycbX//rpmG//ycfS//metE//ycgB//yidQ//nuoH//yidC//
GO_0060274_5	ispF//
GO_0060326_5	dcm//
GO_0060341_5	lsrD//yggX//
GO_0060491_5	aqpZ//rbsA//cusC//fucK//
GO_0060566_8	mrcA//
GO_0060567_8	nac//yphB//speB//
GO_0060699_8	tolQ//rfaH//narJ//ygjR//aas//
GO_0060700_7	edd//pldB//ade//yjbH//cyaY//
GO_0060701_8	napA//ydjE//intE//yadN//purC//
GO_0060702_9	sucB//fliZ//elaB//caiT//sdiA//
GO_0061013_7	fucK//fliZ//ldhA//nfi//syd//
GO_0061024_4	ybcM//aroP//yjhH//ppiD//gmd//lspA//yeaK//fruK//atoB//leuE//idnT//ilvM//
GO_0061077_4	rayT//rnlA//hemE//pcm//guaD//fcl//cysI//plsB//tktB//ribA//ybbN//yidC//eutA//alaC//ravA//cyaY//glnQ//yfdO//yafC//rplR//ilvM//menC//gpt//
GO_0061475_9	tolQ//
GO_0061504_8	pinE//
GO_0061610_5	yiiD//
GO_0061615_7	yahO//rbsA//
GO_0061687_3	fkpB//dacC//cycA//kduI//ybdN//appC//
GO_0061720_5	ebgA//lysS//queA//creC//
GO_0061727_6	cstA//cspI//iraP//ykfI//yiaB//xisR//pgaD//fliG//ecpR//waaY//araF//paaD//dusC//glpC//ppsA//bdm//mhpC//galU//hipB//proQ//prpB//atoB//gatZ//prfA//
GO_0061984_6	prc//
GO_0061985_7	rluA//
GO_0062012_5	ybcQ//rnb//envR//lepB//ftsE//mpaA//insE-1//ybhF//csgG//cysD//tdcG//
GO_0062013_6	hypD//pgm//deoD//
GO_0062014_6	pstS//yqiG//
GO_0065002_6	rffC//ygbI//yhdX//marR//dhaK//rpnA//rrrD//folM//
GO_0065003_5	tnaB//mprA//yoeB//ygiW//fimH//bioB//sfmF//malX//cbrC//sixA//ycfH//ccmF//rpnB//yraI//dcuD//pstS//pinE//ydiF//ubiH//dgoR//ackA//ygbN//rutB//nirC//panB//pdxJ//fixB//cheY//betB//mlaD//dam//brnQ//guaA//yddL//eutD//xerD//artJ//napC//ilvL//rclB//yiaB//kdgT//holC//ccmH//yhbY//ydeI//ridA//mrr//hyfA//rfaF//waaS//hemG//aaeR//rcsC//casA//yidR//aroB//norV//frvB//pdxJ//rplD//crp//trxC//yagJ//ubiB//yhaM//der//lptC//yjaZ//prpD//cdh//rbsB//aroH//slt//napF//msbA//nagC//pdxB//thiD//yihL//fruK//clsC//uof//thrS//rnhB//malG//lrp//hyfR//rraB//evgS//nirC//rlmM//
GO_0065004_6	matP//
GO_0065008_3	zraS//glgS//hiuH//galR//glcD//rplM//oppB//fadM//ypdI//tufB//symE//lsrA//ygcW//paaF//blc//emrK//speG//yciK//fadE//mpaA//thiE//mdtL//hyfR//paaC//yieL//hemF//gshA//tolQ//ychH//btuR//rmf//ldtC//feaB//prs//yciT//xanQ//rlmC//araF//yigL//fhlA//glyA//insB-2//yagF//baeS//greA//nhaB//hrpA//nrdD//insI4//tnaC//gsiD//yjjX//lexA//bcsA//chbF//yhhY//ugpA//hypA//dcuC//cpxR//shiA//rhtA//rpsM//mmuP//ypdC//manZ//srlB//fliS//uidR//raiA//galK//ddlB//yehT//speG//mcbA//sgbH//ybcJ//flgK//mqsA//lsrG//ccmH//rpsA//coaE//ykfI//insA-1//bglH//rfaB//lacZ//abgA//afuB//prmB//folD//ghrB//ariR//yheT//cpsG//astB//thyA//hdhA//dcuR//gadE//yodD//mdtJ//setC//lon//tpiA//flhE//ygeR//bipA//ypjD//topA//yahF//sdaC//afuB//cmoA//mntR//waaQ//ynhG//radD//ubiF//yiaF//rffC//cobT//feaR//envZ//yjeI//waaC//sbcD//artI//hisM//xthA//
GO_0065009_3	spy//sapC//pyrB//ycjY//rpsN//ccmC//ynjA//hycI//fdnH//fadH//yfcA//gapA//phnJ//alsA//aldA//codA//ygiS//speG//moaA//guaD//ccmE//proB//rhaM//arnF//yqaB//dacC//yhjV//gpp//yghW//mdlB//ompA//melR//obgE//fetB//treA//fabH//katE//metN//appA//ibpB//thiD//asr//ftsL//mdtB//feaB//galT//menH//frdB//focB//cas1//elfC//nadE//nrdG//flhA//rfaE//ssb//acrD//yghB//frvR//mdtP//ubiG//yiaF//rpoS//glpA//rutD//hslU//udk//rhaT//norR//glrK//aspS//hemA//rcsF//rffH//murQ//ydiO//pgi//
GO_0070084_7	torZ//
GO_0070085_3	ftsE//rfaB//
GO_0070178_5	yidC//
GO_0070201_6	hfq//yjiR//bssS//
GO_0070206_7	nusG//rhlE//ilvN//wecB//
GO_0070207_8	cydD//tauC//bamE//ptsP//
GO_0070297_7	ampG//
GO_0070298_8	sfmF//
GO_0070301_6	mraY//umpG//yafQ//mmuP//ypjD//yadV//lysS//araA//pth//pphA//
GO_0070329_5	acrR//ydcR//
GO_0070413_7	tdcB//rsmG//
GO_0070415_6	pitB//rlmA//
GO_0070417_5	lolA//agaB//iraP//solA//
GO_0070453_7	mntH//
GO_0070475_7	nrfB//ugpA//sspA//kdsD//truD//ulaE//yciG//creC//yhcF//sgrR//bcr//mfd//hlyE//ymgF//ynfH//mcbA//ygaZ//wcaJ//pth//
GO_0070476_7	mqsR//insH-5//
GO_0070482_4	yccX//araH//sufA//aes//
GO_0070525_7	cedA//fabI//proW//glvC//
GO_0070574_9	ccmH//cynS//citX//msbA//
GO_0070581_8	leuO//
GO_0070588_9	fdhF//
GO_0070589_6	opgB//murQ//fnr//ilvA//puuR//xylH//yjaZ//ybfE//dtd//hypE//bamA//rluE//yddA//ascB//tatE//pepT//artJ//cobS//kdpC//basR//ilvM//allD//nuoN//gutQ//ilvE//nadE//rluA//murD//hemG//kdsA//yobF//nth//ycjR//qseC//mreC//feoA//allD//ibaG//cusA//ndk//yghU//pabC//cadC//
GO_0070627_10	hcaT//
GO_0070646_6	recF//
GO_0070647_7	pmbA//
GO_0070689_6	ihfB//srlE//
GO_0070716_8	tufA//
GO_0070726_5	cydC//yjhP//
GO_0070727_4	nanC//yjjI//chbR//potB//dgcQ//relE//aroP//ybdR//mdtE//nrfD//sanA//ulaA//dgcN//hcaT//csrD//bglX//murF//
GO_0070778_6	cstA//cheY//
GO_0070838_8	hslR//ygaV//gpmM//ddlA//phnH//tdcD//htrE//nupX//hcaE//leuA//ynfH//ftsH//pinE//recJ//katG//
GO_0070873_7	crfC//napA//
GO_0070874_7	ansA//
GO_0070875_7	phnC//
GO_0070887_4	rplB//menB//ruvC//ybeY//mutL//ygiV//yejF//ytfP//lptE//yhfS//yhbX//trkG//lpxL//yahK//gdhA//ydiV//blc//cysM//ygeA//alaC//yoaB//ais//recO//aceB//katG//trg//lexA//fdnH//dpiA//tufA//yfiC//mhpB//rluD//murE//qseC//yhjR//yphC//ghxQ//intE//glgP//modC//waaQ//rutR//gabP//ycaN//grcA//lldP//speC//dnaB//metE//yadN//insI4//agaD//ybgI//trkA//cdsA//hslU//rhaS//sfmA//asmA//
GO_0070894_6	mmuP//
GO_0070925_5	galP//psuT//prs//rbsR//ompA//trpR//rep//fliT//nikC//eamA//
GO_0070930_7	aaeB//
GO_0070972_7	yhfS//
GO_0070981_6	yiaU//
GO_0070982_5	prs//
GO_0070988_3	tatC//lpxK//
GO_0070989_4	rpmJ//
GO_0071103_6	alsE//frc//rcsC//idnT//osmY//sodB//aroB//recO//menI//creB//yhjG//ycjU//yhcD//pdxK//idnD//manX//ydjL//trpGD//ogt//
GO_0071139_6	ahr//atpB//
GO_0071214_4	yicJ//rplL//betB//araB//xisR//ldhA//yfaL//yjeI//actP//soxS//guaD//ygfI//mltB//sixA//tdcA//focA//polA//rfbC//der//trmH//ansB//melB//sgbH//bcsQ//
GO_0071218_6	malI//
GO_0071229_5	murJ//hyaA//nuoI//rnlB//yfiC//
GO_0071230_6	bipA//
GO_0071236_5	gntT//hemH//ascF//asnC//glnS//cheW//yagJ//hdeB//rpsR//menD//tauD//yhaM//umpG//yceD//ribD//rph//araE//aroC//
GO_0071237_6	mrcB//rnpA//
GO_0071241_5	fhlA//iraM//yggX//yafN//sdhC//hdeB//dgcN//ulaC//melA//gloA//groS//wzyE//cpxP//pdxJ//yieL//rhlE//mhpR//
GO_0071243_5	fimZ//
GO_0071248_6	yadC//trxC//ydiK//era//ymgA//chbG//ybcC//cobC//fdoH//dnaB//yadV//pdxB//cysE//pflC//
GO_0071249_6	ynfF//nuoN//
GO_0071250_6	crr//accA//
GO_0071265_5	agaS//dam//ykgF//dapB//ynjD//
GO_0071266_6	frwD//rsmI//
GO_0071267_6	rbfA//bcsA//yodD//
GO_0071270_6	asnC//pdhR//
GO_0071271_7	suhB//dgoD//
GO_0071276_7	ada//hemA//
GO_0071280_7	flgK//prlC//
GO_0071284_7	lpoB//
GO_0071286_7	rlmC//yhjD//
GO_0071287_7	yibT//
GO_0071288_7	alr//thrA//
GO_0071289_7	plsB//
GO_0071291_6	diaA//
GO_0071292_7	yeeJ//glgB//
GO_0071294_7	pepA//yefM//
GO_0071310_5	fadR//mepA//allB//ycgR//tnaA//yhcH//mntR//arnT//pdxH//ytfQ//yibH//
GO_0071417_5	ycjU//nagK//mpaA//
GO_0071421_9	cydD//pgsA//bglB//
GO_0071422_7	csdA//trmI//frlR//
GO_0071423_8	ybhA//
GO_0071453_5	arsC//tmk//tusD//
GO_0071454_5	yfgI//mcrB//
GO_0071456_5	ycaO//
GO_0071467_5	ybaQ//katG//ispU//ybjC//parC//sdaA//fabD//ydhQ//acs//gspJ//glsA2//
GO_0071468_6	bioP//arnT//ybhS//fadB//yjiR//recX//yjbH//sgcR//rhoL//hisG//
GO_0071470_5	gltI//dgcZ//yehY//nadE//nusA//dppD//mngA//hpf//rfbC//mscS//
GO_0071474_6	nlpA//lgoD//cysE//recJ//
GO_0071478_5	iscA//ulaB//gadX//
GO_0071482_6	yihI//ytfP//roxA//
GO_0071483_7	ttdB//
GO_0071495_4	glsA2//araE//yidQ//
GO_0071496_4	mrdA//leuO//plsX//hypC//hycH//yfiF//tdcR//gatA//ygfA//bcp//dapB//paaB//ribA//trmA//fimF//acpS//ybjI//iscA//yceK//hybO//ybhD//rffH//ydcO//preA//greA//uxuR//rpsI//prs//speA//talB//mltG//fdhE//yahI//ascF//fes//entE//argC//trpE//gmk//proW//lon//tdk//msrP//rlmM//adeP//yohD//dppA//xapR//yihI//ldtB//ubiH//prfA//hslJ//
GO_0071500_5	mepS//
GO_0071502_5	queF//
GO_0071545_6	cptB//dacA//
GO_0071554_3	ompC//kch//rhaT//rmf//htpX//tusC//mdlA//kdpD//rimI//kdsA//agaS//ptsG//pinE//lysP//rluF//metB//yihR//nikR//gcd//truC//ybdG//ymgC//dsbG//
GO_0071555_4	pflA//ghxQ//mak//wecE//xylA//gntU//gltS//pgi//fis//ybjX//yidQ//srkA//nagA//
GO_0071577_9	hemD//agaI//sufC//yegV//clsA//pdeL//cheA//
GO_0071616_6	lapB//soxR//
