#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	murR//ulaD//fumA//hemN//
GO_0071250_6	yihI//manZ//
GO_0071265_5	frwB//rdgB//mtr//hslJ//lgoR//
GO_0071266_6	glpG//gfcE//
GO_0071267_6	accB//yhcD//cdd//
GO_0071270_6	mepM//ycfH//
GO_0071271_7	umpH//tus//
GO_0071276_7	msrB//hipA//
GO_0071280_7	fkpB//lgoT//
GO_0071284_7	cysC//
GO_0071286_7	hofQ//narX//
GO_0071287_7	srkA//
GO_0071288_7	mdoD//fdoI//
GO_0071289_7	blr//
GO_0071291_6	yidP//
GO_0071292_7	hyaC//yddM//
GO_0071294_7	crl//rpsE//
GO_0071310_5	yejE//yceD//xylB//frdD//glsA2//frlB//cas3//ulaA//pagP//hemC//cobS//
GO_0071417_5	iclR//phoU//pyrD//
GO_0071421_9	radA//lldP//ftsA//
GO_0071422_7	dgcF//nrdR//ydcI//
GO_0071423_8	menE//
GO_0071453_5	epmA//citG//ibsB//
GO_0071454_5	leuO//eutB//
GO_0071456_5	yqhD//
GO_0071467_5	ttdR//ugpB//frr//pgl//yoaA//ubiC//hemG//frwD//glgB//ydiZ//ygjH//
GO_0071468_6	sdhC//ybhJ//hfq//uspE//rmf//mqsA//hrsA//dxr//prc//topAI//
GO_0071470_5	aroK//yiaO//rimI//ligA//roxA//yheT//parE//yohD//treC//prpR//
GO_0071474_6	nusA//degS//rpmG//rnd//
GO_0071478_5	ilvD//ygeW//sbmC//
GO_0071482_6	xylG//yqaB//hflX//
GO_0071483_7	malI//
GO_0071495_4	deoA//pal//yiaJ//
GO_0071496_4	tnaB//agaD//fliD//xseB//argA//yidE//moeB//fdhD//pepQ//artJ//recN//trmB//fepC//cfa//gntU//umpG//cspE//waaP//yggT//yieF//yebC//cspA//hcaC//melA//ftsQ//yhbS//clsA//dgcJ//emrY//ynjD//ygbL//nrfE//rtcB//hda//narU//ybhP//abpB//pbpG//sufB//ampG//cysB//csrA//yciT//rraB//flgH//waaP//gutQ//ygeR//yifB//ymfK//mliC//mdtA//ynfE//
GO_0071500_5	sseA//
GO_0071502_5	ccmG//
GO_0071545_6	iraM//ybiH//
GO_0071554_3	recA//crl//amiC//yieH//fepB//ompG//lysP//manX//gntU//ompT//ymgA//yihP//lpxH//xapB//elaB//opgC//pinE//rmf//erfK//ygjK//nac//dmsB//ispA//
GO_0071555_4	dnaB//ybeQ//yijO//pabA//panD//dinD//dcm//tig//sapF//atpH//yiaA//ycjW//ygdG//
GO_0071577_9	rutE//hemB//metI//gpt//msrC//fadL//mdaB//
GO_0071616_6	ilvI//btuR//
GO_0071702_5	emrD//chbF//cyoB//fryA//ygfZ//rpoA//pth//talB//hha//tdcA//yjiM//hypA//erfK//amiB//yceD//fruA//pinQ//tusB//yajR//fepA//nrdD//ybeF//yphD//tsaD//astC//gsiD//narZ//pepQ//hypA//maeA//yjiX//ybcM//dnaX//scpB//mdfA//bioD2//plsC//truB//fixC//yrdA//clpB//yjcS//casA//allS//uxaB//recD//sgrR//ydiK//rlmD//agaI//yaaU//ybcL//mlaE//yadG//sdhC//hisF//mrdA//fadD//ivy//ybeF//kdpC//ygiB//acrB//tamB//rpoS//thyA//frr//serS//dsbB//yjaZ//ydjL//rplP//rpsL//bioH//sugE//cspD//tsgA//lldR//galS//nemR//nagB//lplA//nanK//ugpA//trmJ//pgpC//lasT//kbaY//elfG//hupB//hyaC//yehZ//fabA//osmC//cueR//eno//ivbL//ygiW//yfhH//fucI//sseA//torS//ybfE//ssuA//accC//torC//yieL//frdD//dsbA//dnaG//lpxT//mtfA//rnd//cpdA//gnsB//alaS//yfcP//artQ//elfA//ygdG//cysQ//murG//hemL//uxuR//yiaU//ompF//fliT//fabR//ptrA//yfdR//acrE//yceO//exuR//valS//mazF//abgR//ykgA//lptG//garR//zntA//rph//ymgF//acrA//yieF//rssB//glgA//marR//ybeF//pck//entE//pitA//yjaA//atoS//crl//iap//ftsW//gcd//gatD//mcbR//yjcO//acnB//pdeR//symE//metE//basS//sbp//rplF//hyaA//malG//ybhJ//zapA//thiE//rpsM//frwB//coaA//aes//iscU//waaQ//tas//gspF//ftsW//purF//edd//kilR//umuC//sapC//nirC//puuC//artI//frvA//prpD//rfaH//cydB//hscC//ccmD//livF//intQ//panE//asnA//hypA//ralR//pldB//dgcJ//dnaK//ftsP//sdaC//crr//pgsA//dsdC//yegD//folE//serS//serA//yjaZ//cobS//phnG//rutG//malG//rffG//cusC//xylA//nudG//yqcG//fabR//gnsB//prpB//yjiR//gadA//malK//ygcW//garL//yajD//epmA//sbcB//cysA//mdtF//pbpC//yebS//rhoL//glnH//amiB//bglB//araB//oppC//yebC//orn//dusB//sdiA//rzpD//livH//yqcG//rhaR//tauA//rcnA//hslJ//uvrA//menH//xylA//caiF//ccmG//pflC//scpC//ycaO//rsmC//phr//creC//kbp//mazF//uacT//patZ//recR//caiF//uvrB//pflA//asd//cysE//tsf//dnaA//rplN//yihP//cadB//arnD//fieF//argB//coaD//ykgM//ravA//tdcR//yiaU//emrE//dnaT//queC//sbcB//glcA//treF//sfsA//glpC//ilvB//fhlA//ybbW//ilvL//hns//selD//yceK//mglC//mntS//sodA//ushA//wcaB//ychF//orn//bioD1//nhaA//aroP//proX//rfaF//yqaA//msrB//pspG//caiT//hybF//galP//glgA//atoS//sdaB//ghrB//mobA//edd//yneE//tdcF//fhuB//rpmC//rffC//xylH//zapA//recT//efp//yadI//glmU//yohC//atpD//rplS//ansB//yfhH//ssuA//yfgO//aes//metF//ybhG//gspF//lpoB//uxaC//ttdR//queA//dusC//nrfA//fdoI//baeR//ygeX//ydeO//gntR//bfr//sstT//rraB//mtlR//dsbA//yfbV//rpmC//intZ//csgG//glcF//bamA//degS//yhdX//rpsQ//argB//hyaA//fumB//yjhI//argS//rna//agaW//dusB//kduI//potC//xdhB//narJ//yhdH//ygeX//serC//
GO_0071704_3	ycfJ//ygeX//manX//dadA//glpG//rpnA//gstA//yedF//glyA//ykgA//yfaV//rhlB//ybdH//rcdA//pta//dtpC//ydjL//agaR//ulaB//ptsI//idnD//rpsH//argP//mhpR//feaR//tehA//rplC//mnaT//truC//ompG//maoP//rclB//yahF//adk//bdcA//sdiA//putP//ilvC//yebK//mak//ydiF//potI//trkH//yfjR//yidD//ygeR//erpA//cycA//xylR//selB//yneL//speD//yjtD//fabI//sgbU//glyS//argR//metB//orn//yjhP//ebgA//aroL//ydiZ//btuB//nuoG//nusA//ybcF//yqjA//yoeE//dcyD//gcvH//rarD//tisB//ydhJ//pagP//nimR//gudD//galM//feoA//araG//dut//ynaE//thiE//tatB//paaB//bfr//ydfD//dnaK//ftsX//ybhS//znuA//ycjW//ybbY//solA//yafC//crcB//ldtA//ynfE//yjhB//nimT//insF-1//nuoL//dnaE//ubiH//treR//lptA//ortT//clpP//tatE//rpsB//glrK//napB//cspI//pcnB//era//torZ//yceO//yiaB//entA//yhaC//prfB//speD//fdhF//ribB//waaO//zwf//tsx//uxuA//hofC//lolE//yoeE//fliG//abgR//rclA//dapB//fhuD//ydeM//rplK//yjbB//ghoT//ygeX//cysS//yjiA//hcaF//ytfQ//lrp//menA//appA//yhaO//rpiB//ynhF//mpaA//hisG//ynaI//paaJ//yahI//agaV//iscA//ybjN//fadB//rsmA//fecC//viaA//phr//ybjN//rplD//ppsA//mcrA//focA//ccmA//dgoT//ppsR//truB//cysK//purF//yahK//tilS//hisS//fruK//ymgA//ileS//lit//ygjH//oppB//rlmL//cobU//tdk//sseA//lspA//prpC//mltD//ptsP//rhlB//cysW//ydhK//idnD//rsmF//mntS//pyrH//ccmC//ydiV//gltB//casA//gshB//fsr//cyoA//groS//etp//gapC//araA//idi//fliL//yjbH//metB//ybeY//potH//asnA//rplN//cusC//dctR//ubiA//fnr//ibsD//entB//casA//hipB//yfcG//ydeT//trxC//tamB//rpnA//dadA//gshA//pbpC//argA//dnaQ//dsdX//dxr//msrP//queG//csiD//atpB//caiF//aroL//galU//casD//torZ//mdtK//malS//gyrA//cytR//msrA//rbn//clpB//wzyE//ihfB//mcrB//ydiO//ompW//decR//rsmC//recE//waaG//fhuC//fetB//mrdA//argF//kduI//msrB//bioF//mrdA//rbsB//betI//yqeF//ratA//cheY//aroL//trkH//ybcL//yaiV//hybD//lacZ//fdnG//cobC//yraH//bioB//rpnB//coaE//ycbV//wbbK//uhpB//ampG//ybhA//yjiA//arsB//ychH//flgG//lpd//nsrR//gltX//phnK//yddL//acrD//raiA//roxA//znuC//adhP//ydeM//ygcR//chaC//aas//dxs//ygjH//asnB//sgcC//topB//dedD//yaiV//oxc//gudX//yggD//dcyD//envR//ugpC//nanC//nuoI//fadL//manZ//yjbB//spoT//ybdN//aroK//minE//tnaC//feaB//intZ//nrdI//dnaC//allR//ytfR//afuB//fau//ybdM//mnmE//yraH//glnL//yidR//hcaR//borD//edd//rna//upp//cobU//rodZ//yhdX//coaA//frdB//dinD//ykgF//mlc//narJ//rpiR//pnuC//yghG//btuF//minE//purR//pepB//ompR//yiiE//rho//yfiF//pstC//hinT//ygfZ//gntP//cmoA//uidR//epd//betB//dusB//mqsA//frdA//flgE//exbD//nuoM//rfaC//yhiM//comR//priB//yhgF//feaR//dapB//fepE//tnaC//yhjB//dppB//fbp//skp//rimK//ptsP//alsE//oppF//glxR//nrfA//ydiZ//seqA//sppA//ygaH//yahK//hlyE//yfbU//flhD//opgB//tauA//mntS//recN//yggT//acpH//hypD//exuR//ycfJ//malY//selD//greA//hmp//dcuB//hrsA//gntR//ispF//fryB//yajO//alaC//udp//hcp//yegS//csgB//yjhB//apt//phoP//srlB//mdtQ//ampG//ycfJ//gntP//ompT//efp//aaeR//spy//sfmD//melR//hrsA//adiA//gntU//glgA//hemF//yebS//exuT//sohB//ttdT//rho//macB//dctA//hexR//bioD1//queE//mutL//norR//greA//yaaY//valS//rhlE//appC//phnK//tdcF//csgG//ygeA//pabB//trmI//ycgR//fliZ//mak//sseA//yfbR//dcm//mdlA//elbB//iraD//mhpR//ytfR//mtr//argS//waaO//clpB//wcaJ//tmk//yejA//yjhC//gltB//ecpR//rpiA//waaZ//mfd//nadK//yehU//mprA//hcp//rbsA//ygeX//rplX//ruvA//yihS//dctA//nupX//endA//frmB//uxuR//aslB//yeeJ//mntP//hfq//mlaD//rhtB//zwf//tmcA//purD//ttdR//scpC//yraN//frr//ygeA//hpt//rzoD//sdaB//yahK//cof//ccmF//xapA//pgm//cynS//ybiI//cyaA//ychO//cysA//csiD//kdsB//cbtA//mltG//yieL//ycbB//rlmI//rapA//gltD//hyfR//folM//rpnB//gsiD//add//dmsB//artM//pgpA//araC//hemN//mmuM//lptC//plsX//hyfR//fis//mdtO//prlC//nadE//prpR//ybjX//kdsB//allC//lysS//tdcC//mdaB//argB//ygfZ//otsB//caiB//ampD//tdcD//sppA//ruvC//yccX//fpr//gadX//rclR//trmH//rfaG//rbn//ascB//rhtC//yghB//yjjQ//osmF//ycbV//mcrB//abgR//abgB//baeR//murP//yjbB//bamB//bglA//emrK//ypdF//yojI//deoB//dgcE//cbtA//yihI//msbA//cyoA//tolQ//yjaA//kdsA//lpxD//ypdF//cmk//ynbD//ttdR//ariR//yqaE//yahB//nei//ispH//nrdG//guaB//syd//ybdO//yraK//mtlD//fabH//agaD//fetA//allS//murR//livJ//oppB//purF//speE//lacI//glpD//queD//entA//yobF//murJ//clpS//abpB//dxr//ccmG//pheT//rfaC//ydfD//mlaD//mdtL//nlpI//groL//tnaB//livJ//flhD//hlyE//yieF//feoC//mrp//viaA//potF//murQ//sspB//znuA//ilvA//treA//uhpC//xanQ//sfmA//appB//ampG//bdcA//ydiK//osmF//rnlB//ppiA//ygbL//rne//yahK//deaD//rpmE//uvrA//pepT//yciT//malE//rpiA//kefG//fabG//sfmD//mppA//rpnA//ydiK//tonB//thrA//mnmG//pheA//mglB//rplC//alsK//emrY//rusA//napC//nimT//ycfS//ogrK//argA//sufS//rcsA//znuC//yjcS//yjjV//xylR//ydbK//ssb//atpE//rimO//yiaF//lpxB//mdtE//nac//rffM//yceD//ptsG//elaB//mcbA//xisR//dgcE//hcaE//phnO//yihR//gsiD//alaS//gloB//mgrB//idnD//rppH//yqcG//yfaV//ecpR//mpaA//kdpD//lpxT//yacG//dxr//feaB//hofO//bipA//dkgA//yhgF//hemH//glpB//ydhC//tauA//kilR//epd//nrdE//pdeD//yiaU//gpmA//ybiV//yaaJ//seqA//sucD//trxC//mdfA//tdh//nudF//rfaD//ychF//tcyL//waaH//dcuC//narY//rpsG//yefM//lapA//yafC//fepE//ftsP//bglX//feaR//sstT//intA//queG//ligA//rlmH//focA//ruvC//ytfE//symE//tyrS//ldrD//srmB//folM//rplJ//fdhE//codB//dinB//mcrB//rlmD//ldtE//nusG//cpoB//proB//ravA//cmoB//ulaR//cysZ//hslO//rluF//fumB//napA//fdoI//rutG//ccmA//betT//ybiI//psuG//tatB//bssR//symE//wzyE//dcp//rclR//mcrB//uhpB//cbeA//rluF//flgJ//msrP//fruB//mgrB//yfdO//yfcG//pspA//yjjI//pdeD//trpB//yiiE//bglX//glsA2//kdpE//cbeA//purC//hcaR//tonB//ulaF//tsaE//phnK//mdtM//tonB//ubiH//rplE//waaC//ubiH//xseA//yfhH//ibpA//rfbD//yibT//ycdY//ompR//prpR//ubiA//bamC//yahN//gadA//dcyD//lon//dld//pgi//mntH//sucC//pheS//phnM//rbsB//glgC//yjiX//acs//recR//gapC//bamC//paaX//rplF//kch//prmA//paaX//hybF//nupC//araD//exuT//ybaL//yahK//nhaB//mreC//clpB//mepS//fixB//manZ//fabZ//ypdF//pdeF//msrA//alsA//lptC//hsdR//bioF//mobA//dicB//ydcM//yciT//nfsB//rlmL//suhB//hipA//yidP//yfjV//rutR//fieF//menI//dsbG//mdtJ//gpmA//hemE//soxS//arsB//dnaX//argF//mqsA//ppiD//glcB//ydfD//hypB//ilvI//kup//ybiI//rlmF//nudF//deoA//flgF//trmH//exbD//mtlR//yjiQ//udp//mreC//ais//acrZ//galE//smpB//lolE//uvrA//yibA//ribA//hrsA//entH//ispA//pykA//manX//puuP//cbtA//putP//sugE//artP//tusA//dcuC//frr//betA//insK//yfdR//dacB//manY//rfbX//hcaE//phr//ilvI//bioA//glgA//kdsC//cusF//dtd//wecB//prpC//ascF//yceD//recN//rpoE//thrB//xylR//hldE//cyoA//tolA//intF//rplJ//glcD//arnF//pth//yjcE//eptB//purL//ilvN//tatD//fkpB//yfiE//eno//trpD//mlaB//fepA//metK//pgm//fetA//phoU//cecR//yfiC//cra//dmsB//hyfR//hinT//phnC//rsmG//rluA//opgC//idnT//minD//glpD//yphF//nhaA//tyrR//atpA//yihL//rffC//tusE//arcC//nmpC//argR//menD//ldtE//fdnH//rrrD//alsE//hofQ//ugpB//sucC//rpsG//selB//ycfL//nfsB//acrE//ybiS//miaA//araH//hslR//rimM//hisS//cmtB//hcaT//apt//fkpA//atpH//treA//mdtJ//sppA//hofC//iap//rpnC//yidH//tatE//yceD//yhjB//xthA//thiD//trmD//eptA//pspG//kefC//topB//agaW//yddM//xerC//ulaD//yfjV//ydfH//oppA//menH//yiaN//rpsL//yafC//lhr//fdhF//lysA//yidC//ldrA//yfiR//frwD//proV//yghW//rodZ//tbpA//agaB//apt//yidE//gltX//glnE//ybiJ//tonB//speD//argG//agaR//tamB//bamA//ssuD//rplK//yhjC//mmuP//frlA//rbfA//gmd//hcaC//grcA//ygaV//map//rseC//betA//ilvC//acrR//cpxR//zur//arsB//clpX//fdoG//uhpT//frlB//dnaT//torC//ygeA//tnaC//flgE//btuF//sucA//fhuC//cueR//selU//citG//ibsD//ykgO//flgI//hemD//pncB//nfo//cobC//alaS//umpG//mutS//ygeW//mepM//fucI//mgsA//htpG//betA//yhhY//holA//hypA//fimZ//msrB//glnH//afuC//fadD//queE//ccmH//appY//xseB//mdtG//atpD//nhaB//narX//lpxL//osmF//ribC//bluF//tatB//yihI//hypF//ftsH//pstA//glgA//pfkB//ybdH//yggP//ldtE//sbmA//allD//dkgA//ldtC//relB//yiaO//mdlB//mprA//dhaR//talB//flgC//nikD//ychF//prkB//yagG//ldtB//hfq//zapE//puuR//yfjV//emrB//ydcZ//potD//allR//fhuB//wcaC//cysU//yiaA//pgpA//phnJ//sbp//amtB//aroP//betT//rclR//udk//yafN//pnp//sdhC//dgkA//recJ//hrpA//panD//exuT//dauA//frmA//idnK//argA//yhdX//malS//yegD//deoR//sfmH//uhpT//iaaA//queF//pnp//ygjK//mtlA//icd//argB//eutR//sgrT//glpF//napA//ycaO//nagD//msrA//lhr//yohC//cpsB//gpr//wzb//sfmD//uxaB//rutC//sapB//trkG//nikE//queD//ibsA//ftsN//iraD//rzpD//msrC//tehA//rpnA//hybG//sthA//dbpA//yacG//araG//adiY//moaB//srlR//ydeE//ddpA//fhlA//iscR//ydjM//ruvB//yccA//tap//gpr//eutR//msrA//holA//ydjM//msrQ//spoT//sufB//menA//tar//trpS//murA//entS//ygeW//otsB//mdtB//moeB//iscU//qseB//flgF//mdtM//rplM//sdiA//yidZ//curA//yieF//speD//ruvC//insF-1//recG//tsaD//pdeF//yaaA//ybfE//atoC//yidA//ydcO//rpsS//yedP//mdlB//fimD//lsrR//elaB//oppA//preT//rplW//nrfB//trmB//citT//rrrD//hicA//rhaB//mutM//rsmD//csgA//mqsR//cpxA//bioB//yfaU//yfaX//narG//mreD//rplA//dctR//opgB//grxD//rfbC//argR//ybaQ//garL//dusC//ydeE//rarD//cmoB//glnD//cpdA//folX//yedX//ychH//ybaT//rarD//lspA//ynhG//ygfA//cpxR//intQ//chpS//dsdC//modA//elfG//solA//sdhB//rnhB//lplA//yeeJ//cysS//radA//rcnB//narJ//rcsD//sgcC//rbsA//yafO//zipA//betA//mdtQ//artQ//ybiX//putP//aroE//gabP//tbpA//ilvD//mdtI//yjaA//rbsD//stpA//polA//focB//yidR//aroG//gatC//ybdR//hcaT//glpD//menC//rlmF//ahr//tufA//ribA//icd//ttdT//bamC//insH-6//purT//yegT//yeeY//kdpB//csgD//truD//cusA//ihfA//frdD//yfaL//nuoN//lysR//thrA//kdsB//rzoR//mrdA//ibsB//rarA//prlF//lpoA//secF//folP//rpsB//yfbU//lsrD//sxy//yegT//ghoS//lpxC//ampG//ecpR//dcm//topA//fimB//caiT//rimL//iraD//rihA//gabP//satP//corA//gfcE//nagK//yhgF//gadB//nadC//rffH//fre//trpS//mrr//gcvR//treC//ygiW//yihO//ssuC//nanS//yeeJ//sgcC//ydiP//yjhG//maeA//agaS//waaH//recA//yegD//hupB//ybeQ//clpS//xylG//sdhA//yfiF//mdaB//hisD//ycgR//aroF//hslR//rarD//yhgH//djlC//rihB//znuC//yqiH//uhpC//cysG//ibpA//torA//ompN//ydeM//sgbU//rlmC//minE//smrA//sufB//cspB//nanR//tatD//ftsW//ygaV//mutH//pdeK//yfdS//ybdO//cmtA//ftnA//mreB//ppiA//dcuA//tolQ//yegT//ldrA//curA//lpxH//yagE//fadJ//truA//yiaU//ybaT//lpoA//xapA//hybA//uvrA//insB-2//bioD1//yciH//betA//pdxY//yabI//rodZ//caiD//alaC//dacA//zntA//yeaD//dcuS//gshB//clcA//dicB//pyrB//yiaL//relE//uvrC//flgM//sfmD//glcE//tnaA//ispA//tsr//lolC//rpsH//yejB//hcaB//ytfR//bssS//ulaD//coaA//focB//gatZ//serC//ftsB//mraY//tauC//pck//yphF//aroK//secM//gltP//rsmB//agaI//tusC//rmf//modB//yfdR//yjbH//kdpE//clcB//fucP//rrrQ//sufE//fimA//tcyP//aroE//alsB//alaE//ptsN//yddG//viaA//ybaO//sbcD//
GO_0071705_5	sgcC//citG//rep//yraK//xseA//kup//macB//mreC//ttcA//norV//murJ//ycjQ//glnH//ilvB//queA//fadM//tag//udk//prkB//ynbB//acrF//yedF//ydhJ//ydjE//ybiW//hchA//ftsL//yciH//hcaB//mobA//ygcW//yedX//tyrA//fiu//hdeB//idnT//zapE//iraD//rnt//ptsN//bglJ//yfbV//nadB//sdaA//yhaO//avtA//lgt//srlB//ydcM//chbR//yghB//amiB//lldP//nrdA//pabA//ynfL//umpG//radA//fimB//nudB//yqcG//htpX//sutR//ypdA//ygcW//yqaE//fadL//hsdM//nlpE//yegD//aceK//iscR//rhlB//yjeI//ibpB//yihS//ybgP//ybaT//mraZ//uhpT//cpxP//ynbC//greB//gatD//phnC//entF//rdgB//ndk//yebG//polA//dmsC//glnQ//nuoI//ykgM//mioC//ulaC//caiB//cobC//rpiB//orn//iscS//wzb//rpsB//yehA//yqeA//lipA//aroK//cusR//lysO//hybD//lrhA//btuE//puuA//aroL//gltD//panD//gstB//mntR//rfbX//purL//dtpA//yjbE//hypD//tdcB//ybcL//araG//abgA//yeaV//purN//hofO//hchA//astB//lsrD//thiL//rsgA//apt//waaH//trkA//yfeX//ycbB//dnaK//ibsB//speF//ugpE//ykgA//nlpA//hofP//fumB//bdcR//hybB//rpnD//rzpD//emrY//rutB//epmA//glgB//ygbI//btuR//rapZ//rcsA//trmI//tdh//panC//selD//fliD//msrB//lptF//phnK//nudB//allD//ybeY//yidQ//araA//parC//leuS//sufD//hxpA//bluF//yfaV//kup//malG//ydcS//pepQ//otsB//dnaC//fadH//ubiI//secM//argP//lasT//ybbY//ilvC//thiQ//scpC//fdnI//potA//ltaE//yjhB//purA//yjhH//chaC//purC//rluB//amiB//yehC//yidE//fruB//ilvL//ydhC//ibpB//ptrA//fadK//nadD//ynfL//pepA//ynaI//yadN//rbsC//crl//dgt//frlB//abgR//dosP//yjjQ//abgB//ybcF//emrB//yegS//cysS//abgB//dcuA//pitA//ykfI//iraP//secE//rlmA//
GO_0071709_5	ybfE//clsC//gatD//torY//pstS//tolA//agaW//yabI//kdsB//ybjC//
GO_0071731_5	rsfS//mngA//yfeD//
GO_0071732_6	ribF//
GO_0071769_5	lacI//
GO_0071804_3	yhbX//pstB//flgE//uvrA//paaF//phoB//ynfK//menB//eutN//xylA//betA//rsfS//fliM//rsfS//bglF//
GO_0071805_4	kch//abpB//yajQ//dtpB//rhtA//araH//sutR//lexA//nrfE//ynbC//guaB//yibA//ybhG//rcnR//ssuA//
GO_0071806_6	rraB//yafC//cusR//fliT//uspE//bioD1//dgcT//mtfA//thrL//potA//yehD//rutC//yihW//hcaT//nikA//sppA//murR//glnK//hybA//
GO_0071807_8	ygbL//
GO_0071824_5	nrfG//
GO_0071826_5	viaA//fimG//ypdF//def//yciG//rpmE//waaL//ppsA//ygbI//lsrA//feaB//sfsA//treR//mmuM//yidC//folD//ydiK//dhaM//sufA//cnu//nanS//livJ//ribB//purC//adiC//glnP//
GO_0071897_6	tnaB//sbp//alsE//cof//katE//mug//bisC//mak//gcl//alsA//rihA//citE//prfC//yedF//dcd//mukB//acpT//carA//yjbH//recF//
GO_0071915_9	garL//
GO_0071932_8	yibH//
GO_0071934_6	mog//rfaE//glgX//
GO_0071941_4	narZ//hybO//tolB//serS//cpdB//murE//mdtC//hslR//ytfR//
GO_0071945_7	ppiD//
GO_0071951_8	cadC//
GO_0071963_4	yhdJ//
GO_0071973_6	yeiG//nudG//acnA//pflA//rpe//yeiL//dgcT//pgpC//aspS//pdxA//iscA//ettA//metL//solA//ulaR//ynfF//tpx//rcdA//hybG//gpp//mtr//ccmG//dinB//ubiA//nmpC//ftsI//nimR//fruK//otsB//ytfT//ydhQ//
GO_0071975_4	ghoS//
GO_0071977_5	galE//
GO_0071978_7	xylB//fabG//pheM//yfcQ//plsB//pdxB//hisB//ghxQ//sucD//nrdE//sdhA//ybcQ//glnL//uspF//
GO_0072321_6	lpoA//hdhA//
GO_0072322_6	fimG//
GO_0072323_7	paaJ//
GO_0072329_7	rodZ//pdxJ//gutM//ybgP//yjcO//yhbX//aidB//djlC//oxyR//znuB//cysA//pheM//dtd//nanC//kdsD//ygeA//mdh//yraK//bglF//yohD//yafN//frlR//tag//eptC//gatD//fepA//rpsE//pykF//mreD//hofC//ypdF//gloC//ymgA//recA//bluR//hycH//leuC//acrZ//rarA//marA//ushA//dtpC//ldhA//prmA//zraS//hsdM//cusR//yebQ//cysA//mngB//yhbQ//yebG//cydA//ugd//efeO//napA//ycfS//fadH//argA//glsA2//mntR//araD//radD//dppD//pinQ//efp//kup//ubiH//bdm//ybbY//secE//mukB//citG//yicJ//wecE//araA//arfB//ypjD//yieF//ompN//pth//
GO_0072330_7	ghoS//yhgH//cusS//galU//gltX//fadB//tdcD//mgtL//mscL//fadR//yiiM//glpX//lipA//gatD//purL//gapA//ghrB//thrS//speE//ada//wecA//ycfL//nrfG//yedX//lrhA//kilR//hofM//ydeO//yeaE//glxR//cdh//potH//ybcM//csrA//atoB//nagB//dgoR//pdxY//yedF//mscS//ubiB//bglX//uvrY//srlE//iraP//rhaM//pgk//fpr//pykF//cysW//moaC//eutR//gshB//galS//tesB//nth//oppA//zitB//
GO_0072337_6	proX//mukB//mrp//rzpD//adhE//entH//rimI//recR//erfK//pdeK//yeaD//katE//acrE//mqsA//lacI//torA//ompC//yraR//tauA//holA//narZ//ycjQ//eutD//slyA//mtn//fadI//
GO_0072344_7	mdtE//fimE//mreB//fabG//
GO_0072348_5	yiiD//proP//ybfE//thrB//crp//csrA//cysB//yehX//yihR//potB//yhaO//ynbB//mngA//yeaK//fliS//abpA//thiH//aldA//sodB//add//fryC//lapA//nuoG//sohB//btuC//sulA//rutE//rpsD//entD//queG//cpxP//opgH//cusS//recC//yiiD//dsdA//plaP//ydiV//modC//ilvA//
GO_0072350_7	dgt//truC//lysA//malI//polB//hemB//rcnB//basS//rbfA//yehU//endA//gspI//ybhD//glgA//pncB//purD//ftsH//lsrB//
GO_0072488_7	ybgQ//uup//malE//rplK//potF//polB//fumC//
GO_0072490_6	frdD//fumA//
GO_0072491_6	yohC//hisQ//
GO_0072501_7	idnK//
GO_0072502_7	copA//
GO_0072503_7	pflA//yibH//
GO_0072505_8	rcdA//
GO_0072506_8	aroE//
GO_0072507_8	hslR//ddpX//mqsA//
GO_0072511_7	ydiP//tatC//yjeI//pyrB//purA//icd//galR//yqiH//sgbU//araH//rlmB//ydfG//yafC//yagJ//entF//rsfS//selU//
GO_0072512_7	xylE//ghxQ//ruvC//ynfL//ydiO//lysA//nikE//clsB//malQ//tdcA//ruvC//hemC//
GO_0072521_5	betT//gcvH//yidL//casD//yfaX//ade//secG//queF//mioC//gluQ//murQ//potG//nusG//tbpA//ydcS//lpxT//sufC//lptB//sgcA//poxB//gdhA//chbC//dinJ//yjiA//fadE//flhC//allR//rpsH//lgoD//sapD//rhtC//torD//rcsA//argA//yehY//cynX//secE//chaA//ampE//elyC//ghxP//yphD//miaA//mog//narY//nupC//dtpD//uof//helD//rseB//ybiI//ogt//amiC//trmA//thrA//cdd//gsiB//dgoT//elfD//ghoS//baeS//agaR//ahr//yagU//cydD//gatB//phoR//srlB//
GO_0072522_6	panF//bcr//ybdG//tsgA//eutR//sseA//yagI//tig//recQ//mdtL//hrsA//mlaE//napB//zapA//hyaB//yeaD//rlpA//gmk//dld//dxr//ybfA//deoB//rcsA//sapD//rapA//mipA//norR//crl//yedL//sgbE//nrdR//murF//hofC//hipA//flgH//secM//mlaD//rof//ubiC//rzoD//gshA//yggT//ydeE//
GO_0072523_6	aroK//msbA//cmoB//ttdA//raiA//abpB//ydcT//rpe//rpoH//rpmC//uhpC//topAI//
