#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ftsK//napA//nfsB//nrfF//
GO_0061727_6	mcrB//wcaB//yehT//mltC//nimR//secG//mdaB//aceK//ascB//mog//mglB//astB//rluE//obgE//frdD//dgkA//glgP//yaaA//yjiM//yjeH//hemF//yibH//lipA//ydjJ//
GO_0061984_6	argS//
GO_0061985_7	rpoE//
GO_0062012_5	hxpB//prpB//dsbC//zraR//wzzE//yihT//speA//yebQ//rpsA//pyrC//ubiH//
GO_0062013_6	udk//ade//nagE//
GO_0062014_6	sanA//recQ//
GO_0065002_6	rpmE//cysI//csrA//rpnA//ubiH//fimB//puuR//lysS//
GO_0065003_5	trkH//infB//yciK//relE//opgH//ascF//rsuA//eptB//mqsA//yfaE//yraI//yijO//yjjV//gltK//narX//yciA//rpsT//patD//pgsA//ycgV//narZ//flhA//rpsQ//allD//yggX//rpnD//fucK//phnC//yedF//sbp//galS//fryA//rluD//accB//lyxK//nei//lpoB//rlmH//mnmE//yghG//ybdO//idnT//rhsD//motA//yidA//ligA//lgt//tatB//edd//yhcF//pyrL//cyoC//yfaL//thiL//gutQ//ftsX//hlyE//orn//alsK//sapD//ymgF//hofM//recJ//glgB//btuF//paaB//tyrB//accB//tatD//xseA//gnsB//ilvH//yejB//paaF//fhlA//rlmB//ynfH//paaZ//moaD//wecC//yhbY//yegD//lgoD//gutM//yfbU//lyxK//ubiX//caiD//ybcC//paaB//der//cueO//
GO_0065004_6	mdtD//
GO_0065008_3	rfaF//pabA//rzpR//atpC//dinB//speE//yjhI//nrdG//ycdX//queC//brnQ//rseB//hybB//ada//yeaG//tdcA//yacG//yqeG//fepB//zraS//dsdA//insH-6//treA//topA//cysN//agaR//bioA//dtpA//murF//hycI//yjcO//rodZ//waaF//yhaJ//argG//der//rplA//rpsD//paaG//yiaM//mlc//ulaD//arnA//hypF//pgpC//thiH//dedD//fecA//sgcC//yjiM//cadB//uxaC//tauB//yfdO//waaJ//yghW//mtfA//marR//mgtA//uidR//xylH//yqiI//eptA//thiQ//minE//uacT//tesB//ykgA//yfaX//yigL//ubiF//yiaA//arsC//patA//etp//nadA//rutC//manZ//ftnB//waaO//lsrC//waaZ//ybjC//rclB//cheY//glgA//ycjU//rbsD//pgpA//galR//yfiE//trpD//hycA//ompW//sfsA//phnP//metK//asnC//frr//cmtA//ttdT//mglB//nuoE//uspE//uxaC//rfaD//argP//selU//ppk//abgA//rutF//hscC//pyrD//mltC//folC//coaA//uxaC//pyrL//prpB//rluA//yccA//ydeM//rrrQ//rutE//hflD//betA//glpA//rfaG//yfcU//rplW//fadE//
GO_0065009_3	dppB//iraP//hisH//yiiM//fadK//yhbO//kbp//flgF//luxS//chbA//deoD//arcC//yajQ//hslJ//pdeR//pyrC//rhtC//poxB//thyA//xisR//yghW//ycjP//eptB//dicB//upp//yihO//fadB//metE//opgD//yadG//argS//dctR//greB//frwB//moaE//rpsL//msrC//pntB//chiP//tolA//glmU//ybhP//wzzE//flgM//yhbS//sufA//galF//lptE//trkA//ulaF//citT//setA//mrr//uvrY//uvrB//yoaA//ycjQ//nanS//rutG//ratA//thiQ//ynhG//eutN//araF//rhaT//stpA//mutM//fepC//opgB//trpR//dppD//yhfS//fruB//cusF//truA//murJ//nrdB//
GO_0070084_7	coaA//
GO_0070085_3	murP//mrcA//
GO_0070178_5	metK//
GO_0070201_6	ypdC//hypD//pcm//
GO_0070206_7	sstT//helD//yieL//argF//
GO_0070207_8	bioA//ldtD//etk//ydiV//
GO_0070297_7	cvrA//
GO_0070298_8	yehP//
GO_0070301_6	nimR//trkH//lacZ//lamB//secF//hemE//srlD//nagK//yhjV//sanA//
GO_0070329_5	lpxD//mlaB//
GO_0070413_7	codB//fau//
GO_0070415_6	cbrA//yjbG//
GO_0070417_5	ykfM//nudG//dgcQ//acrZ//
GO_0070453_7	yihW//
GO_0070475_7	qseC//abgB//ybaK//ydjH//bhsA//rhaA//yfeR//yagJ//intQ//rhmR//gpsA//yjbF//dmsC//ycjD//rclC//arnE//fieF//ybgI//mliC//
GO_0070476_7	prkB//citE//
GO_0070482_4	yfcU//agp//garP//raiA//
GO_0070525_7	zraR//rbsK//rplR//tauD//
GO_0070574_9	elyC//ygaZ//thrS//pinR//
GO_0070581_8	phnL//
GO_0070588_9	puuP//
GO_0070589_6	feoA//nrdB//ybbN//caiB//holA//evgS//sad//baeS//cca//dsbG//slt//rof//allS//rcsB//trmB//pagP//ynfH//proP//xylA//gyrA//fsr//intF//recT//xylH//kdpF//glrR//yghU//nadE//ygaV//phoR//hofP//yaiV//bglA//mocA//topA//yeiL//ade//gabD//yfeO//mtnN//ddlB//lysP//xylH//
GO_0070627_10	ptsN//
GO_0070646_6	uvrY//
GO_0070647_7	ccmH//
GO_0070689_6	emrB//qseC//
GO_0070716_8	yajO//
GO_0070726_5	csiD//mdtM//
GO_0070727_4	mscM//aroA//gsiD//mlaE//cnu//yjjU//rplS//ftsX//mdtE//rbbA//fliS//hisP//astC//bamB//yhcF//ilvI//rpmB//
GO_0070778_6	gapA//xseA//
GO_0070838_8	araH//serC//malQ//pdxB//trpGD//srlB//dicA//eutA//bioD1//nadB//rbsD//ndk//hscA//thiP//yqjI//
GO_0070873_7	ydaN//frlB//
GO_0070874_7	adeD//
GO_0070875_7	cvrA//
GO_0070887_4	phnM//gmhB//insA-2//cyoE//metN//ghxP//yehT//mutL//srlB//hflD//opgD//xapB//ydcO//norW//narU//cra//blr//hldE//nuoL//ydeI//yjiA//otsB//efp//cysQ//rraB//ybhA//ulaG//yebK//ybbY//yahI//yfbV//ascF//phoR//gadC//fucK//kdsA//lsrC//nanE//ibsC//nupG//fimE//pyrB//menD//cydD//cobS//tldD//uxaB//bsmA//rfaE//ycbB//rluF//hisM//hsrA//dinB//mngB//yjjQ//panD//ribC//lamB//yaaU//
GO_0070894_6	pyrD//
GO_0070925_5	purD//fadR//iscX//mreC//hyfC//nei//preT//entE//fucA//pdxK//
GO_0070930_7	bcsQ//
GO_0070972_7	rne//
GO_0070981_6	cusR//
GO_0070982_5	hycA//
GO_0070988_3	hisP//sufS//
GO_0070989_4	tesB//
GO_0071103_6	macA//ttdA//srlE//mscM//zntA//ycfJ//uhpT//yccS//gudD//ebgR//rpsB//hisI//htpG//yfiR//uxaA//crr//leuS//tnaC//ynfH//
GO_0071139_6	cynX//yebK//
GO_0071214_4	caiF//uvrB//murP//galK//yjbH//rpsN//atoS//yggD//rfaC//relE//yehD//secE//uidC//pabC//bglJ//citX//rplB//rcnB//csgF//iraM//tdcD//csgB//pagP//amiC//
GO_0071218_6	exuR//
GO_0071229_5	hrsA//gatB//wbbK//yabI//csgE//
GO_0071230_6	nrfE//
GO_0071236_5	zur//yqaE//ssuA//ygjH//ascF//ppiA//mlaF//phnO//yjgX//yhbY//rhaA//ydfK//yhjX//agaI//glsA2//ompC//speA//glxR//
GO_0071237_6	selB//narY//
GO_0071241_5	livG//kdgT//gpr//queG//xapB//yjiM//etp//aceA//otsB//hofQ//hsdM//yibH//glxK//phnN//pgrR//potE//clcA//
GO_0071243_5	hypD//
GO_0071248_6	lysC//glrK//secD//ilvA//slyD//yiaJ//yfhH//phnM//appC//tusA//yggW//nadC//acpS//yieH//
GO_0071249_6	fadA//guaC//
GO_0071250_6	infB//fabZ//
GO_0071265_5	lsrR//mdtK//dgcZ//ycgB//gabD//
GO_0071266_6	fcl//dnaN//
GO_0071267_6	rpnB//mtr//acnA//
GO_0071270_6	puuB//malF//
GO_0071271_7	lolE//opgB//
GO_0071276_7	greB//idnT//
GO_0071280_7	ybfA//zntR//
GO_0071284_7	hicB//
GO_0071286_7	phoQ//betI//
GO_0071287_7	flgD//
GO_0071288_7	fdoI//yccS//
GO_0071289_7	metL//
GO_0071291_6	yhjX//
GO_0071292_7	yhdZ//yjhP//
GO_0071294_7	ptrA//cysI//
GO_0071310_5	basR//msrC//ibsD//umuD//cnu//clsB//lolB//emrB//eno//bcr//trpR//
GO_0071417_5	zwf//elfG//moeB//
GO_0071421_9	marR//exuT//yojI//
GO_0071422_7	tusC//ldtB//yihO//
GO_0071423_8	ydhQ//
GO_0071453_5	ugpA//bluR//cpoB//
GO_0071454_5	menD//dcuA//
GO_0071456_5	fimC//
GO_0071467_5	appY//ygbI//clsC//tsx//mngR//ybaT//bioD//glgB//nupG//tsx//sbcD//
GO_0071468_6	mntR//puuE//borD//ygaH//tonB//ybhF//dam//trpL//ffh//uspG//
GO_0071470_5	paaJ//moaD//yfcQ//gabT//phnK//kdsD//ptsI//yiaU//mdtP//tesB//
GO_0071474_6	appC//gmd//dicC//mdtC//
GO_0071478_5	allD//yehP//glpD//
GO_0071482_6	macB//pck//tamA//
GO_0071483_7	fimZ//
GO_0071495_4	ilvI//waaS//araF//
GO_0071496_4	rpmC//yiaM//sohB//mrdA//iscA//ynjA//rcsC//ugpE//nusG//citX//cysN//glpX//dosP//wza//puuP//ftsP//tldD//frvA//nrfF//nanA//frmR//yeaV//amyA//dkgA//narK//tag//garL//lpcA//tnaC//ydfG//modB//yraJ//yggD//galK//lsrR//thrA//rng//tdcB//yfcV//rfaQ//rcdA//ybjG//yraJ//yphD//pnp//oppD//yraR//coaA//ahpC//pdeH//rnlA//yedX//yadI//
GO_0071500_5	ccmE//
GO_0071502_5	dhaR//
GO_0071545_6	hypD//caiT//
GO_0071554_3	tatD//galT//speA//alsA//asnA//gpt//kdpF//smpB//ptsI//panE//adeD//bfr//yiaT//umpH//argC//rplW//cysN//dcuA//lit//vsr//yjhG//accD//dosP//
GO_0071555_4	qorA//pyrE//tehB//uxaA//cmoM//ompG//coaA//fadJ//yceK//ptsI//elaB//ybiX//allC//
GO_0071577_9	era//flgH//topB//focB//yhcN//adhE//aphA//
GO_0071616_6	insK//cbpM//
GO_0071702_5	tmcA//gstA//phnL//purA//nadE//pspA//lrp//entC//hscC//fliL//lipB//ubiE//rplI//ynfH//acrD//yghW//yccS//ynaE//alsK//narQ//hpf//abpB//oppB//tdh//sbcD//aer//bdcA//entA//yjjB//paaC//znuC//dmsB//mqsR//lgoR//lpxH//purL//hemA//ftp//cpsG//crp//csdE//ppx//maoP//pdxK//coaA//mzrA//fklB//cusB//rplK//aceA//yafC//rzpD//mdtP//birA//yjbE//mltD//dppB//mtlR//hscB//guaC//opgC//nlpA//ydiZ//mprA//codB//ftnB//ygfI//yfgJ//sfmD//evgA//ydgA//tig//dctR//ygeV//glnD//menA//clpB//yjiY//rbsK//ybbY//folP//cysM//lldD//yraK//talB//rhaM//alaE//rfbC//wza//ddlA//yciH//yjgX//ibsE//ttcA//yiaF//metE//tauA//borD//bisC//yfdS//hupB//rrrQ//ymgC//cheA//leuD//aroL//hyfA//ttdT//cpdB//pstS//fepE//ansB//araC//pyrF//hsrA//htpX//nrfF//nrdR//intA//etk//yaaA//aroL//metF//ybgI//parC//puuC//nrfE//dppD//waaS//nadC//ltaE//yihX//hemC//tdcC//wcaB//acs//priC//fabI//spy//bluF//rof//yajO//gadE//uacT//yhhY//manY//rodZ//yadN//hupB//cbtA//rplX//rutB//rhaS//yjeI//hypE//hpt//cra//lolC//xapA//csiD//hiuH//tatD//aer//nudB//cobC//nudB//cheA//aspC//yqeG//rph//insI1//nrdD//ddlB//amtB//cpsB//baeS//hypD//wrbA//yfaU//yhdZ//pphA//ybdH//mdoD//argA//cheR//sfmC//aphA//ogrK//cpxP//hemH//ydiR//pspD//tsaB//uacT//potF//yeeY//xdhB//ibpA//cbrC//gor//frmA//yceK//fimH//ligB//xylA//tufB//gnsB//ygaZ//gyrB//citE//higB//nirC//cmoA//cysW//nikR//galT//betB//sucD//ftsX//narY//xapR//adhP//fabD//mdtD//yafN//dcuB//rlmC//mlaC//treC//rcsA//ttdA//cysZ//mnmC//fixB//ybgP//phnN//rpe//moaA//cra//ygaV//yadM//tdcC//aslB//dxs//def//galP//rimI//torS//trpB//poxB//lptG//cyoC//rcsA//cydB//gltS//hsdR//livM//flgK//bdcA//cedA//rplA//rfaH//ubiH//xylR//tatE//metN//phoR//elbB//hcaF//pstC//glsB//potH//dtpB//rffT//kbp//iraP//hofN//amyA//hypB//fecA//srlE//sdhC//glmU//ygdG//feoB//murG//metH//chbF//ddlB//pspG//rffC//sgrT//lplT//wza//tar//tatE//gapC//trmL//pgaA//rpsN//mrcB//pckA//recC//yjjU//hypE//artP//ydbK//fhuD//rpsT//allR//aldA//tsgA//lgt//dgcE//speE//rfaQ//elaB//rpsK//intA//ulaG//pabC//yjcE//adeD//ttdT//ycjD//frmA//hybF//rof//glnK//mltD//ydeO//nusG//dmsB//rng//pgrR//nanE//yihT//ycfL//lolD//sgrT//ompW//yidE//yjcO//fruA//plsX//mnmA//sugE//basR//putP//cas3//yraN//fabA//ybdG//gpt//hyfC//ykgO//fumC//ybbN//nadC//eno//yqiH//trpE//tas//ygjK//mdtB//adiA//aceK//macA//glnP//sspB//gatD//rlmD//ydiP//selD//melR//purL//yejB//cynS//waaQ//mepS//thiD//yhcH//yhdX//tauD//katG//ftsH//proX//opgC//tktA//kdsD//
GO_0071704_3	rraA//fetA//aer//narJ//yjcE//bioH//sapA//yjbF//shoB//yjhG//trmD//ruvC//selU//baeS//gpmA//napD//arnA//sgcR//fucK//glsA//ndk//yrdA//pncB//cyoD//ulaF//flgA//rayT//pldB//zinT//ydiV//ynfL//ybaL//mscK//mdtJ//ynaE//cmtA//cdh//aidB//hokE//mdtO//rpsM//elfD//zapE//fepD//tktB//gatD//tktA//metE//tsaC//frvA//xapB//rfaF//mlaE//lacY//rsfS//rplM//rhaT//cadC//lacY//yhaO//cbrC//frwC//preT//nepI//psuG//nac//ccmA//btuF//bcsA//yhhY//lpcA//ypjD//hcaE//thrL//ygfI//purN//rpmG//ftsX//hisH//alr//narI//glcD//caiD//fadK//ygiV//rdgB//abgT//puuR//pck//alaC//fucO//afuB//arnD//atoB//ydeO//yhjB//sgcR//mrcA//hdeB//pth//gltD//roxA//gntU//ompA//ampG//basR//rssA//yojI//napB//actP//galM//epmB//arnD//dgcF//yceK//metF//mmuP//yfiR//yggW//mscM//gspF//ydfK//yqgB//nrdB//chbA//allS//aspS//mdlA//asnA//ybeQ//nrfD//rplJ//fimE//yoaA//xylB//hmp//nemR//rsmB//hybE//mltD//asnS//hybA//sucA//ynbD//yaaY//yihT//folA//trpB//xseA//slyA//yedF//ycbX//queA//fdoH//dhaM//gnsB//ggt//cdh//sgcA//helD//gadW//acrF//rplT//gpmM//xylE//frdA//hha//ycjY//fabA//mltF//narY//ygaV//bepA//hybB//gshB//lgoR//adk//caiT//dctA//mraY//cspG//lpd//trpA//leuA//ynbC//fmt//kbaZ//ubiG//miaA//malF//truD//yfiC//tgt//nusG//aroF//ydeE//sgcE//ybaK//uidA//hslR//emrE//yibT//glxR//trkH//recC//hybB//ldcC//yegD//yjaZ//paaK//wcaJ//ais//yojI//ivbL//thiG//frc//truA//purB//araE//icd//ccmC//uacT//sapC//rbn//gutQ//rssB//hcaR//csgG//sgcR//queC//sgcX//hemN//rutG//yhbO//yghB//yhdW//casC//aspC//mtlD//nusA//tabA//sfmA//pflC//dusC//pheM//narL//recE//minC//truC//holD//yraN//tyrR//nac//yghW//macA//ubiJ//tsgA//dnaE//glmS//frc//bglF//cadA//rimM//ppsA//ydjL//napF//gstA//nadK//xdhB//sad//fadA//hupA//arsR//valS//sdaC//cysI//deoC//wzzB//sufC//lsrD//hemB//dgoD//kilR//pncB//phnJ//ydiP//cheA//alaA//aroD//hypD//cmk//ybiS//rlmL//kefG//ftsH//ycfJ//yajQ//adeD//ppiC//relB//lrhA//nfuA//fabB//nagE//kgtP//minD//yggN//nimR//insH-6//hfq//nimT//cusC//malP//pntA//yedL//scpB//cedA//ccmH//pppA//tdcF//manX//hisG//cadA//yidL//rplS//yjjW//gmk//dgcE//glcF//etk//yfcG//aroF//topB//acs//ydeM//minC//rpoS//yjcO//rplJ//mrdB//stpA//fre//ldrB//mocA//rfe//mdtD//dsdA//aas//yjjG//purD//elbB//matP//mltC//thiI//flhE//ybfA//uidC//rayT//parC//yqgB//rseB//tauB//gcvP//cas1//ssuD//mngR//ybeF//fixC//menF//hisM//dgcZ//nikC//sgcB//yfdR//yigB//cyaY//dgoR//recR//mtr//alsE//mqsA//selA//ypdA//ybgP//rpsG//paaD//mliC//ydcO//cusR//narY//dnaT//lpd//fabZ//degS//yaaU//dinJ//ibpA//yiiM//yhdJ//lplA//mglC//uidA//msrP//dacA//opgC//feoB//prpC//pbpG//moeB//phnL//speF//thrS//gor//cobB//pgaB//sufC//fimE//purF//priB//yjjQ//iscX//copA//htpG//cbl//yfgI//yagJ//wcaB//ssuD//oxc//sfmC//waaF//malZ//opgH//ibsE//bamA//ymfK//tdcD//aidB//ybhS//arnB//rclR//cynX//sgrR//surE//lpoB//yceO//yqcG//metE//rrrQ//ygfI//envZ//sbp//serS//thiI//gltB//nuoF//proV//rffT//yobF//fadL//livH//cysN//ptsI//mntS//modA//aceF//sufC//fruK//ssuC//suhB//gltS//ldtC//xylA//fdoI//sapD//zur//ndk//puuR//relE//yihX//cbtA//hsdR//mglC//frvR//rpmH//gudP//cadA//yghU//yobF//yhdZ//glpD//pgsA//csrA//csiR//cyoE//yjjW//yfcQ//cbrA//rluE//fepD//ykgO//argR//tsaC//nuoM//ade//rraA//yhjX//pth//sanA//adhE//yghG//yicJ//ebgA//trxA//lpd//hisG//sfsB//insI-2//secM//ydjM//nrfG//znuA//modC//rlmI//dinB//helD//aas//yegD//ygiN//rhoL//sdhE//asnS//ubiE//kdgK//waaB//yhjA//rhlB//yjjQ//fimH//nei//aldB//dnaB//efeO//waaS//rhoL//hybO//wzzE//ibsB//rseC//clsC//sucB//pflC//yegD//tyrA//rsuA//dctR//metN//lsrG//rnlA//mocA//phnJ//epmB//yddM//mobA//yijE//ygfA//hicA//mazG//ycdY//ygaH//uspB//sgbH//crl//hemG//ydjH//asnB//yodD//nikC//dnaE//gltP//yhgF//ydeE//ptsH//lptG//rbn//prmC//fliK//uup//gyrB//yidQ//ftp//prmC//garL//pgpB//yjhC//priA//argG//yafN//dps//bssS//dcd//rfe//hemB//rluA//agaB//cyaY//ltaE//tdcB//bluF//ydaC//katE//holC//ybiW//lolD//yfdG//cdaR//bioD2//entC//ubiB//zapB//trg//waaU//trmA//garL//fryC//mnmC//cspI//aroE//priB//araB//rsmF//yagE//patA//yjfF//rlmM//narQ//nfo//yjjB//yedA//tatA//gspF//insH-5//trmO//paaD//mltA//tolC//ycgV//yfcF//argP//gatB//hycB//cysN//hybG//yeiE//yjcS//fepD//plsB//afuB//prfC//surA//ydjE//ispG//aroC//recG//tyrB//fruK//pphB//recG//sdhE//rpiR//bipA//secD//cobB//wcaB//gcvH//abgA//etk//hflK//ychF//holE//yqgF//ypdB//yciT//yjbH//yedP//nlpE//pck//hyaD//yhhY//proB//apaH//lsrG//frvA//thiM//acrZ//phnI//rpsB//fdhE//glsA1//tap//tdcB//rffG//hofN//ddlB//brnQ//rplQ//gcvR//dgoT//ygeW//dicA//cydD//nfsB//fliD//gabD//marR//pgaA//malY//tufA//rssA//yfaV//rusA//umpG//folM//fumA//nanA//ygfX//eptC//rluE//lexA//livF//fepA//potC//priB//ykgA//yehA//arsC//bepA//sgcA//rpmC//betA//yagF//nagC//yhgF//kup//cmoM//dhaL//aroK//allR//gatA//secE//ompC//fhuC//tusE//dfp//yfaL//udp//pykF//rplC//mraZ//yfaU//tig//radD//yigB//yneJ//glmU//dnaC//hscC//feoC//ynhG//glmU//treB//ibsC//cusA//dtpB//hisQ//yieK//trpL//lacI//arcC//modC//nusG//rpsQ//treC//yqiI//cydB//yfcV//qseB//lpxP//gluQ//uhpA//napA//gapA//appC//proS//sufD//yjbG//livK//borD//proQ//ydeE//paaB//fhuB//ubiH//folP//mnmA//cynX//ydbD//proW//patZ//yagF//yecS//ftsE//recB//menD//dnaN//msrA//creB//lepA//hypD//wecA//ulaD//dtpD//allD//wrbA//citX//pheP//eutK//ddlA//mtlA//zipA//asnS//mdlB//hypB//alaC//mfd//lnt//paaG//ybdO//chbG//mdh//eutN//fepD//alpA//ybaQ//yjcO//yafQ//bdcR//epmC//pspG//ftsN//purB//amyA//tcyL//frwB//dsbG//yahN//rpsL//ccmE//kdsA//abgR//yehT//nikE//lpxC//mdtO//nirC//rpmJ//nrdI//entB//hdhA//dapB//rbn//paaC//sdaB//cpxP//ynbD//flgB//dsbB//waaS//ushA//tusD//patA//rnr//zinT//yeiG//dld//yjiM//lpxM//selD//grxD//waaC//yihW//tpiA//pbpC//ccmC//argB//ybdO//ybhP//sodB//ndh//aldB//mtn//nanC//exuR//gpt//allD//paoC//ygeX//lpd//ubiC//ileS//cadA//accD//ymgC//garL//rfbX//hmp//nlpD//cycA//dgcJ//ccmD//caiB//sufD//cecR//fnr//dam//oppA//paaC//amiC//yfiR//mliC//dnaG//ykfM//rpmF//araG//gcvP//tehA//chbB//ybcF//dppF//murP//pbpC//rpmE//rffH//kup//trmO//fabZ//fau//rsmI//purF//ygjH//putP//yedF//yhhZ//nadE//glnS//kefG//mfd//smpB//hemB//ldtD//ykgF//crp//ybcQ//glcE//wzzE//hycA//emrK//dam//yidZ//ybdG//lpxK//murP//rimL//mtlD//yfdS//pntB//yhiM//opgE//yihP//hscA//ansB//cysS//uvrB//yiaJ//tdh//rnd//yedA//bluF//sdhA//rzoR//nadE//dppA//pnp//ilvL//hyfF//ykgF//cvrA//araG//dsdC//sbp//fabB//hha//speF//sapA//ybjI//folE//srlA//ytfR//puuP//alaS//fecD//fre//yehZ//atpE//uxaA//sgcB//aroB//ycfH//proV//lysS//cyaY//exuR//ycbU//bioA//ybdM//ygfI//kefG//malP//recN//rpsO//fdnI//secE//cspD//yjiR//nudC//nikC//hisB//ypjD//idnT//acrB//dcuS//gadB//focA//nanS//nmpC//ttdT//dosP//ileS//trpGD//icd//oppB//rclR//gcl//tadA//mepS//lysS//marA//aroL//proW//paaZ//dps//chaA//feoC//speC//greB//uhpC//tdk//cbeA//comR//ydaN//lolA//phnJ//ibsB//pspG//gntU//rplM//serB//queF//ymgA//yihV//murP//sstT//rimP//flgF//ettA//eptB//lepA//cysP//wcaB//bioF//yehC//rsmG//lgoT//groL//yfhM//srkA//yjhG//blc//bacA//yehT//yiaB//rbsA//nrdG//sspB//yedF//ybaT//ytfE//narP//yafN//rpnA//tdk//yjcE//gldA//yeiL//cas1//mrp//pdeD//rtcR//adeQ//lipB//yheT//nmpC//yqjA//zitB//guaA//mscK//yahO//glgC//gcvH//fdnG//emrB//ydhJ//dapF//rnpA//xseA//blr//gph//ybcJ//rfe//rsgA//pbpG//caiB//yhgH//yrdA//asmA//epmA//thrC//gudP//yedF//dtd//yafQ//kgtP//lsrB//focA//ispG//flgC//hypT//suhB//glvB//mqsR//rsmE//waaC//yidC//yddG//katG//panB//ynbD//uvrB//sdhB//yehY//yfcV//yhaO//alsC//cpdB//ogrK//hslR//yihV//acrA//rnlA//mscL//evgS//mscK//mltB//moeA//hofP//mntP//yghO//livG//mcbR//rutB//gdhA//rpmC//fecA//pgl//rnc//ssuA//nmpC//nlpA//rfbX//rpsQ//ddpX//thiP//ydbK//fabA//rarA//mdlB//lysC//entS//sufA//phoQ//insB-2//yjjG//betT//waaC//hemG//ycjP//araF//hmp//paoC//ynaI//acnA//ppx//argC//fabR//napF//npr//fimF//yehW//yihT//frlC//lacZ//valS//rutE//yccS//ftsW//hdfR//trpGD//ytfP//dppD//yfcG//ynbB//metB//nadA//radD//rlmJ//sucD//abgT//nfi//rplY//miaA//bamE//gcd//dtpC//panZ//yfbS//obgE//yhjX//yfjR//tehB//ynhF//insB-4//yggT//envC//menI//gpr//kdgT//yghB//ygjR//bepA//menA//lolA//roxA//rhtA//flgE//ydaV//bssS//pppA//ybcL//mutT//flgG//mreC//yoeB//caiF//fepD//melR//ybiT//insA-1//osmF//hisF//recB//hflK//uspG//hybG//pck//yjiQ//msbA//yiiM//azoR//holB//rnd//glnH//aceF//phnK//cdaR//wecC//nrdD//xylH//yfdC//ynaI//fimE//secG//trpC//ulaB//pckA//amtB//recO//sbcB//tcyP//chpS//yhjG//intE//yadK//yfiE//prc//ftsA//ygcR//tmk//csgD//yihW//iraM//rutB//purB//mnaT//gcvP//ileS//leuC//sfsB//rssB//ytfT//ldcC//cynT//dkgB//mglA//ybjI//mrdA//waaF//yehA//asnA//surE//pheM//dgt//csrA//rffH//hisH//treA//ynaE//lptE//flgI//sfmF//murQ//macB//atoS//zapB//ypdI//exuR//yahN//mngR//uxaA//hflD//cbeA//srlE//cmoB//frlB//rraA//mqsA//malP//gppA//glsB//flgJ//tdcD//yehW//rfe//tdcR//murR//mdoD//prpD//ulaG//galM//yghG//mnmG//sgbE//yiaB//osmC//fabH//glnB//parE//hslU//rpsL//ssb//ybdN//crp//ldtE//hemF//yfcF//udk//rpe//serA//sad//hisA//fcl//ybaK//dinB//atpD//parC//ampE//oppB//atpF//nupG//ndh//gatD//cysD//rlmN//ycbU//mtlR//ykgM//mhpB//ppiA//fimF//sspB//argC//rpsE//insI4//cbpM//fcl//yoeE//flgA//ybbN//hofO//fepD//ydjJ//dam//lolB//ygcO//ulaR//ttdT//gatC//trpE//xylB//curA//upp//lpxB//panZ//nfi//rplW//entB//ubiD//yggE//bglB//trkA//tcyP//gmhB//icd//aroK//puuD//pmbA//zipA//rcsD//sapD//yciV//glxK//yfeX//sfmF//leuB//fucA//ydeP//narQ//yehP//rzpR//yciT//rlpA//yqiH//galR//pta//entB//yfiF//yihS//trpS//luxS//ugd//phnG//gpt//znuA//yceD//murE//araC//fur//xylG//patA//hisG//phnH//sdhA//yneJ//nanA//rhaT//qorA//rclA//betI//ycbB//gntU//gudP//gcl//osmC//narG//mtfA//hemF//livJ//gpmM//kilR//perR//yddM//hofC//uxaB//srlR//fdrA//cysP//frvB//yebC//arnF//tyrR//ribC//ahr//nagE//dsdC//glxR//mdtP//yjjG//pfkA//fkpB//dhaM//ybjL//rzpD//fucA//kdgK//rfe//glsA1//rbbA//fucK//yraR//lpoB//selU//ybiA//truB//rhaS//clcB//radD//paaD//yijO//rfbB//rluA//essD//ycbX//tyrS//ybfE//panF//tatD//yeeL//sdhE//fic//aidB//proP//yihW//cynS//kilR//ygcW//glsB//hinT//ompW//flgA//glsB//preA//argR//moeB//csgF//gpsA//livJ//mtlA//dsbG//btuC//yhcN//guaA//bcsQ//ycdX//dgcQ//glpC//yihX//yjhP//yegT//fdrA//yobF//hypT//gatY//tatE//mdtF//artQ//sodA//epd//yjjQ//decR//trkA//zupT//ybeY//gatA//fliS//aroD//trmI//rutR//fdhF//tmk//yigL//ydfD//queD//hrpA//btuR//
