#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	focB//tsgA//agaD//ybdM//
GO_0071702_5	yahI//glnS//artQ//yjhB//queD//fadJ//yegS//ftsW//nikB//casD//kdpD//yfcG//glcB//ubiA//pck//yjiX//nikA//borD//thrS//mmuP//nrdD//mukB//crfC//rapA//ybaM//murJ//tolC//ydfD//mhpT//deaD//iscU//yagF//lsrA//fabI//ppx//insI-1//gstB//zwf//ydaC//priB//abpB//aaeA//motA//bglB//ilvD//kdpB//ygcR//aspS//bipA//nuoH//ligB//insI3//prs//hldE//ampH//ompR//recB//hexR//prlC//rpsS//dam//ytfQ//livG//casC//fliS//eutA//hfq//yhgH//queG//ubiH//bamC//yeeY//ybhI//livK//gntP//sodB//yraN//yehP//secA//galT//pinE//puuP//sxy//ydaV//eutD//insF-1//lldP//yfaL//mtgA//fabH//yidP//hemH//nmpC//ymfA//dhaL//rutB//ibsE//tauC//mngR//ycjD//bioD//paaG//gmhB//nusG//rplR//yqgF//rlpA//yjbE//betT//abpB//raiA//rpiA//yraR//cheY//cedA//hflC//fucI//gatZ//mltB//cyoD//malZ//ygiW//livJ//ansA//pyrD//glcC//yjbB//aaeB//argE//hflD//hemD//tusC//fliM//kduI//valS//cbtA//thrC//yahI//ydhJ//mpaA//paaH//glcE//umpH//crl//recE//djlC//rfaC//sanA//poxB//ykfM//rpoH//trkG//elaD//insI1//pstA//rpnB//yfdG//bioH//ybhI//glnE//fruK//mltD//setC//frwC//ychO//nanA//ilvD//glcC//ogt//frdC//mqsA//cpdB//sgbU//ytfE//araG//gcvT//pstA//argK//acrZ//plsB//rhoL//malZ//amyA//dnaN//ssb//queD//holA//rtcB//yeeJ//ybaT//mtlA//frvA//frc//rfaQ//dcuC//alaC//ybjX//dicC//flhE//gpmM//queF//ybiX//frr//yfbS//dcyD//tdcE//dxs//mnmC//yhbY//rstB//insI4//dnaX//mutY//argI//cdd//ascG//yfeW//mdtK//rcsC//secF//rplR//rarD//pal//glpD//hsrA//accA//dpiB//osmE//yhgH//xapA//araB//dsdX//pth//gltK//mdoG//recO//ccmH//gntP//speE//lpxD//aroF//guaA//yddL//lacZ//fadM//xanQ//hxpB//cpxP//yieK//rsmG//cadB//zapD//tufB//ycjU//yhbX//dnaE//btuE//lptC//mug//sfsA//bioD//fdnH//yiaB//hybB//pitA//sgcC//aldA//gdhA//rpoS//uidC//bioD1//sapA//galK//mdtE//lpxT//tyrS//rcsD//nhaR//prmC//coaA//elaA//poxB//yagU//allR//yfdC//yfcQ//rpoA//mtgA//selA//ycbX//ybiJ//melA//ugpB//cheA//nrdG//ascF//cysN//norV//argH//nanT//zitB//yihR//rsmE//tap//metH//argE//gltS//sufD//livF//cpxA//yaaU//sapF//efp//thrS//rtcR//phoU//tadA//rbsR//mcrB//fabZ//rffG//kefG//rhlB//yhaO//rpsL//ssuC//prs//crfC//purF//mdlB//yjcE//frsA//rihA//mngB//treC//higA//tusE//dsbC//ybiT//nudG//gltI//tnaB//phnO//moaA//glrR//ppiC//plsB//torI//arsR//npr//bioB//tar//uup//fhuD//rffH//etk//map//feoA//ybfA//yidE//ppiA//menD//gabT//waaZ//yeaD//deoA//fepB//nhaA//blr//crr//ibpB//topA//napD//artP//rplQ//queE//tyrA//csgA//yojI//abgB//xapB//tolB//aceA//hisH//chbR//amiA//deoD//rcsD//fdoI//nadA//
GO_0071704_3	ilvB//bamB//nrfE//trmO//ydjM//putP//gloA//hybD//casB//yiaJ//rzoD//yfdK//galU//betA//puuR//lpoB//insA-1//rapA//lldR//fliD//yjiX//clsC//tomB//ybjX//acrB//alsE//epd//fepG//yhdJ//yqaE//nudG//pstC//hemF//sapC//rpiB//gltD//ycjR//ydfH//cspC//preT//citT//ykgA//ahr//cycA//sucA//dicC//glnD//yibA//eutK//rhlE//ubiE//rnhB//alr//rodZ//yggP//curA//galU//bdm//maoP//artI//yqiJ//glgC//ybaL//rffH//recX//kdpF//acs//ydhQ//appB//accB//wzc//gloC//mliC//yqcC//ydjK//psuT//acrE//hcaR//iscS//dsdC//yfgJ//yfeR//agaW//ilvI//yqaE//mutL//ytfQ//yfeX//yciF//artQ//agaD//pitB//yqaA//yoaA//dtpB//ade//ftsW//yebG//rimO//symE//fimC//yegV//hyfA//yphB//rpiA//metK//yadV//yciE//arfB//ppiD//alsB//yfcQ//argR//gspJ//glsA1//cfa//clcB//ibsB//ycgR//cpdB//tyrB//hyaB//glmU//ycbV//eutN//ydfK//uspG//rimL//hiuH//frlR//ftnA//lapA//cysU//alsE//ydjM//hdeB//tar//zapE//tdcA//napD//puuD//yjbE//ygiN//insB-2//nuoM//rpsO//barA//yceK//rnr//ccmE//secE//xapB//otsB//sbp//nirB//insF-1//glpC//rarA//rlmB//mprA//yihI//suhB//yidA//aaeA//nadD//ubiD//gldA//gcl//ldrB//malS//folM//norW//tus//zraR//garD//ynfK//tcyP//ulaR//bioP//pbpG//dicC//gatD//rnpA//mtn//epmA//ubiJ//rnr//rpsK//arcC//yadG//rlmD//ptsI//hisC//csgA//rutD//menF//wcaJ//wzzB//ghxP//fdhE//ybdG//pdxH//mhpT//yehD//dacD//ygjK//oppF//gatD//flgE//cueR//rlmI//ftsW//mreC//hofO//glnB//prmB//wcaJ//potI//ldtE//rlmL//xylB//yjiR//rpsE//ybhI//luxS//yebS//rclB//ymgF//fliK//hinT//yjjQ//melA//nudF//ulaA//znuC//gadC//pmbA//putP//minD//ydeP//alsE//cdd//gabP//rclA//rbsR//yjiX//ugpC//erfK//nrdD//livF//rsmI//hybB//nikA//ybhD//hipA//pnp//ynfF//rffM//gadW//rhaM//yagU//ldhA//kdpE//yqhD//waaY//pdhR//priC//mntR//murP//dcd//paaD//lpcA//ralR//frdD//sbcC//yajQ//abgA//deoC//opgC//speA//yhhY//fis//yfaV//yneJ//rhaB//mglA//recB//dctR//mepH//pldB//nemA//hscB//uxaA//nhaB//yphC//yjcE//aspS//sbcC//atoS//glxR//blc//rbsD//mdlA//cheZ//katG//elaB//tktB//ydiK//exoX//mntS//thiM//gyrA//fadA//pppA//hemL//idi//glyA//iscX//puuB//rpsO//pfkA//yjeH//paaH//speB//galS//ydaC//ypdI//mepM//ulaD//ptsP//hisM//erpA//upp//mdlA//mhpR//pfkB//hemG//cstA//trkH//hslR//spoT//mglA//gadX//fimZ//narY//marR//aes//yqiI//fepC//pheA//ppiA//metI//flgM//fixB//hemE//bglA//hisH//eutB//glnH//nupX//lpxC//kdgR//nirB//ypdI//yqjI//trmL//fliS//lsrD//cyoC//hypC//purN//pdeD//moaA//cusA//ybjI//deoR//dppD//ycbB//dgoR//mltD//sspA//ivbL//gluQ//waaQ//mipA//ydjJ//bdcR//citG//lsrA//hicA//alpA//guaA//rnd//tauB//trmD//ppiC//artQ//hinT//slt//rseB//tyrS//rpsP//nadB//pflC//yfaV//rpsD//mazF//gnd//hofP//araH//cheW//yjbG//aes//insE-1//rplT//gadE//priA//sgbU//idnT//napB//murJ//plsB//livG//ydeE//ygbN//leuB//yieK//aes//pntB//ibsE//fumB//aldA//frc//gntR//hicA//dnaE//yqeG//sohB//ftsZ//ubiB//fumA//ccmA//add//rfbB//ibpA//pdeL//metC//rplW//pncB//kduD//livM//ygeV//yihI//fis//rhaB//pppA//fucI//yeeJ//yagE//hofP//rlmA//htpG//holE//yhhZ//ycbB//otsA//wecA//map//decR//argC//rplF//ytfQ//napB//fecD//citC//argH//ybhG//rfaD//ybaT//purN//livG//kdsC//araB//artQ//bhsA//murG//ycaO//fruK//pinQ//sixA//lpxC//rnr//gcvP//eamA//gadA//treF//cpdA//yeeO//xylH//serC//lysU//glvC//rplL//nimR//rsgA//sgcA//yadI//cbpM//yjhC//hisA//citT//ulaE//proC//mglA//cysB//ymgA//pckA//puuA//fliA//narI//dsbG//ydeO//mutM//proX//ssuD//insI4//yhfK//clpX//hofP//cmtB//hokB//degS//cho//ridA//ilvL//macA//comR//purF//rfaQ//menC//casA//mepS//kdgT//ydbK//bdcR//speE//yacG//yaaU//uvrY//rbsA//phnM//eutD//sstT//rapZ//higB//secG//fabB//proX//yqgB//ldrD//pth//ydiF//yccS//umuC//menC//yjiM//ubiD//ybiY//glvC//rplR//yjiA//hcaB//def//nanS//yfbS//ghxQ//pfkB//glnH//rng//putA//yhaV//frvR//zraS//mutL//yccX//arfB//pdxJ//rplT//pspC//miaB//xseB//agaC//pspD//chbR//hybD//yjjW//rhaT//arfB//rhtA//ghxQ//moaD//ybjD//ypdI//dxr//yjiQ//sgbU//rsmB//gppA//msbA//waaZ//dapF//gppA//nrfC//ftsW//mdtN//mdtM//lpoA//gudP//lpcA//thiM//lsrR//frr//rsmE//ung//orn//msrA//ddlB//hsrA//yjaA//miaB//nrdR//yddM//fdx//hchA//rtcR//yedF//avtA//nagC//dsbG//sbcC//entD//ybiH//rstB//dosP//selB//ldrD//hisP//hybB//artJ//mrr//dgcE//rimO//mdtP//manA//livM//lptF//yegV//elaA//sodC//nanR//entE//ytfP//rsmF//yijE//xerC//psuT//znuB//rpsS//yqeF//yhbS//hyfR//cynS//gmd//yneE//adiA//clcB//yjjB//ubiB//hisM//dmsB//entF//yidZ//rimM//xylF//abgB//yjeH//satP//yfgI//fhuC//treA//elyC//hybB//agaC//mug//uspE//phnJ//tdcE//yddA//cutA//sulA//mqsA//pheT//etp//bipA//csgA//rhlB//glxK//deaD//cysW//yciK//ftnB//hisC//dtd//plsC//radD//surE//cysB//cobU//sbcD//hscB//sfmA//ypjD//rhtA//dut//tynA//csdE//pntA//cmtB//uof//mnaT//znuB//lpp//frc//plsB//rpnD//ldtC//kduD//ykgF//chbF//seqA//ptsN//lexA//acrB//eptA//yhdZ//argD//fryB//insA-2//rpoA//mdaB//nuoE//yedF//uxuR//livJ//yjfP//pheT//sucC//dnaC//slt//paaJ//nusG//folC//yddM//mglA//sstT//ybaQ//oppF//araG//metE//pgk//ybhF//nanK//yfdC//ftsL//gcvA//opgB//sgbE//pflB//rbsD//ydfK//selB//udp//ompG//mhpA//basR//proA//nudC//pldB//rhmR//ydiO//yejF//ccmD//paaX//gadX//fepC//tig//intQ//tadA//thiP//kilR//narP//mnmG//oppF//sgcE//wza//menC//leuA//mntR//yggW//pyrC//yebC//purC//tauD//hcaD//ybiV//lacI//mltB//yhfK//yhcH//ytfE//frdA//nuoN//ogt//alaS//grcA//menH//yqaA//trpB//csiR//tpiA//kilR//maeA//tsaC//amiC//hisC//deoB//ftsK//pphA//hslO//murC//glsB//yehB//prlF//ilvL//oxc//ugpB//yajL//ortT//mdtG//secB//yjiA//nmpC//insF-1//yadN//yihT//rmuC//ulaF//mltC//modB//kch//kduD//uxaB//sdaB//mlc//holE//ytfP//glyA//msrA//ybdN//ybjC//insH-5//gpp//hcaT//artQ//idnO//eutK//shiA//yjiR//yfgO//nepI//dacA//folD//relA//flgI//yqjI//rpsN//bssS//rlmG//yfaU//rhmR//yedF//yihU//csrA//rplB//pbpC//gspI//waaP//mmuM//ydcT//yadV//ybiJ//uidR//ssb//yqiH//rpsL//gntR//kup//ybbW//lsrA//otsA//fepD//ddlB//tmk//malK//rplI//pabA//dsbG//glcB//ycfH//rppH//tusA//lpoA//rfaB//hisM//cheR//recG//ulaD//prpB//zapE//rseC//stpA//intZ//dacD//lyxK//dusB//mppA//ydjH//queF//ravA//rpmA//purR//phoA//kdsB//cspB//mtnN//gshA//bdcA//entB//napD//cusB//waaA//eutR//uvrB//mzrA//glnB//atpC//xthA//msrQ//fabB//yhjX//cpxP//sapF//murQ//nanK//yjiQ//ompW//ydcO//dam//ymfA//ydjJ//uidR//lgt//hemG//napB//insI3//rsmB//sapB//msbA//baeR//ribC//emrE//napB//allR//csdA//ygeX//nuoM//rfaF//amiA//lsrR//yjhC//nagC//emrK//agaB//arnF//dbpA//rpmF//endA//queD//yeeY//polB//ybjD//nagB//pdxA//rdgB//secM//yjjU//qseC//gsiB//rimO//yggN//amiD//rlmJ//ydaN//rzoD//araF//potB//yajD//menF//yedX//idi//rraA//yihT//ykfI//ispG//nrdH//nadA//sdaC//pck//tufB//mdtP//hexR//eutB//idnD//dcd//fruK//secY//murB//aroF//yhdH//nikE//frmB//xerD//hycH//ycbX//mrcA//waaU//ybjX//yebG//gcvR//csrA//cbrC//yaaU//hcaT//pstS//gabD//thiP//ispU//bioP//hicB//yhbQ//yihV//yfbS//rlmG//yidZ//tsgA//rhtB//ibaG//bioD2//asmA//deoD//ftsE//mliC//yodD//queC//ilvN//gutM//dnaC//dcuD//paaZ//csgG//napD//tyrR//secY//waaF//rhsD//fkpB//alkA//rne//nikE//tldD//holA//lpxT//glnD//ybaT//gltL//yeaD//rhaD//tatD//ybjC//dgcM//ygfX//ycjY//puuB//intE//setA//mltB//rlmG//ftsP//flhA//gyrA//waaC//uspF//ilvA//xseA//rnd//mtn//intZ//mntP//fepA//pgaC//entF//cedA//yqgB//melR//cydC//rlmI//ahpC//araE//yebZ//secA//gapA//iap//gadB//yoeE//yjaZ//ulaB//cbpM//patA//acrB//acpS//yqeA//ibpA//ompC//yihP//ccmH//ycfS//rzpR//ddlA//yihT//ilvE//yfiE//cysD//ybaQ//ygaH//hdfR//hxpB//nikA//prfB//pheP//rlmA//rfbD//pepB//dppF//hsdR//feoB//gsiB//shiA//sodA//yraK//mgtL//yaaY//gpmA//mog//oppD//ackA//ftsN//yihP//ppsR//trmD//nirC//dadA//rpmB//cpsG//ppiD//trpA//ygfA//baeR//infC//phnO//prmA//agaA//dacB//rfbB//ybhJ//melB//raiA//yfcS//priC//folX//glpT//insA-1//yejA//appC//dsbD//ftsB//yciT//potG//nfsB//gntK//rlmN//metL//accB//chbR//fdhF//napF//barA//glcE//pstC//yciF//fiu//zraS//folE//hslO//mnmE//ycbU//araE//recG//ykgO//putA//pdeH//eutK//yifB//lysU//folD//feoA//nei//glnK//rpmF//mglA//ssuE//yhjD//torS//rplI//ttdR//hycB//yidQ//mdtA//cycA//infB//ydhK//ptsG//mazG//emrB//gltS//yahK//yfaE//aceB//yehD//mdoD//cysD//agaB//ascG//bcsA//yedP//oppD//aroB//yhaC//coaE//arnD//paaK//helD//glxR//ulaB//wzzB//corA//pinE//secM//fimC//pdeD//rhmD//pntB//yajR//gcvT//yfdO//yjhP//pgi//fabD//pnp//udp//plaP//dcuB//pgaD//hicB//ilvB//tdcB//potF//bolA//ada//sbcC//rpsS//edd//chpS//malG//wzyE//yfiE//mnmA//fpr//artM//rimI//obgE//pflC//hdfR//rdgB//ygbL//paaF//kdpB//yneL//tusE//waaP//idnD//pstB//ghoS//sdhA//htrE//hybA//fucK//lysC//mlc//dosP//yfcG//nei//xseA//fabI//tap//yahN//fdrA//selU//aslB//rutG//alpA//aroD//yfcS//hrpA//kilR//ycgB//tyrS//gstB//thiD//paaK//ptrA//ligA//minC//menC//rcsA//rplR//mdtO//arnB//lysR//npr//waaO//pncB//dgoT//mlaC//chbB//yegV//mdtN//thrL//yhaC//yneJ//puuR//amiD//cobB//tar//sseA//mdtD//zntA//intF//nagK//ybdH//mepA//ydaN//yejF//rplD//cpxA//yfbV//abpA//insH-6//hofM//betA//dinQ//secM//yciE//fur//rimI//nth//manA//tdh//secE//casC//ftsI//dusB//asnB//arnT//cadB//ydeT//ulaG//azoR//dgcT//manA//mglC//rbsC//secY//insB-2//norV//amiA//mtlR//flgK//soxS//rtcB//pheT//lgoT//rnpA//rrrQ//xisE//rdgC//ftsB//pphA//yiaT//maa//glpX//yqaA//thrC//cspI//dgcE//mutL//moaE//mdtG//kdpF//nagA//rph//rutG//yaaU//phnO//grxD//hemH//pdeF//rplJ//uvrY//trxA//wzzB//yfaX//gcvA//ppsA//mdtP//fimD//yfeO//accD//srlD//tcyP//tsaE//mqsA//dut//ilvN//nhaA//rcdA//purD//rplI//glnP//arsR//glpF//dsdX//proV//lacY//yddM//glnA//rsmB//purL//ycjU//napC//ompT//ybiT//ybeQ//tatA//astB//cecR//yfeR//epmB//purU//fic//dtpB//mntS//ychO//intS//folE//mliC//gadC//ybaK//zipA//rnhB//rspB//ygcO//soxR//yahO//kdpB//trpGD//pabB//ilvC//dcd//hicA//dhaK//ykgM//narQ//sdaC//thiE//dcuC//agaR//tnaC//bioA//gutM//glnP//cpxA//pgaD//yidC//rpmC//skp//mngA//moaB//rpsJ//polB//csiD//yeiL//pinR//ivbL//maoP//pal//ampD//cirA//htrE//potA//mrdA//holA//tpiA//oppF//rstB//mntR//yhdX//dnaT//yefM//yjeH//torI//rplI//intQ//glsB//mgsA//clcB//nagD//fmt//tar//yddA//mutL//ftsX//dgoK//rpsT//phr//dhaL//rbsK//rffC//rayT//yedF//tap//mrcB//sulA//sgrR//rimK//trkH//ompR//uraA//ispH//relA//gshA//tomB//setA//narU//rapA//aceK//trpS//ydaV//pnuC//paaC//fliM//nth//aaeA//ilvB//metB//satP//uacT//lpp//yjhH//lolA//ghoS//rhoL//ybhG//yeeA//rhaD//glcF//icd//yphC//treC//ynhG//argO//yjjB//mtgA//ygeX//flgJ//mntS//gadX//rbsR//ygcO//yobF//hycB//tcyJ//hisP//sgbH//
GO_0071705_5	secF//opgG//yeiL//chbB//rnd//sstT//ssuE//rimL//entD//dinQ//prkB//mgtA//cra//aroE//scpB//rhaR//yhaV//betI//bglF//asd//kbp//crr//atpB//melA//bcsA//glnL//ghxP//ghrB//livH//rutE//rhaR//galT//pgaA//yehY//yagJ//rapZ//yhgF//ybiO//sgrT//gmk//agaC//gpp//ptsG//nsrR//lpp//yfdK//nrfB//mutH//pitB//rof//dkgB//fbp//napC//smpB//yeaE//cysE//ada//yidE//cpxR//yjjV//torY//ulaC//ligA//ldhA//hslR//tyrR//oppB//dapA//pepT//paaC//metB//gatY//evgA//fryB//hupA//cutC//yoaA//kdpB//rpmE//frlR//cysP//puuD//fabB//yidH//cyoA//mnmA//cynS//sppA//queF//ldrB//fucK//malI//cheB//tsf//dppC//glpD//abpB//fabD//rbsK//blr//yeiE//ydfH//glpK//epmC//dgoK//katG//rsmG//lsrB//ogrK//minE//frmA//frwB//accA//ptsN//rhaT//mepH//hmp//yqhD//aspC//dtpD//cbeA//yidP//yfcU//yegT//yeiE//degQ//yjeI//ogrK//ettA//hsdR//appA//yafQ//xseA//yehU//ulaC//hisA//manY//grcA//paaA//ydiB//paaE//cysH//rimO//ariR//glrK//rzoR//xanP//chpS//ibsE//tnaA//trmD//rhtC//dtpC//rpsJ//ybcQ//ybcF//sanA//dbpA//sspB//ybdO//yfdR//bdcR//kdsD//kbaY//ilvI//agaB//adeD//yadK//thiQ//rzoR//pepD//folE//tehA//mdtE//zapA//yebC//aldB//rplQ//yiaN//yeeY//ptsP//crr//yeiL//opgE//tamA//ridA//yihO//yqgB//yceK//fimF//aaeA//lpxK//narL//fimC//maoP//rstB//yqaB//icd//ushA//glmS//nrfG//fryB//uspB//yiaT//cysC//artM//thrA//uxuR//tolR//bcsQ//hdhA//hisH//malX//sgcX//ttdT//recQ//adiA//rfaF//cof//yjeI//yhaO//pfkA//lsrK//insI4//gnsB//lolE//ydhQ//hdeA//holE//rplY//ybdR//ybaQ//tdcA//glcD//kduD//bglA//
GO_0071709_5	rapA//phoU//flhE//pspG//rpsM//nemR//etk//moaA//ybbY//hsdR//
GO_0071731_5	yidR//bdcA//lptF//
GO_0071732_6	hexR//
GO_0071769_5	yphC//
GO_0071804_3	lnt//ubiF//rplY//preT//rplQ//caiF//ygjR//gstA//flhA//recD//ydiR//idi//crp//yodD//ompN//
GO_0071805_4	zapE//ycjP//pflC//pinE//arnF//zapC//pyrG//ppc//yaiW//torY//fepE//yafS//dcd//mltA//coaD//
GO_0071806_6	raiA//yfeX//orn//rplO//frlC//potE//yqgF//pth//cpdA//ulaA//gcd//rnr//frwB//corA//rph//nagA//mazF//dcuS//murG//
GO_0071807_8	pheT//
GO_0071824_5	torY//
GO_0071826_5	yraH//insA-1//ynfL//arnF//aidB//rcnB//yddM//rusA//recB//iscA//garR//ydiR//setA//acpS//cusA//casB//yeaD//dsbA//raiA//ilvI//nrdB//gmk//rutF//sgrR//ampH//truD//
GO_0071897_6	hsdR//pinQ//srmB//fliZ//yadM//rpe//yabI//agaB//glgA//cyaY//tdcE//tap//proQ//rpe//nagC//livK//ydeE//hdeB//hdfR//torI//
GO_0071915_9	napA//
GO_0071932_8	adiC//
GO_0071934_6	deoB//murI//yijE//
GO_0071941_4	ibsB//gluQ//tnaB//suhB//yegS//grcA//tnaC//betA//ihfB//
GO_0071945_7	eco//
GO_0071951_8	dgcM//
GO_0071963_4	speG//
GO_0071973_6	hemA//clcB//cheA//lyxK//frwB//ygiW//tktB//hdeB//livF//zraR//rpsT//pmbA//yggX//ybdR//cmtB//cysQ//macA//curA//feoA//glpB//nrdF//rpnC//folC//bssR//rplX//erfK//yhjB//aaeR//yoaA//yedF//degS//
GO_0071975_4	soxR//
GO_0071977_5	actP//
GO_0071978_7	fadI//oppD//envY//glxK//ygeW//rbn//lysC//kdsC//ais//glrR//mdlB//ypdC//gspE//ubiI//
GO_0072321_6	ldtA//uhpC//
GO_0072322_6	ubiF//
GO_0072323_7	fimG//
GO_0072329_7	yccS//yibA//hfq//nadB//yieL//prfA//dnaK//ydhC//cheA//hypF//yjjI//hfq//priA//yceD//yidR//gshA//mqsA//rutD//yhdW//ydiV//rpmA//sdhB//dnaC//yiaU//glnE//elaD//pstS//glxR//citT//nac//yiaL//cysP//hicA//yojI//alaE//eno//pyrD//rhaS//dacA//entS//ulaE//yqjI//uspE//umuD//yciG//fucA//epd//atpE//mnaT//ptrA//ilvE//murD//purN//torS//araE//mhpB//cysB//prlF//yadC//hisC//nuoM//proS//ubiJ//csrA//folD//fdhF//casB//cyaY//nsrR//tap//hisD//yfiE//eutN//uhpB//curA//cysQ//ykfM//ygaZ//chpB//ftsZ//ybfA//
GO_0072330_7	rpmH//nuoG//yiaM//ygjH//feoA//clsA//rplQ//yehA//truD//pbpC//tqsA//fbaA//entF//hofN//hemN//rssB//ssuC//pabA//sapF//ytfP//greA//pyrE//yjhB//acnA//yebC//araF//fadE//accA//dgcZ//murC//hflC//thrC//rsfS//oxyR//miaA//hyaB//iaaA//rfaB//thiM//ispG//ttdR//cysK//ybbW//argG//waaG//fdrA//scpB//yegT//bamE//fdhD//artM//dppC//speE//nikA//ybcF//rpsS//blr//flhC//
GO_0072337_6	atpD//yqeG//sdiA//brnQ//yjaZ//fimH//aaeB//lexA//fecD//sodA//fimA//rhsD//pspA//cysA//yfcA//ygeA//pyrD//cas1//potH//greA//nadC//hinT//kdpA//ymjB//tsx//rraA//
GO_0072344_7	betT//hisM//cas1//ydcO//
GO_0072348_5	gntT//fdoG//hisG//yebK//chbF//ybiY//thiG//htpX//sfmC//proA//ycgB//rhaT//purN//pgaB//rsmE//mgsA//fabG//cspA//umuD//yebQ//mutY//fimA//sapC//ilvH//citT//ydeT//basS//mdtO//insH-6//tar//asr//yeiG//hrpA//ompA//hflC//lldP//rpsS//mutH//pheA//ftsW//
GO_0072350_7	secA//yggT//miaB//csdE//hybF//xapB//rsmG//kefF//rpsE//dacD//ulaB//yjjG//nrdG//fhlA//cecR//kefG//trmA//caiT//
GO_0072488_7	proS//prfA//maa//btuE//ivbL//dgoK//ybjC//
GO_0072490_6	garK//potE//
GO_0072491_6	adiA//lpxD//
GO_0072501_7	cyaA//
GO_0072502_7	rnhB//
GO_0072503_7	potH//frvR//
GO_0072505_8	sbmC//
GO_0072506_8	nlpE//
GO_0072507_8	yadV//rnlA//recB//
GO_0072511_7	relE//fdoH//flgD//lpoA//yjiX//mppA//yghO//ptsP//gmk//murJ//cbtA//yhhT//nrdR//rrrD//focB//yfjR//tcyL//
GO_0072512_7	yahF//mltB//hemN//cyoC//ybiH//dmlR//yddA//elaA//fecA//argI//rsgA//elaA//
GO_0072521_5	yiaT//bluF//aslB//puuR//higB//ydhK//yhfS//menE//yidD//ychH//ytfE//yegS//acnA//perR//smpB//rlmN//pgaD//ygbM//adhP//ccmH//uhpB//intF//ibsE//rhoL//rlmM//csrD//yfbV//tesB//metR//cobS//tdcG//casA//menA//yphF//yaiV//fucI//msrC//rpnC//allB//ybgP//ydgA//speB//yiaU//fruA//rpmE//ydiQ//ibpB//recB//tig//trkH//fdoH//tdh//malS//yciV//allB//ybgQ//ldtE//lyxK//ugpA//ybgI//rof//araF//ygeR//rfbX//menA//gpt//narZ//tatD//
GO_0072522_6	bglX//tmk//arnF//caiD//ybeF//ghxP//yiaJ//hflK//mscK//yfjV//cobS//flhE//ycfH//acrR//nagA//kdpB//rffC//pphA//prs//tabA//zitB//rpiB//nlpA//yjiX//minD//lpxH//ubiE//asmA//suhB//yddL//yjeH//msrC//sgcA//gcvH//potB//prpR//ybaK//tauB//murQ//ygcO//yeiG//rcsF//lipA//
GO_0072523_6	amiD//fmt//frmR//glpC//rpnC//trg//yfjR//mdtF//sufE//ansA//dpiA//rspB//
GO_0072524_5	hofO//sgcX//leuO//nfuA//gppA//proB//potC//mdtG//aqpZ//cheY//xapA//pdeK//ygaZ//kdgR//ynjD//ptsN//tatD//moeA//aspC//prfB//lnt//rpsT//bdm//rzpR//bcr//surA//ompL//prmC//dsbD//endA//gatD//glpC//ygbL//gltL//ogt//fimC//fimD//umpH//paaE//iraM//ampG//yqiH//tolC//fabZ//yagE//lsrR//srlD//
GO_0072525_6	ligB//trpE//ftsH//yaiV//lacZ//speC//rne//casA//fucA//hslJ//pyrH//fadR//otsA//glnB//pitA//yihI//priC//atpB//kdsC//galR//gmhB//queF//puuP//ubiF//metL//puuR//blc//mdtB//nrfG//fetA//treB//slt//ytfR//priB//artQ//waaQ//rnb//
GO_0072526_6	gspE//rzoR//
GO_0072527_5	frvR//rpmA//yoeE//yeiE//thyA//rlmH//sgcB//ghxQ//aaeA//nfo//yobA//flhC//bssR//ymgA//dusB//ugpE//yqcC//ycdX//betI//torY//rbbA//appC//citC//nuoG//ldtA//glgC//ligA//ddpA//gatY//selU//lrp//yfcA//lepB//yhaO//ispH//sfsA//rssA//tolC//waaL//ybiO//gntK//prmB//ykgM//atpC//bglB//caiB//nrdB//aldB//selU//yfdS//hcp//ybeY//opgB//nimR//psd//pspA//glcF//
GO_0072528_6	xylF//trg//sdhB//lsrK//pgsA//tcyN//cadB//tus//serC//gcvA//rpiA//soxS//rffT//ftnB//ppx//glpF//kefC//fimF//iscX//dcuS//ydiQ//cydC//ghoT//nei//ansB//priA//lsrA//nrfG//evgS//
GO_0072529_6	lpxM//btuF//phnN//zur//edd//aroG//hyaB//ivy//ypdC//adeP//yihI//alsK//dicA//selU//yeaG//agaB//ybfA//yeaG//cdaR//pdeH//pdxA//leuO//fadH//
GO_0072530_6	entH//fimG//ydcO//rhtC//
GO_0072531_6	kdpD//csrD//bhsA//sufB//sdaB//waaS//
GO_0072581_9	yijO//
GO_0072593_4	purN//ynfK//birA//clpB//aldA//ulaC//yhbS//sbmA//rimK//
GO_0072594_5	marR//
GO_0072599_6	gshB//
GO_0072657_6	sbmA//alsC//casC//adeP//cheB//scpB//mscL//gabT//rplR//yajD//bioD2//cysG//hemD//ygeA//cydB//rhmR//hpf//
GO_0072714_5	flgJ//
GO_0075713_7	waaU//epd//yfdG//
GO_0080033_5	fecB//malQ//
