#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hxpA//rzpR//cysS//recR//
GO_1901135_4	yjeH//amiA//pntA//zwf//lgoR//yfeO//kilR//yggP//cysU//stpA//tig//yfeR//yfeW//secD//trpD//ybcL//gntK//pspC//ppiC//dnaE//mlc//nmpC//ftsW//betI//caiE//iaaA//gcvP//sucD//cysH//ygcO//nadA//eno//metG//gnsB//asmA//mzrA//phnL//yiaA//yjiY//fimE//gudD//dadA//yieL//argP//narJ//tolQ//deaD//ulaC//atpF//lptD//cdsA//syd//ybdH//cueO//waaH//ygdG//ftsW//rhaT//yoaA//lptG//sdhA//ggt//ygcR//hypA//baeS//eno//yfeR//ilvA//trmI//ansA//ftsP//ddlA//ybaL//cpsB//lolC//paaX//abgR//rpsM//kbaY//menF//fumA//mhpC//ligB//rpsK//yfjV//ybjI//hsrA//leuC//dxr//tauC//gsiB//hns//fadK//pepN//ascF//tdcC//ydgA//gltX//zur//rpmB//rbsB//ycbU//pdeF//rapA//ypdB//paaK//thiG//caiF//rho//dsbD//helD//yeeJ//bsmA//bisC//tdcR//ftsL//ttcA//ycgR//yfaX//glcA//ybcF//coaA//yfjV//yehA//msrA//oppD//glmS//tusB//accD//glnB//ycbU//ynfF//glyS//yphC//ppc//csgE//yfiR//map//bepA//lysO//kdsC//nuoI//yciH//kdgK//yciT//hchA//rplJ//kilR//arsR//atpF//yihT//ilvC//orn//glpK//ytfQ//lgoR//setB//rluD//gfcE//cytR//ldcC//narV//acrB//yqiI//rluB//gnd//yjjB//rzpD//hcaE//thrC//lpxH//holD//fabH//polB//ydjM//yihR//ssuD//cysB//yggF//metE//bglH//psd//fkpA//ycfS//phnG//yaiV//nuoM//csrD//galP//ydiF//sapD//rhmR//fes//copA//marR//csdA//galE//napB//serB//murA//yehA//opgB//hisP//ybcF//lsrR//era//flgF//rimM//pdeF//ybaE//bamE//metN//frwD//ghxQ//frvA//uacT//rhsD//priC//dppA//lit//dgoT//dinB//yfiE//lysO//selB//cdgI//rhlB//yqjI//yehC//znuB//sbcB//codB//modB//gcvT//erpA//yhbY//fbaA//mcrB//nuoI//mngB//ptrA//nikC//mtlD//metL//rplM//gutQ//fimA//yajR//entS//bglB//mntR//tyrA//proP//fadL//yggD//rstB//gpmA//era//dmsB//gltD//yeaE//flhE//gpsA//ftsB//insA-2//alsE//ridA//yjbF//
GO_1901136_5	trpGD//aspC//fucA//orn//lipA//sgrT//pphB//fucP//pyrD//yedA//sdaC//dapF//dgcQ//hisQ//phoU//ispB//hdfR//gltS//kdpE//ynbB//mlaB//thrL//nudB//pgaC//motA//trpGD//nadD//tcyN//sapB//paaG//pdxA//zapB//ydiO//trpE//nlpD//gnd//fabZ//btuB//lptD//mppA//fieF//ssuE//ulaB//yqeA//yraK//arnD//ppc//exbD//spoT//corA//mutY//gadE//
GO_1901137_5	araA//leuB//pheS//fumA//narK//entS//mliC//cusS//mlaD//pagP//fadD//yfdR//hldE//yigL//ybaM//tdcA//csgD//ybgI//rplP//speA//dppB//fdoG//gspE//lpxH//pyrL//dtd//asnB//gpsA//nanR//nikB//hxpA//ahpC//dgoK//mlaE//hyfA//obgE//ortT//allD//trkA//panE//nimR//intS//pyrL//rffC//caiE//yrdA//ybiI//ggt//yadM//bluR//yfdO//yfaU//xerC//hyaA//hemG//hrsA//glsA2//malE//rspB//insH-5//hofC//ompF//ileS//mreB//ydhC//ybhG//livH//flhC//dinD//malS//pflB//ilvA//rpsT//sfmA//paaJ//cbpM//proS//degP//mug//yajR//garD//carB//yadI//nfo//hcaC//tdcD//azoR//ruvB//gntT//betA//fepG//mhpD//idi//fabI//osmF//rlmC//kefF//ydhK//adeQ//lspA//ybaK//pdxJ//lgt//nrfC//yihR//yjfF//bioD2//proA//trg//rsmF//ldrD//artQ//perR//ttcA//ftsZ//glcF//gadB//mltA//dcyD//moaC//msrQ//ompL//fhuD//yfaL//yjjI//argO//rpmE//yhbQ//tauC//rffC//ugd//livG//nanT//galF//fhuD//yiiM//trkH//ddlA//sbcB//phoR//rsmI//bacA//garR//kdsB//yibT//tig//ygcW//sgcC//rpmJ//pbpC//yhiM//yfaL//thrA//waaA//yahF//clsC//bamB//hexR//edd//
GO_1901159_6	aspC//folE//dpiA//
GO_1901160_5	ybfE//pabA//thrS//
GO_1901161_6	ghoT//nikR//murI//
GO_1901260_9	frsA//
GO_1901264_6	truA//paoC//putP//sapB//yajD//rplL//tehA//pdeD//purU//dacD//soxR//ychH//orn//ydeP//fimA//moeA//zapA//yidH//cspD//gpr//dacC//crcB//ribC//era//focB//potA//rcsA//hcaD//lit//rpsI//yqcC//yigL//fliS//murB//infB//yqiH//lpxT//nrfD//ydcR//elfG//phnH//ilvA//nrdH//rpsK//
GO_1901269_5	phoE//caiF//potB//fdnG//hpt//fabA//cdaR//casA//tsx//yfcV//hypC//dgcT//
GO_1901271_6	ptrA//gabT//yfjV//aes//bluF//epmC//yebQ//waaP//envR//pinE//malF//rihC//
GO_1901275_3	yeeJ//
GO_1901281_6	dctR//
GO_1901292_6	msrC//cycA//frdC//yehB//mgtL//tolR//potH//rnlA//emrB//yidZ//napC//aidB//hcaR//hycB//mltG//yibA//plsB//truD//amiB//ybhG//ascG//ubiH//dusB//pth//rplC//ccmG//nuoB//ubiG//ompC//ydiP//yhiM//opgG//
GO_1901293_6	selU//lysA//prlF//prfC//rnpA//hyaD//asmA//rfaE//rnd//hyaD//lolB//hofN//casD//nrdG//rfbD//cydB//yggP//yfcP//cysP//lptE//ytfQ//yidK//glpK//cdd//murI//insB-4//insF-1//ispF//relE//tas//xylR//tyrB//waaO//mfd//fau//btuC//flgK//nrdH//rnt//ynfK//tdh//hybA//trpA//paaC//pal//nfuA//rpnD//radD//gph//relA//gutM//ddpA//cspB//dinG//ynaE//fucK//xerD//ssb//aer//yggE//ynbC//nrdB//qseB//yjfF//uspG//hemL//gntT//yadM//hypC//rplM//fcl//dinD//aroC//sucC//ybaT//
GO_1901360_4	secG//dmsA//insI4//nrdR//rsmE//opgB//cyoD//cedA//yjjU//yidL//rimJ//cysI//ydeM//folX//torA//rcnR//hyfF//torS//pphB//fieF//ccmE//sulA//flgA//ydcO//narK//cmoB//cysM//iscA//intF//ydjE//yihI//rpnA//rhtB//sdhC//accA//csiD//pldB//menC//alkA//yehT//cspC//ftsX//rodZ//glcD//xanQ//yceD//nusG//nemR//fimE//yhbQ//phnC//fabI//ydaN//mgtL//moaB//yrdA//glxK//znuA//ybaL//xdhB//glmU//fimB//yecS//ydfD//matP//arnT//lpoA//pflC//bioA//araH//mglC//nanR//mgrB//tauB//uhpT//ribB//tsaC//flgF//pmbA//rclB//zapE//yhaV//pth//yddA//higB//allS//galS//dhaK//pitB//tbpA//hycA//queG//yacG//nikD//ynaE//rutC//yoaA//aceB//yhdZ//tisB//paaG//epmB//yfeX//epmB//holC//ispF//yhbQ//argO//appY//nmpC//rfbC//ulaR//plaP//carA//nanK//ilvH//fpr//gyrA//ppk//cdh//ygjH//murC//maoP//rlmE//sspB//dctR//gstB//glnQ//agaS//actP//hemE//ynfK//fadJ//yceD//narH//ycjW//trpB//nrfC//cheR//uspB//cmoM//lepA//hisC//aphA//dgcF//ompR//rsmE//yedP//mdtF//ssuB//pspA//sdaA//glnE//hybC//aceF//galR//yhgH//panE//mzrA//obgE//arnB//gppA//rstB//hcaF//nupG//hyi//rfbX//ydiK//thiP//maa//lipB//metK//kdpE//actP//tonB//hyaC//ulaG//mltA//ptsI//ybdG//yhaJ//rodZ//fdoG//cdd//tdcE//ybdZ//ndh//rluD//xapB//clpB//cca//ndh//ilvI//ydfH//ytfP//ybiS//aldA//yiaU//ssuE//yehA//hemG//cspD//citG//frwB//hisH//appB//trpR//yhjC//kduI//yfdR//cptB//yidL//rutA//ldcA//speC//add//yhaJ//ung//nlpI//thiH//yieF//zapC//putP//bioH//clcA//asnC//focA//yjbG//yfeD//msrP//trpGD//mdtJ//yhcN//yafN//nlpA//purA//kefG//cdsA//ynfF//gspJ//hofM//relB//flgM//lsrR//mepM//flgF//mepS//nanR//ispF//yfcA//phnJ//blc//yeiG//codB//guaD//umuC//pppA//yifB//dacD//atoS//djlC//fimD//modA//cas2//nuoL//oxc//livF//yraH//manX//recT//hokB//cyoA//trmH//znuB//rluF//ascF//dnaN//acpP//fimH//slmA//pdeH//srmB//yhjR//ychF//yhbS//sdiA//yafC//yjhH//sbp//cho//galM//dacD//ydeM//dinI//acrR//clcA//wcaB//cytR//abgR//glgB//glvC//cra//lptA//ygeV//yfaU//opgH//yafC//dadA//galM//ycgB//nupX//opgE//yhaC//hflC//eco//ycjP//tusD//dut//cbrC//dicA//pth//fnr//obgE//aceF//gstA//luxS//menE//puuE//yqgB//hslO//rplM//leuC//yigB//mutH//yceO//rplL//recX//frsA//cheY//yfcV//cadC//ccmA//rpiR//yggF//yahD//cydA//leuC//yohD//casB//ydeO//yidE//cysU//cbrC//cspD//tqsA//fimI//dnaJ//rodZ//rclC//yafS//hybC//gyrB//yedF//metC//lipA//mtlD//yafE//recN//uvrB//crl//arnE//rzoD//yhdH//pstS//glgC//ortT//murQ//tabA//ybjX//glcA//dtpB//hybD//rlmM//asnA//ynaE//rfbX//chaA//rpsL//rplC//dhaR//yegV//rpmG//gcvR//wzyE//kdpB//adiC//dhaM//tcyL//recC//sgbU//rclA//tdcB//zntR//lsrR//polB//yijE//cecR//ydcP//lgoT//dxs//lolD//prc//glsA1//scpC//kdpF//endA//yciE//ycgV//entH//csiR//modC//clsC//rpsB//ibsC//yqjA//feoB//cycA//csgG//rimJ//elyC//mliC//slyA//fadD//dam//insE-1//pabA//katE//cysN//glsA2//ybiO//bioA//chbG//frwB//fdhD//leuC//argP//rpiR//rplT//rhaA//cysM//setC//rnb//ykfM//yrbG//hdfR//gshB//gsiB//ybhA//bioD1//torY//yiiE//yaiP//ligA//narY//nanK//alsK//clcB//casB//yfaV//yidD//ppx//fdrA//dgcN//speB//yjhP//rpsQ//degP//hha//cbtA//lspA//fdhF//tas//dhaM//cueO//purT//motA//ascG//feoB//aroE//ydeT//yoeE//tufB//ribC//potC//ribA//kbaZ//putA//bssR//uspF//tesB//zraS//aaeB//uvrY//fabD//paaK//fimG//nemA//argG//paaZ//rpnD//accC//rlmM//galP//rplB//kbp//appA//rcsC//pliG//dgoK//ycjW//fsr//yciK//phoE//rfaE//rimJ//chaC//feaB//dmlR//leuD//clpP//bioP//rpsN//acpT//yihX//dcm//mutL//ybaQ//metG//mltF//mscK//tsgA//rspB//trmI//cyoD//gnsB//phoA//prfA//maeA//phnM//holA//rpoH//moeB//yfaL//mutL//gntT//yehA//fecB//mdh//narJ//yehA//gshB//yciG//dmsB//ilvM//ybjX//ydfK//mpaA//sfsA//kdsC//araC//blc//degS//fabG//ydiR//iscX//bamB//narZ//malX//amiD//ariR//macA//manY//plsB//prlC//insH-5//zinT//mrp//agaW//rrrQ//rarD//srlE//yieF//fabZ//msrC//fliM//flhA//setC//rlmA//csgD//tusC//mog//wzc//cheB//tadA//recD//evgS//yadV//tktB//greB//galF//nrfB//phoR//ycbB//yceD//htrE//xisR//intF//dcuR//hypD//elyC//rplW//fadJ//bcr//rfe//yagG//msrB//gph//rlmH//recO//wza//waaL//ackA//kbaZ//yidC//rsmJ//setC//nlpD//sufE//cyoD//iscS//cspD//hxpB//lapA//ydaV//yfdG//sucC//galK//argE//mdtN//cra//dgcT//alsB//yciK//dinJ//glpK//rplY//trxC//preA//secA//metE//rmuC//nadC//rzpR//rimO//waaC//zntR//waaL//leuS//mtr//recA//corA//fliS//gntT//hofO//yciG//nrdG//glcD//glnP//ascF//glxK//nrfE//yhbS//narV//yeeO//ompT//dgcN//rsmG//speC//agaI//yjhG//gppA//scpB//idnK//fabH//ydjJ//prmA//cyoD//yrfG//yehZ//fimA//gltD//chbC//sbmA//sapB//patA//lptB//uspC//mtlA//amiC//guaA//rsfS//ybdR//fucA//narP//frr//rcsB//rdgC//yiaO//yceK//yibH//aroD//emrD//tnaA//def//yhjB//kdpD//metH//erpA//mdtI//tsr//hupB//dnaJ//fetB//nuoL//guaD//csgG//entA//rhaA//sspA//slyD//aldA//panD//ahr//gatZ//glpD//cysS//ccmE//purC//ybiS//rffM//ydhC//ykgA//livM//hxpA//btuE//yciV//ilvD//hha//prpB//ydcM//ygbM//mtn//cdsA//ruvB//sbmC//
GO_1901361_5	yjiA//fadH//fecA//mdtO//rpmA//elfA//araE//yfhH//adeD//gltB//lpoA//ppsR//fis//sohB//acpH//lexA//ldcC//rnlA//fliG//rdgC//ybjG//ykgM//hemA//hyfC//mdtE//diaA//ppiA//eamA//yjcE//lysC//udk//secG//ydiZ//chpB//gltK//hyi//glmU//nrfG//lpoA//yaaU//rne//rplQ//insH-5//rpsI//rpsP//cysK//argB//hrpA//cof//arfA//leuE//ybhP//feaR//fimD//xylF//coaA//ftsZ//ygaH//potB//yjjI//spy//pgaD//nadD//eamB//rplQ//yhcH//dinI//bglX//envY//betI//sgcX//leuS//ydcO//bssS//ssuB//opgB//ydcS//nuoG//murP//gpt//sdaC//ydeE//ydcR//menB//nadD//wcaJ//caiE//tsaC//rnr//ymfK//zipA//prpC//rutG//leuC//sapD//ispA//ydfK//rclR//thiD//flhD//trpS//mltF//fliM//dtpA//fimH//ptsI//acpT//rlmA//panZ//mlc//rsgA//ymfA//csdA//ugpE//rsmE//xanP//lacY//zapD//mntH//citX//aroE//ddlB//galF//flgI//yihW//cutA//
GO_1901362_5	csgE//fhuD//ldrD//ygeV//mobA//ydhC//yqjA//macB//yiaJ//ugpC//etk//aer//hns//cfa//fmt//sapA//fabD//gapA//nikC//phnP//treB//paaB//dsdX//cof//rnlA//speE//fixA//ybjD//aer//yobF//waaJ//gloB//envZ//flgA//aaeA//hypT//lsrC//csrD//ettA//kdgK//mdtO//ptsP//ycgV//csrA//yoeB//mngR//yjbE//uvrB//ftsI//insA-2//kdgR//yahN//ybcL//bacA//eutB//opgG//bioD1//essD//wecB//bdcR//mdlA//nfo//lamB//hslJ//nrfA//mcbA//ubiD//cnu//yobA//etk//rlmA//eamB//yihP//borD//ybjD//gadE//ybhF//cmoA//gyrB//lhr//rplS//proW//phnO//melB//mscS//galM//rhtC//yoeB//allC//rihA//puuD//yfhH//trpS//tyrR//slyD//cheR//lolD//pdeH//bcp//yhhZ//yggW//yeaK//rihB//chaC//rayT//dedD//pflA//yhfK//sufD//xanQ//amyA//rnr//pcnB//trxC//rplS//ycgB//bdcR//ratA//dnaG//nagC//rrrD//lysR//gmhB//rhlB//ymfA//waaF//cbpM//topA//elfD//sapB//yihI//lgt//pphB//folM//pstC//iaaA//ssuB//mrdA//dhaK//sutR//ftnA//ybhD//udk//hycH//pck//gntT//yiiM//abgB//talB//yjfF//rutF//waaP//yjhG//nirC//pflC//tauC//rhtC//thrC//kbp//aroA//mdtE//dam//flgE//gpp//pyrL//agaC//queD//nlpE//pyrG//ykgM//thiI//fis//fecC//pldB//malQ//intA//yraH//idnO//dicC//pdeK//ackA//insA-2//feoC//dcuD//araD//tas//hcaD//cstA//ybhS//ydjL//surA//paaA//kdsA//amiC//yadV//glsA//holA//cfa//fadL//rfe//clpS//frsA//yaaJ//pgsA//bcsA//mepM//lnt//rseB//hcaE//yjhH//selU//pdeH//garK//wzzE//ydiP//gapC//yheT//rplX//yraH//waaU//sbmA//ibsE//otsA//chaA//acs//dadA//yeeY//nimT//abgB//nanC//rayT//rhmR//fdnG//wcaB//torC//manX//idi//ddlB//umpG//rpsM//yciT//nanR//caiE//yeiG//bcp//ltaE//afuB//uvrA//torZ//yihP//pinQ//lpxH//rplM//topA//ycbU//yeeL//gudX//eno//argC//ybaK//fadR//fadL//hicB//yahF//clsA//cutC//gntU//glxR//folM//perR//ilvB//lacZ//yjjQ//mppA//fdhF//dld//fimA//waaQ//rpsJ//dut//bepA//gltB//rzoR//zitB//ybiJ//nudB//ynjA//gntR//ispF//pagP//ghoT//dcuR//livK//pstS//ldtC//hcaB//cbrC//coaD//yoaA//yjjX//ygfA//atpG//evgA//yqiI//trkH//bioD2//lpxT//alkA//upp//clcB//pflC//cpdB//gppA//secY//mtfA//ftsL//tdcG//cspA//ybjG//cas3//yrdA//ispF//rhlE//mutH//yehD//rnt//paaK//alaS//lsrC//cvrA//eutD//mlaF//yafE//prfB//agaI//yahF//rutG//erpA//yhjC//bioD//hpf//mobA//nlpI//purA//rsmE//hisP//cusF//sapD//ygaV//waaQ//oxc//ydgA//rplN//leuA//nrdE//chbA//yhcH//kefF//yihW//ygeA//cfa//ydiV//iclR//cynX//uidC//rimO//yhjX//mdtL//thrS//lpxL//dbpA//uxuB//ruvB//yagU//glsA//ydeO//alsB//dacA//tsf//uvrA//proX//yfdR//fucK//
GO_1901367_6	casB//nuoL//
GO_1901401_6	cmtB//
GO_1901422_5	metE//amyA//cadA//
GO_1901440_4	ridA//
GO_1901441_5	umpG//
GO_1901463_7	dut//
GO_1901530_5	atpD//ycjQ//yhaM//rpsJ//
GO_1901562_5	ynfL//
GO_1901564_4	afuB//ais//iap//nuoL//gsiB//slyA//fucK//dppB//recN//gspI//soxS//rplB//ptsH//yedP//yjbG//patZ//livK//sodC//asnB//aidB//frlC//ycbU//puuA//hscB//rplA//yjfP//proB//gloC//yhdJ//gntU//ykfI//umpH//glcE//mrp//edd//fdhE//tamA//yiaB//priA//rhaA//tcyN//ynfF//paaH//rffC//pcnB//cmtB//cysQ//aaeB//speC//truD//plsC//alpA//dcuB//phoE//casA//rpsB//erfK//aroC//hyfC//trmJ//bacA//rarD//yhcN//yehD//moaE//nrdH//yqiH//alaC//cyaY//miaB//hslO//alsB//rpmC//moeA//mhpT//nadA//ulaF//galP//mutS//wcaB//ycaN//csgD//menI//paaE//ygfZ//yigL//cusB//ybhP//gabD//hrsA//umuD//sgbE//nadK//oxc//tcyN//tusE//kdpC//ivy//potB//rplE//sad//yajQ//hemD//yiaA//nrfB//casA//ymdB//dgoR//rplT//cydB//ascB//pntB//paaX//yoaB//potI//metQ//tbpA//yfdS//purN//ygfI//creC//yeeL//sgbU//yoeE//atpC//garL//mnmG//rclA//bioD1//pdeL//ispB//treB//waaF//csdA//gstB//fdrA//mscL//artP//tmcA//umpH//rsmI//uxuR//selD//basR//yadM//frlR//yphB//artJ//fliS//putA//xapA//yjfF//ygdG//rplP//dicC//ndh//panE//lldR//ubiX//yihP//idnO//rzoR//minE//lysP//tehB//glsB//aspA//glgS//wzb//maa//ynbB//lptD//kdgK//cpdB//cnu//ydbK//yohC//ptsG//lpxB//ymfA//coaD//xapB//gatC//yodD//ydeT//rapA//rfbC//gstA//rpsJ//clcA//fryA//hns//tusE//gmd//pdhR//arsB//hemN//lldR//yafN//kup//rmuC//fadJ//adk//lptG//puuR//uhpC//dtd//ynjA//ariR//bipA//ais//ygbN//asmA//mdfA//surE//ispB//dctR//kdsB//ykgO//rluA//lasT//mglA//dmsC//nrdB//mioC//folC//ycfL//hscB//ftp//rpmJ//fepD//clpA//metQ//mpaA//mliC//znuB//lysC//cspE//rpsN//mdtD//yehW//recF//sufA//yaiW//fcl//yghO//rclC//kduD//lpxB//rhtA//ycjU//mdfA//yiaB//ftsN//glpA//bamD//yphC//lapA//tsaC//yihX//xseA//xylE//lptC//idnK//mgtL//potC//accA//mfd//recA//yraK//yjjG//glcF//rihA//secE//rtcR//moaA//asnB//rpsT//rpmJ//cmoA//ruvA//priA//yidL//pyrE//caiT//rnpA//yraN//rnlB//yagF//secB//csgE//alsA//pagP//relA//yddG//yebG//agaA//sdiA//rsfS//mdtK//envC//cho//ettA//aspC//metQ//tpx//crl//appB//dicB//potI//ydiK//motA//rplP//malY//aaeA//astB//mdtF//panZ//atoB//iclR//yahO//yibT//epmA//ybdG//yjaA//dedD//bfr//pfkB//opgG//lplT//cyoA//hsrA//yjjB//ubiB//dsdC//proW//ymdB//ndh//fliL//norW//perR//yjbB//rpiA//dusC//wzb//fbaA//cnu//hemG//chpB//ybgQ//uvrY//mzrA//cpdA//dedD//hdeB//ldtB//fepA//ldtE//prmB//qorA//mepA//yjhC//artJ//fepC//dgoT//fdrA//yqhC//dppC//suhB//rbsR//bfr//galR//bcsQ//miaB//ydcT//rhoL//borD//tolB//leuS//fpr//arnB//ydjH//waaC//oppB//eamA//ushA//yjjQ//pinR//cpdA//recT//idnK//tqsA//gadC//infC//hscB//paaE//ushA//mnmA//cof//ttdA//tsaB//panD//hfq//tnaC//leuC//iscX//udp//srlB//sstT//argD//mglC//mltF//yehT//yfhM//hns//yqhD//yrfG//sppA//higA//dam//sdaB//rplD//rpsA//rcdA//wzyE//rhaS//uhpB//ruvB//ompL//yhcN//ydbD//pphA//tdh//mfd//melB//pdeR//nhaR//yjjG//yjiQ//kdgR//ydbK//dapF//mtr//yghG//aroD//glpR//uspC//lhr//glgX//plsX//thiL//ycjU//yrbG//curA//qorA//nagA//purA//opgC//hyaD//waaL//yfaL//fadR//cpsG//pstS//yafO//truD//ptsH//pdeF//eno//folE//ytfT//zapB//dhaM//malE//rlmA//kdpB//sdiA//mdtC//fliG//iscS//bglA//yebZ//rsmD//trmD//eamA//napF//glgA//xisE//proV//ybiA//alr//cadB//ahr//yebK//uidA//rbsA//hdeA//puuR//kdpE//hns//fecC//glnD//tmk//ydbK//rep//kdsD//ybeQ//prfA//lpd//fimE//modB//speB//mlaF//yicJ//frsA//rpsJ//cysE//lyxK//wecE//yraR//surA//tar//hcaC//fimA//elbB//btuE//oppA//mdtO//dgcN//pdxA//yqeF//xanQ//rcsF//holD//poxB//rne//rof//nagE//hpf//rpsT//sgbU//ssuE//ycjP//fmt//yhdH//pgi//yqhC//speC//bcp//yqgF//leuA//glnB//ettA//lptB//gltK//ravA//nikE//leuB//murR//rnlB//aas//yjcE//ytfP//epmB//sxy//ulaD//secG//pdxY//pinE//nimT//hsdM//mqsA//yihT//rng//gltP//moaB//yeaE//gyrA//hypT//tnaC//adeP//mdtN//sbcD//purL//eptB//agaW//yjcE//rhaD//fryC//rsmI//eamB//yaaA//ydiR//fpr//amiC//hycI//ycjP//araC//pdxA//clpX//yqjH//ribE//gltS//nrfB//hybG//lnt//allS//mgrB//yfiR//nikC//hscA//ydcO//pppA//malP//pinR//holB//rpsQ//ttdR//ghxQ//prlF//phnM//ynhG//soxR//yjbB//ogt//holD//trkH//menD//phoU//mngA//rhoL//cydD//rffG//malY//abgB//dgcE//cadA//fdrA//yidA//rbsB//dppB//yqjH//eptB//arnD//dnaX//hslU//gppA//rcnR//proS//prfB//pspG//gsiA//gatD//rlmN//rfaB//rhlE//yraJ//ftsB//puuE//yadM//fhuB//torS//gadW//glgX//edd//manZ//pgaD//yagE//grxD//clsB//yfcG//bioD1//yfhM//hybB//dkgA//glnL//yhbX//fryB//rusA//ybjG//mfd//zitB//elfA//rpmE//sgcA//nmpC//ymfK//qseC//ydiF//aroP//gpmM//ugpE//mntP//murE//thiL//waaP//ygcO//glnQ//fhuC//lrp//sdaA//rho//lnt//uspG//sdaB//ykgF//zur//rlmH//asmA//fruK//yejF//maa//cspI//glpC//ndk//trpS//arnT//glcB//fliA//ribA//lacI//yafN//lhr//tilS//dinB//ydjJ//bcr//malG//waaC//mhpB//yfdK//mscM//melB//kdgK//cpsG//yddG//tilS//ugpA//mtfA//flgK//yhjG//srmB//dppC//ybiS//fimG//rpsS//ycbB//ibsE//minC//alsB//kdpA//rclA//asr//ypdI//secF//prpD//rimO//fumB//rimP//selB//ackA//rnc//mlaE//
GO_1901565_5	trpS//frlA//mzrA//zitB//cmtB//ytfT//yedP//rplE//lrp//cho//purC//nanA//cpxR//tesB//mfd//rsmB//torS//rihB//hisS//gutM//yedP//nagZ//ppiD//hsdR//agaD//nusG//xylE//elfA//mgtL//phoA//lysA//nhaB//gsiA//acnA//acs//kilR//cbrC//trpA//mutL//mutY//dgcZ//rihB//mdoG//bioD1//speC//ypdF//xylA//entE//rnlB//rpsP//mcrA//moeB//hxpA//nrfC//accD//rsmB//deaD//ivy//mutL//yhdJ//aceF//gltP//yciA//fimA//dtpD//abgR//fumC//ybaE//prfB//metG//ulaB//bamB//rpsQ//srlB//yfhH//rplM//srlE//moaB//phoP//rplW//uidC//gpp//holD//rnlA//aspA//mhpR//recB//uvrD//rrrD//entH//murI//lyxK//gabP//yfdK//moeA//yhcN//ydcO//yfaU//pphA//iraM//zraS//prc//nanR//flgE//msrA//glpA//bhsA//relB//rnc//rfaD//kdsC//mdtN//idnK//trkA//mfd//rcdA//apaH//seqA//nhaR//yqeA//argG//ybdR//ygbL//alaS//ugpB//yjhI//ydjE//cdh//nei//recB//rplO//yeeA//tmcA//cstA//
