#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	arfA//lsrK//deoC//pepA//
GO_0051188_5	yjaZ//mngB//yafN//arcC//mdoG//yhaC//allB//ybiT//treF//hldE//mukB//cheZ//aceA//blr//fadD//sucC//yraN//cueO//murR//nrfA//yfgI//waaO//gpmM//yciF//wzyE//mutS//potE//purD//yebS//degS//trmB//dadA//acnB//recJ//cusS//alkB//asnC//sugE//ubiB//dgoA//tsgA//cdaR//citT//msrQ//ybjC//stpA//gapA//rutG//yeeO//dgoD//folP//ssb//ydbK//waaQ//flgC//caiT//agaS//xthA//hsdM//ibpA//dctR//sdhA//ycaN//pyrE//rsmA//fumA//nikD//fliG//yjbF//aceA//rffH//radD//sufS//dcuC//ghoS//pykF//nrfA//etk//tsaD//btuE//rfaD//sppA//xylR//rng//yjiR//cvpA//secA//sgcR//sbp//rfbB//sodC//fadD//hprR//pflA//marA//priC//ynhF//znuA//ydcR//narQ//bipA//rpoE//priA//phnC//greA//uspB//idnT//ldtC//hflK//cspD//dapB//cobB//mglC//bioA//aroB//aaeA//yaiP//cmtB//hypT//zraS//csgD//ttdA//yjiY//lasT//nupG//nrfC//flgJ//yqcG//ldtE//yfaV//tauD//lptF//insI-1//lptF//fliM//yjcO//mhpB//cysH//rluA//frlC//pspG//prlC//yaaY//bisC//narW//dsbG//
GO_0051189_5	ibsE//arsB//yhaV//nadD//accD//bhsA//atpC//rcsF//maa//arnD//msrP//xylA//
GO_0051191_6	yijE//
GO_0051193_6	malY//hybD//cusF//
GO_0051195_7	yqcG//
GO_0051196_7	mntP//
GO_0051205_6	lapA//ybhF//ynaI//elfD//yohD//rppH//rbsA//yjfP//fepB//hldE//
GO_0051223_7	yihT//amtB//tauD//
GO_0051224_6	ldcC//
GO_0051234_3	cdd//ydeP//aroF//mgrB//udp//pta//ompT//satP//srlD//map//osmF//uxaC//citX//cdd//treF//asr//tehA//slyA//rpsO//tktB//pstC//fsr//lsrA//recB//bioH//dcuD//lldR//gutM//glnL//fepD//yceK//ybhJ//rbbA//allB//yadC//agaW//lpoB//rclB//plsX//ycgV//bcr//yrdA//ribC//ubiB//cysE//phnO//aceK//emrK//tdcA//fruK//dld//preA//menF//yfcS//yfcU//dnaB//preA//yqiJ//bcp//ptsH//rna//alaA//pepT//rutD//yhjV//frwD//yedP//nikA//hycB//grcA//ulaF//dppB//metR//fbp//bluF//ydcS//galR//sdaC//hisM//gph//cheR//artP//yijE//tomB//ybhF//cusS//tadA//cusB//tar//ulaE//trpS//ydhJ//yfdG//gatY//lysP//yfdS//minC//rbsK//dcuB//symE//sodC//csgA//tyrB//ycdX//epmB//sbcC//cspD//fimB//hiuH//mscM//ibsA//mglC//ahr//tufA//yfdO//folP//agaB//acpH//hybO//ilvN//pspC//treF//seqA//dfp//cyaY//flgE//dmlA//thiL//fdhF//yifB//osmC//yeeO//glcB//mngA//ettA//serS//opgD//ymgA//phnH//proA//allC//yiaU//rcnA//emrB//yidC//pspG//yqhC//mcrA//satP//nrfD//rpsA//yidD//yieF//cra//ydjM//ybiH//bioD2//appC//ygjR//rne//insH-5//rclA//rutA//yahO//cutA//msrP//hrpA//folP//rplS//fumC//mutT//glnE//ttcA//gloB//elfC//hcp//ssuB//gfcE//fimI//dcuC//araD//etp//pspG//ampE//nudC//envC//ybhR//rcsF//uvrC//ydcT//mdtC//asmA//ackA//aceK//hypA//znuC//mtlA//dgcN//dgcF//nanC//gadW//wzyE//tomB//fdoI//chbG//epmA//dinQ//yebZ//adk//mepA//yiaL//dhaR//manA//hslO//yjbG//ybhD//thrA//mcrB//putP//idi//glnH//hdhA//nikA//uof//yneL//yggX//yidK//atpG//spy//idi//pgk//nagE//yfeO//mnmC//pstS//fabD//hdhA//gadA//mnmA//hybE//waaU//lgoT//idnT//ddlB//chbB//gloA//rpe//murE//efeO//yafQ//yrbG//malQ//frvR//nlpA//plsB//pheP//cnu//iscA//raiA//tomB//trkH//chpS//fecA//ybhP//mipA//glmU//zntR//yfbR//pdeD//yhjX//ilvL//lldR//ftnB//sbmC//flgE//ssuE//hsrA//cynX//acs//ilvL//tgt//tolC//yfbV//intQ//fadD//dcm//eutB//ugpA//leuB//rlmJ//chbB//galS//mhpR//hmp//yihP//lacZ//fecA//mog//pphB//iscR//mtr//fic//yabI//srlD//mdlA//ybdZ//mglA//yabI//glpT//barA//atpC//metK//tdcC//cbl//ilvM//murB//tmk//ydiV//stpA//ispB//pcm//fumC//mntS//manZ//rsmC//ulaD//ybfA//rpsE//mlaC//acpH//rffG//ibaG//recG//sdhD//kefB//dmlA//malG//glpF//ybcF//lpxD//kdsC//caiT//tdk//rhaB//hcaB//fabB//ribD//aslB//kdgK//dgcM//recO//nfsB//chbB//aceB//ompW//gadX//yjjG//umuC//casA//ldcC//adeD//atoS//kdgK//gltD//mlaF//proS//ttdA//ispF//rcsA//hdeB//yehZ//hisG//potA//kdgK//yijE//glsB//tnaA//cysS//aroB//zipA//trmB//moeB//srlR//lhr//trxC//tyrB//sgcA//puuD//zupT//rpsA//ybiS//ykgO//ybeF//ygiV//gntK//recB//galF//glk//trkA//rzoD//patA//topA//hupB//uvrC//dgoA//tusB//ynfL//hybG//guaB//xerD//tufA//aaeA//yigL//ybcM//fepG//yiiE//yahI//ddpX//hycI//dinQ//mukB//ydfD//manX//ybjN//ebgR//envR//evgA//norV//rbsD//ynfE//sgbH//sppA//ycjU//dinG//ybdM//ygfZ//relB//uhpA//ycfJ//trkH//ddlB//gph//yqgF//manY//mlaE//atoC//bamA//rplS//argP//cadA//hofM//fucO//tdcA//fcl//glnP//yieK//yohD//yajQ//ymgC//dsbD//cecR//ybhS//mngB//hybG//ldtD//yadV//feoC//prpC//purL//modC//rpsT//ybbW//arsR//mltG//degP//nupC//tabA//malG//yahD//frmB//ascG//proC//metC//ybjL//lpoB//glnK//ydiK//yqhD//mdtA//fadK//yodD//ymfK//lapB//patA//puuR//ilvM//sfsB//gntT//rplI//fbaA//yiaN//mdtF//yihW//sfsA//araD//fdrA//rlmF//znuA//rpoH//mlaC//cbeA//agaS//hofP//lrhA//yodD//ulaB//yfaU//gpmA//yhjA//hyi//manZ//uhpA//guaA//yphB//appY//cbeA//ycbB//recN//nudF//ftsK//hybA//acpT//betT//yagF//alsK//obgE//gyrA//yhjD//yagF//perR//ybhP//opgG//aspA//fryB//dcuB//rnlA//msrC//hemE//mrcA//hofN//accD//fkpA//yedP//pepA//prs//ftsI//yehW//oppA//sspB//rffH//yebK//wcaJ//gabT//zwf//hcaT//ybjG//ais//ygiW//rsmG//dsdA//hda//betB//rhlB//satP//tsx//fetB//yceK//oppC//trpGD//zapB//rhmR//argH//ymfA//truB//ruvC//ribB//yqgF//hfq//ackA//mhpB//ycjQ//rplP//fnr//hdeD//amyA//yaiP//nikD//pstC//rof//uraA//hdfR//tatC//dacC//mrr//glgX//gadC//
GO_0051235_3	iscA//fabI//yjjU//
GO_0051238_4	fadL//nusA//rsmB//
GO_0051246_6	mmuP//waaS//puuP//rffH//sspB//ydcS//cysB//acnB//mazG//yiiD//tusD//pal//fes//pnuC//ttcA//syd//selB//prmC//kdpD//rssB//tnaB//acpP//dinB//cyoC//gsiC//tap//dsbD//yhfS//mdtN//tatA//fepB//yiiM//yehD//yibF//creB//trmI//wzyE//pflA//garP//ygeW//sfmH//trpB//gabD//lyxK//dgoR//rhaA//malF//gcvT//hdeB//dbpA//ecpR//hicB//cyoD//
GO_0051247_7	ilvC//mglB//nlpI//hemF//dicB//sfmD//apaH//rpmJ//copA//ilvC//ccmE//
GO_0051248_7	yiaL//ilvD//pspC//ybhR//rlmD//accA//osmE//wecB//flgE//ivbL//lacI//gltS//norR//ihfB//hsdR//metR//ssuB//yhaC//yhaM//yjhC//dinD//purU//eptB//ydiB//alsB//malY//opgC//yggE//yfaV//eutK//hisG//
GO_0051252_6	pfkB//ytfT//folP//panC//mcrA//dmlR//ycfH//ybbW//uhpA//ydcI//envC//ygfZ//ung//dacC//hrsA//dusC//yggD//umuD//pal//znuA//ilvH//cobU//ispG//borD//tsr//gcvP//rph//ybiX//thiI//ybcJ//yagJ//flhA//recJ//tktB//pykF//tktB//upp//lplA//aroE//nrdG//sufC//ybjD//oppF//yjhG//phnK//pdxH//rplM//insI-1//sgbU//ybdH//fabZ//caiF//acpT//gltL//yeeJ//garR//hofC//paaK//degQ//sgcE//mqsA//rfaD//flhE//fdhD//rtcB//fepB//hlyE//nepI//livF//gnd//rlmC//yhdJ//yjhC//poxB//flgJ//rapZ//argF//mdfA//gpt//metN//rhlB//ybfA//fruK//mlaD//torC//rnb//mtlA//crfC//nrfG//galF//tdcD//frlC//galE//hcaD//dnaX//nrdE//rnt//aspC//lapB//nrfD//glsA//mtlR//rhtA//adhP//glgA//ybbY//focB//creC//ydcI//sppA//uxuR//groS//yhaJ//iscS//apt//acrE//nikD//mtfA//gluQ//insI-1//npr//livG//chbC//hypD//lpoA//fliK//allB//pgaA//ttdA//feoA//potE//yfaL//rhaR//yghU//glnE//ompG//mnmG//purB//bhsA//cheW//ydgA//rplQ//ycgV//mdtO//pntA//envR//rhlE//gspJ//tynA//yjbF//patD//yagF//acpS//lsrG//menI//bglX//ulaG//tag//hofC//degP//umpH//sfsA//wcaB//dgoA//queC//epmC//hyfC//zapE//ydeM//yfiC//clpS//yqiH//aroD//fixA//sulA//elbB//pyrC//argS//dtpC//lysO//mltA//mhpB//rhaT//roxA//frc//bcsQ//acrR//uidR//yjjW//bsmA//flhA//emrK//leuB//lit//acrF//basS//fetB//entA//nudF//rbsA//nsrR//ada//ulaB//xdhB//yjjI//mdtP//ydeT//mdtM//uidA//tdcF//fryC//wzc//gpr//soxS//mpaA//amiA//lsrC//fliT//cecR//prlC//dhaK//aldA//hisQ//yhcF//ptsH//polA//soxS//tusC//bglF//yphD//yafN//flgC//tgt//cydA//dfp//yqgB//yeaG//rhaB//torD//cysK//ccmC//ftsN//moaB//trmI//allS//frvB//fliG//acs//yegT//ulaE//selA//mhpB//umuD//ycjU//ynjD//rpmJ//rbsC//ynbB//rihA//rpsQ//nadD//glgS//nimR//nusG//rpsR//ycfJ//dld//ampD//fdoG//insH-6//hsdR//lacY//srlE//fumC//hfq//patD//ybhR//nei//
GO_0051253_7	bcsQ//rsmF//potI//yhhY//narU//ybjI//fimZ//yfdR//dsdA//mdtA//paaX//pgaC//selA//prpR//csdA//yqjH//tusD//msbA//dnaB//mlaF//aas//thrB//dusB//yhcD//mdoG//asnS//lldR//rlmG//nadC//dtpD//iscR//glgP//phnH//trpGD//uxaC//ygfX//secA//setC//dnaJ//rsfS//treC//chbB//tusA//abgT//yqeG//frsA//ycbX//rlmH//araB//hyfA//flhD//ispB//ubiJ//tqsA//ulaG//gatC//yfjV//arnE//rnlB//carB//fabI//sgbU//eutK//kefF//ybbY//ilvD//ydgA//tktB//rfaE//hypB//ttdB//mug//gpp//uxuB//phr//pyrD//recD//allC//rpmB//artI//rfaD//trpD//ribD//cpdA//parC//yhdH//yadC//cysH//ddlB//cnu//yjjX//htpX//malF//tdk//ftsK//yiiD//rffH//rpoD//sgcX//
GO_0051254_7	pheA//xapB//pyrG//tyrA//flgG//ompW//mdtA//ada//hofQ//ycjP//mngA//nfo//tag//dnaQ//purT//hyaB//betT//yehD//rplJ//murJ//hcaD//chbA//yadI//yddA//nfo//intE//pcm//ribC//thiM//ulaG//glpG//nanS//osmC//ygeX//agaV//ymgA//yggW//glsA//tyrA//menC//moaB//ispB//gadC//mdtD//bcr//pnp//rfbB//yeaG//zur//tyrR//acrE//rrrD//mppA//baeR//infB//csgB//cydA//yhjX//elaD//pldB//cmoB//hmp//hupB//gltD//prc//ldtD//yehP//bisC//yhdX//puuE//intZ//idnO//pstA//uhpT//garK//
GO_0051258_7	plsB//
GO_0051259_6	mltA//yiaL//yfaV//ydjL//sodA//ulaB//fhlA//aceF//fabH//elaB//yhaJ//paaA//tktA//tktA//nrdA//rcsC//pgaB//yggD//yadC//gnsB//recR//zntR//yciA//arnA//eco//narY//nrdF//yedP//mscK//abpA//cmoA//glsB//dnaT//cadC//msrB//clpX//rsmB//gluQ//lpxK//yehP//csiR//aroC//dpiA//hemF//sucC//fliS//pppA//yfeX//pth//cheA//hdeD//
GO_0051260_7	araG//waaU//crp//lysP//yhhT//rfaQ//leuC//actP//rlmJ//coaD//ilvH//kdgT//acrF//yhdW//sapC//mobA//appY//pspC//miaA//uacT//rhaD//hsdM//yfhM//yfbV//yhhZ//hyaB//malQ//hybO//mdoD//yjbH//hemD//cusF//uxuA//ribA//ycbX//dfp//oppD//yfcF//yfaE//mocA//casC//yehY//ibpA//fhuC//ygaV//gmk//pfkA//
GO_0051262_7	ynhF//ilvE//torI//yhjB//uidA//bcp//proX//rplL//yjjU//ynbB//cspB//ibsB//glsA1//treC//yjjQ//yidP//rbsD//sfsA//rpsD//nlpE//ydhJ//alaS//yieF//pspF//metK//uvrB//pepQ//fadI//nadC//dxr//wzyE//yheT//cdh//ibsC//ybaO//bglH//
GO_0051270_5	yggT//yeiG//ygiV//cspG//xylF//nanT//elfA//pdxA//cpxA//fimI//potI//ssuD//ygjR//lipB//adiY//apt//
GO_0051271_6	rnlA//pflA//blc//tldD//iraP//yfcA//sxy//sgcB//hyaC//
GO_0051273_7	ribC//rfaD//lptC//tdk//basR//mreB//phoB//
GO_0051274_8	fabD//tatD//yiaB//yjaZ//ppk//feoB//cusA//
GO_0051276_5	bioD//rutA//acpH//rplB//ppiC//yehX//ispU//rhsD//murG//yddL//pspD//birA//wecC//nadE//narK//acpS//queF//yjjG//fhuB//yieH//iscA//yciT//mgrB//pyrG//frdA//fliS//
GO_0051289_8	lpxK//ygjR//dinB//ycjY//murD//yjeI//prlC//yggT//cdh//gadX//prfC//alaA//yfiC//minE//lolD//ldhA//argR//pepA//hofP//yeiL//metE//aroG//aslB//ompG//yehU//maa//ribB//aldA//yebQ//yfdO//nrfE//abpB//yraI//nrdR//hisG//htrE//
GO_0051301_3	waaU//yegV//nanS//tdcC//gppA//ydhJ//maa//yraN//trpR//mrcA//pitB//murR//ybiO//arnF//yjjU//ddpA//betT//infC//ptsN//clsB//arcB//murC//mdlB//lpxD//yhaC//entA//selA//alkB//gntK//fadL//rpsE//caiE//mrcA//topAI//nikC//ycgV//
GO_0051302_5	hcaE//rutC//rutE//yeeO//glpR//hypE//yggT//argI//qseB//iscX//gmk//proS//cusF//folP//
GO_0051304_4	yieH//
GO_0051336_5	cnu//fdnH//fhuD//fecD//ugpA//purU//xisR//mhpR//nhaA//yejF//ihfB//xylE//purT//fimC//mutY//ssb//mdtA//sbcB//guaD//ispF//malI//murB//rcdA//bglF//hicA//
GO_0051338_5	galK//yhjR//yehC//cysH//
GO_0051339_5	yjhP//
GO_0051341_5	phoQ//yhhT//
GO_0051345_6	yhdZ//astB//ydcZ//recR//yeiE//wcaB//nuoE//solA//
GO_0051346_6	alaC//yiaU//epmC//ybcC//sucD//ycgB//hypB//rnhA//argE//uvrC//lgoT//
GO_0051347_6	trpL//narQ//
GO_0051349_6	dinG//
GO_0051353_6	zraR//fimB//
GO_0051391_8	cmoA//
GO_0051409_4	hyi//phnK//
GO_0051410_3	hypE//
GO_0051452_10	prfB//
GO_0051453_9	frdB//hsdR//dicC//gntK//hypF//treR//appB//rpnA//
GO_0051454_10	emrE//lexA//truB//ibpB//setA//
GO_0051476_7	prfC//
GO_0051484_7	elfD//
GO_0051493_7	gppA//
GO_0051495_8	lptC//
GO_0051595_6	ybhR//xylF//yqcC//ubiB//pgl//
GO_0051596_6	dnaE//soxR//ydeM//minD//hcaF//nrfD//uvrB//glgB//hemH//hxpA//pspD//yeeL//dctA//yjiX//ygbM//cspD//recD//serA//ydfD//yjaZ//nikR//yfaV//tdcE//gppA//yedP//ygiS//gspE//ravA//
GO_0051599_4	artM//
GO_0051603_6	ruvB//hisA//appA//rcnB//kdgK//cspE//
GO_0051604_5	yceO//iclR//eutA//hisC//phoE//rnb//rppH//clcA//holA//ftp//yeaV//fliL//yagF//mgsA//intF//rlmG//rpsI//yajQ//rluE//rplW//mcbR//murC//phnP//glnH//nuoL//cheZ//rpsR//npr//hisD//envZ//sufC//elaD//sgrT//yccX//yidL//pepQ//dnaA//aroG//hyfF//ybhA//
GO_0051606_3	yrbG//nhaR//
GO_0051607_4	sspB//ssuE//sgrT//yidK//ycdY//ydjL//ahpC//yhaV//fixB//mqsR//
GO_0051641_3	argP//pstA//ydaV//yihP//yhjA//uvrC//ycjU//agp//livJ//rsmG//gntP//potB//yceO//parC//bglF//asnC//eco//recC//acnA//dcuB//ulaA//cbrA//bioC//
GO_0051649_4	dacB//zapB//aaeB//lptB//nikE//lpxH//rodZ//radD//prc//rsmB//fur//rpnC//yegT//
GO_0051651_3	hisS//rluD//yfaL//
GO_0051668_4	glcA//
GO_0051691_5	phnK//mtnN//
GO_0051692_6	rfbX//panZ//
GO_0051701_4	serA//pnp//csgG//hybA//rfbX//slyD//bcsA//cydC//mdtB//ravA//rlmN//kdgK//betT//priB//setA//rcnB//
GO_0051703_3	ompL//yiaJ//gcd//yejF//dmsA//gloA//yaaJ//kefC//
GO_0051707_3	rbsB//ybaQ//otsA//gudD//deoD//msrC//srlA//yebS//pldB//cpoB//ynfE//yraN//cyoD//mdtP//
GO_0051715_4	hisM//
GO_0051716_3	iap//mltC//torI//crcB//coaA//aroA//efp//rpsJ//lpxT//mltC//yigL//frmR//mlaC//sfmA//yjhG//ade//gluQ//galM//ydjM//ydcS//phoA//rhaR//dgoD//potH//mutT//ynbC//glxK//ytfT//intS//potH//narK//ycfJ//ycjQ//ushA//fixC//secF//mdtA//symE//cpdA//prkB//nudC//fau//mdoG//betT//yggF//insA-2//yneE//ilvB//dsbD//rnb//topA//ompA//nuoM//yefM//cusB//chbR//paaJ//yhhT//malX//rpsN//iclR//ispF//tmcA//yiiE//nagE//opgC//yjgX//agaI//ilvD//opgH//dhaK//yjaZ//fixC//yafC//glsA//pckA//csiD//yghW//ydeO//deoA//hipA//fimC//hycB//polB//yiaT//nfo//crcB//ygcW//cdaR//tnaC//cmk//ybhP//pcnB//yhjR//dgoT//rhsD//ydbD//sgcC//arcB//tolQ//ydeE//ychF//sppA//srlB//glcB//frdC//ydjE//pfkA//rssA//murG//rlmA//allS//ftsN//queD//fadK//selD//alsC//xanP//yehY//nrfE//rodZ//rnt//ptsG//fnr//lpxL//rsgA//tusD//yjjX//yfcG//ycjW//btuE//chpB//apt//ygfI//yjeH//otsB//actP//gyrA//leuD//hupB//ilvC//fimD//trpB//yoeB//degQ//panE//citC//cycA//tatC//matP//rihB//purL//pabA//yjcO//tktA//yciT//ccmC//pdeL//fixA//mutT//yfdR//ravA//hcaT//tusB//ygcR//miaA//ycfS//rluC//ydiO//yjiY//fimA//bhsA//lysS//rcsF//hns//ruvC//pspD//rfbC//mlaB//nuoN//yfcF//sgrT//rsmC//flgI//slt//zntA//osmC//gabT//waaZ//ycjD//gadA//ybiY//arnF//zapB//ygbL//cspG//tsr//efeO//cyoD//glgP//hypF//hybC//ttdB//yehC//torC//dgoR//mqsR//fadJ//ybjC//xylR//rcnA//chbR//bolA//bisC//ybbW//rluB//trmO//rnhB//gltL//pdeR//ybbY//ydiQ//puuP//tolB//cysU//rutB//thiD//zur//gppA//waaB//dbpA//hisF//hypT//gatA//pepN//lldP//mnmE//yejE//thiE//yhcN//zapB//ppx//hprS//glxR//nuoM//artI//atpG//chbB//gor//ivy//cas1//rlmD//norW//narP//hybA//glmM//accA//ydjK//chiP//mtr//hrpA//xylB//ansA//holA//casD//mhpC//oxc//yjjB//ycbX//clpX//zapA//ribB//glgA//narI//hyaD//matP//rhaD//gstA//yjiR//gadW//msrC//hldE//pdeK//deoR//glnL//yghO//lpcA//ydcS//galT//mocA//bglH//htrE//yddM//kefF//yahF//iscS//fliZ//dmsB//yadK//yjjU//xapB//ebgA//yehY//fimE//opgG//dhaK//nirD//ldtB//narX//ynfE//glrK//frlC//rplX//btuC//ygbL//glpA//fumB//pldB//mtlA//corA//dcp//rbfA//proP//ybaM//phoE//yhcN//rdgB//coaD//cdaR//glpC//lptD//iraP//nuoG//rpsP//fepG//kduI//murF//htpX//mdtM//insH-6//dam//yebQ//yeeO//hemB//yjiM//ydjH//ymgA//bolA//btuF//mtnN//fdnH//pdeR//ilvE//rhlB//sixA//hypF//opgE//ydjM//bioF//
GO_0051726_5	yiaM//ychH//apaH//cobS//ybcJ//
GO_0051781_6	yjaZ//alaE//
GO_0051782_6	hslR//yajD//nrdR//rffH//tusB//ytfR//cbrA//
GO_0051788_5	arnD//
GO_0051790_7	yqeG//
GO_0051806_6	dacD//sdiA//yadV//yqhC//rcnR//bsmA//ileS//entS//
GO_0051817_5	atpE//gmd//perR//adiY//
GO_0051818_6	rlmE//xylR//yddM//uspG//
GO_0051828_5	clpS//frlR//oppB//aspA//csiD//mngA//ascF//dnaC//
GO_0051883_4	pyrF//ydeO//prpR//rsmI//
GO_0051977_7	mliC//
GO_0051983_5	waaA//
GO_0052126_4	cyaA//birA//rfbC//yhcH//
GO_0052128_5	csgE//
GO_0052131_6	mnmA//
GO_0052192_3	frlC//chbG//prfA//xylF//
GO_0052547_6	yehB//fadI//yfjV//
GO_0052548_7	rsgA//bioD1//
GO_0052646_5	rbbA//tsr//mtlR//dgkA//potF//
GO_0052652_8	ubiF//yhdH//
GO_0052653_5	ynbD//
GO_0052777_7	osmE//mtlA//
GO_0052778_6	intA//yabI//moeA//
GO_0052779_5	yehD//yiaA//rpnD//
GO_0052782_6	sucC//pdeF//
GO_0052803_5	tcyL//relA//ydiR//tatD//waaU//oppA//tufA//flhD//
GO_0052837_6	skp//
GO_0052838_5	dsdC//
GO_0055062_9	glgP//
GO_0055065_8	rfaC//folX//yhgH//fabA//lsrB//potI//serB//gutQ//rpnC//pstS//nudB//mioC//yehD//lldR//pcnB//csgA//rnc//speF//tusE//rfaF//sbcD//ydeM//relA//tufA//truB//ubiF//
GO_0055067_8	rnd//pnuC//sapC//yihW//gntK//mrcA//surA//metR//yrfG//tehB//hflC//ppsR//
GO_0055069_9	elfD//
GO_0055070_10	nirB//mnmA//xerD//ompL//rihC//fetA//
GO_0055071_10	rna//
GO_0055072_10	pspG//flgH//dcyD//ybjL//yraR//gshB//tdcC//nepI//flgG//deoA//ybcQ//menI//rclB//ccmA//
GO_0055073_9	gadW//
GO_0055074_9	hinT//
GO_0055075_9	rimM//
GO_0055076_9	fhuF//sufD//uvrA//oppA//menE//pspC//dhaK//yidA//kduI//yneJ//phoR//iscR//ulaD//sapC//yjjQ//hemF//ibpA//bssR//livJ//ydiB//mepM//selB//
GO_0055078_9	lsrC//argT//surE//
GO_0055080_7	puuE//dicB//mgtA//hisQ//gyrB//dgcE//nsrR//narW//tauC//dmlR//narH//yeeA//cdsA//dhaL//rfaB//appY//rbn//ubiA//relE//yfaE//holD//ydcT//ybjG//ssuB//ibsD//metE//atpC//der//mtn//truC//yfiE//fryB//fadL//opgD//slyD//
GO_0055081_7	rutR//
GO_0055082_4	dcyD//phnK//atpG//ybeY//dapA//csdE//xanQ//rph//plsC//moeB//yehW//yhjC//aceF//ygaV//mdh//yjhI//fepE//recO//xylB//msrB//hcaT//hyfA//hcaE//maa//ygaV//fmt//dut//afuB//yraN//yfgJ//cydD//thrS//yafQ//zraR//
GO_0055083_8	zapE//
GO_0055085_5	rbn//rpsM//yfjR//tdcR//bssS//lldR//panF//dsdA//hisD//baeR//pspD//rutR//oppC//rplT//hcaF//adeD//oppA//arsB//galE//rffT//rarA//ldrA//insI-2//livM//glnL//yhaV//napA//paaG//bglF//bssS//ettA//yhgH//fhlA//yjcS//tcdA//phnC//ygeV//xylR//prpR//yihX//uhpC//gadX//recT//thiD//rcsC//narU//intA//umpG//ycjP//ydhC//insB-4//ffh//vsr//yijO//phnO//mdlA//yceD//ygjH//yihV//hicB//hofP//ghxP//thyA//nlpA//cutA//ychO//pstS//rnb//narY//tldD//cpxP//trpR//ybaM//bglF//pgaC//nfo//rluE//exoX//xanQ//chbR//flgF//yeiG//yihV//uxuR//rplK//rbbA//hprR//yggF//lptB//diaA//cusS//bioF//dinI//yhdZ//xerC//rmuC//frlB//rcsA//proQ//uxuR//dinD//hflX//rsmJ//apt//dnaN//bioB//rhaM//pgi//mltA//ybiX//hcp//priC//insI-1//yidL//fixA//mutY//argF//aspA//flhE//rapZ//glpB//mcbA//lpxC//elaA//ubiH//ftsE//elfD//yiaL//yjjQ//glrK//astC//betT//yccX//speE//tatE//mtlA//ompG//lapA//pppA//dmsC//yehB//yfdC//umuD//envZ//lepB//fepD//arnB//gutM//bioD1//yraR//uhpC//agaI//prfB//lldD//hybO//fdoG//galS//fryB//hipB//minE//bisC//yfdR//chpB//cyoA//cmoM//trxC//stpA//cysG//yjfF//yeeY//frc//rsmE//sapF//frr//ybhF//xylE//queF//flgG//nlpE//valS//preA//insB-2//yhbY//gapC//trmL//agaR//hemD//argG//rspB//ispF//fdnG//rplW//pckA//apt//dgoD//shoB//livM//ndk//tynA//yadK//pdhR//lgoR//rodZ//yjbG//creB//sbcB//pepQ//rplJ//cheY//hokE//sucB//kdpD//rusA//nanK//yeeL//sugE//ftsZ//murG//gyrA//panC//nuoG//rof//galT//mreC//agaC//chbG//sodA//menF//fliT//napF//dtd//cysG//plaP//kdpA//dnaJ//gntK//hcaB//arsB//gutM//ydcP//ydcZ//hsrA//norW//epmA//csgD//rluD//yadG//mcbA//fryB//ndk//bfr//fucP//rmuC//relB//rpmA//ibsD//sugE//lpxD//amyA//talB//mdtD//ybdG//hokB//yeeY//prpR//ftsK//flgH//yhbY//exbD//xylE//ydhK//prmB//yggN//ydcP//rluC//uidR//nagD//iscX//entF//lasT//eptC//secG//rluF//hemF//fruA//fmt//flgK//gcd//appA//gcvA//yddL//ydcR//glnL//baeR//phnH//glpR//ygcO//ydaN//ydeE//zraR//caiT//gpt//ybhD//nlpI//satP//fdhD//hybA//rlmE//viaA//mrcB//lldP//puuP//hemE//fadR//glvC//yjcS//mhpC//lolC//umuD//ydjK//nudG//pepA//hyfC//dauA//sfmF//rpmC//rplC//rhtB//araD//setA//mscS//abpA//tamB//cspI//narK//yddG//pdxY//menH//nimR//secM//cspC//agp//yafC//glmU//yieF//rlmH//puuD//hemA//fruK//glyS//arnF//syd//yphD//artM//cydB//prlC//moaE//ttdT//entB//fbp//pncB//ybaK//sdaB//yefM//yidC//yccA//ftp//acnB//ispG//mhpR//nhaR//panF//rcdA//gcvR//dnaQ//xdhB//sfmC//folC//rihA//hscC//kdgK//dgcN//kch//gstB//mscM//aroG//yrfG//uhpT//ligA//rfbC//pabB//tcyL//rbsR//maeA//xylG//tnaC//hisM//tauC//yeeL//ygfI//purB//ycjR//pstA//emrE//lrp//pyrH//ldcA//dnaT//yjeI//csgA//puuE//fliK//flgJ//lsrD//rbbA//mcrA//frwD//allR//yaiP//tsx//ydiV//rfaH//ispG//mtfA//nudG//yfbR//hdeA//hypF//ycjU//ybbN//yaaY//sgcX//
