#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deaD//waaL//hslO//fadJ//
GO_0051716_3	rpnC//thiC//bamC//ldrA//iap//sfsA//crl//ybjN//glpR//rfaC//ampD//fepA//grpE//cpdA//yibA//yjiY//aslB//yrdA//mdoG//ygiB//yihX//ymgA//dgoT//yeaG//nrdD//znuB//mtlA//oppD//ygeA//mdtQ//gor//opgG//astC//ydaV//ybhS//rpmG//garP//recC//yiiE//rodZ//yraH//ynfF//eptC//purD//ycjR//mnmC//fliT//otsB//artP//nirD//yggP//afuB//rpmC//ybhD//dinQ//leuS//argG//xapB//nemA//icd//ybjI//tyrR//glcF//yjjV//hchA//ynfL//oxc//hcaD//polB//ortT//gatY//opgD//rzoD//mdtO//lolA//yafQ//yeaK//cmtA//yicJ//smpB//mtn//murG//fliK//nsrR//gmd//tatB//rcnB//pflA//sufB//abgR//fdx//lldR//hyaD//fumB//proA//pdeH//rrrQ//gmk//upp//yjjI//pinR//yadM//livF//bglH//napC//hyfF//greA//frlC//entC//amiB//glcC//prpD//rfaD//ttdB//narX//cspI//opgD//pnp//ydcI//yddG//nanK//ubiG//oppB//fumA//ftp//tpx//entB//mqsA//ltaE//gsiD//carB//asnS//nrfE//degP//pyrH//nudG//lolD//argI//ackA//yggD//psuT//cobT//yafO//greA//lacZ//dgcF//yiaF//araF//ettA//feoB//pgaC//mutS//hyfR//rlmE//sbcB//rep//ybhF//yghW//phnI//lepB//rsmF//hha//csgA//trxC//nupX//cyoD//dacC//fepD//elfG//nlpE//rcsF//ycjW//rhtB//rapA//mnmC//yidC//rcsB//hemB//elaA//pyrG//ybcJ//yccX//mobA//mrdB//trxA//yijE//ribB//pfkB//hcaB//ccmG//ilvA//arcC//mrcA//sutR//moaD//preT//gatZ//carB//phoQ//puuP//spy//arnF//treC//codA//xanQ//focB//phr//mglB//yfeW//lpxL//rutF//puuA//flgF//pepA//proV//rtcB//pnuC//pinE//ycbX//ygfI//yfcP//thyA//clpS//rluB//tomB//ulaA//arsC//trpC//yraH//pgk//yfeD//rfbD//yafN//yfaV//trmH//rffT//uidC//yfcP//uspF//ytfP//dhaK//minC//dmsB//ttcA//crl//rpmF//ydeM//cobB//rfbC//nuoH//gcd//frwB//minC//ydiV//cdgI//ybiX//atpA//araG//panF//ycfS//ralR//tpiA//bioD//ydiR//leuO//yijO//hflX//rsmH//sdhE//dmsA//yhhZ//pal//rnd//hycI//alaA//dusB//gltP//yfaL//ldcC//pheA//pstC//rimJ//mntR//tdcD//ggt//nimT//surA//acrR//yebQ//mutL//yhjV//adiC//fimC//ybjX//yedA//cadA//sseA//cas2//yajR//rlmE//ppiC//ygcO//araA//rpsO//yhcF//alsA//narZ//rpmF//ycbU//lplA//fadB//lsrA//aaeB//hemB//thiP//rph//cysE//rpoH//dppC//secF//metL//kbaY//ogt//pth//oppC//rpnB//ycbB//bioD1//galK//vsr//dusB//yafC//xapA//fadR//agaI//yhjV//ulaA//scpC//eptA//alsC//casC//uhpB//ompC//rbsK//yhbS//slyD//idnT//wzzE//ibsC//yajL//zwf//znuB//yfeW//ilvL//ssb//lepB//lacY//secG//xseA//
GO_0051726_5	rihA//ybdH//fkpB//dbpA//mepS//
GO_0051781_6	mqsA//malY//
GO_0051782_6	frwC//nuoN//rplF//yqeF//insI-2//bisC//rsuA//
GO_0051788_5	hycI//
GO_0051790_7	ulaR//
GO_0051806_6	gloC//yojI//idnO//araC//gshA//cpdB//lpxK//yjcO//
GO_0051817_5	waaF//phnI//yhdW//rpsA//
GO_0051818_6	thiH//fieF//yjiA//hemB//
GO_0051828_5	sbcB//sixA//mtlD//mtfA//xapB//tufB//lipA//zapE//
GO_0051883_4	rlpA//kbp//rlmF//lrp//
GO_0051977_7	mocA//
GO_0051983_5	acs//
GO_0052126_4	ulaD//holC//ybhP//mdtE//
GO_0052128_5	ygjH//
GO_0052131_6	menA//
GO_0052192_3	opgB//yhjC//accA//hicA//
GO_0052547_6	ilvN//gsiA//waaF//
GO_0052548_7	lnt//alaA//
GO_0052646_5	zapE//era//gpt//hisI//iclR//
GO_0052652_8	hisI//hdhA//
GO_0052653_5	yibH//
GO_0052777_7	yciT//dcm//
GO_0052778_6	tdcE//frvR//yhaJ//
GO_0052779_5	hyfA//gdhA//cydA//
GO_0052782_6	fruA//hybG//
GO_0052803_5	mutS//mutM//hypA//yjbH//malZ//yidD//tatB//glcB//
GO_0052837_6	sgcC//
GO_0052838_5	atpE//
GO_0055062_9	gadA//
GO_0055065_8	ariR//ggt//cra//soxR//yhaO//rraB//nrfF//nadC//yajD//rhaS//pldB//xylH//hycI//priC//gpt//sfsB//btuF//dcuB//yfiF//sucD//kefC//yejB//ompR//yhdH//ynaE//tilS//
GO_0055067_8	ilvN//fecA//katE//yagF//argD//yjiA//yodD//leuD//borD//torS//rplW//mdoD//
GO_0055069_9	csrD//
GO_0055070_10	hcaE//yihX//yahF//mntP//hcaR//agaC//
GO_0055071_10	flgD//
GO_0055072_10	ribF//yjaZ//ssuE//parC//der//yabI//yfhH//pfkA//garK//argO//yfjV//valS//ygjR//cbeA//
GO_0055073_9	gntU//
GO_0055074_9	gmd//
GO_0055075_9	dnaC//
GO_0055076_9	dgcJ//ldrD//gpr//cobS//clsA//focB//narJ//ybaM//gutM//fliZ//dcuA//rplF//agaW//cheW//yeeJ//acrD//dapA//exbB//yhcD//gadE//yejB//menA//
GO_0055078_9	lptE//rimO//hcaD//
GO_0055080_7	rhlE//ydeO//pabA//ftnA//gloA//ybfE//artI//hypC//hcaF//rhtB//oppD//sbcB//ompL//wza//maa//tsr//ypdI//pck//yihR//queF//frvR//osmE//treA//metN//dam//yegT//sgbE//sufS//ygjK//tufA//suhB//dicC//narL//gor//proQ//
GO_0055081_7	rapZ//
GO_0055082_4	mlaF//lptD//azoR//ssuD//yjhC//lpxD//ruvC//dsdX//mdtN//fixC//apaH//cusC//pyrC//rffH//thiG//puuB//tsgA//rbsK//ssuA//yfcA//sufC//yraH//yggN//yfeR//yiaF//flgE//amtB//nrfC//ushA//abpA//tusE//yfaL//dcuR//aer//
GO_0055083_8	soxS//
GO_0055085_5	yhjC//cyoC//nirC//thiE//znuB//dnaQ//norV//ygjK//thrB//fabB//stpA//cspE//bfr//gloC//pepT//rfbD//der//cobC//dhaK//yeaG//epd//yibT//ompF//shoB//mscL//acrZ//puuR//msrC//rhaB//yqcC//yehZ//adeD//chiP//hexR//yihQ//phnO//rpoS//yjjW//thiI//abpA//rpoH//ybcQ//ytfT//cspB//folP//rpsH//mutL//ycjD//yjjI//ycbV//zapD//yjbH//tsaE//rpnB//argS//ompT//mnmG//tpx//mdtL//nfo//rpsD//yeeL//rnb//mtgA//xisR//bglF//minE//eptB//hemB//ffh//ahr//dpiA//gltI//waaS//yidE//kduI//dpiA//bluR//sapB//prfC//mcrB//radA//mnmC//ulaD//menB//ydaV//pinQ//opgE//smrA//leuC//setC//matP//sbcD//hsdR//ybgQ//lsrD//chbR//cvpA//hypA//yjjV//chbG//rsfS//rpsO//ftnB//idnT//lsrD//fucP//gstB//sdhA//gmd//dgoR//tsaB//zapA//relB//mlaE//gadC//norR//mdtL//fecB//sdaB//znuA//rpsR//yedL//yfaL//yihS//tomB//rfaQ//ydeE//kduI//barA//ubiE//tonB//yqiG//yihQ//yfjV//hypD//fadJ//hycI//chpS//sdhC//dppB//rsmH//feoC//nlpE//lysC//rcsF//yciG//ppiD//dxr//citT//pbpC//rplX//rsmI//lepA//recQ//aidB//cynX//trpB//yafC//smrA//yigL//flhC//yrfG//yphD//sfmF//yeaV//hdeB//mdtE//cytR//rpsD//apt//cysP//kdpD//dsdX//miaB//asr//pnuC//sfmH//fdhF//sucC//nagC//rne//yddG//alsK//ubiG//sbp//norV//pitA//yraR//nac//gudX//uhpC//uspC//aroP//mdtB//chpB//sufA//intQ//pdxA//rfe//glmM//ydiZ//ykfI//melA//dinB//tyrR//sbp//yaaJ//tauC//yedX//murA//pepT//trkA//cynX//frmB//selA//rutE//fucI//yidD//yaaY//dtpA//insI-1//dsbG//opgG//ecpR//narL//rpsL//yedL//fes//mutH//yaiP//rpiR//dgoD//gcvP//aidB//apaH//galE//yeeJ//mdfA//rclB//yjhP//phnO//yhbY//citX//uvrC//argH//mcrA//pbpC//ptrA//trpC//gloA//nanC//nrfG//yghO//cstA//gabD//ftnA//ycdX//treR//chbC//cusS//arnF//cadA//putA//nagA//hupB//ydcS//guaB//aroF//moaD//pfkA//guaB//fkpB//chbA//cutA//ynfE//rhtA//rpsG//tynA//nadC//yphC//aroD//lptF//leuE//gppA//ilvL//pepA//patA//accD//rutD//alsE//hflX//ybhF//melA//leuD//nrfG//ybcC//adhP//manY//intA//gnsB//wzzE//uxuA//vsr//srlA//ybaQ//cbtA//pepA//kdgK//yabI//sodB//gadE//ygjR//pabC//hprR//pdeR//yhbO//atoB//nanA//fadB//yacG//lsrC//ybbN//nirD//yhhY//secY//menE//rhaT//rutF//lpd//fpr//ubiH//rsmD//bioP//yqaA//ddlB//mgtL//ybaT//hypD//hflC//deoR//yjbH//rluF//hyaB//creC//yfeD//aroP//ybiT//ibpB//yagG//glsA//dnaN//yceD//nrfA//waaG//yfeO//bluR//erfK//hdfR//ynbB//glcE//yegD//orn//yehA//cca//baeR//cbtA//rplE//ybhR//rluC//yehD//asd//hiuH//gldA//baeR//tatE//obgE//sutR//patA//pabB//dgoD//solA//ygfA//ushA//yegS//tdcB//rffH//metG//ilvN//nhaR//trmI//mdtO//tdcR//uidC//thiE//preT//decR//ydaN//ygfZ//fbp//lysP//mutT//ydiB//crfC//rbsC//rnd//fucO//pdeF//ldcC//cysG//ogrK//tnaC//xanP//recD//adk//ycjR//infB//fepG//mreB//lamB//psuG//alkB//sgcA//lysS//uspB//yicJ//yeaD//yoeB//sapA//agaV//cusC//flgG//
GO_0055086_4	rsfS//greA//ptrA//dgcT//yhjR//amiB//gstB//yfdK//macB//maoP//rluE//bssR//cusB//prpC//gltB//yhgH//yjjX//menE//ygcR//allS//bamC//gloB//galK//rplA//umpH//ettA//bioP//dps//fliT//rlmI//hha//yheT//torC//cysI//fliM//frmB//rdgB//fimD//hemL//clpA//yehP//gabT//pinR//nrdB//tomB//lolD//frvR//speE//speF//pykF//lrp//atpE//ycfH//ulaB//copA//fecD//bamC//puuP//yhbS//nikB//ydaC//msrP//rpnD//degP//ftsW//yafN//thrB//metE//ybjX//gsiC//chbG//paaG//ftsN//lpxB//accD//tatD//holB//kefC//gntR//pgrR//yraR//yfbS//qorA//aroP//preT//yhcH//nadC//cpdA//yegD//dgcZ//xseB//ldtC//betB//amyA//smpB//yfjV//ybgI//slmA//nrdD//ycbX//hemN//cyaY//tktB//ybcQ//zntA//tdk//glmS//gshA//gapC//tolA//trpR//dosP//dapA//yjcE//malG//nadE//thiI//cfa//gstB//pth//ydeI//acpT//fliL//fliL//opgC//flgA//rzpR//malK//malE//glcE//ftsZ//blr//gatB//nhaA//recE//napF//melR//nfsB//ackA//pgaC//ybbN//thiH//cof//amtB//actP//ydiZ//mutH//lptB//sfmA//ydhQ//cysW//waaG//rrrQ//fic//pdeH//rsmI//mcbA//accD//truD//aroC//fimF//xanQ//ubiJ//fliT//scpC//yqeG//yieL//ygeW//phnJ//rhaA//ttdB//rplJ//
GO_0055114_3	ilvA//kbp//essD//dxs//exuR//rsmB//birA//gspI//sbcD//ydcZ//asd//sulA//recQ//mltA//ybbW//secA//yaiV//dtpC//yfgO//rihB//yhaO//nrdG//cysB//guaD//ydeM//rplO//citG//fixA//tolA//sthA//tktB//tpx//hypT//ydjH//msrA//otsB//asnB//mcbA//flgK//clcA//slt//fdrA//amiC//frmR//yqeF//fixA//yddL//flgK//ompW//phnH//hsdM//yoaA//fepA//lsrB//valS//arcC//nrdA//yjtD//malI//ibsB//lldR//hemH//ycbU//iap//eutN//ptsH//pykF//rcnR//rsmC//sgbH//thrA//hofC//aroC//yoaB//ftp//envY//fdoI//dapA//hdeD//adeD//cysK//nemA//fbp//rihC//fimH//hyaC//dnaC//dgoT//ytfQ//erfK//dmsC//lrhA//panB//hscA//preT//surE//thrL//cysP//secG//yifB//elaA//pykA//ypdF//mocA//lapA//dnaN//ppsR//rpsQ//fimE//degQ//csgB//lolD//glgS//rcdA//agaW//yjjQ//fdoH//narI//ybgP//ycfH//yjbG//ldcA//glcC//mrcB//yiiE//fruB//hemE//asnB//cusR//opgE//alkB//cydD//phnL//hisM//slmA//sgcA//dnaG//thrA//pta//panC//abpB//gshA//glnD//mngR//queD//garR//rfbC//ynhG//rsmB//preT//livH//yiaU//yfeX//yciG//lrp//dld//ispH//rhaT//rpsA//paaC//gcvT//yaiV//eutA//murD//yceK//ybdH//artJ//cmoB//ygcW//pheT//rpoH//mngR//glpT//yjcO//ecpR//napD//tsaD//tcyN//yiaT//yqjH//dppF//leuC//ydeM//narX//rnhB//flgE//ydeP//ldtC//ydeT//rraB//radA//alsA//
GO_0055129_5	eptB//argD//yhaJ//
GO_0055130_8	glcD//rpe//
GO_0060003_10	ssuB//cusB//ygeX//paaZ//
GO_0060255_5	yidD//dnaQ//ppiD//gcvA//gshB//lsrB//cspE//rpnD//yfbS//alsB//glnH//wzyE//xylE//yfgO//gmk//uxuR//wecE//essD//cheA//nikD//fliM//potC//tilS//fur//ecpR//casA//elfD//ribE//ccmE//moeA//cspA//phnG//fucP//lysO//recD//lpxC//elaB//yfiR//mipA//feaB//yeiG//yobF//rpsA//radD//tabA//nagC//rffT//murJ//yhjV//pta//ymdB//phoU//psuG//rsuA//nlpA//potB//dtpC//kduD//tsr//hycA//narH//gstB//nikB//rplS//fabH//ispB//chbR//eamA//trpC//mdtN//maa//rpe//rsmI//mdtF//rsmE//kdgT//prfA//dnaA//amyA//thiH//motA//yahD//yqaA//deaD//dcm//ymgC//ispH//rsmD//alsB//kdpD//sgcB//ydaV//bioF//yidC//ccmA//aceK//rnhB//ulaR//fdoG//rsgA//rcnR//flgA//dkgA//uraA//casC//frr//nuoF//hslO//uvrD//agaR//rnt//pheP//narQ//ydcT//rnlB//hofC//npr//purD//yfgJ//narL//queA//rclB//yphC//rfaF//cpdA//thiL//dcuS//bglJ//glgA//rsmD//ykgF//rcsA//yaaJ//trmA//ybgP//lolD//torA//wecA//ykgF//rodZ//bamD//mcrA//metQ//ompN//mioC//flgF//arnF//csdE//leuO//mlc//dgcN//mutY//folM//casD//chbA//rfbC//cueR//yehD//rnb//lacI//ilvM//gatC//ahpC//thyA//entC//cmtA//pdeL//yodD//secE//manA//aceB//ampE//tomB//guaC//ybhA//adeP//holD//gmk//entE//yneE//ridA//livH//yijO//argD//ygeA//glyA//polA//fetB//recA//hofP//eamB//proW//ilvM//tdcG//ymgC//ynfH//fimI//rpmH//gcvR//satP//yjhH//lpp//zraR//mazG//hybB//recF//caiB//narU//nrfE//glgX//entC//gppA//yjiY//pabB//ribB//scpB//afuB//appA//yiaU//yfcF//bamA//ghoS//mnmG//purR//mraZ//dsbD//smrA//fixA//ibpA//nikB//insH-6//tsr//puuB//argI//exoX//higB//yjjG//nrdH//pmbA//tufA//mcbR//lysR//fadJ//glpF//sdiA//kdgR//yghB//rcnB//katE//nrdR//casB//lipA//umuD//wcaJ//appB//nrfF//ygfZ//abpA//grxD//sodC//yihW//prpD//xylB//yohD//folA//lldD//nagZ//dinD//ccmH//yciG//tehB//yeaE//mepS//galM//ldrB//torY//dmsA//yggP//mtnN//intF//fklB//ybaM//yciA//glcA//hemE//narH//folC//zapA//glgS//ftsE//ydbD//yeaG//fabG//ushA//cra//yciV//ydfG//ndk//ydiP//msrQ//moaE//higA//fecB//ftsQ//ybgP//mutY//yjbE//fumB//nirD//yahD//mlaC//dut//infC//aldB//ptsI//rsfS//lpxH//plsC//thiP//bioA//yqiG//ygfI//fliD//yciA//fruK//entS//fhuB//crfC//proA//yhdJ//sgbH//rluA//hemN//torA//glpD//bamA//hprR//alsK//nfo//ibsB//pfkA//metC//rplL//ibsE//lplT//ccmC//zapB//yehU//rbsD//malS//dicA//rlmN//puuR//moaE//
GO_0060274_5	cbrC//
GO_0060326_5	lysR//
GO_0060341_5	galR//flgJ//
GO_0060491_5	frlA//brnQ//xanQ//rnd//
GO_0060566_8	nimR//
GO_0060567_8	ypdC//rplQ//hrpA//
GO_0060699_8	trxA//glvB//cbrA//sanA//clcB//
GO_0060700_7	kdsA//hybE//phnI//nusG//rutG//
GO_0060701_8	rfbC//frlA//hyi//rhaS//nudF//
GO_0060702_9	csdE//trmD//rsmB//hokB//rihA//
GO_0061013_7	ydiP//fadD//rhaT//cusF//rutG//
GO_0061024_4	gltL//lpoB//stpA//trkG//asd//pcnB//folM//glsA1//otsA//argC//endA//ascG//
GO_0061077_4	rpsR//cycA//rffH//nanS//mtlD//trmI//rpnD//trmL//csiR//mntP//prfC//thiG//hemB//selB//mtr//dsdX//yqiJ//ubiG//sapF//groS//secM//cyoB//glgX//
GO_0061475_9	dinI//
GO_0061504_8	rlmB//
GO_0061610_5	fadM//
GO_0061615_7	rtcR//dinI//
GO_0061687_3	xdhB//yjbB//lsrR//emrB//dmsB//tnaB//
GO_0061720_5	fau//mobA//frwB//dsbG//
GO_0061727_6	mgtL//sufA//aaeA//abgA//cysW//minD//yggX//nagZ//kdgR//gabT//asr//lysC//hcaE//fimE//ygeW//murQ//phoA//ttdT//rcnR//entF//bcr//lit//ftsL//bamC//
GO_0061984_6	ymfK//
GO_0061985_7	rimM//
GO_0062012_5	ldrA//cyaA//aroL//idi//mazG//ytfR//phnM//nrfF//yaiV//fdx//fepE//
GO_0062013_6	ydiB//yhaM//ldtC//
GO_0062014_6	rcsA//fruA//
GO_0065002_6	ulaR//mntP//xerD//glcA//prfC//melB//tomB//oxc//
GO_0065003_5	kdgR//gsiA//hemD//yrbG//lacZ//cca//fimA//lgoT//yjjU//mdfA//nuoL//ynfK//preA//rhaM//rimK//barA//sdaA//sgbU//frvB//gltS//alr//torC//def//yqcC//deoR//borD//hprR//mutY//arfA//lspA//hcaT//lpoA//rutA//yaaY//bacA//tsaB//pinQ//ybdN//panF//rlmE//fabR//cmtB//xapB//lolC//ihfB//luxS//cysC//murR//purL//ybeY//viaA//nagB//nadK//cdh//kbp//clpB//ykgM//prmB//csdE//yfcP//ypdC//ppc//murJ//queC//mnmA//uxuR//thiG//rffT//appC//agaS//wecB//yehD//groS//fklB//rodZ//nfuA//kdpF//cydA//pppA//nfo//yeiE//actP//mutT//yhfK//argE//lsrD//dinG//yghW//ytfE//ygiV//adiY//ytfP//
GO_0065004_6	lpxM//
GO_0065008_3	hemH//fecA//fadL//clsA//hslU//ftsW//dgoT//argB//glsA1//ihfB//wcaC//ybdM//cysB//scpB//rraB//hinT//tusA//yibT//ydfK//hflX//clsB//fadJ//dacB//yfgI//agp//menH//abgA//murI//ybgP//ydgA//ybaQ//helD//hpf//sfsB//rpsS//znuC//ybaM//dnaQ//phnN//rpsB//edd//obgE//hisD//mhpA//feoA//yneL//cecR//speA//tbpA//xanP//gudD//yghW//mlaE//rpoS//fhuF//fimH//recX//trpB//yfdG//ligA//yacG//ybjI//mpaA//prfC//mutH//kefB//rnhB//nrfB//ddpX//umpG//yagU//pepA//tdcR//lplA//nikE//pinE//paaJ//ycgR//cadB//rlmB//ybaO//ygeR//dgcJ//galS//rbn//mntS//fimH//ghoS//ttdB//rfaC//narV//xdhB//essD//fabG//zur//ccmE//yeeO//kduD//dinD//manY//yhcH//gloA//bamA//ymgC//fdhE//ribD//gstB//ghxP//atpD//waaC//slyA//dnaX//lepB//ssuB//argO//dctA//ftsA//cadB//ydcS//kdpE//ftsN//clpA//cueO//yfcA//ispA//pyrB//ybdM//rtcR//lsrA//hrsA//creB//
GO_0065009_3	kduI//entE//csrA//yefM//iclR//narP//cytR//maoP//pdxK//rplS//asmA//yiiD//galF//tusE//lpxP//ybiH//sgrR//speD//maoP//dgcQ//pgpB//nlpA//tesB//yqaA//rlpA//waaQ//ybiH//flgB//serA//cydC//ychF//yadV//mglC//panE//rfaH//fabA//malX//zur//hpt//nagK//hxpA//yraK//hscC//mdoG//rcnA//dcuC//gmd//lldD//ybbW//deoC//bluF//ybiJ//glnB//hslO//leuB//gabP//fimG//cspI//ydcO//gpt//ascB//htpX//def//hisM//ariR//dctR//ilvE//entH//cusC//yihO//eco//ycbB//alsC//paaG//pck//leuA//yafO//
GO_0070084_7	mngA//
GO_0070085_3	ycbB//fcl//
GO_0070178_5	yfiF//
GO_0070201_6	glnB//gatZ//yidH//
GO_0070206_7	rpmB//hha//yciK//cusA//
GO_0070207_8	degP//yaiW//lpxK//yfaV//
GO_0070297_7	argA//
GO_0070298_8	ymdB//
GO_0070301_6	fucO//cadA//ogt//fepE//galF//prmC//iscA//csdA//nadB//ldrB//
GO_0070329_5	rplK//glmS//
GO_0070413_7	fimG//ybiH//
GO_0070415_6	dsbA//nuoM//
GO_0070417_5	livK//rluC//proW//hofN//
GO_0070453_7	mnaT//
GO_0070475_7	hmp//fadB//yadV//kdsB//ybaQ//acpT//mdlA//rfaC//katG//clpP//bioF//adiA//hybO//mhpD//arnA//hycH//murP//mnaT//hcaD//
GO_0070476_7	yqhD//yihR//
GO_0070482_4	argA//nanA//thiI//asr//
GO_0070525_7	argT//ytfQ//hupB//moeB//
GO_0070574_9	narP//nmpC//ychF//ycaO//
GO_0070581_8	aroF//
GO_0070588_9	tehA//
GO_0070589_6	nac//yihQ//potI//chbA//sfmH//hscB//erpA//hslO//chbA//orn//corA//mrr//arsR//chbA//rfaC//sgcX//ldtE//xthA//fliZ//yigB//hrpA//nadD//artI//paaX//lit//sfmC//rffH//tauA//fliG//ygaZ//gapC//frmA//nupX//thrL//ymfA//nudC//yggF//rssA//yqeF//bioD2//hypT//bacA//envZ//
GO_0070627_10	pepN//
GO_0070646_6	rraB//
GO_0070647_7	recO//
GO_0070689_6	fabD//narH//
GO_0070716_8	insB-4//
GO_0070726_5	ybgI//alkB//
GO_0070727_4	tcyP//ssuA//mdtO//flgG//cmtB//mtr//yceK//yadI//lacZ//secF//narW//diaA//tcyP//hofN//lpxM//yieE//fcl//
GO_0070778_6	btuF//accA//
GO_0070838_8	panD//ydhQ//ugd//potE//ybbN//mreB//lysU//polB//flgM//hicA//csiR//murB//flgI//katG//focA//
GO_0070873_7	ygeW//iraM//
GO_0070874_7	ravA//
GO_0070875_7	sgbE//
GO_0070887_4	ybbW//valS//queE//hpt//cnu//deoC//ptrA//gcvT//yhjG//dinJ//lysR//msrQ//fixB//katE//ghoT//hinT//narH//livK//yicJ//tynA//nikB//arnA//yjjU//hyfF//ycbX//cyoE//priB//recA//rsmF//acrA//rssA//tsx//ravA//tag//topAI//raiA//potF//elaA//btuF//ispB//rssB//ydiP//nlpE//rpmH//shoB//dacC//ybjN//rhaA//ispU//ccmG//ybdZ//fetA//nuoB//pgpA//sixA//dcuD//yjjW//ugd//gspE//gshB//
GO_0070894_6	ushA//
GO_0070925_5	sfmC//frlB//glpF//mlaF//mlaD//prkB//fadM//dgoA//murF//lacY//
GO_0070930_7	ybdR//
GO_0070972_7	rep//
GO_0070981_6	prfB//
GO_0070982_5	yegD//
GO_0070988_3	asmA//sdaA//
GO_0070989_4	mscL//
GO_0071103_6	accB//idnO//hofP//yafS//yfgJ//pncB//aroE//galF//cdgI//sspA//ttdA//folE//ydcI//hprS//hpf//fixB//solA//gspE//nmpC//
GO_0071139_6	gadA//frdB//
GO_0071214_4	livF//yjtD//topB//rnpA//hpf//oppB//lplA//glcA//rpmB//tynA//cas1//fepB//pdxK//fliD//ccmH//lptA//bamD//pyrL//tus//intQ//malS//hprS//speG//apaH//
GO_0071218_6	purD//
GO_0071229_5	mazG//gltI//nagC//uspF//rpnA//
GO_0071230_6	ydiV//
GO_0071236_5	ymdB//ugpB//ydiO//yhhT//fadI//sufD//yjjX//agaD//ptsG//ompR//rutB//fre//bioA//glgC//yhiM//kduI//rnlB//bioD//
GO_0071237_6	narX//dinJ//
GO_0071241_5	cas3//yiaT//ppiC//priA//ssuB//sohB//ybiS//uxaC//garL//htrE//fimD//fieF//cyoA//nagK//pyrH//tauA//panE//
GO_0071243_5	srlE//
GO_0071248_6	nupX//hisH//yafC//recE//sugE//rspB//narY//csrD//fimZ//acrE//icd//acrB//amiC//menH//
GO_0071249_6	astC//rpsD//
GO_0071250_6	rcnA//ybdG//
GO_0071265_5	frvR//purF//ulaA//wecB//rcsF//
GO_0071266_6	sspB//mog//
GO_0071267_6	ttdR//yiaA//yijO//
GO_0071270_6	pheM//mlaF//
GO_0071271_7	ndk//yfdO//
GO_0071276_7	dsdC//puuB//
GO_0071280_7	groS//degP//
GO_0071284_7	creC//
GO_0071286_7	rpnB//frwD//
GO_0071287_7	dgcM//
GO_0071288_7	sufC//ibpA//
GO_0071289_7	baeR//
GO_0071291_6	gdhA//
GO_0071292_7	nrfD//ycjY//
GO_0071294_7	waaG//ydjJ//
GO_0071310_5	insB-2//nrfD//ydiV//folA//mprA//rcdA//dgt//fliA//fklB//dnaA//mltF//
GO_0071417_5	ilvB//gadA//ompL//
GO_0071421_9	rnhA//yjaA//rpoH//
GO_0071422_7	qorA//mrcA//frlR//
GO_0071423_8	ygcR//
GO_0071453_5	tdcB//cmtA//ydeM//
GO_0071454_5	fes//trpA//
GO_0071456_5	cpsG//
GO_0071467_5	rplT//chaA//psd//chbB//rep//torR//thrB//yihL//chpB//speE//ydeO//
GO_0071468_6	cusS//ychO//tktB//crcB//hxpA//rluF//psuG//mrcB//frsA//pdeK//
GO_0071470_5	fimB//waaJ//ilvE//yebQ//allC//nrfB//dacC//intF//rplW//yraN//
GO_0071474_6	gudD//phnL//tyrA//thiP//
GO_0071478_5	cbpM//pitB//slmA//
GO_0071482_6	lptD//btuR//ymdB//
GO_0071483_7	hiuH//
GO_0071495_4	malY//rraA//modB//
GO_0071496_4	betT//tdcF//yebG//puuD//pdeK//ybdR//fadR//focB//ratA//rpmJ//torA//pepB//cysN//dppC//nfuA//aroP//mltF//ffh//nikA//casB//lnt//tnaB//ompR//pabC//napA//glcC//pgk//hypB//citE//rpsK//dauA//tehA//prmC//cobB//paaE//thrC//pgrR//mdlA//tolA//yccX//gspF//nrdF//speB//ynhG//gatB//ratA//mrcB//chbF//nrdH//fucI//ompT//ndk//dgcT//
GO_0071500_5	proP//
GO_0071502_5	eutR//
GO_0071545_6	dcyD//lpoA//
GO_0071554_3	der//tldD//yohC//recB//ttdA//rplF//flhD//uhpB//rbsB//eutA//rpmA//yqiH//rph//frr//yiaN//bhsA//adk//hmp//sapF//ydiQ//mscS//yjcO//ydcI//
GO_0071555_4	feoB//lgoR//cydA//murI//elfC//rpe//udk//rlmJ//prpC//ydcO//afuC//aroG//rhtB//
GO_0071577_9	entH//livH//amiD//ybdZ//dcuS//yjjG//lexA//
GO_0071616_6	yjjU//udk//
