#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yjiA//fre//ydjL//fabZ//
GO_0071704_3	kdgR//rpoD//ibsA//yjjX//yfiE//fepE//pgpC//tdk//htrE//ppiC//mglA//argT//dedD//lpxB//puuD//rpsP//serS//scpB//mngR//astB//mazF//ompG//rffG//hlyE//yfdG//paaF//mmuP//acnB//ybeF//shiA//yhbY//mrdA//arcC//yhbX//lptB//hofO//exbB//mdtF//hrsA//rstB//murR//pykA//iscR//nadC//caiT//upp//rfaB//hpf//phnC//sapC//hycI//lepB//dcuS//mppA//glpF//metE//ytfE//uvrY//cra//cysW//rmf//purN//nrdG//ynaE//dosP//dpiA//oxyR//lpxB//eptA//tufA//mltC//ydcI//yidP//cydC//ribF//gntK//rhtA//adiC//ydiO//menE//hexR//narW//ynbD//sspB//tehB//hslO//nanC//tyrR//psuG//nirD//rna//aroC//putP//caiE//bamA//rpmF//frwC//garP//hybB//nagB//pabA//arsR//cspD//erpA//psd//yaiW//citG//waaO//frmA//argK//yggT//cedA//mppA//gcvH//cdh//amtB//dacC//treF//katE//oxc//entF//nuoI//leuA//recB//yqeA//argO//mhpR//ulaD//focB//atoS//acpP//rplM//leuC//prkB//rihA//scpB//cas3//yajQ//cdd//phnJ//pgaB//rph//moaD//hemB//mdtB//ybhI//ybhJ//atpH//cysG//xanP//atpB//sufE//uup//lhr//frmR//clpS//mdtL//pinE//emrE//phoR//yddL//phnH//ydcO//hycH//acpP//ldtA//selA//purD//uidR//lptC//entE//abpB//lysR//slt//ftsB//xisR//uxuB//tusB//ybiX//livG//entD//fixA//barA//ykfI//rluA//ypjD//bdcA//adhE//cedA//ydiF//atoB//folX//amiD//mscL//cspB//gcvR//der//ynbC//cyoE//fucO//aspC//ybaK//uof//rffH//yadK//bsmA//groS//elfC//wecA//tufA//mrdB//ybhG//yqcC//dxs//ftsI//rihA//waaQ//manZ//yfgI//kdpB//fecA//argC//hokE//ascG//tdcE//yciK//insI4//fliT//iaaA//ccmG//frlC//murA//yhhZ//gcvR//secD//rlmC//agaB//xisE//yfeR//tusE//paoC//cysD//agaR//thiL//rffG//fepA//mgrB//gadB//zntA//degS//phnM//intF//yiiM//acpH//gpmA//dcuA//rluF//tdcB//ugpB//rseB//mazG//mscL//elfD//tufB//bcsQ//rsmF//pheM//phoE//yfaX//acpS//cdd//agaB//atpE//bamC//fimE//glnQ//ung//rutF//rplB//hypA//yghG//pheA//pck//yahI//yehB//fdhF//yraK//yciV//flgK//intF//dnaA//appY//codB//gapC//metI//ansB//envZ//agaA//rpsJ//entE//ibsE//rnpA//chbR//ubiA//sdhD//holC//cysK//rmf//glyS//ldtC//rlmM//nlpE//umpH//ttdT//opgG//atpC//ydbD//xapB//rbsR//ascF//pheA//frdA//yceK//rbsR//yjbH//argG//nmpC//rluB//pta//baeS//cyoA//ftsL//yiaB//ybiS//ndh//rfaC//cirA//sugE//prkB//fdhF//hicB//aldA//rpsK//alsB//nikC//gudD//yegT//pykA//bioH//yjhH//sufA//ispG//rplJ//epmC//epmB//fes//wecE//modA//yidH//aroB//wrbA//adiC//arnB//fadI//tufA//rna//yebQ//fucI//arfA//waaB//rpsG//ndh//satP//dmsB//mreC//dld//adiA//rpnB//tatE//ldcC//yafO//xylB//agaW//tnaA//sfsB//xylA//fucI//endA//lpd//ddlB//cdgI//araC//frr//lpxK//gltD//cytR//rutR//waaC//ibpB//ybiX//cheY//ftsP//ydhK//yhaC//narY//msrC//yjaZ//ortT//cmoM//lsrA//hslV//glmM//mhpR//soxR//galK//betA//tdk//matP//dcuB//fixC//oppA//mdtQ//opgD//ybjX//evgS//sufS//nirD//mhpT//dsbB//yjhB//frvA//gmd//ymfA//nupC//csgE//ftsP//recC//mepM//rffT//bglA//flhD//puuP//rffC//yieL//yafC//cbrC//hchA//spoT//cmoM//codB//srlB//yejA//nadE//hycI//ymjB//fliG//osmF//sdhA//betT//prpR//yfeW//dtpD//yqeG//proP//fiu//cadB//kduI//secM//rstB//narP//ydeT//moaD//rpmA//emrD//hybG//gadA//hdhA//rstB//yqhD//trg//tsr//nrdA//ackA//trkA//fecC//xapR//ybcQ//rppH//yoaB//hcaE//gcvP//fadL//ade//fhuC//ydcI//dcuB//glcF//rpoS//tynA//lsrG//ybiO//ydjE//lpxH//flgM//yghW//yebK//gltX//yhdH//hisB//lldR//flgI//ygaH//mnmC//argA//xanQ//murB//agaC//ccmA//pinR//zraS//yceD//feaR//artI//thrC//waaL//ilvB//yhbS//phnN//slmA//rdgB//fetB//gapC//hha//ulaB//prc//opgH//yccS//purR//idnD//ybaQ//yahF//ddpA//iraD//curA//envY//speE//ydiK//tktA//puuB//afuC//ygbN//glpD//fecD//sgrT//prpB//ortT//waaP//yiaU//degS//cpdA//rpsA//fes//phnI//purR//mog//pdeR//yhjC//queD//frvR//fabD//ompL//rutE//manX//ydaV//ariR//rpsM//rmf//ratA//yjiM//flhA//srkA//entA//torR//yiaT//cheZ//yfiF//eco//kbaZ//uspG//ydcZ//glpA//agaR//yahK//yphB//insI4//nuoL//comR//narI//glnH//ravA//mdtK//ompL//mdlA//ibsA//argG//metF//npr//nrfB//gatZ//yafE//yfiC//coaE//purD//idi//kdsA//lasT//cecR//insK//nac//mlaF//uhpC//agaV//purN//ddlA//tamB//ybaM//paaE//ydcI//nanR//ybfA//sstT//flgJ//lldD//adeP//ygeV//tonB//ygbL//chbA//cmoM//wzzB//queD//ykgO//mhpT//topA//tatC//sulA//yraK//rihA//mlc//rluD//ubiI//ydaV//rsmE//add//sseA//mutT//amiD//nadB//nanK//wzb//hscB//rplB//rapA//ybhF//yhbY//phoQ//crfC//agaS//gsiB//yggX//cynT//hicA//cobS//waaP//rppH//galP//ndh//arnE//bglF//yfcA//ydcP//entB//artP//tdcA//folE//argF//sfmD//matP//recD//sfmD//fabH//eptB//sapA//yraI//dnaC//moaC//lsrB//kdpB//fnr//fliA//pepD//otsB//recO//xapR//thrC//tpiA//adiA//cadC//pdeR//maa//hyaB//leuS//hexR//phnO//fabH//phr//carB//menA//cspD//narP//hcaT//cysU//rplO//borD//seqA//yciF//hcp//yjhB//sdaC//rlmC//modA//ybeQ//amiA//trmD//rhmD//pdeD//barA//yeiL//yjjW//dnaA//yddA//ispG//yedA//insB-2//lrhA//yghU//malE//abgR//uxaC//nadC//asd//evgS//entA//rplY//rlmG//osmF//hchA//yicJ//rnhB//sdiA//yqgB//glxK//mgsA//ebgA//fucA//coaA//fumC//folA//lpxK//hofQ//adeQ//recE//viaA//rpsR//ybbW//scpC//elfD//flgF//chbR//actP//ybjN//mdlB//alaS//yqjI//fecC//pgm//pdeL//iraD//tdk//maoP//moaB//glnB//ybaL//thrC//fecD//secY//rdgC//yigL//ftsL//ppiD//lgoT//ybdO//ratA//araD//tsx//fadB//pspG//mdfA//clpX//ribA//atoC//nrdH//ybhJ//rbn//rplA//ydfD//pstA//lysS//wecE//ftsN//cspE//ileS//pepA//ybhJ//cobC//ptsI//uidR//allB//rhlB//ybhS//yehX//sufS//plaP//thiL//arfB//opgC//fiu//xerC//yqeA//yiaN//tusA//yieH//maoP//glpF//yfiE//yfdR//rsmC//eamB//rbsD//galP//ygbI//yehD//dauA//dcm//emrD//hldE//bamD//rcdA//osmY//ybeF//coaE//sapD//fhuF//rfaQ//cheB//mazF//idnO//sad//dsdC//sapD//curA//rimI//ydiQ//mlaF//dgcM//rimK//ypjD//pdxB//ygbN//pheA//recG//rplS//frwD//dmlR//mhpC//bcsA//der//chaC//rbsA//hypB//yphB//hycB//rhlE//wcaJ//hfq//hypC//tmk//hisB//tauD//glyA//yfdO//aroK//pdxY//ssuA//rpmG//mrdB//yagU//holE//thyA//insB-2//gltB//rraA//nrfC//sapC//elaA//ttdB//rfaB//yfaX//raiA//hisC//znuC//asd//fruK//kbaY//dapD//citE//mdtJ//emrD//purA//ibsA//fadB//tusC//pgsA//fkpB//tusE//dadA//glnA//rhaA//casE//fliM//ybdO//uidA//osmC//dinQ//spy//feoC//yrbG//fmt//ilvD//aspS//tcyN//sdhE//gabP//ptrA//pckA//frmB//pheA//fiu//rpmG//cobT//yidL//wrbA//rsgA//yeaG//yejE//dam//ebgR//fadH//torY//yfaE//frwD//ftp//surA//asnB//entH//tusD//narZ//parE//mtfA//hycH//yebQ//tqsA//malG//sdhD//sstT//mltD//livK//cueO//agaD//hisM//yeiG//yebZ//ldcA//fabZ//fliD//yjfP//torD//tcyP//trpL//proW//tcyJ//feoC//minE//rclB//yfiF//trpB//mlaB//mhpR//napB//holD//melR//ycfS//cydB//malF//lacI//emrY//frlB//cysK//ykgO//basS//mdfA//aspA//uxaA//narU//nrdG//thrB//mntR//ldcC//fdrA//prpD//ruvB//lapA//phnN//puuE//eutB//aldB//ynhG//purF//pinR//nagK//paaA//ortT//cspD//srlR//opgB//npr//dppA//ubiD//rho//ampH//hemG//rsmA//wza//rseB//ompT//dinI//rtcR//ydaC//msrA//yegD//dsbA//gpp//rpiR//yqiJ//hisF//yrfG//gldA//helD//opgH//yciK//yobA//yjiR//yidZ//dnaK//dppF//ydaN//holA//gcd//narW//ribA//yfeD//fumA//wcaC//gudD//abpB//sppA//paaH//aroP//ilvI//rnhA//ydeM//kdpE//yieK//ygeA//gloA//yadM//mglB//dcd//sapC//yejE//sgrR//rpsG//lysC//dapB//insI-1//uxaB//malY//hiuH//sgrT//ybiW//appY//uidC//cca//tsaB//degP//puuD//aldA//eutK//nemA//cpxP//mltG//yhdH//ybcM//mqsA//epmA//tisB//uspE//cca//carA//rnlB//acrZ//mngR//frmA//stpA//sgbH//yoaA//fabR//rimI//rutF//aroL//opgG//nrdR//lptE//ahr//rutE//yahF//kefG//trpR//queG//otsB//ygaV//nadD//yrbG//ybdG//ruvC//gltK//dinD//alaC//glcE//gltP//mlaD//araF//napA//glnD//ybjN//hokE//cyoA//rapA//nudF//cpdB//alr//prmB//yeaE//waaG//ynaI//yjjI//bglF//yqeF//yiaL//waaH//yagE//kbaZ//ppiD//zapB//abgB//mhpA//sfmC//yedX//eptC//pdxB//ytfT//lolC//rhaB//lgoD//glcF//rplC//xapB//tar//elfA//pgpB//pepD//fryB//sutR//yhcF//yihX//ibpB//galS//ilvN//pspA//dcyD//btuD//gfcE//yciK//ulaE//ldhA//mdlB//ydiQ//eptB//ybjC//hprR//yfiF//malQ//rspB//glgC//marR//bdcA//cheR//leuS//eutB//fdhF//ldtE//ymgF//ybaM//ibsD//yhcH//rutD//pfkB//rsuA//rrrD//puuA//cyaA//rpsI//prs//frvR//yfcF//uof//uraA//yieE//ribA//ushA//rnhA//speD//cusC//casD//elbB//rpiR//pliG//plsB//nadB//hslU//hdfR//ychF//ttdA//mglA//lgoT//appB//tufA//gntP//yajL//polB//kgtP//waaU//rpsK//truD//cspE//msrB//ybcM//degS//elaA//dpiB//serA//insA-1//sodB//mlaD//metI//yqgB//mgrB//trpB//phoE//rutC//sulA//trxA//pgpA//mglC//cadC//rluC//astC//paaG//paaC//mtr//clcA//rplB//ydcP//mak//gltS//sbmA//selB//mltF//tus//tomB//hisD//ypjD//rfbB//arsB//macA//xerC//yhjX//amiB//umpG//gutQ//yrfG//pgrR//metK//hpt//fliZ//dppC//pstB//der//ftnA//metF//leuE//yidE//fabG//chiP//dmsC//yfdC//dmsC//cyaY//cysS//gadB//xanQ//tktA//potC//puuP//xapA//rpmB//ygcW//nirC//rapA//wzzB//yphF//rssB//ybeQ//rmf//mrdB//yhbY//yedF//hybF//rcdA//ybcJ//alaC//tdcD//ygeV//yidL//nagD//csgD//aspA//yoeB//mlaF//sstT//yciE//ygfA//hrsA//narX//nrdF//nadE//ybjC//msrA//hldE//rlmN//wzc//rplL//yraI//nagC//relB//ybiW//rpsN//rpe//dgoD//dmlR//sucA//cas2//ugpA//bssS//feoB//holC//mdoG//glpG//rpoE//tomB//arnB//yadC//hofN//napB//metB//putA//ynfL//bisC//rfaD//nagC//yneE//entC//gyrA//eamA//dapF//manA//arnA//phoR//hofQ//atpH//yegD//lolE//fhuB//ydiZ//yjcS//mcbR//fliK//rutA//yqhC//yfjR//uxaA//ilvA//pfkA//frr//glrR//dcuC//secM//uidR//aphA//glpA//ycdX//artQ//potH//glmM//kdpD//deoA//btuE//dhaM//caiE//bamC//bglH//ompN//psuT//yhhT//ulaF//ygeA//lptE//serB//ibpB//yqjH//ileS//ydjK//agaC//tas//ttdT//flgF//abpA//flgG//tcyL//elbB//cusA//entS//yaiW//dapB//rcsF//hupB//argH//yidK//menB//adiA//uspC//yqiH//pykF//puuB//rtcB//hybO//ariR//ttdA//ispF//dapB//xthA//bglJ//yidA//cbrC//nrdA//rfbX//fruA//preT//murQ//cusB//tatE//ymgC//malS//rffG//yhaV//flgB//rplK//entC//cyoD//rplE//uvrA//ubiF//gabD//fabA//yjiQ//yfeX//yidR//trmL//nuoG//ttcA//fimF//dicC//cysA//yfdC//hsdM//dcuR//ptrA//wzyE//artM//glvC//rfaG//nikR//acpS//nlpA//aroF//bioP//zapD//yoeB//ygeW//hisQ//paaJ//pnp//cyaY//ydiF//yidR//cyoE//galF//tolQ//yihV//raiA//avtA//arnB//yiaF//prfA//hupB//yeiE//yedX//mltG//bolA//yohD//ppsA//zitB//pykF//mscS//metC//fdrA//insK//hicB//mrdA//aaeA//tsaB//nadB//yajO//lsrC//pinR//sdhE//hcaR//melA//fliZ//solA//yijO//aroD//cbl//yfgO//trxA//erpA//feoB//deoC//hofO//fepB//cysN//yhaM//yjcO//msrQ//kgtP//uidR//fumB//ftsB//pgm//plsC//casC//hyaD//opgH//paaF//ychH//endA//gcvR//alkB//galR//glpG//lacY//lsrB//hycH//tmcA//chaA//fhuC//pgpA//scpC//mrcA//pagP//yoaB//mhpD//mtn//
GO_0071705_5	rffC//atoS//rclA//ybiY//nadC//mdoG//nei//pepB//amtB//dadA//yhgF//cpdB//infB//menB//ybiO//citX//ypdC//cueO//sspB//rnlB//tmcA//phnO//der//frwB//uraA//ypdF//glpD//tktA//purA//helD//cspI//gdhA//accA//dfp//rhaA//ugd//arnA//yihV//cptB//glcB//rbsR//def//sixA//yajL//pgaD//dcm//cycA//yeaK//bacA//ssuB//cobU//uxuB//cusR//fixB//insI-1//fepA//ygeV//paaD//radA//rpsI//pspA//tynA//mtfA//rutC//acrE//pgaA//trmO//mglB//gsiD//wcaC//pgm//narU//rfbB//caiT//ubiF//parE//fepD//glnP//yijO//ortT//ybjC//opgC//cusC//tauB//malE//dicB//yhcH//lpxP//metB//casC//yhaV//arsC//casE//narL//ttdA//crfC//chpB//psd//pnp//iscU//ruvC//fecB//glnP//xdhB//ydiZ//betT//exuR//yhhZ//bglB//rplQ//tyrS//tcyL//betI//ais//rbsR//ubiE//rzpR//yajL//nlpD//mltC//ybhJ//arnB//yfcP//frvR//yiaT//hipA//yhhT//aslB//mdtJ//proS//pepT//mnmE//recR//yiiD//ykfI//ugd//yqhC//ydcZ//rne//ibsD//yeaE//xylE//fecC//mog//agaD//tabA//pabC//hypC//ldhA//katG//rplN//cmoM//bcsQ//yceD//nrdE//mepS//flgG//acrR//ibsD//livK//speF//fecD//xylE//dapB//add//yidH//ldtA//yidH//waaC//yegT//valS//mrdA//torI//gspJ//setA//hybA//argH//cbrC//hisA//tdk//sgrR//psuG//minE//lolA//flhE//insI-2//yhgF//nrdA//moaE//cyoD//hupA//fixB//glnS//yjjQ//yidC//eutR//torZ//hcaC//cyoB//opgE//yagF//ydcO//decR//ilvH//yhjG//flgF//cnu//glnL//cyoA//holA//smpB//ygaH//yihR//yjcS//epmA//qseC//kbaZ//rayT//panZ//pstC//pfkB//dgkA//dnaG//yegD//avtA//mutL//entB//tamB//pdeF//tomB//csrA//gntK//yggD//endA//frwD//leuD//
GO_0071709_5	cysA//recC//pdeR//yqjA//rpsT//surE//glnS//ubiD//pitA//yajO//
GO_0071731_5	hemN//ssuC//rcdA//
GO_0071732_6	opgB//
GO_0071769_5	ykfM//
GO_0071804_3	perR//yeeA//yfcR//sgcA//ugpE//adeQ//mtlA//fucI//tsx//ynbD//gsiD//waaP//gatA//flgG//ulaB//
GO_0071805_4	yabI//alsB//yciT//rph//ribE//ybaL//setA//ssb//dps//rodZ//dcp//waaB//arsR//cbrC//pepT//
GO_0071806_6	agaC//araF//ygeV//tusC//yqaB//paaX//sapD//frlC//rmf//clpP//hcaT//rutE//bamE//yadC//hxpB//leuO//tamA//atpA//paaG//
GO_0071807_8	cpdA//
GO_0071824_5	yggP//
GO_0071826_5	rcsC//ydiB//pgaC//bamB//insI3//yodD//rffM//pyrC//gpp//galE//fadI//clpX//panB//yjhH//hscB//hsrA//cusR//bluR//yciE//pspD//fecB//greB//mtgA//ubiD//ushA//allR//
GO_0071897_6	yhcF//kdpE//rutG//fimG//yjiQ//ydhJ//hyfA//artP//dmlR//setB//elyC//ptsH//yfcR//norR//gapA//dmlA//fecC//yqcC//dnaN//malZ//
GO_0071915_9	wecA//
GO_0071932_8	rclC//
GO_0071934_6	xapR//dxr//mtr//
GO_0071941_4	yqeG//treF//ynbC//glpC//iraP//dppC//yghG//glpA//ybdM//
GO_0071945_7	ydeT//
GO_0071951_8	hybD//
GO_0071963_4	thiL//
GO_0071973_6	abgB//rpsK//iscA//ppsA//clsB//thiD//rihA//glvC//ssuE//rlmM//msrA//lplT//argO//caiE//fryA//mazG//rpsL//opgD//ribE//luxS//dgcT//yegD//ubiG//cof//flhA//rpsB//narU//tsf//chpB//guaC//yddG//
GO_0071975_4	atpE//
GO_0071977_5	appC//
GO_0071978_7	infC//cyoA//mtgA//setB//argE//yfbR//coaD//rluB//flgK//puuA//mdtL//lapA//lpd//galK//
GO_0072321_6	yobF//mglA//
GO_0072322_6	nrfD//
GO_0072323_7	pitB//
GO_0072329_7	borD//clsC//ybgI//uraA//araE//trmB//lptF//yojI//dcuA//cysB//pitB//borD//glpD//ddlB//mnmE//acnB//narY//yqaE//acnA//queC//ycfJ//relB//sucC//ccmA//exbB//tpiA//tehA//yehP//sdhD//xthA//yjiQ//ligB//hchA//cbrA//murQ//wza//tsaE//xthA//nuoN//btuR//yhiM//asnC//hcaC//cusB//slyA//ygfZ//narZ//rlmL//opgH//cheA//yiiD//zwf//hofO//apaH//uhpA//zapA//yggF//csiR//gltS//ycjD//menE//hcaR//gltL//dnaG//ung//rfaE//sdhB//glsA1//rhtC//yciH//ccmD//yodD//hcaB//bdcR//menF//thrL//ynjA//yjiQ//waaU//proV//ybiX//
GO_0072330_7	chpS//envC//hinT//srlB//lpxK//ptrA//degP//proB//hscC//rnhB//ribC//alr//ynaE//tdcA//tusE//carB//nusG//cpdB//yfcU//ompC//sfmD//nmpC//evgA//ybeF//nlpA//tatE//nudG//rlmJ//prfA//ruvB//cspC//fryA//recB//nikC//creC//atpB//ynfF//nuoB//yihT//fabR//amtB//yfaV//murI//gshB//hisI//deoR//yggD//thrL//hslO//yggF//moeB//flgH//cspC//fliS//paaD//leuE//cysE//yhdX//
GO_0072337_6	panD//glpD//bepA//fhuB//focA//acrD//dcp//paoC//nadA//gfcE//atoS//eamB//gsiD//phoU//xapB//cecR//hicB//yciT//hycH//rpsT//yhjB//ccmE//mzrA//rbsA//pheP//panE//
GO_0072344_7	udk//yegV//trmO//guaD//
GO_0072348_5	ybdO//casD//leuB//lpxP//ilvD//tyrR//higA//ydjK//relA//ybbN//edd//cydA//ybcL//tnaB//glcE//ompW//elbB//ydcO//ynaE//pgpB//glnH//ybbN//tsaD//bamD//yfcG//iraP//narH//metL//ompL//dacA//artI//pgrR//nuoI//rcsA//exuT//amiC//flgM//pdeD//fryB//rlmJ//
GO_0072350_7	rhaR//yjcE//zapC//yhaO//nagC//yqiJ//csdA//slyA//tesB//afuC//mnaT//yidL//nth//lpxK//yccS//astC//menH//ybeY//
GO_0072488_7	frdA//yaaA//nuoM//yeaV//zapE//yfcA//napD//
GO_0072490_6	uhpA//allS//
GO_0072491_6	nadK//dhaR//
GO_0072501_7	rhaM//
GO_0072502_7	garR//
GO_0072503_7	yajR//rpoA//
GO_0072505_8	ycjQ//
GO_0072506_8	cydA//
GO_0072507_8	uxaB//prmB//hslU//
GO_0072511_7	pdeH//potC//ygiS//gudD//sufB//fadK//nrdA//rutD//nagC//citC//erpA//glnH//yegD//ynhF//nirD//murJ//atoS//
GO_0072512_7	ybjX//znuB//sufE//hsdR//mntS//moaD//pdeK//wecA//rlmI//phoU//qorA//srlR//
GO_0072521_5	ansA//uxaC//guaA//hxpB//xylG//uspC//uvrA//bdm//yihW//dcuR//garP//cusF//cdgI//yehA//cspI//yhfS//ygaZ//tgt//gspF//yhjB//ugd//glsB//frvR//lsrD//yghU//galK//glnA//paaB//psuG//eutB//zapB//hrpA//galM//qorA//lon//yodD//envR//glmU//coaE//hicB//pdxY//tamA//fbp//gspE//tolB//hypB//tig//ybaK//pykA//yfbU//djlC//lexA//yihU//mrp//bfr//allS//yneJ//ycjD//opgH//fepC//potA//ompT//mdtG//clcB//dmlR//yidK//yahN//dicA//
GO_0072522_6	dhaR//tbpA//etk//insA-1//secM//groL//pepA//ybaK//rsuA//ugpC//kefB//paaZ//dgkA//pgl//holC//pspA//rayT//yjhI//queE//narV//wecC//sspB//eutK//treA//hyi//mglA//rhmD//mdlB//galT//tnaB//ydfG//cysU//tqsA//yjhG//sfsA//ycjY//yjiQ//cspI//dgcM//dnaC//zwf//rzpR//infC//
GO_0072523_6	secM//rsmH//hscC//leuS//fecC//cmk//leuE//argH//plsX//xdhB//dsdA//norV//
GO_0072524_5	hflK//cedA//thiI//nadE//aroG//gutM//ybiA//artQ//ygfZ//amiB//ampE//hdhA//rbbA//pinE//cmoM//yraH//ugd//frdB//ubiG//rapA//modA//insA-1//qorA//ynfL//pgi//ynhF//cysC//iap//chbC//phnP//gsiC//xapB//rluC//fryA//yicJ//aldB//pfkB//glyA//fsr//acpH//argB//ycdX//mioC//astB//ettA//yegV//nusG//
GO_0072525_6	ptrA//mntP//ansB//surE//ilvL//fliK//rsmJ//cusA//nrfB//dacD//kdpB//yphC//ygcO//intE//ariR//bamC//menC//cysH//fdoI//poxB//emrE//yhfS//csiD//frvB//yaaY//btuF//ydeI//ftsW//ydiF//purF//bhsA//amtB//acnB//yedP//yedF//eutN//insK//
GO_0072526_6	rlmH//fruA//
GO_0072527_5	menB//fdx//lapA//yiaT//entE//malE//wcaC//lpxB//yhfK//yeeL//yggD//nuoE//znuB//mgrB//yiaT//yhjR//flgI//lolD//dtpD//cydA//ftsW//lacZ//fepC//hcaT//hemA//nanC//ybeQ//melR//ybjG//rpsM//nfsB//pcnB//mutM//agaB//ftsK//fetA//argF//relA//ypdI//cycA//yqjI//hfq//ybiI//dut//ybgI//tolR//yfcV//ygbL//ydjL//ftsK//cusA//rutF//yiaL//yfdG//rcnB//yjtD//adeD//
GO_0072528_6	sdhC//cyaY//fadR//recO//barA//yjbE//tadA//fliZ//appA//ytfR//ydjH//napC//sgcX//mrcA//fdnH//cmtB//ykfI//rlmN//feoA//hisB//yhbQ//yebS//ycdY//yciV//yeiG//hscB//rplA//argE//nlpE//
GO_0072529_6	mrp//mdaB//ydcI//xylH//sfsA//cstA//sapD//fumC//scpB//caiD//mdtL//ompC//fcl//yggF//rffG//bdm//mltD//dut//ycaN//gpsA//ttdR//ccmD//ygiV//
GO_0072530_6	eno//fimE//tufA//mrp//
GO_0072531_6	hybC//hcaC//selD//waaP//fdx//yqhC//
GO_0072581_9	ymgC//
GO_0072593_4	ydaN//trmA//artI//glgX//tolQ//deoR//appA//yegT//araH//
GO_0072594_5	elfA//
GO_0072599_6	cstA//
GO_0072657_6	rpsB//dnaQ//speC//folP//leuO//yahK//menA//yjjU//iraP//sdhB//yeeA//ttdT//ilvA//rpnD//ycaO//mcrA//nupX//
GO_0072714_5	ldrD//
GO_0075713_7	dsbG//amiB//lasT//
GO_0080033_5	xylG//galR//
GO_0080090_5	yobF//lsrA//argA//suhB//hypD//fadJ//tnaC//glyS//ftsB//hisB//aaeB//hisF//yebQ//hpt//ibpB//cadB//phr//paaK//mreC//topAI//ribD//yfdR//fpr//rmf//amiB//dcm//pdxA//dgcM//ybgP//pgpA//manY//hisS//tehB//aroL//yjbE//panB//pheM//speF//ydhQ//trmD//hlyE//fadL//mdoD//polB//gudP//gpp//tdcC//lrhA//nrdF//mntR//dctR//yfeW//pstS//ecpR//paaC//crfC//ydcZ//pepA//mgtA//ypdA//sspA//rpsO//priB//glpT//ispB//pstA//yjjX//mdtP//rpsB//sdhA//mdtQ//mcrB//yneL//yebC//hycI//ygiB//dacD//ybgQ//cra//edd//corA//ycgR//hybA//tolR//yfeO//norR//prpC//yddG//rpsL//yheT//cedA//rpsJ//rfe//hisA//nei//yciG//wecE//ybiS//cobS//afuC//yehU//rbsA//solA//yihV//cusR//hslR//pliG//decR//rpsD//tap//yihW//yeaE//rhlB//nuoM//tldD//purA//fabI//proA//yegS//rplT//mak//ansA//rmf//kbaZ//livF//yfgJ//torZ//srmB//pnp//yidL//mocA//yeeJ//mglA//glsA2//ndk//gltK//tauB//ettA//ade//sdhD//nudF//yajR//dgcJ//queD//ydfG//rna//galK//phoP//dtpD//macA//ispB//rbsA//phoU//sbcB//gapA//maa//envY//malZ//hybF//garP//mcrB//yabI//frdD//idnK//hchA//cmtB//ridA//betA//ycgV//dgcN//rodZ//lamB//rzpR//purU//ddlB//dsbA//cadA//rpsT//ubiX//kefC//tatB//iscS//cobT//mzrA//gldA//intZ//fadA//yeeJ//pth//fadL//nikA//insI-2//uidA//hypD//yehX//yraJ//nikD//fdoG//ldrB//tsgA//serC//yiiD//gpsA//pgaA//tomB//rbsA//rsmG//pdxY//prfC//citX//ycjR//ycbV//yciF//trpB//yfhM//proS//yfcU//comR//yfcA//yccA//yhgF//yefM//lsrA//dinB//tdcG//kdpB//modA//mltB//mdtJ//gsiD//yidE//nudC//bioP//bcr//yidK//epmC//tktB//potF//pgaB//yfcR//evgS//galS//deaD//yodD//glvB//msrP//iclR//ssuD//bssR//frvA//ygeR//lysU//cpxA//bdcA//rplO//hns//hokE//narH//xthA//narX//adiC//thiQ//pgsA//yihL//yraJ//malY//ybgI//npr//ddpA//bdm//ldtE//purU//hns//rnlA//ybiI//yihV//sbmA//insB-4//rpsR//raiA//yidE//bglB//mdfA//pyrC//torS//dmsA//ratA//ptsN//rpsP//pdxK//uraA//yfcF//mgtL//frvB//ydaV//ebgA//dcd//feaR//adiY//intE//gsiD//nepI//insI3//narY//eno//frdD//valS//yjjV//ettA//cydC//tauB//srmB//tcyL//gltI//ybdG//glnA//fieF//nagZ//fadH//codB//rpmB//manZ//valS//lptD//ftsL//pgaD//intF//nimR//gatC//yieK//ddpA//rplN//yaaY//ymjB//ptrA//phnK//ynaI//nuoG//lapA//mtgA//aspA//rffH//oxc//gcl//rpsN//
GO_0080111_4	rzoD//insF-1//
GO_0080134_5	lamB//
GO_0089705_7	yciH//prlC//
GO_0089709_7	glnK//mdtI//
GO_0089718_7	caiF//ybiO//yihT//betA//fliT//folC//paaB//lptF//phr//tolR//
GO_0090066_4	holA//eutN//mak//xdhB//selB//
GO_0090068_7	rlmE//
GO_0090069_5	prlC//gor//rhaA//
GO_0090071_6	ycjD//rhmD//smpB//
GO_0090087_6	nagD//recB//mog//
GO_0090116_7	livH//
GO_0090143_4	ymgF//
GO_0090150_5	napA//manY//gapA//waaF//dsdA//ribD//hslU//cspE//pabB//ulaB//cynX//yciV//
