#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	helD//dcd//cheW//gltP//
GO_0071704_3	mepH//dctR//dsbD//rsuA//mltF//gpsA//yhgF//glnK//frmA//narU//motA//nudC//ybiS//lldP//cbpM//amiD//rfaD//hybG//groL//rpoH//cysG//uvrY//envC//aer//aes//cutA//pitB//pyrH//sdhC//cusC//mglA//hdhA//clpP//ghoS//mtnN//zapA//ebgR//eutD//ratA//hofN//nadC//kdgK//mreB//yphB//yiiD//ftsB//yhcN//gspJ//ynbD//metN//polA//frvB//yjiR//ybiI//wzb//ecpR//ubiE//cirA//yhaO//yqhD//rffH//bluR//torC//rcdA//cheZ//yggT//glpD//lysC//purR//cheA//rutB//uxuR//ycjR//rpsD//adeD//emrE//yegT//yihS//glvB//ushA//clpB//hybD//zapB//yadG//appA//nuoI//nikR//efeO//yecS//cyoC//recF//srlD//yeiE//hofQ//carA//yahB//pyrE//yhaM//aroG//cpxR//tusD//ihfB//paaZ//pyrD//yrbG//frlA//yhbQ//ydbD//gapC//bamB//hisB//fadD//etk//rimI//truC//yfcF//viaA//mlaF//prkB//ynbC//folP//rcsD//hybO//ybhF//wzzB//phr//gfcE//acpP//sfmH//xanQ//ibsE//csgF//ygfZ//yjjV//rhsD//nlpI//yraN//rpoA//secM//ligB//dpiB//rhaB//pgk//nlpA//cydD//cpxR//rusA//dsbB//yfdR//yqiJ//recC//ghxQ//abpB//zntR//rlmA//dut//ydfD//luxS//modC//betI//fepD//yehT//hsdM//yjeH//yeaE//elaB//hdeB//thrC//endA//nsrR//acrR//yfdS//higB//yicJ//feoC//murG//thiQ//hflX//ycgR//yihU//yghW//frdB//ykgO//btuB//sgcB//yagG//argD//rplK//rplF//alr//yjhP//dctR//dhaM//tgt//lysU//tatE//aldA//rbsK//yfbR//garL//glnQ//birA//yjcS//lsrK//leuA//dinQ//rnhB//degP//rsmH//nirC//rimL//rimI//malS//tolB//hofO//galK//cysM//nusA//casD//hyfA//idnO//bssS//fdnG//kbaZ//yaaY//sucD//diaA//cspB//selB//xylB//focB//mdlA//mukB//tesB//yghG//lpxH//prmA//cas3//aidB//ybhG//clpX//zapA//mdtG//pdxJ//parC//fadR//cecR//cspE//ybeF//narW//yeaV//cfa//rhaA//thrB//bluF//cobB//yihS//pdeH//ldcC//paaK//nuoB//rplQ//pgpB//iraD//hyaC//nth//eutR//holE//epmA//oxyR//ybjN//mntH//rpsA//pfkB//artQ//yehY//aspC//nagB//cmtA//cysZ//sppA//ybcC//potC//rssB//hsrA//yddA//betI//rffC//menB//rclR//ycbV//proP//yajR//sppA//brnQ//dppC//dsbA//hslJ//nei//mfd//cas3//hyaC//kdpE//kdpB//phr//pyrC//dacD//lolA//mreD//hslJ//ttdB//lldR//yeaG//rna//gsiB//bluF//thiM//nrdI//fliA//hybO//yfdO//cysM//elaD//rlpA//slmA//bdm//rpsS//dapA//serB//yedX//mltA//mtlR//yihS//pta//xanP//murQ//rbsD//phoB//pal//modC//pldB//purT//fucP//cpdB//dps//yhbO//roxA//pldB//yphC//glgS//ycjP//ychF//glpF//ugpB//glnD//glcE//mmuM//bioA//yihT//dhaR//gadE//rhtC//yjjU//wzyE//rfaH//nhaR//ydiO//xseA//ebgA//mepM//yfdS//lysS//uxuB//dapA//tsr//yhcD//yehZ//ycjU//basS//ychH//dfp//hcaD//ampE//ybhJ//tufB//ybaQ//caiB//fdoG//ybjX//proV//yjaZ//rusA//ihfA//nadE//pepB//glnH//yajO//fhuC//fre//rpsD//oppD//truC//ppk//rbsD//yddM//sapF//hyfA//pabB//tusD//nepI//waaJ//rlmD//ycjU//folP//lpoA//recX//ttdT//yciT//hchA//appB//sfmD//mntS//ybjD//lysS//rrrQ//rutF//araD//hiuH//mcrB//rnd//ybaL//flhA//yqaA//glnB//yneL//focB//rfbD//yagJ//ebgA//yaaY//cspD//cysN//degQ//yjfP//dnaX//cydA//cyoA//diaA//elaA//otsA//malQ//uhpA//cysA//eutB//basR//mreB//casA//radA//rcsA//hybF//acrF//selB//ybdH//rihA//ttdB//dppD//acrR//ytfQ//rluD//cspD//rnhB//mhpD//ydhC//appY//bdm//yciK//uspG//yojI//mcbA//ydbK//guaB//yciF//uvrY//ydjJ//rplW//ynjD//uvrB//nrfA//acrB//idnK//ydcS//mcrA//yggT//entE//hycB//aqpZ//sgbU//rpsG//yqhC//gltS//nrdH//rcsA//hypE//menH//iraD//rpsT//mgtA//bacA//alsE//xapA//argA//potH//rluE//yehW//mdtE//adeQ//creB//mgsA//pdeL//casB//arnE//rpiA//ascG//ydaN//potB//yijE//sucA//sucA//cobC//sspA//aroL//yafQ//pabB//der//mutT//yieL//pgpA//glsA2//fes//iscA//rimK//hypB//nimT//ybcQ//ybaT//pepA//higA//ispU//rpsB//ynbC//mdaB//csgB//yajQ//lapB//kduI//nimT//kbaZ//rplA//yfdG//groL//deoR//yjhI//gcvP//tktA//bcr//yccX//rcnB//ssuD//ghxP//dtpA//fimB//proC//yjeH//mgtA//rfaE//ydiV//lolA//galM//barA//dacD//focA//recN//rsmC//tsaD//lpxT//hisP//hemH//malS//adk//rsfS//leuO//ftsY//xylB//yfcS//xapB//pgaA//rhaM//ydiB//ydaV//yjbF//lysR//yafS//aer//rpmA//yeaD//ybjN//ygiV//ygbM//artM//sgcB//glxR//aldA//mnmE//glk//prfA//nagZ//flgB//folD//mgtL//gatZ//appA//tbpA//ftsH//mdlA//yneL//prmB//secB//frwC//trmO//yfeD//pinQ//trxA//argH//ilvD//purC//yiiM//torA//nagK//uxaA//folA//exbB//atpA//glcF//ybiO//mltA//yejF//ycbX//yehT//nudB//acrB//nfsB//nrfD//chbG//yodD//yiaL//malS//tyrB//gyrB//ompF//msbA//holE//ubiJ//pcm//fumB//torI//yafE//agaS//trpB//glpG//yajO//kdsB//pdxB//yhbS//ppsR//mcrB//caiD//tus//proC//truC//pdxY//nrfD//lapA//crr//arnE//yegS//asnC//tolQ//frdB//aspS//tsaC//cysE//rhaM//hofN//phoP//yebS//gapC//rimM//rfaE//yrdA//rpiR//cobU//rhmD//yfeD//pdeH//abgA//fkpA//gdhA//thiP//sdhC//sgbU//bcp//hipA//gmhB//yidC//hdeA//nrdE//gfcE//hisG//rpsR//wcaB//cirA//hemE//tauA//yhjD//priB//tauA//mrr//intS//proA//yqgF//ribC//rseC//cheB//lspA//infB//yqgF//topAI//thyA//mdtI//yghO//yihT//rzpR//thrS//emrY//yfjR//recB//rbfA//dcuC//dcuB//rsmB//argD//ravA//ppc//ybjN//rdgB//recE//ibsA//nudC//tdcD//qseB//ybdO//shiA//hemF//abgA//fhuB//hexR//secM//ydcO//rlmN//rlmC//aes//rplI//tyrB//ydfK//rlmD//bssS//kefC//dinQ//ortT//paoC//yjhG//lsrB//recF//csdA//tauD//purN//era//nusG//treR//yhdX//acnB//torR//sdaB//artI//recB//phoB//ccmA//ybaE//dtpD//yiiD//ymjB//mntP//mutM//hemC//lgt//envC//yddL//yahN//glcB//cysZ//agaD//gadA//aer//basR//modA//yraR//mcbR//ggt//rsmI//casB//smpB//entC//ybiA//tauC//ybjN//frwD//rlmI//araA//waaO//dgcJ//thrS//rlmD//manY//rseB//tnaB//mrdA//ybiO//lpoB//yjaZ//yjbH//hslJ//nudB//pdxB//paaF//recQ//ybhF//ydiF//cpoB//yjbH//lacI//fliA//rfaD//yhbQ//xdhB//uraA//rpnA//kdsA//bioD//dacC//cobT//yeaV//ynfL//rfaE//tar//xylR//galS//proX//yagE//cysG//narQ//yiaF//moeB//ade//sfmC//ymfK//insF-1//gloC//rbn//metI//pdxJ//tolB//aroG//lpxT//bioD1//adiC//tmk//alaC//yeeL//yeaE//cydA//relE//hxpB//rpiA//lolC//hisP//prlF//bioA//tolC//gspJ//thrS//fhuC//patA//dcuA//paaJ//glxR//fadR//hemB//ribA//rbsD//rhaR//ycfH//yihS//lysO//ydeP//maeA//xylG//livH//slt//sppA//psd//fkpA//alaS//wzzB//rhoL//kilR//recJ//rpsL//nlpA//yfcV//chbC//efp//hemN//cynT//yhgH//yadK//feoB//yejB//recQ//parE//yfcS//yohD//metF//codB//emrY//ivy//ychF//glgB//murF//shoB//mmuP//purN//xylA//hisD//fdhF//cpxP//selA//fliL//trmH//insF-1//galS//fruB//csgA//frwD//yccX//yghB//cca//arfB//dkgA//ugpB//caiT//hfq//flgH//thiG//dgoT//fepE//zraR//evgS//rplP//aspA//pta//rffG//hrpA//paaX//pckA//suhB//yggX//aaeA//rnhA//yodD//rzoD//spoT//hscA//yqeA//rclC//potE//pepQ//sgbU//chbA//prmA//chaC//frwB//cpdB//mreD//pyrG//srlR//glxK//yraH//mdtN//dsbB//rhoL//msrP//recJ//lamB//cmoM//helD//fixA//yfdC//ffh//clpS//motA//basS//zapC//intA//rpsQ//ynfE//gdhA//serA//aaeR//pepD//mcrA//mtnN//ybjG//cadC//metQ//paaB//ansB//yqeG//cmoB//ycgV//sgrT//ulaB//malP//ascB//lpxD//ulaR//mraZ//hemA//fdoG//glyA//frlB//tcyP//dsbG//lsrR//yidD//mcbR//yfcG//baeR//yqjA//bepA//rnpA//bcp//nac//focA//rluE//eutD//yfgI//cheR//tomB//tdcE//rbfA//ycgR//waaJ//fecA//ybdN//add//frlC//ygcW//exuT//uraA//ribD//mdtM//yagJ//ptsH//udk//tsaB//cspA//pdxH//mnmA//rpsG//sppA//dinD//queD//rplW//rbn//greB//aceK//speF//iscS//mcrB//dapA//fruA//cvpA//ybiX//aspA//chaC//rpmG//hemL//hcaF//dgkA//trpC//pntB//gudD//yghO//lgt//flhD//sugE//trkA//yehT//rplY//fdhE//ybaL//nsrR//yafO//rbsK//yehD//rnd//ispB//amiB//gntR//xylA//rrrD//nudB//leuD//acpS//malS//fepC//rhsD//bipA//fadK//metN//rffG//mrcB//mreD//yneE//ibsB//ynjD//glsB//oxc//glnE//nrdD//aroF//otsA//pbpG//pagP//hemA//tcyN//agaD//sdaA//yiaF//hrsA//casB//hcaT//uhpT//ydjL//sufS//torD//holB//yjjV//hda//nirB//tabA//hemG//ispG//eutN//frmR//hycA//mdtF//treA//ydaC//ulaB//apt//phoQ//infC//cueR//viaA//mntP//ydeM//yicJ//frvB//yecS//rffG//phnJ//rppH//dnaQ//rplT//ubiB//atoC//serA//mltF//ynhG//ybhP//exbD//gsiB//envZ//narK//yciG//rpnC//gpsA//rlmB//aroH//yfbU//tolR//purC//fimC//perR//fadL//blc//phoU//mepM//yqgF//narY//envY//thiM//mrp//galS//nuoM//ccmD//hprR//dicB//uspE//dppA//malY//rusA//yajR//xylA//frmB//yrdA//fetB//bdcA//gsiA//argB//yhdX//macB//ppiC//clcA//cmk//fimZ//yciE//ung//trpS//kdpA//aceF//sodC//rutA//dxr//sad//chpS//yehB//trmJ//cynT//cydD//rsmC//selU//fadB//csgB//hcaF//fhuD//ilvN//yddG//accB//fliS//yhdW//insK//mscS//kdgR//yidE//hybE//tdcD//tauD//panZ//eutK//bacA//bssS//cysP//fadD//ccmH//copA//yfeD//gatZ//hcaT//rpnB//yneE//fimZ//mdaB//rapA//eptA//uspE//narL//argP//ygdG//ftsE//ybiA//ecpR//polB//yjiY//ttdT//narK//fdhE//tdcC//rbfA//atpD//rapA//csrD//bcsA//rssB//sufB//glgP//hdhA//xylA//mhpB//dhaK//citX//tktB//pgi//chpS//puuE//pheP//narG//ilvD//hofQ//bdcR//yjhP//dsdC//narY//mdtI//treA//rpsR//kbaZ//symE//livF//accB//mug//nrdG//htpX//dbpA//maa//recT//rplT//alr//pntB//ybgQ//ccmF//cspC//degP//kdgK//menF//yfjR//lpxH//aidB//ynfF//narU//yraR//elaA//nuoE//ydiP//lgoD//lptB//stpA//cbtA//yafO//thiQ//ssuA//lplA//rpoA//macA//fucO//yafQ//nuoH//pdxA//mscL//envC//tisB//ivy//ccmG//nrfC//sdhD//frsA//purN//cyoD//speC//fecB//dapD//ybjC//fimH//alaC//fecD//napC//waaG//helD//rzoR//baeS//purL//csgB//iaaA//ycbX//mltD//gudD//menD//envR//mdtJ//hypF//ftsP//entD//rpmA//dnaA//focA//ihfB//lsrC//hyaC//trmJ//kduI//thyA//cspA//epmC//paaD//ynfH//aspA//ribB//lpxT//yggW//uxaA//sucB//yafO//ydiO//csrD//nrfD//dtpB//rclA//gadX//katG//pabB//ravA//ghoS//torS//rrrQ//cobB//iap//holA//ppsR//cysB//prmB//yfaL//allS//pckA//dnaQ//hcaR//dapD//nanA//rluC//arfB//tufA//malY//dcuC//ybcM//gltS//mqsR//crl//clpP//znuB//thiQ//rplD//hdeD//nadK//galM//csgG//elfC//pyrD//pcnB//cadA//narI//lsrA//rhaA//ynaI//pck//pitA//mepM//ybdO//rpmJ//atpA//malI//murQ//crfC//holE//waaC//bipA//cobT//ycfL//nmpC//rbsD//ygbN//narP//mmuP//soxR//ftsE//secY//norV//codB//yhaM//kefB//insI1//murE//hyfC//cecR//tsx//bolA//lolC//rplR//nimR//rarA//ybaK//hcaC//norV//rhlB//ydcM//yfcS//elaD//slt//sstT//pepQ//hypB//sdaB//pth//rpmE//aceF//cysK//tgt//rhaB//ttdT//argF//rnt//tusA//insI-1//sgcC//rnlB//appY//rfaB//tolA//ymgF//fadH//dapF//yedL//galM//cysE//iscX//galE//zapB//cof//yejA//pnp//bioF//ybaE//yadC//yihV//ychO//nuoL//pheP//yfbR//ybcM//hypT//nfuA//wcaC//gutM//dcyD//erpA//tktB//dcm//dinG//ychH//opgD//lptD//yjfF//ydiB//recA//fabZ//oxc//pdxK//hofQ//cadA//nrfD//relB//dppD//alkA//tbpA//murD//lolA//yehC//yfaV//dgcF//hemG//phoU//mug//yfiF//crl//speB//hemN//symE//mrdB//dedD//potB//xylE//nhaR//hyfF//macB//artM//cysS//phnH//argK//gmk//metQ//sucB//glsA1//lolA//atpB//
GO_0071705_5	acrA//yfhH//fre//mrcB//yqgF//rhaA//nlpI//crcB//cysU//xanQ//uidA//bssS//wcaC//mhpR//rodZ//tauC//alaC//ybiS//arnD//lolE//rapZ//etk//malS//paaG//rpoS//yraN//uhpC//frdB//yeeL//yjhG//ybjN//gfcE//mppA//ynfK//yjhB//yjeI//gmd//murP//nuoL//ygjK//ftsB//fdnH//pspD//rplE//sbcB//ybiO//hemH//uvrC//hda//gpmA//abgT//ydcT//trpR//chpS//mdtP//nrdG//yhjX//gatB//nrdF//ftsL//frlB//sdhC//nudG//yggE//shoB//melA//rsmE//plsX//casC//kdgR//alsA//purF//def//ybiX//fic//tsr//fixA//nupX//intS//speE//yjeH//mdtN//frdB//glk//rsmA//kefB//yahO//dinD//rhaD//ribA//purF//gapA//hokE//tesB//yhhY//yahD//yieH//rsmF//zapB//aceK//mltB//yehP//cvpA//ulaC//fliS//mepA//puuE//speB//phoU//ygiV//dcuB//ascB//mliC//eno//ybjG//yciK//rrrD//glnQ//ribA//dmlR//lldR//ppiD//mdtM//yibF//rhaR//hmp//dhaM//hyfC//atpE//ynfE//apaH//fepC//rcsF//cadB//mdlB//purR//rnlA//slyD//yagU//lpxP//gabP//paaZ//fixC//aspA//dld//treA//flgB//fadJ//insI1//recO//yfdC//trpGD//emrD//radA//guaA//mutT//obgE//dsdX//fruA//nrdA//pnp//ycjQ//kdpC//lptF//pspG//lptC//frdC//hpt//chbG//surA//ybgI//dnaJ//rplW//ybjC//yhjG//fdnH//eco//fadI//accC//dapB//ccmE//adiY//hslR//glgA//thrS//insA-2//yiaO//dcuD//mdtG//oppC//ycjP//yfgJ//ttdA//clpX//ihfA//speB//rihC//gpp//potI//torI//ycfH//ariR//xthA//dgoR//hyfC//mqsA//yagE//thiI//glcE//feaR//yahF//rraB//hisA//evgS//rlmB//dkgA//lpxC//xseB//xapR//yfiR//appB//hfq//cynS//sgrT//mdtL//cas3//iscU//napF//coaE//pth//fliM//ykgA//cusF//chbA//hflD//dppA//
GO_0071709_5	dppF//guaC//guaB//fabD//ompN//maa//btuC//yagJ//ybiT//dgoR//
GO_0071731_5	fixC//ulaF//yejB//
GO_0071732_6	insE-1//
GO_0071769_5	fabZ//
GO_0071804_3	clpB//yjjQ//sbp//pheP//ubiD//rpnA//ftsE//yggT//hemC//priA//guaC//bssS//rplA//gltP//sbcC//
GO_0071805_4	hflD//xseB//putP//fur//ompR//bioD//tatD//rpnC//roxA//sixA//seqA//uvrD//glvB//yahB//dhaL//
GO_0071806_6	sgrR//bamB//ybfA//malY//aes//yajQ//dtpA//glnB//rpsM//ribE//yfdR//hisF//truC//ggt//malG//mrcB//appA//waaP//fcl//
GO_0071807_8	rfaF//
GO_0071824_5	recA//
GO_0071826_5	ahpC//ratA//kefB//feoB//cpxP//amiD//lon//fucP//rrrQ//yejF//lptF//yjbB//uvrA//fabR//pfkB//chaC//rppH//fucA//gpsA//hpt//sugE//curA//dacD//wbbK//rbsD//ybhG//
GO_0071897_6	rplS//argA//glpX//yebK//gpmM//dnaE//yjjG//nadA//tnaC//mgtL//rluD//gatB//nuoL//mdtI//dut//mug//yajL//tolQ//yddA//yceD//
GO_0071915_9	edd//
GO_0071932_8	narU//
GO_0071934_6	hypC//tdcE//pyrB//
GO_0071941_4	ppiC//fliZ//dhaL//paaZ//ydbD//ypdF//rfaH//putP//yigB//
GO_0071945_7	iraD//
GO_0071951_8	sgbH//
GO_0071963_4	ptsN//
GO_0071973_6	frsA//metB//narV//leuA//elaA//ynfF//sixA//yfcS//yihX//rpnA//ldtB//cas3//chaA//yahO//ubiJ//rimP//argR//nrdB//murR//waaP//cydD//yhaC//hcaF//idi//feaB//rsmC//glvC//truD//yrbG//ytfR//ynhG//
GO_0071975_4	ykgO//
GO_0071977_5	idnT//
GO_0071978_7	mlaD//bcsA//aceB//bcsA//pfkB//topA//fliK//yjiQ//narY//fdhF//yejE//elfA//hypC//cysQ//
GO_0072321_6	zipA//plsC//
GO_0072322_6	htpG//
GO_0072323_7	pabA//
GO_0072329_7	pitB//mgrB//mntS//hyaC//sufE//queE//yoaA//mnmC//potD//glnE//surE//cyoB//yfcR//pinR//rnhB//ackA//bamA//pyrG//ydjH//mrdA//groS//yiaA//yieK//glmS//selB//yhaM//yccS//emrY//fecA//glcB//rfbC//waaY//mug//yjjQ//yieL//hprR//yphD//znuA//araD//slyD//yhgF//yeeA//ttdR//wzzB//tynA//ybaL//tyrS//fre//dsbG//selA//zapB//queG//nirD//fdhD//tyrA//tag//yjcO//fdrA//btuR//sfmH//pgl//ybcF//rnhB//dapF//ybhG//appB//lpd//topAI//mnmG//atoB//phnI//recE//hldE//qorA//csgG//rutA//deoA//fumC//ygiN//glcF//lapB//
GO_0072330_7	sspA//iscU//gcvP//rdgB//secA//iclR//moaD//rplR//gstB//bipA//dinG//pepT//serA//rhoL//yjjQ//ibsD//hemD//cpxP//ridA//asd//yahD//degQ//ymgC//yejF//xerD//lnt//ebgR//dacA//astB//yadN//rhaT//dicB//tcdA//yiaN//apaH//serS//ycjY//yjgX//sufS//nrdG//lon//ubiC//yqeA//alaC//kefC//tolQ//oppD//dctR//yjbE//mhpD//iscA//ymjB//matP//fryA//yqhD//yqgF//lptC//pheT//
GO_0072337_6	yjfP//nrfD//yfdG//talB//pykA//waaO//potH//lsrK//mdtQ//hisQ//yehA//clpA//treR//ydcT//yabI//mazF//murE//menA//murI//allS//napB//uhpT//ydiF//ybiO//gstB//pgaA//
GO_0072344_7	gadC//yiaO//yfeD//ydhC//
GO_0072348_5	dnaG//mreC//sucD//yghG//rtcR//lnt//waaQ//gabD//hicB//narX//groS//yfbU//lolE//bamA//tonB//oppA//ilvB//dctR//alaS//oppD//yciE//pheS//alkA//endA//pinE//frvB//pheM//recE//abgB//artJ//glmS//lpxM//cusF//pliG//hlyE//baeR//napF//umuC//dtpD//gshB//
GO_0072350_7	fhuF//mntR//prpC//araE//htpX//yfcQ//yqeF//dtpD//ycgV//hisP//arnT//cobC//atpD//yegV//afuB//ybcL//hxpA//rlmL//
GO_0072488_7	aslB//pdxY//ilvM//yjjU//lolC//ybiO//fucI//
GO_0072490_6	insI-1//ppiA//
GO_0072491_6	basS//rpsT//
GO_0072501_7	ynfF//
GO_0072502_7	yihR//
GO_0072503_7	ykfM//cdsA//
GO_0072505_8	lysC//
GO_0072506_8	psuG//
GO_0072507_8	hipA//ydaC//bglX//
GO_0072511_7	asnC//mlaF//sthA//tusE//csgA//cysN//cynX//katG//nagC//atpB//truA//rsmJ//yebG//etp//ralR//scpC//ushA//
GO_0072512_7	deoR//ackA//iap//dsbD//yghU//alsK//zapA//pfkA//soxS//rbsK//yqgB//cydD//
GO_0072521_5	ybeQ//fnr//kefF//xylB//agaS//fimE//cfa//clsB//thrL//pgsA//nrdI//uhpC//yihL//gyrA//pyrG//yebS//cmtB//rhtB//potC//thiM//hypT//emrE//fadK//lpxD//fixC//adeP//queE//kdsA//rna//glpA//yjcE//aspC//ftsE//ruvB//yciH//htpX//cyoA//yjtD//truB//mscS//rhtB//yghB//dsdA//aceA//hemC//kdpF//lpxK//yahF//betB//pflC//crl//radA//rodZ//galF//rplT//ybjC//yieF//ykfI//osmE//pnp//chbG//topAI//nemA//glnK//ynfE//trpA//eutN//pphB//
GO_0072522_6	aceB//dtpC//moaE//nrdG//fimG//ppk//degQ//murE//sdhE//ddpA//uxuR//glnE//lpp//pflA//ftsK//lacY//tehA//rpmB//narL//glpD//yajQ//hisP//ybaK//ompL//mutM//rcnA//rcnB//yjbH//bluR//dgkA//ycfL//copA//ydcZ//ccmG//rimO//garL//bisC//rluC//caiB//queE//fbaA//mmuP//pabA//
GO_0072523_6	yfdR//serC//ppx//rdgB//fruB//matP//hdeD//ygeX//sbcC//hyi//yahN//cdaR//
GO_0072524_5	leuC//uxaB//ybhF//grcA//arsR//yohC//napB//yjiA//cspB//rpmG//rplP//aaeR//mutM//ilvM//ydiP//yidD//ybiT//sfmA//fimF//yiaN//cmoB//ppsR//glgC//lyxK//fiu//fdnH//ypdA//hyaD//hdeA//udp//yieK//dmlR//rluB//ftsE//mlc//ybeQ//adhP//tabA//ccmC//yaiV//psuG//secY//msrP//gfcE//mutT//cysP//phnI//
GO_0072525_6	fumC//lolD//frvR//ybiA//ftsI//gph//kdpE//clsA//hsdM//ybjX//cydC//idnT//rimM//ygjK//frmA//opgH//rhoL//hpf//asmA//astB//pgk//xdhB//fdoH//lsrG//moaB//recC//rlmD//rutF//rfaF//pepD//yhdX//cedA//galS//cdgI//dcuS//pheM//rimJ//
GO_0072526_6	gapA//rplI//
GO_0072527_5	mdtO//ypdI//waaF//yoaB//ybjL//pnuC//slmA//decR//lolC//osmY//pspF//yidA//dgt//flgK//yadG//amiB//deoR//frdD//fliK//paaJ//yeiG//cpoB//viaA//ynjD//gluQ//speB//hofC//ampD//mscS//sspB//fimG//lon//wzb//pykF//sgbU//mepM//patZ//sodA//pfkB//ygiB//dnaK//yiaT//uidA//yifB//argK//ettA//sapF//scpB//wecC//nhaB//yieE//galF//yphC//ygiN//dmsB//rzpD//paaF//
GO_0072528_6	smrA//ftsY//trmO//ydeI//yneJ//allB//rclB//rsmF//lhr//topB//araA//yraN//ycfH//lon//ivy//galS//lolE//hofC//malZ//rpoA//nupG//mreD//viaA//psuG//tag//ompC//ypdA//potD//ydhQ//
GO_0072529_6	dgcQ//sfsB//eptB//dkgB//ilvI//ytfR//frmR//patD//epmA//appB//holB//hsrA//yajD//rcsB//phoA//ugpE//yfaX//lysP//mdaB//fimC//moaA//cra//ghxP//
GO_0072530_6	uxuB//rsmH//uhpT//nagZ//
GO_0072531_6	dgcM//mhpT//nadA//hybG//ynfF//ldtE//
GO_0072581_9	ygcO//
GO_0072593_4	pdeF//yeeJ//kbaZ//tnaC//cysM//modB//thyA//eutN//gltD//
GO_0072594_5	copA//
GO_0072599_6	rfbD//
GO_0072657_6	exoX//bdcR//lpd//tatB//hisM//cpsB//ybdR//glnH//frlR//rhaB//ghxP//manA//hyfF//ldrA//glpB//hcaD//malY//
GO_0072714_5	ftsX//
GO_0075713_7	rfaF//wecC//ftsI//
GO_0080033_5	tqsA//caiT//
GO_0080090_5	prlF//cmoB//paaG//ahr//yjbB//rclB//srlR//phoP//purA//mltB//yphB//phoQ//hybG//ahpC//ileS//nuoL//ybhA//csiD//nrfD//yagG//rsmE//rluC//frlB//yidZ//gloB//ybaM//sapD//ugpA//cpsB//pyrC//fadM//tilS//mglC//rzoD//xthA//yieH//ybjI//yjiA//glsA1//clpS//rbn//rplE//phoR//flgI//acrE//borD//yaiP//melA//hxpB//ydjE//yjbG//ygjH//prlC//yhgF//gltX//yihX//cydB//gspI//rsuA//bglH//bioH//yhjX//gltI//csgF//asnS//ygeW//cydB//psuG//yggF//holC//xapB//pnp//araC//araG//galM//frwB//moaB//aaeR//phnO//yjiY//yihV//atpC//nagA//moaD//speE//ndk//cpoB//fecA//narP//ftsA//lipB//insH-6//flgC//purA//ascG//nagB//sutR//polA//fis//ygiN//rstB//ypdF//pitA//rlmF//ybiX//fiu//aceF//murQ//yciE//hcaF//yibT//ispU//yfbR//ppiA//ydfK//cirA//arfB//rhaS//fiu//acrA//fau//rluA//hda//sapD//adhP//ybgP//cyoE//rpe//folX//ilvE//zntR//entS//pgi//rzoD//rof//dnaC//nac//hsdM//guaC//alkA//ynjA//dpiB//yabI//yehY//rpsB//hypF//bioH//minE//lsrK//fabA//brnQ//argI//ampE//fimG//glnP//garK//fdnG//gpr//mtn//rlmF//hyi//xylF//mlaB//prfA//envY//ribD//casA//yqiI//cbl//iscA//fadJ//aroG//yehU//pitB//hypF//rnlA//ygjR//acrR//nrdH//arsB//yqgF//yadG//rseP//ybcL//nirC//cusF//yfcU//treC//nrdI//serS//trmD//aroH//recF//cspG//holC//tcyN//arnF//ynfK//rof//selB//waaG//yihV//cysN//ddlB//kdgK//rpsQ//hscC//yiaA//yejA//cbrA//arsR//yhhT//ybiA//chpB//artM//rclR//araB//yahO//rffT//aaeR//dtd//amyA//fadI//garP//nanT//insH-6//ybjD//bioF//eutK//hscB//sucA//sufA//ddpA//rclR//glcB//cyoB//fau//norV//pdeF//recD//ygjH//rimJ//lamB//panC//yceD//treR//rlpA//yaiV//greA//arnE//rsuA//yeiG//rbsB//ydiF//mreC//fliA//tynA//ddpX//yjeH//phnI//insI-2//pgm//sufE//gmd//mhpB//mutS//sdaA//pstB//secM//glpD//elbB//yieK//rpsH//bdcA//dedD//mobA//rutD//dtpC//xylB//galK//yjjQ//agaR//ogrK//fur//ibsD//ratA//dgoK//zur//ygiW//yjcO//iraD//ynaE//dgcM//fabG//hisS//uspC//xseA//kbaZ//fecB//lolA//ybaM//glcF//dkgA//ycdX//ftsE//kbaZ//seqA//frdC//livM//proP//bamB//hcaR//ykgO//emrK//uspF//ytfT//yahI//yadC//corA//mnmE//tisB//aspC//gcvH//uidA//gatA//torS//glgX//hcaF//secE//rplA//yidC//rlmG//ppx//ybgQ//puuR//fliM//potI//ompF//arnT//argP//paaZ//yjhI//artP//araH//yabI//
GO_0080111_4	setB//fdhD//
GO_0080134_5	cadB//
GO_0089705_7	queA//btuB//
GO_0089709_7	xapR//yggW//
GO_0089718_7	grcA//trmL//pspA//caiT//artP//ybhP//fimA//gadX//pflB//rfbC//
GO_0090066_4	alsB//rfaC//sbp//yjfF//thrA//
GO_0090068_7	yqjA//
GO_0090069_5	ghxP//mug//lacI//
GO_0090071_6	ghoS//ygaZ//mltC//
GO_0090087_6	gsiC//lasT//ydeO//
GO_0090116_7	thiI//
GO_0090143_4	hslR//
GO_0090150_5	yciG//yjcE//torI//mngR//mdtO//bolA//ftsE//recN//paaK//yqiJ//gloB//cvrA//
