#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	crl//yaiW//mtr//dnaG//
GO_1901137_5	ynfH//ridA//yedX//epd//cadC//paaD//metR//mipA//ydiB//cpsG//rplR//btuF//fiu//agaB//gsiB//cdd//yggP//intZ//frr//nikR//livK//menF//hemF//nemR//yahN//nfi//ptsN//garD//pflB//mlaF//rseC//cynT//manA//kdpF//envY//nfuA//nfo//cobT//yibT//dedD//ybdO//uspG//rpsI//poxB//ddpA//malZ//envC//rzpR//lptE//tauC//mdtK//flhE//yajR//elfA//hprS//greB//parC//bhsA//wcaB//moaC//ydiV//nikD//ygbN//yigL//rrrQ//rhmD//acrB//cysH//umpG//sdhD//fepB//lrp//uxaA//ddlA//ymgF//cheA//ynfH//ybcJ//ymdB//fucP//aslB//chbB//ydhQ//yadI//envZ//yceK//yfcR//gcl//mglA//yjbB//nudF//serS//pheM//flgE//yajR//chpB//phoQ//aroD//ygbI//prkB//fabI//feoA//lacY//ihfA//yhdW//yiaO//fucI//sgbE//exuT//rlmE//cecR//rclC//arsC//yjjU//pstS//ccmE//yahF//fnr//yejB//ackA//zntR//yhaV//ldtC//hupB//ptsI//yafE//sdhE//ilvL//cobS//fre//bioH//speC//agaC//serA//preA//proX//ispG//lolA//ytfP//rzoD//glcB//emrK//recN//fadH//ygfA//maa//putA//gstB//alsB//dpiB//ligB//fruB//dusC//ycbV//yeiL//glnA//greB//pitA//mngA//
GO_1901159_6	yagJ//yfdR//emrY//
GO_1901160_5	ompR//yihI//paaH//
GO_1901161_6	ulaE//argT//ydbK//
GO_1901260_9	nrdI//
GO_1901264_6	napD//ydjE//hprR//insB-4//acpH//idi//sbp//fdoI//tolQ//ghxP//ssuC//pyrL//setC//gadB//kbaY//gspE//lolD//mdtC//cysB//narK//purC//fimH//ugpE//glgX//kdpF//yraR//iraD//tauC//sspA//nikB//glsB//yqcG//uvrY//yfeW//tpx//ybfA//yccS//yodD//pykF//yibF//malG//xylF//fpr//nrfD//
GO_1901269_5	yfeR//hcaC//nfi//fpr//ilvM//prmB//yqjH//xylA//otsB//bglJ//mrdA//dtpC//
GO_1901271_6	yidZ//dgoA//rsmH//yrdA//aphA//fliG//cysQ//yjhC//ilvL//ybjX//sfmH//yraI//
GO_1901275_3	intS//
GO_1901281_6	gadB//
GO_1901292_6	rhoL//bolA//yjjU//gadA//ydfK//kdpF//rpsN//ygaH//mdtA//avtA//tcyN//ulaR//nagE//entA//ccmD//ebgR//arcB//cysU//prlF//entF//ybcL//csrA//ppx//rcnB//lexA//cysZ//yhjC//malX//yjhP//galP//proX//rplF//
GO_1901293_6	hyfA//casE//lipA//betT//gapA//fruK//dacB//erfK//ssuE//truB//iscX//ridA//glxK//yjbH//rpsH//yedP//tdcF//rhaD//yejE//glgC//yihR//dmsC//clpB//alkB//bioH//glpB//ybcC//ulaG//iraP//narP//cobB//deoB//tyrR//menA//sthA//prs//mdtF//frsA//osmF//tsaE//ahr//tnaB//yihT//waaB//aqpZ//ftsB//deoC//tus//mdh//ftsB//yhhZ//ibsD//artQ//bluF//fadR//yggX//mltF//potA//yihS//cysA//fecB//umuD//rho//moaC//lsrA//sdhC//sfmH//trmJ//hscA//yohD//topB//ybeY//ypdB//yjiA//rimI//
GO_1901360_4	clcB//mdh//cydB//alsA//nfo//hyfA//dapB//sdiA//pepD//ligA//glnQ//pdeR//casC//lgt//diaA//rihA//glpB//agaD//thiH//tisB//thiP//rlpA//clcB//ftsZ//tus//waaL//mdtP//yaaU//arnB//nemR//fabD//fixC//thrA//ynbD//rzpR//dps//fadD//ykgF//bssS//eco//ycjQ//yiaU//abgT//yfbS//lpcA//asmA//slmA//glyA//yddA//truA//cmoB//topB//fabZ//rffG//yccS//mdtQ//higB//wecB//dgcN//rimK//rlmM//rpoA//pbpC//eptC//bamB//uxuA//ykgO//pdeR//fnr//oxyR//iraD//lptG//artP//mngA//tdcE//fecC//yfdS//mltD//gshB//deoC//yafE//yfjR//gatZ//elfG//rplB//idnO//sbp//rpsA//yhjB//nadD//entH//feoA//rtcB//lsrR//entB//mipA//selB//emrY//rpnB//sbcC//amiB//ecpR//rplR//yeeY//sdhB//yfiF//sfmH//caiB//appA//cspI//metC//greA//sufD//ydeT//prlF//sufD//pdeF//tsf//garK//tsaD//yebZ//lapB//copA//ppiC//eco//acrF//borD//cysI//exbB//sucC//ffh//cyoC//folC//cysE//yjcO//pepB//feoA//sspB//yejA//fdoH//wzc//tsgA//glnL//yfbV//dsdA//rimJ//entC//yfeO//yobF//ycjU//chbA//glpX//tufB//xisR//insI3//trmO//nrdF//rpsT//rnt//bioD//artJ//ibpB//rimP//rpmE//hupA//yagG//eutD//wrbA//rhmD//ybiY//glgX//gnsB//kbaY//mdtM//ompR//alkA//dnaK//nth//yneE//mepM//dcp//rnt//dhaR//cmtB//uxuR//flgG//pdeR//oppA//tyrB//glnH//purC//sdaB//lsrD//rffM//yfaX//fabA//yqhD//fis//intF//paaE//yihV//clsC//moeA//thiD//xapA//ybaQ//ccmD//ansB//nagB//glcB//ftsQ//fdoG//yegV//umpH//leuB//pgsA//dhaR//bepA//relA//yiaO//thrB//frlB//yafN//hycH//hxpA//eutA//ppc//gadA//aphA//nanT//yahN//yraN//tcyP//kdpE//panE//yehX//nhaR//btuR//rnhA//gmd//murI//secD//yeaE//yijO//gpr//lapB//ivy//envC//ghoS//thiD//rpmB//potI//glcE//yidR//gatZ//malX//wza//ruvA//fadM//fliS//sfmA//katG//yfaX//pgaB//pdxJ//kgtP//dmlA//murJ//pyrC//bhsA//ftsY//ribC//livH//trmI//fhuD//glmM//hyfF//ampD//xylB//malE//bioB//fetB//cysD//recQ//trpB//rne//hisI//ydfH//ycjP//viaA//lamB//glnK//cbrC//fadM//gadE//groS//sbcD//glcB//flgG//glsA2//ydiV//ybfE//xseB//yejE//insI4//csrD//nanS//yiaJ//ybdM//rnt//uvrA//hofM//recO//gadE//ycjU//malS//iraM//udk//sstT//xisR//mtr//sdhB//cueO//kefB//bglJ//yadM//potE//puuA//ymdB//yadG//gshA//dcuC//rpiB//ldtA//galS//trmH//fiu//dicC//trmO//rpsB//hypC//yjjQ//mtfA//asd//mhpC//fadB//emrD//mpaA//fdrA//pyrL//ypdI//accD//srlD//rpsD//ycjQ//rhoL//uxuA//narU//ydjE//idi//manY//ppc//tbpA//sgbH//ftsI//rseP//insK//mmuM//ridA//mrcA//gatD//lolE//frlA//casD//hisS//manX//ydiB//rfbC//obgE//mepM//trpC//intE//mepA//rpoA//atpB//rplD//mazF//yidD//rfaH//rplR//galT//dctR//yibA//casE//msrP//ycaN//galR//putP//fbaA//fabR//ndk//trpGD//rpsJ//yhbS//yqeF//nupC//adiC//fhuD//dcuS//yagI//insB-4//sdaB//gcvP//ykgM//pbpG//rbfA//ydbD//ldrD//nrdD//slyA//ydaN//csgG//alr//yggT//npr//macA//csgG//patD//gpr//adk//slyD//gspE//dnaA//yhaM//glk//zapE//preA//ygiN//ycgB//nlpE//ybeF//ybhD//lysU//yphC//nagA//mcrA//iclR//ftp//ilvL//mgsA//ynfH//betI//dpiA//ygbN//yhjB//galF//ybdN//metB//purA//pta//yceK//agaW//yidQ//murD//dcm//narK//wecE//rutR//chbF//ydhQ//helD//treF//barA//rlmM//yehT//fkpA//rlmB//recA//aldA//lpxL//bioC//livM//ybaQ//iap//ribE//tatB//diaA//atpG//glpF//yijE//glnH//hybD//rpsA//yedL//truC//mzrA//gadX//frlB//yrdA//rbsD//pntB//tnaC//rlmF//ygjR//cysW//yegS//ydfD//prs//napA//puuE//kbp//fabG//hyfR//fdoH//narP//sdhD//tehA//kch//def//fsr//ahr//recT//osmF//ygiS//hpf//ybiH//xerD//mscS//tyrB//bamE//yeeA//xylR//ssuA//yqeF//xapR//abgA//dacC//spoT//degQ//glpB//arnT//yehW//btuE//ldrA//rbsB//aaeB//gspI//sgrR//insI4//yddL//otsB//flgG//gsiD//ydhC//mdoG//eamB//fdoI//fliA//uxaC//yjiX//tatB//yddG//edd//yghW//gsiC//cspA//cyoA//rpmA//rimM//malG//rsmA//rfbC//hofC//ispA//casB//yhaV//ycbV//sdhC//sdiA//ttdA//ydaC//rluE//insK//holE//yeaE//tag//nhaR//frsA//ortT//fdnG//yfiR//obgE//yjhG//atpB//yfgI//ypdA//ompN//ydeE//rimL//tap//arfB//der//recO//yadK//yecS//ykgO//rng//rutB//mtgA//nimR//yegD//umpH//rsuA//sugE//gppA//srmB//yihT//hchA//ynfH//yfdS//hflD//aer//nanT//nanR//cmoM//malG//yijE//sugE//raiA//exoX//clpS//yadK//dcuS//yhbS//pldB//potH//hcaB//flhE//betA//trpE//malP//yehX//mdtN//coaD//mdfA//nagZ//rzpR//narQ//ompF//htpG//gpsA//nimR//nanE//rclC//nuoF//napB//aaeR//araF//paoC//yjfF//galS//yibH//fryB//ynbC//rpsN//paaG//cyaA//groL//cutC//lon//yjiY//rhaM//pdhR//lptG//dnaB//yadV//modB//ydjM//potB//rhaA//ybhA//cbtA//topAI//tatC//yafE//rplI//rutR//argT//cheZ//dtpA//kduD//insB-2//metQ//gmd//nrdE//thrS//argT//marR//osmE//insA-2//modC//gadC//lgt//btuF//nikE//nudB//malZ//tonB//napB//tufB//pspD//yciG//yrfG//dnaK//abgR//phnI//yceO//recN//focA//mltD//comR//ulaC//menB//ymgF//fliT//phnL//sdaA//cpsG//rcsA//artP//yebS//pta//hyaA//aroF//yaiW//psd//rimM//fucA//dnaB//ybhJ//ydjE//ptsI//flgM//sodC//speF//umpH//lpxD//yiaB//lldP//dgt//sppA//glnL//gspE//galS//malZ//mtnN//ygiS//arnA//yidZ//glvC//ltaE//arnA//xylA//selU//recD//
GO_1901361_5	fdhE//yahI//entE//sucD//yjiR//gatA//epd//sucD//ydfK//gsiC//rpsO//shiA//yqhD//gppA//casB//yidL//garD//yfcF//feaR//rpsB//acrE//lpxD//kefB//lldP//menB//xisR//rimP//tus//lit//ytfQ//ycgV//ygiV//hpt//yagG//nth//eutA//rssB//ulaE//yqjA//ybdO//rplW//nikE//tbpA//cdgI//ispA//yjcO//gdhA//fadK//eamA//norV//mtlA//yraH//tsx//ydiK//srlR//ompN//glnL//rbfA//allD//gadE//aaeB//yfbU//yagI//yeaV//ycfS//eutN//yiaU//lpxT//hdhA//mdaB//potA//moaA//paaB//oppD//elaD//pspD//treC//rpsR//aspA//ptsG//ssb//mdoG//yhbQ//bssS//wcaC//csgG//ltaE//nirB//rmf//sbcD//zitB//lexA//queA//mgrB//proA//cbpM//otsA//rseC//gltX//alkA//secF//fliG//tamB//ynfL//yddA//sanA//gadC//pdeF//thrB//envR//yqaA//lacY//dgcF//ygaH//mukB//yihU//nlpE//appC//tmk//accC//rsmG//pgsA//yhaC//speF//mppA//dcuD//
GO_1901362_5	malX//oxyR//setA//eco//potB//rpoD//flhA//acrA//ccmH//waaH//ydiV//rlmE//glpF//torR//ampH//sodB//pabA//yiiD//ybjC//torD//mrcB//livK//tdcE//yidC//fadB//frvA//yqgF//dicB//ilvI//phoR//ompL//hisS//emrY//yfcQ//ybbN//shiA//alsK//ybcJ//rodZ//kduI//thiD//murR//yhaJ//coaE//rplC//rlmN//yneJ//rho//potI//ampG//ilvE//hcaF//ycbX//hofC//cdsA//ghxP//mdfA//rpmH//leuE//rzoD//glk//rclB//yijO//eutN//fimZ//bepA//nfuA//orn//wzzE//yddM//cytR//mrcA//yghU//adiC//tynA//aroD//dnaE//uxuA//epmB//yafC//xseB//nusG//phnP//puuR//cutA//yobF//ydhJ//gltL//queE//slyA//btuF//ppiC//ulaR//ribC//yddM//ftsA//cydB//yibH//intQ//ebgR//srlA//era//fixC//menC//mukB//trkH//cobT//proA//ompR//ftsL//fdoI//nanE//fmt//ilvI//yqcG//btuB//cnu//rpiA//agaC//rsmH//oppC//rpsO//ilvA//leuS//ydgA//apt//dedD//pncB//dctR//dcyD//yhcH//mak//glsA1//yfeX//yieF//dbpA//kdsA//maoP//secB//yheT//yqcC//luxS//fadK//tdcR//yagU//ibsB//bglJ//gstA//ykgA//trkH//cusC//frdD//trpC//rbn//lepB//wcaJ//ompC//nuoB//insB-4//sodB//ybjL//fhuB//patZ//rpmB//frlA//minE//kdsC//yhgF//xylF//ruvB//ompC//dtd//yiaN//alaE//chbC//yagU//gntU//fumC//yggP//ftsY//waaJ//seqA//ascG//fliM//tcyP//recF//ycdY//rlmG//ftsQ//yciT//bioC//lpoA//emrE//frlB//yidC//serS//lptG//pdxK//ubiG//gudP//hybC//srmB//mltD//kdpB//trmH//treB//tusD//yjbE//fliD//ycfJ//ligB//focB//dapB//dgoK//dsdC//yegD//yhfS//entE//gltB//ccmA//emrE//bamA//gntR//ydeI//ggt//lapB//rraA//ydhC//ompC//glpC//pdeF//mcbR//chbA//dcuS//fliM//pgaC//gatA//ymfA//gatB//waaJ//yhdZ//ligB//mgtA//trpL//rbsR//frvA//casD//purU//tdcR//ttdR//phoE//ykfM//ygfZ//yjhH//manX//acpT//yadK//dgcQ//yceO//kbaY//rzoD//ascG//cheZ//mutH//ygdG//fau//nrdB//mdtB//metH//yfcP//cbeA//tamA//emrD//gspJ//clsA//yhcN//xapR//frvR//dacA//fsr//paaF//torA//plsC//accB//borD//puuC//baeR//caiE//cysQ//dgcJ//fliL//csgG//elfC//arnE//yhjD//ypdB//tqsA//hsdR//ybeY//deoC//glnE//thiD//yhdJ//shoB//der//ddlA//hycH//pdeL//ubiD//proP//zapA//hofN//yajQ//nhaB//fabG//fhuF//tusE//yahO//pepN//sufS//mraZ//hofP//dbpA//aroL//bglH//rsmF//fes//adeP//insK//puuD//yhcD//leuO//mioC//melR//fdhD//tgt//yphF//glsA2//relE//surE//nimT//barA//alaA//ulaR//ssuC//lsrC//lrp//sad//bcp//phnN//rbfA//nrdF//ftsY//sfmA//frc//parE//yhjV//ygeX//flgH//exoX//lsrA//nirD//hdeB//cbl//ivy//ybfE//znuA//fre//frdD//ydeO//fruK//marR//menI//ldtB//yfcU//fis//bssS//ushA//cyoA//yphB//mngR//rimP//nac//
GO_1901367_6	upp//yfaV//
GO_1901401_6	prfB//
GO_1901422_5	secG//yhcF//ltaE//
GO_1901440_4	phoB//
GO_1901441_5	yhhY//
GO_1901463_7	ybbW//
GO_1901530_5	glpF//gatD//ynbC//fre//
GO_1901562_5	ispU//
GO_1901564_4	fkpA//yehD//ompR//kefC//leuB//fhlA//garD//yedP//ibpA//iscR//ydcT//viaA//waaJ//dapF//apt//rplJ//aer//ydcS//fic//potD//yjiY//argD//nirB//mdtO//mnmG//rpiR//ybaT//rplP//add//thrC//fepC//metC//mtlR//rnc//rplA//sbmC//glpA//gudX//lyxK//glnE//ybiJ//fhuB//rfaQ//cyoB//holD//rutB//ydjK//argG//yiaM//holD//mdtL//tatC//sufB//ubiC//lptF//yebQ//mnmG//rutE//mipA//rplT//acrZ//ada//groS//yfeD//yciE//ymgF//mdh//pspG//ulaD//lacZ//pheT//cysB//pdeF//arnD//modA//hisD//bglJ//flgC//dmsB//lpxK//fdnH//fryC//tsx//yggX//mgrB//mltA//grpE//trmL//pdxA//nadB//ybdO//yigB//fhuD//tsaB//gpp//nrfG//ykgA//valS//mscS//pstB//livH//lacI//recQ//mepS//aaeR//malE//fimE//abpA//gcd//betT//mrdA//uraA//srlE//malX//eno//dinJ//pheP//ybiO//torZ//hofP//potF//waaH//rihB//djlC//bipA//yidK//fepG//yihV//nlpA//tdcD//oxyR//aroA//dgoD//adk//yqiG//gltI//tdcE//hns//nemR//yccA//elaD//dinQ//yrdA//kdsD//hisP//gabD//guaC//rpsI//rluC//rplL//glpB//ratA//chpB//yihQ//amiA//msrQ//metQ//sufB//flhA//csgF//sgcE//wecA//cirA//glnD//mcrA//metI//yefM//btuB//artI//holD//ascG//ispG//macA//allS//era//insI-2//nusA//ssuB//paaZ//priB//wecA//hemL//panC//galF//leuA//cspG//alaS//rimM//hcaF//yghO//amtB//pyrL//clcB//hypD//nrdI//lnt//yedP//yjiQ//minE//thiG//gmd//dgoR//deoB//rplO//mtr//ybcM//tktB//garR//frsA//dcd//yedF//proW//dnaE//pliG//torC//panE//fdnG//secF//yggN//yeeA//yadM//oppD//malQ//flgG//btuB//ddpA//yieH//rapA//udk//yneE//nadE//trpA//kup//chbR//bioD1//prfC//fhuC//mlaC//gnsB//mglC//yphD//cpdA//dnaJ//wecB//trxC//ygjR//ghxP//codA//argR//ebgA//rsmB//rpsI//narQ//cysG//rpmA//yieF//yjhI//livH//sbmA//yhjC//ycbX//yciA//aroA//feoB//caiD//yfjR//tcyL//nfi//hofN//mltG//sapC//tolQ//prkB//chbA//eutR//rhlE//ulaE//napB//rutE//yibT//ybdG//nrfG//hflD//acrZ//frsA//malX//ygiW//gstB//rplL//paaF//lpoB//udk//cyoB//ansB//rfaH//yhhZ//rlmC//recD//mscK//rsmH//clcB//astB//rfbD//menA//malE//nirC//iscU//pcm//xerD//marR//aphA//sdhE//acs//cheZ//chbC//hycA//ascG//iscU//pheP//yjcS//leuO//pphA//pphB//atpA//artI//elfA//alaE//yjjU//yjbG//panZ//era//gstB//thiM//clpP//rsmF//ldrD//ldrA//aroH//yejF//wzyE//cysU//cysG//rtcB//mnmE//yjeH//hdeA//yigL//nagZ//uspC//manY//uhpT//sthA//glk//pyrL//ynjD//dnaQ//lptD//ymjB//gsiA//dsbA//mdtL//etp//ppsA//rplA//nlpI//pyrE//hns//dicC//yjiY//glxR//mtlD//adeQ//exbD//prc//nrfG//ycjQ//proX//tauD//smpB//cvpA//fixB//ahpC//ymfA//argE//yjhB//gltL//hyfR//ldtB//wzzE//ilvI//yibF//ftsN//rraB//panC//yqaA//zitB//cof//aphA//comR//parE//rzoD//ycaN//ilvA//srlA//yidE//tldD//shiA//waaC//bipA//fecD//gsiD//ymjB//gshA//cdh//trmO//cspB//ybcF//mngR//cdh//mscS//btuF//sufE//yiaB//gpr//mmuM//hscC//csiR//phnJ//gudP//dsdC//ndk//lacI//rsmC//rpmH//fecC//tyrR//hsdR//hrsA//ynfK//yqhD//bcsA//yadN//yhjX//dacD//mutM//surA//menA//alaC//tnaA//ssb//tnaA//livG//ydcM//crp//dusB//tdcD//torI//mdtB//hyaB//rpoE//dcuC//sspB//hyfR//cyoC//ftsQ//chbF//atpF//citX//frdD//fixA//tusA//rhmD//btuF//ibaG//tufB//pfkA//spy//ascG//gatZ//ldrD//galR//tdk//mdtI//uvrD//proC//aaeB//zapA//fadL//yaaJ//yfeW//clpS//yagE//ygcO//ynfL//gntR//cvrA//cbl//ptsG//tamA//paaF//appY//pyrB//ygcW//alaE//dcuB//paaH//yggX//frwB//narV//poxB//wzc//ubiJ//ydcO//yqaA//kdsC//rbn//moaA//gluQ//yagE//fabR//fadL//kefF//speC//waaB//wcaJ//sapF//galU//hslV//rihA//yidC//cydC//gloA//leuA//murG//fimB//atoS//yijE//cho//glnB//add//creB//ada//metR//clpX//mmuM//arnF//napD//fucO//yidA//yfdC//tsgA//ibpA//ssuC//ydjH//livM//glsA//mdtO//ibsE//crfC//macA//astC//mnaT//cbl//ompF//agp//pmbA//patD//rplN//cho//mlaE//frdA//yeiE//tyrB//syd//aceK//cobS//sfsA//yphD//tusC//nanE//dcyD//rseP//mreB//alsA//dhaL//pepT//fucK//maa//ccmC//yqjA//hycH//nadD//mpaA//tcyJ//gdhA//yjcO//dapF//ssuC//insB-4//dnaQ//recR//pabB//pabC//yaiV//gsiA//dld//sfmC//exbB//abgA//yjiQ//yrbG//paaA//rapZ//betB//fepG//decR//pppA//ycbB//sdhE//nemA//lsrA//modA//ybjG//fre//rplQ//pdeL//cyoA//gppA//sfmF//pitA//yebG//ppiC//rtcB//stpA//ybdR//leuE//cnu//fruK//frvR//rraA//nhaB//hemF//ubiE//xapA//sgrR//idnT//mnmA//rpsN//ispU//mltF//thyA//yjhB//gadC//flhD//fliS//waaZ//yejA//dtpD//yjjX//yadK//rseP//eutR//ubiA//iscS//speC//yqiI//metB//sufS//nrdA//srlB//tamA//plsX//rcsF//cecR//yhcN//atoC//ybiJ//atpH//ydfK//tktA//ppx//yibA//paaG//trmO//bamC//accC//uidC//ada//bssR//proS//focA//nanS//nagB//nrdR//yejF//potH//yfcS//ybeY//rbsB//kdgK//plaP//sdaB//patD//torY//lnt//grcA//ghoT//mepA//yehD//ygeA//thrL//hyfC//wrbA//livH//lldP//yraI//tcyL//yciA//phnK//nlpI//modB//yiaL//dcyD//thiE//mug//yjjG//aspC//folX//mdlA//tusA//ackA//gyrA//fruK//ypdB//msrP//msrB//ppiA//thrS//yidR//creB//sapA//yadG//ybaT//cueO//mdfA//argK//ydbD//ygfZ//tpx//fucA//dtpA//bolA//ydhK//nagE//secD//ompT//livG//ypjD//rodZ//rplD//yhaV//rlmM//erfK//
GO_1901565_5	rimM//alsE//miaA//ybiA//yieF//alsE//moaE//artM//yadN//mtgA//malZ//nlpI//cydB//rspB//insF-1//pdeF//folE//mutH//rfaQ//dusB//valS//fdhE//yhdH//ftsQ//ghoS//hisI//srlE//eco//cynT//ssuB//clpB//yfdO//frmR//gntP//fliS//secB//glpX//udp//fepE//trpB//yehT//fadR//kduI//yddG//lpcA//trmA//sbmA//hisM//waaA//yedL//cysS//dinD//lysS//dedD//yagU//msrC//hycI//slyD//ilvM//gabT//mhpC//rhaT//argS//uof//metE//pdeL//dmlA//torC//nanT//uxaA//yhjC//lit//tldD//prfC//hycB//gltK//thrS//ycbB//lptE//rpe//tisB//ynjA//ogt//bioH//ispB//nanS//gltS//pdeF//yccA//znuB//hofM//rimL//alsK//prpR//yphC//aroD//glvC//rbsD//thiL//tldD//yiiE//bamB//secY//rfaC//dppD//proV//nudC//ydhC//recA//yehU//mcbA//cysZ//insH-5//ompT//lnt//mdtQ//rnd//zntR//caiD//yabI//chbB//rtcB//gloC//ridA//plsC//murI//ybhD//hypC//panF//zapB//clpP//nikE//fdnI//fixA//
GO_1901566_5	frvR//ydeP//hemH//narV//rstB//yiaO//edd//exbD//rffH//gfcE//rplI//degS//setA//ypjD//opgB//mscM//arnE//epd//ubiE//bamE//nagC//mobA//ubiX//sufS//glsA2//dnaB//ydbD//chaA//fixC//obgE//abgB//yiaO//yghB//yggP//yhcF//murE//malS//eno//ydcI//ygaV//pepN//yjfP//yobF//nrfG//tdcD//ycfH//fkpA//aroE//rpsQ//appB//yrfG//msrC//uxaC//insI-1//lpoA//hybE//fbaA//holC//yhjD//potA//mutM//tar//gldA//dnaN//yqhD//ihfA//trmO//ubiH//gatY//tnaB//glrR//xseB//putA//yfbS//dgoK//tolC//flhC//narZ//nuoH//manZ//dctA//waaH//cyoC//sutR//proC//ldcA//yfaX//ygjK//sfmF//gltL//holA//flhA//yaiW//rpmG//xisR//pntB//rdgC//tgt//aroB//recA//galS//cysW//selA//lpcA//phnK//kefG//sad//glpT//nupC//hyfR//uvrC//chiP//galK//ygiS//yoaA//mngA//rbsC//satP//lpoA//mdtE//mdtP//cysM//frmR//accB//folE//intZ//sucA//malF//hisF//ytfR//yneE//ahr//ybjL//rcnA//rapA//idnD//yejB//tufA//seqA//yhjX//tnaB//basS//rodZ//ydiZ//pdeF//lysR//elaD//birA//dcuC//xseA//yjjW//srlB//fadR//yqhC//hisQ//frvR//cdh//fhuD//tap//fixC//pdeF//mraZ//ynfK//feaR//ddlA//modB//rnb//uidC//mnmC//tdcR//gadA//pdeF//rluE//rng//sufS//hyfF//tabA//xylG//lolE//mntH//cof//ychF//bolA//efeO//yeaE//aes//agp//tcyJ//fhuC//katG//aceK//clcB//mcrA//srlB//yagJ//bglX//dgcE//waaG//yqeG//mrcB//nikR//phoR//surA//rplK//priA//mngA//bhsA//recR//rhaM//pdhR//phoU//rplR//ydiR//radD//hchA//secB//uhpB//cueO//trpD//speG//ydjM//mcbA//rzpR//lsrB//arsR//sugE//truA//yehC//glpT//flgH//recF//flhD//frdA//pdxY//hprR//flgA//yceD//purB//cysQ//murE//argG//glnD//yigL//fiu//dcuC//norR//galM//cca//yfbS//fruB//mltB//proA//ygiW//araB//rimK//moeA//rcdA//trpL//gatC//cspE//rutD//yihS//iscS//nanK//topB//yjbF//hchA//mgsA//topAI//gloA//paaZ//tyrA//mdtP//manY//yqjA//ybhR//fucK//elfD//casB//fadD//gnsB//yjbH//panZ//ubiD//mazG//tynA//yedL//ygcO//cysN//yajO//prfA//idnO//allC//yihW//clpP//arcB//yfiC//prmB//tatE//glmU//atpB//greB//insB-4//mtgA//dmsC//pldB//yihX//mngR//fkpA//lysA//tesB//rhaB//yfdK//yhhY//rseC//mlaE//yciF//modA//tabA//ldhA//ydfK//thiP//bioF//gloB//ydeE//ghxP//mdlA//frmR//entD//minE//sdaC//efeO//dgcN//ilvI//gabD//cydC//mdtL//yihX//yjiY//yjcE//insI1//glnP//yagE//ppc//flgE//frdA//ilvC//zapA//sodA//araC//trmL//cnu//agaV//mzrA//lyxK//ompL//abgB//zntR//ygdG//rpsM//ygeR//carB//hprS//nadC//speF//ygjK//elfG//lldD//ilvH//fepE//ariR//hybD//rplN//xylA//nsrR//rplJ//trmB//yfaU//uxaA//zntR//waaB//dsdX//purC//ftsA//ptsN//rbsB//opgG//
GO_1901568_4	tnaC//
GO_1901569_5	ogt//
