# conformaciones_activas.txt
# generated: 2018-08-14 11:48:25
# RegulonDB: 10.0, release: 18/06/18
# Manual processing: Edited MalT effectors column to include ATP and maltotriose as one effector. Changed all lines without a regulated TU tu TF_inactive.txt. All lines in TF_inactive.txt that had a regulated TU were moved here.
# Transcription Factor name	 Final State	Effector Name	Effect	Transcription Unit name	Evidences	Evidence type
NarL	NarL-Phosphorylated	Phosphate	-	hybOABCDEFG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	napFDAGHBC-ccmABCDEFGH	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	nikABCDER	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	norVW	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	nrfABCDEFG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	ompW	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	torCAD	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	ubiCA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	ydhYVWXUT	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	ynfEFGH-dmsD	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	fdhF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	hcp-hcr	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	hcp-hcr-poxB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	napFDAGHBC-ccmABCDEFGH	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	nirBDC-cysG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	nrfABCDEFG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	yeaR-yoaG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	+	ytfE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	-	fdnGHI	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	-	hyaABCDEF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	-	napFDAGHBC-ccmABCDEFGH	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	-	norVW	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	-	ydeP	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarP	NarP-Phosphorylated	Phosphate	-	ydhYVWXUT	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NemR	NemR		-	nemRA	[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence]	Strong
NemR	NemR		-	nemRA-gloA	[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence]	Strong
NhaR	NhaR-Na<SUP>+</SUP>	Na<SUP>+</SUP>	+	nhaAR	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
NhaR	NhaR-Na<SUP>+</SUP>	Na<SUP>+</SUP>	+	osmC	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
NhaR	NhaR-Na<SUP>+</SUP>	Na<SUP>+</SUP>	+	pgaABCD	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
NhaR	NhaR-Na<SUP>+</SUP>	Na<SUP>+</SUP>	?	nhaAR	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong		
NikR	NikR-Ni<SUP>2+</SUP>	Ni<SUP>2+</SUP>	-	nikABCDER	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity]	Strong		
NimR	NimR		-	nimR	[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
NimR	NimR		-	nimT	[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
NorR	NorR		+	norVW	[IDA|S|Inferred from direct assay],[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[IEP|W|Inferred from expression pattern]	Strong
NorR	NorR		-	norR	[IDA|S|Inferred from direct assay],[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[IEP|W|Inferred from expression pattern]	Strong
NrdR	NrdR-Zn<SUP>2+</SUP>	Zn<SUP>2+</SUP>	-	nrdAB-yfaE	[IMP|W|Inferred from mutant phenotype],[BPP|S|Binding of purified proteins],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NrdR	NrdR-Zn<SUP>2+</SUP>	Zn<SUP>2+</SUP>	-	nrdDG	[IMP|W|Inferred from mutant phenotype],[BPP|S|Binding of purified proteins],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NrdR	NrdR-Zn<SUP>2+</SUP>	Zn<SUP>2+</SUP>	-	nrdHIEF	[IMP|W|Inferred from mutant phenotype],[BPP|S|Binding of purified proteins],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NsrR	NsrR		-	aceEF	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	bamE	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	bdcA	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	cdd	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	dkgB	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	dsdC	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	feaB	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	feaR	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	fliAZ-tcyJ	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	grxD	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	hcp-hcr	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	hcp-hcr-poxB	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	hmp	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	hycABCDEFGHI	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	hypABCDE	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	hypABCDE-fhlA	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	lrp	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	mepH	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	mhpT	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	ndh	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	norR	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	nrfABCDEFG	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	pgpC-tadA	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
NsrR	NsrR		-	rybB	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
