#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0972//b1692//xisR//b2897//
GO_1900542_7	b4187//
GO_1900543_8	b1985//
GO_1900704_7	b1724//
GO_1900705_8	b1388//
GO_1900725_7	b3355//
GO_1900727_8	b3330//
GO_1900749_6	b3581//
GO_1900751_9	b1594//
GO_1900866_6	b0237//
GO_1901068_8	b1174//b4019//b2235//b3010//b1897//b0778//b4289//b1421//b2113//b1328//b1202//
GO_1901069_9	b1886//
GO_1901070_9	b2538//b2091//b2570//b1280//
GO_1901071_6	b4073//b1736//b3317//b0401//b0956//
GO_1901072_7	b4374//b2303//b3136//b3105//
GO_1901135_4	b2871//b2157//b2757//b0225//b4258//b3232//b0823//b0222//b3720//b2622//b1930//b3213//b0345//b3185//b2264//b0988//b3187//b2526//b0200//b0839//b0697//b1107//b1863//b4349//b2867//b3623//b1809//b1756//b3973//b2957//b2183//b3787//b2105//b1045//b3816//b4349//b3433//b2964//b1278//b0726//b3765//b0463//b0355//b1160//b1579//b0607//b1475//b3857//b0006//b3298//b3125//b1282//b0394//b3967//b1767//b2469//b3659//b1388//b0859//b0767//b4159//b1887//b3196//b0091//b2138//b0914//b2297//b1232//b0076//b0636//b3915//b0149//b3729//b1165//b2870//b0585//b1692//b3387//b0881//b3664//b0765//b2750//b2996//b4315//b1533//b3961//b4378//b2898//b0969//b3872//b3241//b3892//b4187//b3952//b3024//b0894//b4113//b2243//b1871//b1389//b2483//b3072//b4027//b2784//b4386//b3749//b3152//b1525//b4238//b3668//b1101//b2971//b1074//b1488//b3342//insI3//b0058//b4016//b1266//b3341//b2020//b4026//b4230//b3128//b1575//b0728//b1319//b4559//b3115//b3824//b0421//b3394//b2021//b2318//qorA//b2327//b3935//b4043//b3747//b0027//b1333//b1658//b1292//b1870//b2946//b2010//b0095//b1093//b2998//b0709//b0928//b3432//b0167//b0892//b2451//b3616//b1089//b3453//b3766//b2603//b0483//b1014//b2957//b2755//b3228//b0932//b4419//b0305//b4358//b0408//b4139//b3227//b3413//b1126//b0529//b1926//b1399//b4191//b3491//b0146//b3165//b3665//b3028//b0054//b1884//b1185//b4100//b3360//b1805//b1576//b2412//b4374//b2174//b0312//msrQ//b1392//b3933//b1468//b0755//b3228//b2910//b0397//b0894//b3843//b0450//b1525//b2297//b1620//b2634//b3788//b3424//b1200//b0731//b0938//b3196//b3127//b3319//b3056//b1695//b4705//b1122//b1852//b3235//b1118//b3955//b1878//b3060//b2327//b3006//b0870//b0415//b3370//b3915//b1045//b0999//b4089//b3142//b0692//b3291//b3703//b1985//b3637//b3916//b0411//b2991//b2361//b0470//b1638//b0912//b2469//b4267//b3212//b0348//b1227//b3493//b2733//b3950//b1508//b2399//b3127//b2716//b3491//b2235//b3403//b3307//b3228//b2845//b3741//
GO_1901136_5	b0764//b3726//b3421//b0777//b2548//b2609//b1775//b1224//b2340//b2413//b4120//b4022//b1916//b0049//b3866//b2329//b3152//b0696//b0850//b1743//b3524//b3726//b4125//b1481//b0782//b4081//b3318//b2738//b4315//b4358//b0956//b1435//b4666//b3193//b2220//b3191//b0153//b2157//b4363//b0425//b2707//b1713//b1080//b0194//b0508//b1764//b1973//b1328//b4000//b2020//b3474//b2113//
GO_1901137_5	b1112//b0191//b3021//b2153//b0238//b3690//b4207//b3035//b2803//b3025//b1466//b3064//b0853//b2920//b2217//b0333//b3203//b4095//b1576//b1684//b0796//b0428//b1888//insI3//b3094//b1654//b3771//b2526//b1702//b0184//b0920//b1588//b1617//b0925//b2711//b2335//b3370//b4705//b3115//b0555//b2302//b2213//b3892//b0102//b3149//b0928//b3850//b4162//b2143//b1711//b2506//b2702//b3990//b2422//maoP//b3400//b2706//b0068//b2263//b0785//b0222//b3912//b2946//b0425//b1930//b4237//b0635//b2078//b1729//b1827//b3009//b1122//b2897//b2153//b2341//b4139//b0484//b0997//b3155//b3989//b1312//b4510//b3998//b0022//b4290//b3857//b4031//b3877//b3389//b3188//b2946//b1661//b1618//b4180//b4506//b3685//b2310//b2496//b0785//b2301//b0294//b0469//b1145//b2130//b1069//b0397//b3459//b1740//b1772//b0303//b1096//b1840//b2053//b3805//b3249//b3376//b0094//hexR//b2624//rpnB//b1776//b1222//b3503//b3726//b0368//b1393//b3514//b2516//b3606//b2038//b1534//b2517//b2684//b2912//b2306//b1592//b0307//b2295//b2022//b3725//b0674//b2558//b2296//b3701//b3046//bioD2//b1074//b3942//b4119//b0024//b3162//b0857//b1111//b3982//b3786//b0794//b1290//b1259//b3729//
GO_1901159_6	b0627//b3269//b4113//
GO_1901160_5	b0440//b3623//b2934//
GO_1901161_6	b1857//b0827//b1362//
GO_1901260_9	b2382//
GO_1901264_6	b3693//b0410//b1247//b3442//b0659//b2979//b0211//b1895//b3985//b1201//b0565//b3625//b0929//b3064//b1545//b2701//b3067//b0565//b3884//b3118//b0463//b2843//b2603//b3635//b3930//b1194//b1976//b2734//b0350//b0586//b0613//b4290//glsA2//b3866//b0587//b2993//b0177//b4254//b0060//b4155//b0511//b4114//b2509//b2745//
GO_1901269_5	b1886//b3568//b2994//b4139//b4034//b3729//b0444//b1274//b0497//b3642//b1822//b0795//
GO_1901271_6	b1174//b2436//b4175//b4042//b2257//b2048//b0099//b3344//b1041//b0464//b0555//b4290//
GO_1901275_3	b3251//
GO_1901281_6	b3442//
GO_1901292_6	b0046//b2929//b3268//b0564//b1854//b3565//b3793//b0188//b1809//b2990//b0036//b1661//b4202//b1698//b3386//b4290//b0101//b1002//b0907//b2491//b3804//b3308//b2010//b4187//b4554//b4316//b1018//b2347//b1018//b1554//glsA//ftp//
GO_1901293_6	b0570//b2740//b3266//b3673//b2731//b2822//b1515//b1515//b1050//b2491//b1998//b3357//b3526//b4170//b0024//b0237//b0170//b1393//b3966//b2411//b1139//b3551//b0007//b3409//b1328//b2631//b1293//b0184//b0433//b1237//b1182//b4209//b1226//b2752//b3147//b3685//b4152//b2569//b0905//b1919//b2500//b4666//b1564//b0339//b3634//b3713//b3553//b2559//b1131//b2354//b1445//b3703//b2666//b0856//b4378//b3899//b2801//b0067//b0069//b3517//b0329//b3409//b3196//b2922//b0880//b0935//b0877//b2350//b1973//b0388//b2777//b4559//b2106//b1513//b4100//
GO_1901360_4	b3956//b2302//b2100//b1895//b3370//b3336//b1224//b1993//b2785//b4393//b4318//b2869//b2945//b0813//b1281//b2971//b2576//b2952//b4299//b4361//b0958//b2301//b0413//b3167//b1035//b3326//b1054//b1158//b1809//b0199//b0091//b0998//b1798//b2511//b3428//b4076//b0254//b0564//b3657//b4386//b1048//b3244//b4125//b4251//b2919//b2442//b3198//b3359//b1427//b1258//b2918//b2182//b4468//b1633//b2820//b1888//b4260//b0120//b0794//b1344//b0862//b3567//b3724//b0783//b3269//b1858//b0533//b1145//b3993//b4375//b0847//b2995//b0139//insI1//b3125//b2177//b4098//b1199//b0857//b0999//b3662//b4141//b0430//b3749//b3251//b3665//b1866//b0998//b3385//b3080//b2677//b3405//b2937//b2845//b4162//b2981//b2751//b3717//b4268//b4100//b0928//b3515//b3391//b3667//b2219//b3061//b3053//b0692//b1882//b1048//gpr//b3690//b3985//b2568//b0035//b3845//b1304//b3915//b4428//b0729//b3206//b2686//b4052//b1535//b1993//b0054//b0918//b1505//b3816//b4192//b3936//b2742//b0963//b0315//b4384//b3717//b3164//b3957//b1225//b3205//b0695//b3012//b1342//b2246//b1427//b0435//b1680//b0963//b0047//b1856//b1614//b1694//b1050//b3236//b3928//b3996//b3822//b3457//b3857//b0677//b0802//b1306//b2053//b4065//b3355//b0212//b3871//b3919//b3623//b4485//b1048//b1089//b2960//b1733//b3916//b1615//b2604//b2553//b3209//b3260//b1926//b0717//b0590//b4213//b0815//b3268//b2412//b3351//b4033//b3786//b1805//b0628//b3918//b1625//b4087//b1304//b4075//b3642//b3140//b3132//b4086//b0287//b3606//b3407//b3465//b3231//b2381//b2069//b4299//b3153//b4101//b3788//b2546//b0776//b2128//b4020//b4175//b4378//b4014//b3047//b4079//b2231//b1341//b3431//b3351//b1716//b1872//b4398//b2082//b4088//b3994//b1250//b1011//b1298//b1105//b3670//b1844//b3391//b0113//b0997//b2975//b0763//b1129//b1540//b0182//b0878//b4119//b1387//b3543//b3046//b2421//b3350//b1618//b3782//b2060//b1008//b3185//b2496//b3161//b0683//b0377//b4379//b1215//b2366//b3236//b3565//b0444//b3212//b0106//b2610//b4160//b2913//b0630//b1606//b3967//b2283//b4081//b2367//b3118//b2320//b4172//b4120//b1059//b0426//b2553//b1096//b1649//b0827//b0149//b1601//b3666//b3781//b0620//b0087//b3953//b2342//b0990//b1432//b2684//b3839//b3998//b1676//b4428//b3953//b0129//b1874//b4089//b4178//b4036//b4384//b1211//b0090//b3189//b0042//b0778//b1307//b3250//b2308//b4059//b0383//b1592//b2634//b0440//b1749//b3312//b0969//b3296//b3227//b1540//b3522//b3834//b2802//b3881//b1034//b3110//b2676//b3331//b2037//b3345//b2560//b0143//b0231//b0042//b3515//b1905//b4339//b3046//b2388//b1191//b0001//b0685//b3918//b3061//b3081//b3386//b1594//b3091//b3981//bioD1//b3034//b2383//b0049//b0803//b1159//b0131//b0576//b3256//b2615//b2545//b2392//b0969//b1914//b2571//b4428//b3349//b1237//b3161//b0963//b0799//b4067//b0779//b1681//b2801//b4119//b0727//b0143//b3144//b1881//b3787//b1676//b1853//b3901//b2236//b0864//b3503//b3871//b2760//b4141//b0799//b2208//b4245//b3690//b0399//b1090//b0397//b3907//b0960//b0529//b1482//b4081//b1967//b1281//b2078//b0153//b1652//insI1//b4361//b0066//b3720//b0904//b3216//b1447//b2898//b3342//b3195//b3959//b2702//b0882//b3011//b4565//b1684//b0572//b4136//b4265//b0687//b4027//b4220//b2198//b2285//b0240//b1783//b2704//b3659//b2338//b4111//b2803//b2813//b2896//b0070//b1290//b2553//b3194//b0422//b2414//b2258//b2082//b0177//b2386//b3831//b4082//b3147//b0982//b1302//b3900//b1424//b1638//b4222//b1943//b0242//b3953//b2837//b1759//b2342//b3360//b4317//b0197//b0739//b1683//b1112//b2414//b3349//b0182//b3087//b0804//b1602//b3312//b2231//b2704//b0091//b1664//b1930//b0027//b4209//b0022//b0996//b3793//b1317//b4232//b2428//b2759//b0447//b2523//b3319//b3751//b4142//b3682//b2362//b3925//b2179//b2744//b3477//b0998//b0097//b0398//b2774//b0241//b4477//b1569//b1022//b4240//b0051//b2808//b3400//b0207//b3542//b4020//b4099//b0599//b3312//b2364//b2421//b0679//b4705//b2429//b0167//b3823//b2834//b3558//b4130//b0318//b0733//b1397//b1737//b3182//b2890//b0350//b3622//b0688//b2058//b0159//b4355//b4120//b2074//b4471//b2507//b0483//b1769//b1117//b3732//b0459//b1978//b1830//b4180//b3846//b2741//b1696//b1807//b1189//b4214//b2665//b3350//b3392//b2906//b4339//b1621//b3633//b0035//b0429//b0828//b4227//b1990//b0242//b2935//b0770//b1341//b1550//b1520//b0260//b1215//b0063//b1618//b3115//b1554//b3825//b2669//b1663//b2263//b0140//b3924//b3205//b4327//b3904//b2920//b3899//b3461//b0674//b0172//b0167//b1715//b1066//b1296//b2756//b4388//b2716//b3311//b2252//b3403//b3192//b4375//b1380//b2255//b3459//b2370//b3635//b1951//b1930//b2933//b2615//b4474//b2840//b1337//b0972//b0807//b0178//b1468//b4363//b1625//b2544//b1761//b2757//b3229//b0894//b1317//b4213//b3266//b0064//b4042//b0070//b4178//b1692//b2563//b3070//b2987//b4618//b0637//b2135//b4195//b0766//b1863//b4014//b1772//b2599//b4317//b1041//b0328//b3572//b0444//b3771//b2108//b4094//b1201//b1525//b2258//arcC//b2382//b2283//b3836//b2024//b0737//b0531//b0875//b1649//b3564//b2679//b3730//b3623//b2521//b1398//b1520//b1985//b2180//b0807//b0988//b0914//b1593//b2503//b2111//b3929//b2458//b3376//b0613//b0226//b1015//b4480//b4099//b2615//b3950//b2253//b2075//b1860//b1333//b2436//b0068//b1645//msrP//b1104//b1245//b1266//b4192//b0823//b3641//b3477//b3556//b1202//b0134//b4375//b1478//b2064//b0822//b2175//b2019//b2092//b2268//b3008//b3805//b2726//b1902//b2315//b0767//b2665//b1967//b1564//b1211//b2199//b3406//b2538//b4315//b1916//b0336//b2559//b2416//b2580//b2525//b3631//b0824//b4359//b4096//b3265//b1132//b1818//b3843//b0048//b3737//b4666//b2914//
GO_1901361_5	b0546//b0042//b0369//b3908//b0226//b0146//b3842//b4196//b0109//b1235//b1882//b2040//b4687//b2558//b2358//b0451//b2423//b0466//b0328//b2132//b1851//b3704//b3066//b0486//b2405//b0724//b2344//b2020//b3040//b0649//b2559//b0782//b1360//b0152//b0830//b0225//b1579//b1611//b1202//b3224//b1507//b3594//hprR//b2334//b0355//b2897//b4129//b3481//b1587//b2730//b2844//b0925//b3500//b0054//b3807//b3753//b3900//b3706//b0049//b3668//b3972//b2760//b0841//b3702//b3697//b0426//b3080//b0751//b1714//b2476//b2821//b3533//b0465//b4019//b2438//b3410//b0710//b2399//b2037//b0807//b0516//b0198//b3635//b0212//b1917//b3066//b0313//b1831//b0063//b3507//b0033//b2079//b2005//b1656//b2014//b2400//b4373//b2640//b0893//b3342//b1375//b1409//b2021//b0911//b0375//b3791//b2333//b0007//b1927//b4166//b1841//b0307//b3516//b1094//b3647//b2233//b1905//b2669//b4363//b1435//b2608//b1201//b3869//b1739//b1319//b3816//
GO_1901362_5	b3672//b1620//b1828//b4178//b1621//b3693//glsA2//b2794//b1049//b1447//b4148//b1006//b1832//b0594//b3606//b3909//b1263//b1658//b0439//b1376//b2290//b2822//b1992//b1913//b0180//b0857//b2168//b1821//b1844//b0068//b1377//b0178//b3541//b3929//b4069//b0765//b1410//b0853//b3709//b3223//b2661//b0475//b3456//b2587//gapC//b0640//b3769//b2611//b0729//b3637//b3765//b1835//b0556//b0027//b2143//b0803//b0876//b0441//b3982//b3732//b3534//b1342//b3650//b2333//b2975//b3517//b0936//b0593//b1100//b2094//b0934//b3945//b3639//b4246//b4154//b0811//b3693//b1507//b1622//b2042//b2128//b2268//b3781//b3622//b0134//b1434//b4528//b1557//b4139//b4138//b2094//b4064//b0149//b2537//b2580//b0778//b0062//b2933//b0729//b3543//b2378//b2666//b1024//b2865//b1913//rpnD//b2670//b0189//b2877//b1432//b1199//b0935//b3952//b0873//b3212//b2431//b0423//b3082//b4366//b0810//b0129//b4097//b2209//b0790//b2421//b3297//b2253//b2423//b0860//b2798//b1592//b2930//b2027//b0513//b3134//b2670//b0718//b3019//b3766//b4346//b1409//b0048//b1107//b0451//b3953//b4471//b3176//b2474//b2634//b0144//b3742//b0628//b0256//b3515//b3475//b3736//b0006//b4384//b4511//b2091//b2231//b3953//b1737//b1513//b0406//b1926//b1327//b2303//b1830//b2544//b1790//b0470//b3023//b1841//b1250//b4053//b4125//b2962//b2076//b2147//b0212//b1990//b4062//b1786//b4419//b3172//b0474//b0770//b0323//b3770//b1421//b2754//b1781//b0443//b4299//b4214//b0797//b2235//b1133//b0824//b1265//b1539//b0931//b0604//b4565//b4304//b0058//b2674//b1786//b0151//b1702//b4222//b2409//b2423//b2494//b0892//b3917//b3685//b0589//b4550//b0699//b0793//b1199//b1688//b3904//b1645//qorA//b0345//b3566//b4169//b2582//b4120//b3384//b2327//b2240//glsA2//b3670//b4380//b3134//b1902//b4460//b2014//b0212//glsA2//b0978//b3615//b3535//b4035//b0784//b3143//b2108//b2665//b2387//b4079//b0428//b1066//b2170//b2897//b2979//b0388//b1113//b1473//b2703//b0633//b2901//b3407//b2843//b1377//b2037//b2802//b2370//b1184//b3581//gpr//b2065//b3358//b2716//b0475//b1873//b3918//b1244//b0844//b2929//b2292//b0221//b2310//b2261//b0084//b4050//b2503//b2344//rhmR//b0619//b1739//b4357//b1344//b3390//b0860//gpr//b1978//b0657//b1703//b0425//b3470//b4022//b0118//b0445//b3553//b0759//b0553//b1348//b0103//b2378//b2378//b3342//b0889//b2662//b2510//b1615//b3394//b4227//b1290//b3503//b1693//b4053//b0740//b3237//b0084//b3457//b3973//b3899//b2164//b3654//b1042//b1878//b0774//b0974//b3251//b2032//b2627//b0346//b2256//b1496//b1496//b3046//b1475//b1748//b3203//b2800//b1712//b1185//b3064//b3201//b0695//b3148//b1990//b2199//b4290//b3430//b1859//b2518//b3950//b4090//b1082//b3684//b1767//b3521//b3009//b0415//b0742//b2491//b3259//b1440//b4269//b3241//b1799//b1783//b0245//b2687//bioD2//b0813//b1344//b1041//
GO_1901367_6	b1676//b2571//
GO_1901401_6	b3907//
GO_1901422_5	b2678//b3884//b3666//
GO_1901440_4	b4011//
GO_1901441_5	b1939//
GO_1901463_7	b4460//
GO_1901530_5	b3615//b3875//b2406//b1774//
GO_1901562_5	b0886//
GO_1901564_4	b3266//b1876//b3720//b1301//b2609//b2673//b1465//b2387//b2107//b1701//b3878//b1918//b3084//b0953//b4353//b0124//b2368//b1677//b3510//b2717//b2096//b2640//b1290//b0886//b1879//b1238//b2067//b0036//b1188//b1886//b1127//rpnB//b4170//b2679//b1512//b3250//b1167//b0792//b0139//b3635//b2558//b0635//b2037//b2943//b0419//b3930//b1625//b2169//b3301//b1434//b1422//b0809//b1344//b3665//b3032//b2810//b3371//b2511//b2427//b0185//b1866//b0133//b4361//b1814//b2964//b4142//b0449//b1664//b4366//b3416//b0807//b2476//b2761//b2758//b3343//b2010//b0880//b2049//b0819//b2267//b2607//b2755//b0902//b0030//b0795//b2699//b3926//b2232//b1692//b0526//b4378//b3653//b1101//b1718//b4373//b2981//b0512//b2843//b3588//b3502//b1951//b1987//b3502//b0940//b3734//b2340//b1205//b3022//b4376//b1861//b0087//b2628//b2177//b2760//b0782//b3401//b3631//b2330//b0240//b0445//b0886//b2175//b3117//b1711//b1569//b3516//b1745//b0346//b3746//b1709//b0129//b2017//b0303//b1600//b1531//b2811//b3540//b1955//b1593//b2993//b3701//b3667//b3669//b0894//b1399//b1533//b2548//b3688//topAI//b1956//b2194//b3403//b1060//b4323//b1592//b2818//b2438//b2278//b4042//b3686//b0296//b2597//b4142//b4565//b2195//b2787//b1227//b0696//b0513//b1128//b0826//b1710//b0802//b1397//b0431//b2882//b3834//b3227//b4371//b4179//b2195//b2094//b2284//b4117//b0350//b2548//b3006//b0045//b1399//b0680//b1621//b1611//b2069//b0066//b0533//b1919//b4119//b1247//b4154//b2717//b0476//b2745//b4367//b3498//b2548//b0340//b2146//b2538//b1289//b2068//b4055//b0344//b4539//b1427//b0692//b3910//b2610//b2315//b0091//b0184//b1107//b0557//b2511//b2283//b2253//b1866//b0717//b3909//b3344//b3209//b0507//b2701//b3020//b1733//b3710//b3875//b3551//b4389//b1082//b4024//b1774//b3884//b4117//b0022//b1069//b2458//b2782//b4075//b2284//b3306//b1053//b2711//b3522//b2339//b1786//b0620//b3929//b1264//b3060//b3569//b4377//b1038//b1733//b2607//b0141//b2170//b2209//b3336//b3885//b1166//b2206//b2527//b0085//b1487//b1711//b0144//b0071//b0910//b0069//b0960//b2937//b1112//b3521//b4705//b3513//b3844//b0839//b2763//b4682//b4347//b0088//b2438//b3021//b3643//b4544//b0776//b1615//b1876//b4117//b3041//b3442//b1635//b1873//b3566//b1024//b0789//b3746//b2960//b0394//b2987//b0040//b0962//b3365//b1492//b2799//b2476//b3022//b3212//b4298//b0356//b3344//b3037//b1132//b1205//b1090//b0731//b3006//b3752//b2541//b1593//b2019//b2662//b4097//b3661//b2548//b2313//b0718//b2405//b1978//b2892//b3872//b2289//b2919//b2015//b3897//b0083//b1469//b4356//b1761//b1370//b1798//b0956//b3177//b3973//b0863//b1429//b3366//b3511//b1298//b2429//b4352//b0621//hxpB//b0903//b3956//b4668//b2923//b2174//b1603//b2368//b0081//b3491//b0104//b0419//b0875//b0381//b4339//b3502//b0334//b4083//b1525//b2838//b0189//b3902//b4464//b2599//b3563//b2342//b0946//b0963//b0796//b1622//b4148//b0613//b4477//b0198//b2971//hexR//b0144//b1801//b3210//b1620//b3268//b0136//b3136//b4350//b1497//b2893//b1191//b3029//b0348//b2995//b1094//b3133//b0903//b3726//b4046//b2729//b1465//b3712//b1756//b0636//b1260//b1852//b1817//b1013//b0015//b1119//b4003//b0721//b0036//b3794//b3637//b4227//b0124//b0053//b2755//b1791//b4239//b2125//b2697//b1866//b2374//b2924//b1187//b4208//b4172//b3178//b1247//b0152//b2132//b1178//b0196//b4195//b1314//b2246//b0478//b3524//b1054//b3869//b0381//b4313//b1711//b2296//b1515//b1884//b0861//b3990//b0881//b1625//b1526//b1879//b4153//b4317//b1272//b0628//b1205//b0443//b4119//b3023//b2334//b3654//b4062//b1218//b2177//b3510//b3201//b1299//b3117//b1078//b1970//b1395//b3300//b3318//b3226//b2024//b2576//b4052//b1590//b3236//b3032//b2604//b3261//b4289//b0968//b1960//b1122//b3949//b0855//b1183//b3907//b3426//b1380//b0699//b0465//b0856//b1639//b2130//b0123//b3822//b0158//b0486//b3238//b4322//b1226//b3730//b4079//b1021//b4618//b0307//b0604//b3615//b1701//b3287//b1808//b2918//b3222//b4391//b1508//b4144//b4058//b3125//b0106//b0741//b0555//b3375//b4151//b4261//b2801//b3247//b2992//b4219//b1010//hxpB//b3963//b2913//b3135//b4041//b1900//b4079//hxpA//b2380//b0854//b1066//b4116//b2945//b0611//b3713//b1397//b0343//b2525//b3113//b3599//b3652//b0243//b0124//b3782//b4131//b4151//b0642//b0428//b4097//b2479//b0807//b1506//b0875//b1618//b0962//b0912//b0053//b3049//hexR//b1039//b2132//b0064//b2697//b0446//b3528//b0844//b1728//b1114//b2762//b3558//b2492//b1625//b4041//b0001//b3870//b2617//b3292//b1191//b3847//b0102//b1753//b3564//b3170//b1693//b4279//b4020//b1563//b1080//b3172//bioD1//b2912//b2704//b1603//b1204//b3330//b4266//b1855//b2606//b0388//b1819//b0441//b2735//b0975//b3368//b1301//b0662//b2282//b0842//b2388//b2182//b1645//rhmR//b0368//b3070//b0053//b4355//b3355//b3212//b3627//b4085//b1782//b1584//b3307//b0970//b3540//b1650//b2789//glsB//b0474//b4513//b1113//b2594//b3496//b0607//b4180//b1855//b2041//b1830//b3609//b3725//b4362//b0178//b2202//b3117//b1682//b1737//b3878//b3113//b2108//b3452//b2338//b2962//b3641//b0069//b1861//b3804//b0799//b1207//b4043//b0766//b1864//b4028//b0331//b3395//b3917//b3297//b2206//b0886//b0437//b1389//b0783//b1375//b2037//b1290//b0337//b3673//b2791//b2350//b4668//b1271//b1166//b2501//b2735//b3619//b3345//b0810//b2709//b0641//b0798//b3331//b1107//b0997//b2209//b3713//b4203//b2898//b0207//b0051//b2759//b3349//b3630//b3883//glsA//b2997//b3136//b1265//b1635//b2799//b2676//b2374//b0852//b0802//b0893//b2774//b2374//b2156//b0172//b0681//b1469//b3204//b3627//b3519//b0996//b2393//b3185//b0566//b0879//b2841//b1918//b4089//
GO_1901565_5	b3542//b2838//b3708//b4077//b3166//b2182//b1212//b2064//b2843//b3010//b0543//b2865//b4460//b3889//b3415//b3497//b0090//b1710//b0751//b2993//b2385//b4240//b4162//b1294//b3594//b2785//b1620//b2763//b0806//b4304//b1827//b1682//b3019//b4142//b3066//b1985//b2316//b4116//b2399//b0960//b4239//b0634//b2976//b0041//b3642//b1961//b3417//b3093//b2429//b2554//b0946//b2920//b3497//b2800//b1680//b2514//b3126//b3634//b2990//b2195//b4379//b2165//b4415//b3753//b4054//b1505//b0356//b0733//b3632//b1272//b2431//b2740//b0169//b1481//b3376//b0604//b1635//b0755//b1860//b2599//b2386//b4381//b3476//b4024//b0993//b0397//b1533//b3429//b2038//b2788//b2556//b0028//b4101//b0575//b0003//b1609//b3301//b3075//b1654//b3019//b3070//b0930//b4316//b3255//b2729//b4467//b4070//hexR//b3240//b0118//b3071//b0355//b4528//b2569//b1939//b2640//b0822//b0348//b0440//b1704//b0040//b1014//b2373//b2930//b3221//b3197//b1761//b2125//b2617//b0782//b2041//b1110//b1579//b0030//
GO_1901566_5	b2728//b3249//b3809//b3585//b3494//b0778//b0344//b3339//b2545//b3867//b0090//b1399//b1538//b1167//b2509//bioP//b2424//b0948//b1881//b1886//b3477//b2699//b3984//b2040//b1902//b0981//b1210//b0135//b1094//b1992//b2026//b1662//b2208//b2301//b0469//b0171//b2710//b3212//b1842//b1662//b2313//b2874//b2008//b3433//b0650//b1249//b0469//b1883//b2819//b0882//b3729//b0887//b0973//b0516//b1967//b0168//b0424//b2405//b0003//b3438//b4207//b0420//b3601//b3503//b3880//b3745//b0507//b0738//b0688//b3659//b2735//b0025//b0770//b2806//b1651//b0311//b0089//b1319//b0844//b0920//b3804//b2738//b3642//b2529//b3942//b0854//b0480//b0344//b1247//b0262//b1272//b2431//b2530//b4079//b2202//b1707//b0693//b3494//b1200//b2213//b2538//b3481//b3405//b0595//b3878//b3499//b1041//b1074//b2108//rpnC//b3772//b2669//b3442//b3957//b2032//b3728//b4003//b1924//b1014//b3733//b3659//b2975//b1531//b1334//b3823//b3659//b2533//b0444//b0949//b1501//b1478//b2935//b0276//b3260//b2962//b4084//b0678//b1587//b2245//b0578//b3361//b1275//b0460//b2594//b1576//b2365//b1344//b0641//b2328//b0174//b1579//b3833//b4141//b3525//b3706//b2532//b2867//hiuH//b3883//b1062//b0978//hxpA//b1860//b3161//b3182//b0284//b1884//b3872//b1993//b0240//b0046//b0186//b4421//b3736//b3499//b1808//b0054//b0191//b3152//b1275//b3047//b4465//b2546//b1493//b1620//b2281//b4092//b3470//b1270//b2512//b2843//b0169//b0443//bioD1//b2497//b1679//b1221//b2558//b0241//b0378//b2912//b3304//b1740//b1653//b2553//b0115//b2313//b1398//b2961//b1046//b0078//b3839//b3735//b2303//b3775//b1736//b3623//b0272//b3500//b3368//b1905//b3237//b2011//b4243//b4133//b0459//b0141//b3745//b0444//b0980//b0109//b1775//b3162//b0009//b0766//b2126//b3869//b3521//b2820//b3117//b2624//b2167//b0262//b2196//mltG//b4033//b1824//b1767//b4280//b1270//b3210//b0737//b3140//xisR//b2756//b1617//b3887//b2068//b3668//b3907//b2998//b1018//b1207//b3648//b1100//b1953//b3642//b0419//b3203//b2898//b1853//b0953//b1902//b3700//b3520//b0614//b1545//b2178//b4249//b0697//b2318//b0935//b1320//b1749//b1395//b1089//b1694//b0089//b4147//b3192//b0939//b3093//b0637//b0408//b0939//b2921//b3835//b2794//b1058//b3317//b3866//b4221//b2266//b1060//b0506//b0554//b1714//b3182//b3533//b0347//b3581//b1819//b2103//b3417//b0331//b1718//b2906//b0521//b0875//b3583//b2014//b2184//b2147//b3190//b1133//b3652//b2579//b3206//b2479//b1302//b2032//b1786//b2541//b0676//b0775//b3412//b2662//b2147//b1234//b0993//b3250//b0213//b1724//b0419//b2674//b0155//b3965//b3195//b0241//b4000//b0812//b3062//b2687//b4374//b1636//b1323//b0478//b2153//b2168//b3701//b3400//b0904//b4052//b2295//b0524//b2614//b0781//b1061//b1078//b2061//b0604//b3771//b2163//b1330//b4192//b2149//b3460//b2314//b4123//b3028//b3306//b3682//b3793//b1375//b0531//b4070//b2010//
